# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR1555229_sorted.bam" "SRR1555228_sorted.bam" "SRR1555225_sorted.bam" "SRR1555222_sorted.bam" "SRR1555226_sorted.bam" "SRR1555230_sorted.bam" "SRR1555224_sorted.bam" "SRR1555220_sorted.bam" "SRR1555221_sorted.bam" "SRR1555227_sorted.bam" "SRR1555223_sorted.bam" "SRR1555231_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR1555229_sorted.bam	SRR1555228_sorted.bam	SRR1555225_sorted.bam	SRR1555222_sorted.bam	SRR1555226_sorted.bam	SRR1555230_sorted.bam	SRR1555224_sorted.bam	SRR1555220_sorted.bam	SRR1555221_sorted.bam	SRR1555227_sorted.bam	SRR1555223_sorted.bam	SRR1555231_sorted.bam
gene-MSMEI_RS00210	NC_018289.1	61510	62073	+	564	0	0	3	2	0	1	3	4	11	0	8	0
gene-MSMEI_RS00215	NC_018289.1	62089	62862	-	774	1	0	5	2	0	2	4	6	13	1	13	0
gene-MSMEI_RS00220	NC_018289.1	63080	65158	+	2079	1	0	2	9	0	4	2	16	30	1	14	0
gene-MSMEI_RS00225	NC_018289.1	65155	67623	+	2469	1	1	1	8	0	1	3	18	17	2	13	1
gene-MSMEI_RS00230	NC_018289.1	67620	68777	+	1158	0	0	5	6	1	0	3	22	26	1	14	0
gene-MSMEI_RS00235	NC_018289.1	68792	69727	-	936	2	1	3	3	5	2	4	15	21	4	12	1
gene-MSMEI_RS00240	NC_018289.1	69874	70377	+	504	0	0	3	3	0	0	0	4	14	2	16	0
gene-MSMEI_RS00245	NC_018289.1	70379	71344	-	966	0	0	8	16	2	0	2	6	6	3	16	0
gene-MSMEI_RS00250	NC_018289.1	71389	71655	+	267	0	0	64	52	0	0	18	6	5	3	130	5
gene-MSMEI_RS00255	NC_018289.1	71844	72137	-	294	1	0	3	4	0	0	3	2	1	2	3	0
gene-MSMEI_RS00260	NC_018289.1	72521	73300	+	780	0	0	8	3	1	1	0	14	17	2	6	1
gene-MSMEI_RS00265	NC_018289.1	73348	74433	+	1086	0	0	2	6	0	0	2	14	21	0	5	1
gene-MSMEI_RS00270	NC_018289.1	74430	75818	-	1389	0	2	0	7	0	1	1	10	32	0	3	0
gene-MSMEI_RS00275	NC_018289.1	76210	77787	+	1578	1	0	1	1	0	4	3	7	18	2	6	1
gene-MSMEI_RS00280	NC_018289.1	77823	78140	+	318	1	0	1	2	0	0	0	2	7	0	6	0
gene-MSMEI_RS00285	NC_018289.1	78145	78993	+	849	3	0	3	2	1	1	1	5	19	0	9	0
gene-MSMEI_RS00290	NC_018289.1	79008	79535	+	528	6	2	5	5	4	3	1	18	27	6	9	6
gene-MSMEI_RS00295	NC_018289.1	79528	81252	+	1725	6	1	4	3	2	7	4	36	50	6	28	5
gene-MSMEI_RS00300	NC_018289.1	81260	82699	+	1440	3	2	6	9	2	1	4	32	52	6	31	2
gene-MSMEI_RS00305	NC_018289.1	82699	84927	+	2229	0	0	15	11	1	1	8	54	97	12	65	2
gene-MSMEI_RS00310	NC_018289.1	84928	86709	+	1782	5	3	9	9	2	5	2	46	85	8	36	0
gene-MSMEI_RS00315	NC_018289.1	86858	87151	+	294	0	2	0	3	0	0	0	17	21	1	2	0
gene-MSMEI_RS00320	NC_018289.1	87199	88521	+	1323	4	4	4	3	0	6	2	34	71	6	16	4
gene-MSMEI_RS00325	NC_018289.1	88607	88909	+	303	4	4	2	0	0	1	4	61	106	4	7	2
gene-MSMEI_RS00330	NC_018289.1	88941	89228	+	288	6	8	13	16	0	2	9	108	189	11	53	2
gene-MSMEI_RS00335	NC_018289.1	89348	90772	+	1425	4	7	18	9	4	3	3	55	138	10	59	4
gene-MSMEI_RS00340	NC_018289.1	90769	92301	+	1533	4	7	9	15	1	3	1	44	73	8	26	1
gene-MSMEI_RS33995	NC_018289.1	92729	93484	+	756	3	5	18	6	2	7	10	53	96	9	53	3
gene-MSMEI_RS35135	NC_018289.1	93717	94682	+	966	5	2	4	10	1	2	8	78	139	6	29	0
gene-MSMEI_RS35140	NC_018289.1	96218	96949	+	732	3	3	19	29	0	1	15	54	108	5	106	1
gene-MSMEI_RS00365	NC_018289.1	98034	99545	+	1512	1	0	6	5	0	3	1	17	18	1	18	2
gene-MSMEI_RS00375	NC_018289.1	100839	101195	+	357	1	1	7	5	0	0	3	10	21	1	10	0
gene-MSMEI_RS00380	NC_018289.1	101408	102970	+	1563	1	1	14	13	2	3	5	17	50	3	25	1
gene-MSMEI_RS00385	NC_018289.1	103065	103373	+	309	0	2	13	2	2	1	2	25	37	2	22	1
gene-MSMEI_RS00390	NC_018289.1	103386	103703	-	318	1	2	4	2	1	0	2	16	44	3	21	2
gene-MSMEI_RS00395	NC_018289.1	103737	104471	-	735	4	2	3	0	2	1	3	38	65	7	28	0
gene-MSMEI_RS00400	NC_018289.1	104546	105292	-	747	3	0	13	6	0	0	7	8	32	2	15	1
gene-MSMEI_RS00405	NC_018289.1	105323	105853	-	531	2	0	10	4	2	0	7	8	27	3	12	0
gene-MSMEI_RS00410	NC_018289.1	105861	106193	-	333	2	1	1	2	2	1	4	11	37	6	15	0
gene-MSMEI_RS00415	NC_018289.1	106204	107598	-	1395	2	4	6	11	5	4	3	25	54	8	46	0
gene-MSMEI_RS00420	NC_018289.1	107595	108944	-	1350	1	1	3	2	0	1	2	16	17	6	21	0
gene-MSMEI_RS00425	NC_018289.1	109175	109432	-	258	0	1	0	0	2	0	0	2	10	0	5	0
gene-MSMEI_RS00430	NC_018289.1	109444	111459	-	2016	0	0	0	0	2	0	0	5	15	1	4	1
gene-MSMEI_RS00435	NC_018289.1	111456	112439	-	984	1	0	0	0	1	0	0	1	2	0	5	0
gene-MSMEI_RS00440	NC_018289.1	112436	113203	-	768	1	0	2	0	0	1	0	1	4	1	6	0
gene-MSMEI_RS00445	NC_018289.1	113306	114979	+	1674	0	0	1	2	0	0	3	1	3	0	16	0
gene-MSMEI_RS00450	NC_018289.1	115043	116017	+	975	0	0	1	1	0	0	1	0	5	0	4	0
gene-MSMEI_RS00455	NC_018289.1	116057	118204	-	2148	0	1	6	5	0	0	1	6	14	3	8	0
gene-MSMEI_RS00460	NC_018289.1	118210	118794	-	585	3	0	8	8	2	1	1	22	39	6	10	1
gene-MSMEI_RS00465	NC_018289.1	118916	119551	+	636	0	2	10	4	1	0	6	26	83	3	35	0
gene-MSMEI_RS00470	NC_018289.1	119613	120575	+	963	3	2	5	17	3	0	4	23	39	4	32	1
gene-MSMEI_RS00475	NC_018289.1	120572	121507	+	936	1	0	47	74	0	0	21	16	26	3	115	2
gene-MSMEI_RS00480	NC_018289.1	121488	121667	-	180	0	0	15	24	0	0	9	1	5	0	50	0
gene-MSMEI_RS00485	NC_018289.1	121862	122725	+	864	3	4	22	22	2	2	9	38	61	3	83	1
gene-MSMEI_RS00490	NC_018289.1	122729	123694	+	966	1	1	9	25	1	7	7	26	16	10	51	3
gene-MSMEI_RS00495	NC_018289.1	123739	124428	+	690	0	0	3	9	0	0	1	15	17	5	20	0
gene-MSMEI_RS00500	NC_018289.1	124439	124924	+	486	0	0	1	2	0	0	1	4	10	0	7	1
gene-MSMEI_RS00505	NC_018289.1	124921	125475	+	555	1	1	3	8	0	0	1	11	22	4	28	2
gene-MSMEI_RS00510	NC_018289.1	125447	126253	-	807	3	0	0	5	0	0	0	12	21	4	20	0
gene-MSMEI_RS00515	NC_018289.1	126250	127476	-	1227	0	0	8	3	0	0	6	13	19	2	14	0
gene-MSMEI_RS00520	NC_018289.1	127510	128709	-	1200	0	0	1	0	0	2	0	3	4	2	4	0
gene-MSMEI_RS00525	NC_018289.1	128753	129634	-	882	0	0	1	0	0	0	0	0	6	0	3	1
gene-MSMEI_RS00530	NC_018289.1	129706	130344	+	639	0	0	0	1	0	0	0	0	0	0	0	0
gene-MSMEI_RS00535	NC_018289.1	130360	131526	+	1167	0	0	2	0	0	0	0	1	8	0	0	0
gene-MSMEI_RS00540	NC_018289.1	131536	133137	-	1602	1	0	5	7	0	0	4	34	45	2	20	0
gene-MSMEI_RS00545	NC_018289.1	133180	134319	-	1140	0	5	1	7	3	0	1	15	52	3	16	0
gene-MSMEI_RS00550	NC_018289.1	134321	135763	-	1443	5	2	5	13	1	4	2	31	104	10	36	1
gene-MSMEI_RS00555	NC_018289.1	135782	137323	-	1542	4	1	21	12	2	3	6	26	79	6	50	1
gene-MSMEI_RS00560	NC_018289.1	137393	138397	-	1005	2	0	9	5	0	1	8	10	19	2	20	0
gene-MSMEI_RS00570	NC_018289.1	138560	139420	+	861	1	0	1	0	0	0	0	4	4	1	0	0
gene-MSMEI_RS00575	NC_018289.1	139427	140455	+	1029	0	0	1	1	0	0	0	1	11	1	4	0
gene-MSMEI_RS00580	NC_018289.1	140439	141236	+	798	0	0	0	0	0	0	0	1	7	0	0	0
gene-MSMEI_RS00585	NC_018289.1	141217	141897	-	681	0	0	0	1	0	0	0	1	6	0	5	0
gene-MSMEI_RS00590	NC_018289.1	141894	142757	-	864	1	0	1	2	0	0	0	0	2	0	4	0
gene-MSMEI_RS00595	NC_018289.1	142842	143342	+	501	1	0	2	4	0	0	3	9	1	0	2	0
gene-MSMEI_RS00600	NC_018289.1	143350	143460	-	111	0	0	5	2	0	0	6	4	3	0	12	1
gene-MSMEI_RS00605	NC_018289.1	143579	144238	+	660	0	1	2	3	0	4	1	17	12	1	7	0
gene-MSMEI_RS00610	NC_018289.1	144235	145008	+	774	0	2	1	1	0	3	0	6	9	1	8	0
gene-MSMEI_RS00615	NC_018289.1	145145	146152	+	1008	1	0	3	1	0	1	0	1	5	3	8	0
gene-MSMEI_RS00620	NC_018289.1	146173	146658	+	486	0	0	0	0	0	0	0	0	1	1	1	0
gene-MSMEI_RS00625	NC_018289.1	146677	148203	+	1527	0	0	1	1	0	0	0	1	1	0	1	0
gene-MSMEI_RS00630	NC_018289.1	148159	148842	-	684	0	0	1	3	1	0	1	2	4	1	0	0
gene-MSMEI_RS00635	NC_018289.1	148839	149957	-	1119	0	0	1	2	1	0	0	3	4	1	3	0
gene-MSMEI_RS00640	NC_018289.1	149997	151088	-	1092	0	0	0	0	0	0	0	3	7	1	8	0
gene-MSMEI_RS00645	NC_018289.1	151124	151573	+	450	0	0	1	3	0	0	1	1	3	0	0	0
gene-MSMEI_RS00650	NC_018289.1	151591	152034	+	444	4	0	12	28	1	3	3	46	59	10	80	3
gene-MSMEI_RS00655	NC_018289.1	152041	152733	-	693	5	0	6	4	0	2	2	14	13	5	15	3
gene-MSMEI_RS00660	NC_018289.1	152883	154517	+	1635	1	0	2	2	0	4	1	7	27	3	5	0
gene-MSMEI_RS00665	NC_018289.1	154710	155510	+	801	6	5	9	8	1	0	10	32	72	10	25	2
gene-MSMEI_RS00670	NC_018289.1	155512	156381	+	870	1	2	0	4	2	1	0	13	53	8	11	0
gene-MSMEI_RS00675	NC_018289.1	156386	157615	+	1230	5	3	8	5	0	0	3	25	99	4	27	2
gene-MSMEI_RS00680	NC_018289.1	157612	158643	+	1032	0	1	7	11	1	0	2	16	93	7	23	0
gene-MSMEI_RS00685	NC_018289.1	158640	160214	+	1575	0	0	2	3	2	0	0	24	88	3	18	1
gene-MSMEI_RS00690	NC_018289.1	160233	161876	+	1644	1	2	3	0	1	0	1	34	111	3	11	0
gene-MSMEI_RS00695	NC_018289.1	161903	163048	+	1146	3	5	4	0	0	1	9	58	108	1	7	0
gene-MSMEI_RS00700	NC_018289.1	163050	164606	+	1557	0	2	8	3	1	1	4	66	131	7	8	1
gene-MSMEI_RS00705	NC_018289.1	164576	165184	+	609	1	3	7	2	2	0	1	41	58	2	10	1
gene-MSMEI_RS00710	NC_018289.1	165181	166149	+	969	0	2	0	3	0	0	0	19	30	2	7	0
gene-MSMEI_RS00715	NC_018289.1	166146	166694	+	549	1	1	3	4	0	2	2	14	28	1	11	0
gene-MSMEI_RS00720	NC_018289.1	166661	167551	+	891	3	0	3	9	0	1	7	11	32	2	22	3
gene-MSMEI_RS00725	NC_018289.1	167554	168222	+	669	0	0	0	3	0	0	0	7	4	3	10	3
gene-MSMEI_RS00730	NC_018289.1	168219	169997	-	1779	1	0	1	1	0	1	0	3	4	0	2	1
gene-MSMEI_RS00735	NC_018289.1	170153	170971	-	819	2	0	7	14	1	3	2	17	32	3	23	0
gene-MSMEI_RS00740	NC_018289.1	171029	171943	-	915	2	0	6	5	0	1	3	5	6	2	9	0
gene-MSMEI_RS00745	NC_018289.1	171977	172624	-	648	0	0	2	2	0	0	0	1	5	0	2	0
gene-MSMEI_RS00750	NC_018289.1	172687	174114	-	1428	1	0	0	0	0	0	0	3	8	0	3	1
gene-MSMEI_RS00755	NC_018289.1	174111	175544	-	1434	0	1	1	1	0	0	0	1	8	0	8	0
gene-MSMEI_RS00760	NC_018289.1	175541	175864	-	324	0	0	0	0	0	0	0	0	2	1	0	0
gene-MSMEI_RS00765	NC_018289.1	175868	176950	-	1083	0	0	0	0	0	0	0	0	2	0	0	0
gene-MSMEI_RS00770	NC_018289.1	177165	178178	+	1014	0	1	3	0	0	0	0	1	7	0	3	0
gene-MSMEI_RS00775	NC_018289.1	178189	179622	+	1434	0	0	3	1	0	0	0	4	8	2	2	0
gene-MSMEI_RS00780	NC_018289.1	179664	180134	-	471	0	1	1	1	0	0	1	4	6	1	2	0
gene-MSMEI_RS00785	NC_018289.1	180241	181167	+	927	0	1	1	0	1	0	1	0	4	0	2	0
gene-MSMEI_RS00790	NC_018289.1	181327	183060	+	1734	0	0	0	0	0	0	1	4	15	0	1	0
gene-MSMEI_RS00795	NC_018289.1	183129	184391	+	1263	1	1	3	2	0	1	0	16	77	7	7	0
gene-MSMEI_RS00800	NC_018289.1	184494	184979	+	486	0	0	0	0	0	0	0	0	2	0	0	0
gene-MSMEI_RS00805	NC_018289.1	184976	186574	+	1599	0	0	0	0	0	0	0	2	12	0	1	0
gene-MSMEI_RS00810	NC_018289.1	186571	189390	+	2820	1	1	3	1	0	0	0	1	18	2	0	0
gene-MSMEI_RS00815	NC_018289.1	189392	189616	+	225	0	0	0	0	0	0	0	0	4	0	0	0
gene-MSMEI_RS00820	NC_018289.1	189680	189991	-	312	0	0	0	0	0	0	0	0	1	0	3	0
gene-MSMEI_RS00825	NC_018289.1	190037	191380	-	1344	0	0	2	1	0	0	0	2	2	0	5	0
gene-MSMEI_RS00830	NC_018289.1	191554	192396	+	843	0	0	2	1	0	0	1	7	6	1	4	1
gene-MSMEI_RS00835	NC_018289.1	192427	193155	-	729	0	0	3	17	1	1	3	10	14	4	20	0
gene-MSMEI_RS00840	NC_018289.1	193356	194759	-	1404	1	0	3	2	0	1	1	1	17	2	2	0
gene-MSMEI_RS00845	NC_018289.1	195295	196581	+	1287	0	0	7	1	2	0	1	0	8	1	0	0
gene-MSMEI_RS00855	NC_018289.1	196795	198177	+	1383	0	0	1	1	0	0	1	4	3	0	1	2
gene-MSMEI_RS00860	NC_018289.1	198268	199197	+	930	1	2	10	5	3	0	7	24	31	6	29	1
gene-MSMEI_RS00865	NC_018289.1	199198	199800	-	603	6	3	6	5	6	3	9	49	58	10	33	4
gene-MSMEI_RS00870	NC_018289.1	199981	200292	-	312	0	0	0	0	0	0	0	3	2	0	0	0
gene-MSMEI_RS00875	NC_018289.1	200298	200669	-	372	0	0	0	0	1	0	0	2	2	0	3	0
gene-MSMEI_RS00880	NC_018289.1	200776	201903	+	1128	0	0	0	16	1	0	3	2	1	3	22	0
gene-MSMEI_RS00885	NC_018289.1	201914	202768	+	855	0	0	0	0	0	0	1	0	0	1	3	0
gene-MSMEI_RS00890	NC_018289.1	202765	203697	+	933	0	0	1	2	0	0	0	0	1	0	2	0
gene-MSMEI_RS00895	NC_018289.1	203694	204476	+	783	0	0	3	2	0	1	0	0	3	0	2	0
gene-MSMEI_RS00900	NC_018289.1	204486	205157	-	672	1	0	1	1	0	0	0	0	2	1	1	0
gene-MSMEI_RS00905	NC_018289.1	205274	205783	-	510	0	0	0	0	0	0	0	0	1	0	1	0
gene-MSMEI_RS00910	NC_018289.1	205835	206773	+	939	0	0	0	0	0	0	0	0	0	0	1	0
gene-MSMEI_RS00915	NC_018289.1	206800	207957	+	1158	0	0	1	1	0	0	0	0	1	0	2	0
gene-MSMEI_RS00920	NC_018289.1	207975	209744	+	1770	0	0	1	7	0	0	2	4	5	0	9	0
gene-MSMEI_RS00930	NC_018289.1	210191	213034	-	2844	0	0	37	9	0	0	20	10	11	0	87	0
gene-MSMEI_RS00935	NC_018289.1	213031	213525	-	495	0	0	19	2	0	0	1	2	2	2	24	0
gene-MSMEI_RS00940	NC_018289.1	213704	214168	+	465	0	0	1	6	0	0	2	10	12	2	16	0
gene-MSMEI_RS00945	NC_018289.1	214158	214616	-	459	1	0	1	1	0	2	0	6	16	0	5	1
gene-MSMEI_RS00950	NC_018289.1	214609	215781	-	1173	0	0	1	2	0	0	0	1	5	0	4	0
gene-MSMEI_RS00955	NC_018289.1	215793	217352	-	1560	0	0	0	3	0	1	1	2	1	1	5	0
gene-MSMEI_RS00960	NC_018289.1	217361	218341	-	981	0	0	1	0	0	3	0	3	1	1	6	0
gene-MSMEI_RS00965	NC_018289.1	218522	219424	+	903	0	0	1	0	0	0	1	0	3	1	8	0
gene-MSMEI_RS00970	NC_018289.1	219438	220334	+	897	0	0	5	9	0	0	1	7	6	1	26	1
gene-MSMEI_RS00975	NC_018289.1	220335	220973	-	639	6	0	10	8	1	0	3	55	46	4	39	1
gene-MSMEI_RS00980	NC_018289.1	221208	222848	+	1641	0	0	4	6	0	0	1	9	8	3	11	0
gene-MSMEI_RS00985	NC_018289.1	222865	223749	+	885	0	2	1	2	1	0	3	4	1	0	1	0
gene-MSMEI_RS00990	NC_018289.1	223759	224403	-	645	0	0	1	1	0	0	1	2	4	1	2	0
gene-MSMEI_RS00995	NC_018289.1	224413	225546	-	1134	1	0	1	0	0	0	0	7	0	1	0	0
gene-MSMEI_RS01005	NC_018289.1	226770	229322	+	2553	0	1	8	2	0	0	2	2	4	2	4	1
gene-MSMEI_RS01010	NC_018289.1	229560	230882	+	1323	3	4	4	2	2	1	2	25	36	7	23	1
gene-MSMEI_RS01015	NC_018289.1	230890	231591	-	702	0	3	4	3	0	4	0	28	61	9	9	1
gene-MSMEI_RS01020	NC_018289.1	231967	233865	+	1899	0	0	2	0	1	0	0	3	0	2	1	0
gene-MSMEI_RS01025	NC_018289.1	233954	234277	-	324	0	0	0	1	0	0	0	0	0	0	3	0
gene-MSMEI_RS01030	NC_018289.1	234338	234778	+	441	0	0	0	0	1	0	0	3	2	1	1	0
gene-MSMEI_RS01035	NC_018289.1	234771	236906	-	2136	1	0	8	4	1	0	9	14	18	2	20	1
gene-MSMEI_RS01040	NC_018289.1	236979	237395	+	417	1	0	1	1	0	0	1	3	2	4	5	0
gene-MSMEI_RS01045	NC_018289.1	237392	237670	+	279	0	0	3	3	0	1	0	3	12	1	4	0
gene-MSMEI_RS01050	NC_018289.1	237671	238759	-	1089	1	0	6	4	0	0	0	2	9	0	8	0
gene-MSMEI_RS01055	NC_018289.1	238854	241217	-	2364	3	2	9	13	4	2	3	27	34	8	24	4
gene-MSMEI_RS01060	NC_018289.1	241217	241636	-	420	0	0	0	6	0	0	1	3	5	0	11	0
gene-MSMEI_RS01065	NC_018289.1	241641	242081	-	441	0	1	0	3	0	0	0	4	6	2	6	0
gene-MSMEI_RS01070	NC_018289.1	242098	243381	-	1284	2	0	2	12	1	3	1	14	15	1	27	0
gene-MSMEI_RS01075	NC_018289.1	243359	244075	-	717	0	0	2	3	0	0	0	14	15	1	9	0
gene-MSMEI_RS01080	NC_018289.1	244231	245007	+	777	1	0	2	7	0	2	1	30	35	3	16	0
gene-MSMEI_RS01085	NC_018289.1	245087	246211	-	1125	0	0	0	0	1	2	0	2	11	1	8	0
gene-MSMEI_RS01090	NC_018289.1	246383	246877	+	495	0	0	1	0	3	0	1	4	8	3	3	0
gene-MSMEI_RS01095	NC_018289.1	246881	247903	-	1023	3	0	29	8	2	8	7	17	23	10	25	1
gene-MSMEI_RS01100	NC_018289.1	247967	248809	+	843	2	0	2	9	0	0	1	9	14	5	14	1
gene-MSMEI_RS01105	NC_018289.1	248788	249783	+	996	0	0	4	6	0	0	2	12	22	3	13	0
gene-MSMEI_RS01110	NC_018289.1	249824	250567	+	744	3	0	9	5	0	4	4	13	21	6	37	4
gene-MSMEI_RS01115	NC_018289.1	250564	251046	+	483	0	0	0	4	0	0	1	3	18	0	1	1
gene-MSMEI_RS01120	NC_018289.1	251066	251722	+	657	0	1	4	10	0	2	0	6	18	6	6	1
gene-MSMEI_RS01125	NC_018289.1	251730	254627	-	2898	17	8	42	43	7	6	24	25	102	34	115	4
gene-MSMEI_RS01130	NC_018289.1	254624	255052	-	429	0	2	4	2	0	0	7	2	12	1	7	0
gene-MSMEI_RS01135	NC_018289.1	255298	255867	+	570	2	2	5	1	0	0	4	1	4	3	10	0
gene-MSMEI_RS01140	NC_018289.1	255940	259092	+	3153	0	1	5	6	2	3	2	9	15	5	11	1
gene-MSMEI_RS01145	NC_018289.1	259183	260898	-	1716	9	6	10	14	2	4	7	117	152	10	62	3
gene-MSMEI_RS01150	NC_018289.1	260977	261282	+	306	1	0	13	2	3	0	3	18	15	1	24	0
gene-MSMEI_RS01155	NC_018289.1	261301	261600	-	300	1	0	2	2	0	0	1	10	3	2	2	0
gene-MSMEI_RS01165	NC_018289.1	263050	264090	+	1041	17	3	70	46	5	11	29	205	296	25	215	7
gene-MSMEI_RS01170	NC_018289.1	264153	266153	-	2001	11	9	127	204	14	19	62	270	353	41	512	13
gene-MSMEI_RS01175	NC_018289.1	266217	266837	+	621	0	2	4	5	0	1	1	2	13	2	11	3
gene-MSMEI_RS01180	NC_018289.1	266834	267523	+	690	0	1	0	6	10	1	0	9	11	2	7	0
gene-MSMEI_RS01185	NC_018289.1	267657	269063	+	1407	0	1	1	0	2	3	0	11	7	3	7	0
gene-MSMEI_RS01190	NC_018289.1	269242	269712	-	471	0	0	0	2	0	0	0	10	9	1	10	0
gene-MSMEI_RS01195	NC_018289.1	269705	271000	-	1296	1	2	17	10	0	0	16	25	40	2	43	0
gene-MSMEI_RS01200	NC_018289.1	271076	271690	-	615	1	0	8	13	0	0	7	39	53	9	13	1
