# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR3084371_sorted.bam" "SRR3084369_sorted.bam" "SRR3084378_sorted.bam" "SRR3084370_sorted.bam" "SRR3084368_sorted.bam" "SRR3084374_sorted.bam" "SRR3084376_sorted.bam" "SRR3084367_sorted.bam" "SRR3084375_sorted.bam" "SRR3084372_sorted.bam" "SRR3084373_sorted.bam" "SRR3084377_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR3084371_sorted.bam	SRR3084369_sorted.bam	SRR3084378_sorted.bam	SRR3084370_sorted.bam	SRR3084368_sorted.bam	SRR3084374_sorted.bam	SRR3084376_sorted.bam	SRR3084367_sorted.bam	SRR3084375_sorted.bam	SRR3084372_sorted.bam	SRR3084373_sorted.bam	SRR3084377_sorted.bam
gene-Y880_027	CP020659.1	35567	36169	+	603	0	0	1	0	0	6	3	0	10	0	8	0
gene-Y880_028	CP020659.1	36234	36362	-	129	0	0	1	0	0	1	1	0	3	0	1	1
gene-Y880_029	CP020659.1	36333	37967	+	1635	0	0	11	0	0	11	7	0	14	0	24	0
gene-Y880_030	CP020659.1	37991	38989	+	999	0	0	4	0	0	4	2	0	11	0	3	0
gene-Y880_031	CP020659.1	38998	39876	+	879	0	0	8	0	0	9	0	0	14	0	10	0
gene-Y880_032	CP020659.1	39887	40306	+	420	0	0	4	0	0	5	0	0	10	0	1	0
gene-Y880_033	CP020659.1	40315	41061	+	747	0	0	6	0	0	4	0	0	4	0	6	0
gene-Y880_034	CP020659.1	41129	42835	+	1707	0	0	13	0	0	38	12	0	34	0	21	0
gene-Y880_035	CP020659.1	42870	43532	+	663	0	0	1	0	0	3	2	0	10	0	3	0
gene-Y880_036	CP020659.1	43561	43995	+	435	0	0	3	0	0	15	1	0	13	0	11	0
gene-Y880_037	CP020659.1	44002	44805	+	804	0	0	5	0	0	6	2	0	11	0	5	0
gene-Y880_038	CP020659.1	44805	45230	+	426	0	0	3	0	0	3	2	0	9	0	2	0
gene-Y880_039	CP020659.1	45240	46226	+	987	0	0	13	0	0	21	1	0	30	0	14	0
gene-Y880_041	CP020659.1	46298	46963	+	666	0	0	22	0	0	82	8	0	196	0	68	0
gene-Y880_040	CP020659.1	46946	47863	-	918	0	0	24	0	0	63	9	0	94	0	52	0
gene-Y880_042	CP020659.1	47942	49258	-	1317	0	0	28	0	0	68	15	0	103	1	42	1
gene-Y880_043	CP020659.1	49329	50723	-	1395	0	0	29	0	0	105	14	0	167	0	102	0
gene-Y880_044	CP020659.1	50851	51750	-	900	0	0	82	0	0	470	76	0	524	0	349	3
gene-Y880_045	CP020659.1	51747	51860	-	114	0	0	36	0	0	208	27	0	387	0	187	5
gene-Y880_046	CP020659.1	52005	52643	-	639	0	0	31	0	0	260	23	0	189	0	154	1
gene-Y880_047	CP020659.1	52736	53485	-	750	0	0	16	0	0	43	9	0	39	0	27	0
gene-Y880_048	CP020659.1	53801	54655	-	855	0	0	21	0	0	34	9	0	41	0	36	1
gene-Y880_049	CP020659.1	54771	55067	+	297	0	0	7	0	0	19	4	0	3	0	10	0
gene-Y880_050	CP020659.1	55112	55507	+	396	0	0	4	0	0	33	5	0	32	0	17	0
gene-Y880_051	CP020659.1	55551	56057	-	507	0	1	10	0	0	19	5	0	35	0	26	1
gene-Y880_052	CP020659.1	56117	56374	-	258	0	0	16	0	0	104	14	0	75	0	73	0
gene-Y880_053	CP020659.1	56714	57007	+	294	0	0	4	0	0	26	5	0	47	0	30	0
gene-Y880_054	CP020659.1	57257	57715	+	459	0	0	22	0	0	127	20	0	127	0	109	0
gene-Y880_055	CP020659.1	57852	57925	-	74	0	0	71	0	0	424	19	0	1663	0	1087	3
gene-Y880_056	CP020659.1	58056	58958	-	903	0	0	33	0	0	239	25	0	186	0	164	0
gene-Y880_057	CP020659.1	59410	60147	-	738	0	0	19	0	0	110	12	0	92	0	58	1
gene-Y880_058	CP020659.1	60227	61309	-	1083	0	0	14	0	0	98	15	0	100	0	94	0
gene-Y880_060	CP020659.1	61445	62137	-	693	0	0	15	0	0	43	12	0	60	0	45	0
gene-Y880_061	CP020659.1	62137	62349	-	213	0	0	6	0	0	31	6	0	43	0	21	0
gene-Y880_062	CP020659.1	62430	63245	-	816	0	0	12	0	0	59	5	0	66	0	37	1
gene-Y880_063	CP020659.1	63242	64318	-	1077	0	0	20	0	0	108	14	0	106	0	68	1
gene-Y880_064	CP020659.1	64557	64730	+	174	0	0	8	0	0	14	3	0	18	0	9	0
gene-Y880_065	CP020659.1	64826	65281	+	456	0	0	6	0	0	29	2	0	27	0	11	0
gene-Y880_066	CP020659.1	65398	65643	+	246	0	0	4	0	0	16	4	0	11	0	9	0
gene-Y880_067	CP020659.1	65766	65954	+	189	0	0	5	0	0	6	3	0	10	0	4	0
gene-Y880_068	CP020659.1	66063	66851	-	789	0	0	16	0	0	45	13	0	44	0	36	0
gene-Y880_069	CP020659.1	66954	68930	+	1977	0	0	18	0	0	52	9	0	65	0	42	0
gene-Y880_070	CP020659.1	68965	69606	-	642	0	0	16	0	0	44	5	0	74	0	31	0
gene-Y880_071	CP020659.1	69722	70366	-	645	0	0	9	0	0	21	4	0	22	0	18	2
gene-Y880_072	CP020659.1	70423	71319	-	897	0	0	23	0	0	44	9	0	63	0	30	0
gene-Y880_074	CP020659.1	71431	72534	-	1104	0	0	12	0	0	20	9	0	27	0	18	0
gene-Y880_075	CP020659.1	72593	73351	-	759	0	0	21	0	0	39	13	0	31	0	20	0
gene-Y880_076	CP020659.1	73477	74640	-	1164	0	0	30	0	0	99	16	0	140	0	66	3
gene-Y880_077	CP020659.1	74652	76160	-	1509	0	0	21	0	0	158	12	0	230	0	112	0
gene-Y880_078	CP020659.1	76293	77174	+	882	0	0	18	0	0	50	6	0	101	0	33	0
gene-Y880_079	CP020659.1	77231	78052	+	822	0	0	21	0	0	121	17	0	123	0	89	1
gene-Y880_080	CP020659.1	78152	78847	+	696	0	0	62	0	0	727	46	0	690	0	512	2
gene-Y880_081	CP020659.1	78974	80011	-	1038	0	0	114	0	0	467	60	0	677	0	321	2
gene-Y880_082	CP020659.1	80004	81521	-	1518	0	0	26	0	0	24	18	0	42	0	21	0
gene-Y880_083	CP020659.1	81532	82002	-	471	0	0	3	0	0	6	5	0	6	0	3	0
gene-Y880_084	CP020659.1	82051	83028	-	978	0	0	19	0	0	39	6	0	38	0	22	0
gene-Y880_085	CP020659.1	83064	84347	-	1284	0	0	9	0	0	45	10	0	70	0	31	0
gene-Y880_086	CP020659.1	84558	85229	+	672	0	0	38	0	0	149	22	0	193	0	142	0
gene-Y880_087	CP020659.1	85222	86604	+	1383	0	0	65	0	0	275	32	0	436	0	193	2
gene-Y880_088	CP020659.1	86613	87449	-	837	0	0	77	0	0	585	44	0	550	0	393	0
gene-Y880_089	CP020659.1	87550	88494	-	945	0	0	65	0	0	241	41	0	279	1	129	1
gene-Y880_090	CP020659.1	88767	89021	+	255	0	0	56	0	0	399	46	0	334	0	298	2
gene-Y880_092	CP020659.1	89005	89457	+	453	0	0	85	0	0	424	55	0	558	0	281	1
gene-Y880_091	CP020659.1	89426	91042	-	1617	0	0	520	0	1	2543	304	0	3109	0	2137	20
gene-Y880_093	CP020659.1	91451	92032	+	582	0	0	552	0	0	2484	360	0	2924	0	1950	14
gene-Y880_094	CP020659.1	92064	92648	+	585	0	0	293	0	0	1374	159	0	1303	0	1000	5
gene-Y880_095	CP020659.1	92657	93607	+	951	0	0	251	0	0	920	126	0	1104	0	697	3
gene-Y880_096	CP020659.1	93604	94059	+	456	0	0	91	0	0	629	41	0	759	0	451	0
gene-Y880_097	CP020659.1	94099	95523	+	1425	0	0	577	0	0	4617	343	0	4138	0	2876	15
gene-Y880_098	CP020659.1	95673	97472	+	1800	0	0	645	0	0	5092	528	0	4520	0	3551	20
gene-Y880_099	CP020659.1	97478	98332	+	855	0	0	112	1	0	762	144	0	945	1	551	4
gene-Y880_0100	CP020659.1	98501	98878	+	378	0	0	102	0	0	867	84	0	820	0	668	2
gene-Y880_0101	CP020659.1	98875	99564	+	690	0	0	216	0	0	1173	144	0	1199	0	820	3
gene-Y880_0102	CP020659.1	99566	100474	+	909	0	0	170	0	0	777	120	0	748	0	479	1
gene-Y880_0103	CP020659.1	100535	101236	+	702	0	0	61	0	0	162	26	0	398	0	131	1
gene-Y880_0104	CP020659.1	101229	101975	+	747	0	0	145	0	0	566	68	0	858	0	476	2
gene-Y880_0105	CP020659.1	102066	103034	-	969	0	0	336	0	0	1233	199	0	1584	0	914	5
gene-Y880_0106	CP020659.1	103031	103789	-	759	0	0	83	0	0	226	60	0	161	0	154	3
gene-Y880_0107	CP020659.1	103876	104448	-	573	0	0	25	0	0	15	13	0	12	0	10	1
gene-Y880_0108	CP020659.1	104580	105332	-	753	0	0	41	0	0	28	15	0	43	0	17	0
gene-Y880_0109	CP020659.1	105431	105835	-	405	0	0	28	0	0	91	15	0	112	0	73	0
gene-Y880_0110	CP020659.1	105946	108345	-	2400	0	0	172	0	0	306	63	0	469	0	313	4
gene-Y880_0111	CP020659.1	108536	109288	+	753	0	0	28	0	0	189	15	0	379	1	205	1
gene-Y880_0112	CP020659.1	109409	111472	-	2064	0	0	35	0	0	36	26	0	47	0	30	0
gene-Y880_0113	CP020659.1	111936	115118	+	3183	0	0	2766	0	0	9048	1251	0	16152	1	8105	41
gene-Y880_0114	CP020659.1	115430	116950	+	1521	0	0	409	1	0	1823	329	0	1801	0	1308	9
gene-Y880_0115	CP020659.1	117095	118012	-	918	0	0	24	0	0	94	26	0	70	0	59	0
gene-Y880_0116	CP020659.1	118151	118789	+	639	0	0	16	0	0	26	4	0	34	0	27	0
gene-Y880_0117	CP020659.1	118799	119104	+	306	0	0	6	0	0	16	4	0	27	0	7	1
gene-Y880_0118	CP020659.1	119160	120323	+	1164	0	0	52	0	0	198	19	0	311	0	151	1
gene-Y880_0119	CP020659.1	120328	123321	-	2994	0	0	66	0	0	146	41	0	185	0	102	1
gene-Y880_0120	CP020659.1	123614	123817	+	204	0	0	6	0	0	8	2	0	14	0	8	0
gene-Y880_0121	CP020659.1	123822	123938	+	117	0	0	4	0	0	7	0	0	9	0	6	0
gene-Y880_0122	CP020659.1	124248	125663	+	1416	0	0	132	0	0	722	103	0	516	0	416	3
gene-Y880_0123	CP020659.1	125789	126604	-	816	0	0	26	0	0	59	12	0	93	0	41	0
gene-Y880_0125	CP020659.1	126711	127499	+	789	0	0	35	0	0	138	17	0	191	0	113	0
gene-Y880_0124	CP020659.1	127477	128961	-	1485	0	0	46	0	0	77	29	0	117	0	71	1
gene-Y880_0126	CP020659.1	129096	130283	-	1188	0	0	35	0	0	105	31	0	120	0	70	0
gene-Y880_0127	CP020659.1	130402	133008	-	2607	0	0	113	0	0	226	47	0	342	0	180	2
gene-Y880_0128	CP020659.1	133139	134266	-	1128	0	1	59	0	0	183	40	0	214	0	147	2
gene-Y880_0129	CP020659.1	134359	135255	-	897	0	0	32	0	0	72	24	0	133	0	57	0
gene-Y880_0130	CP020659.1	135266	135988	-	723	0	0	58	0	0	145	47	0	209	0	109	0
gene-Y880_0131	CP020659.1	136145	136756	+	612	0	1	23	0	0	61	16	0	84	0	42	0
gene-Y880_0132	CP020659.1	136770	139091	-	2322	0	0	108	0	0	324	65	0	597	0	284	1
gene-Y880_0133	CP020659.1	139417	139713	+	297	0	0	13	0	0	9	12	0	60	0	22	2
gene-Y880_0134	CP020659.1	139710	141230	+	1521	0	0	49	0	0	156	41	0	893	0	330	1
gene-Y880_0135	CP020659.1	141230	141553	+	324	0	0	13	0	0	27	9	0	114	0	30	0
gene-Y880_0136	CP020659.1	141639	142079	+	441	0	0	24	0	0	64	14	0	170	0	107	2
gene-Y880_0137	CP020659.1	142111	142932	+	822	0	0	33	0	0	97	27	0	120	0	82	3
gene-Y880_0138	CP020659.1	143142	143369	-	228	0	0	556	0	0	1405	341	0	1233	0	1301	18
gene-Y880_0139	CP020659.1	143957	144325	+	369	0	0	5	0	0	25	7	0	49	0	28	0
gene-Y880_n036	CP020659.1	144550	144800	+	251	0	0	231	0	0	644	78	0	1004	0	738	7
gene-Y880_0140	CP020659.1	144952	145719	+	768	0	0	145	0	0	30	15	0	48	0	24	1
gene-Y880_0141	CP020659.1	145788	146261	+	474	0	0	14	0	0	65	1	0	83	0	51	0
gene-Y880_0142	CP020659.1	146313	147518	-	1206	0	0	73	0	0	45	10	0	103	0	48	1
gene-Y880_0143	CP020659.1	147706	148407	-	702	0	0	46	0	0	80	14	0	100	0	62	0
gene-Y880_0144	CP020659.1	148438	149685	-	1248	0	0	91	0	0	57	4	0	66	0	36	0
gene-Y880_0145	CP020659.1	149682	150977	-	1296	0	0	62	0	0	12	11	0	25	0	17	0
gene-Y880_0146	CP020659.1	151266	152489	-	1224	0	0	51	0	0	28	6	0	66	0	32	0
gene-Y880_0147	CP020659.1	152498	152794	-	297	0	0	10	0	0	6	5	0	15	0	11	0
gene-Y880_0149	CP020659.1	153015	153968	+	954	0	0	96	0	0	249	23	0	278	0	163	0
gene-Y880_0148	CP020659.1	153941	154825	-	885	0	0	83	0	0	188	30	0	403	0	159	1
gene-Y880_0150	CP020659.1	154926	155351	+	426	0	0	6	0	0	32	6	0	56	0	30	0
gene-Y880_0151	CP020659.1	155370	155642	-	273	0	0	11	0	0	30	11	0	24	0	19	1
gene-Y880_0152	CP020659.1	156359	156970	+	612	0	0	89	0	0	212	52	0	191	0	155	8
gene-Y880_0152002	CP020659.1	157298	157651	+	354	0	0	112	0	0	1059	66	0	988	0	997	4
gene-Y880_0153	CP020659.1	158186	158557	-	372	0	0	39	0	0	307	29	0	218	0	219	0
gene-Y880_0153002	CP020659.1	159734	160615	+	882	0	0	93	0	0	677	70	0	1198	0	624	9
gene-Y880_0154	CP020659.1	160842	162347	-	1506	0	0	18	0	0	99	12	0	108	0	98	0
gene-Y880_0155	CP020659.1	162344	162592	-	249	0	0	5	0	0	50	4	0	47	0	47	0
gene-Y880_0156	CP020659.1	163224	164723	+	1500	0	0	49	1	0	349	36	0	383	0	341	2
gene-Y880_0157	CP020659.1	164813	165475	+	663	0	0	23	0	0	122	16	0	147	0	85	0
gene-Y880_0158	CP020659.1	165847	168777	+	2931	0	0	112	0	0	499	70	0	445	0	363	5
gene-Y880_0159	CP020659.1	169241	169390	-	150	0	0	10	0	0	36	2	0	23	0	14	0
gene-Y880_0160	CP020659.1	171126	177326	-	6201	0	0	315	0	0	1656	191	0	1346	0	1182	15
gene-Y880_0161	CP020659.1	177332	180682	-	3351	0	0	110	0	0	690	80	0	640	0	575	1
gene-Y880_n046	CP020659.1	181050	181300	+	251	0	0	28	0	0	784	25	0	761	0	555	1
gene-Y880_0162	CP020659.1	181445	182473	+	1029	0	0	11	0	0	176	26	0	160	0	119	1
gene-Y880_0163	CP020659.1	182470	183336	+	867	0	0	11	0	0	143	11	0	105	0	76	1
gene-Y880_0164	CP020659.1	183408	184463	+	1056	0	0	60	0	0	478	51	0	330	0	319	3
gene-Y880_0166	CP020659.1	184526	185260	+	735	0	0	25	0	0	217	25	0	188	0	169	1
gene-Y880_0165	CP020659.1	185215	186741	-	1527	0	0	28	0	0	244	27	0	269	0	220	3
gene-Y880_0165002	CP020659.1	187005	188195	-	1191	0	0	64	0	0	661	59	0	405	0	367	5
gene-Y880_0167	CP020659.1	188455	189936	+	1482	0	0	43	0	0	326	38	0	320	0	214	1
gene-Y880_0168	CP020659.1	189987	193367	+	3381	0	0	523	0	0	825	512	0	637	0	590	28
gene-Y880_0169	CP020659.1	193376	195505	+	2130	0	0	121	0	0	810	114	0	565	0	470	9
gene-Y880_0170	CP020659.1	195538	197121	+	1584	0	0	89	0	0	294	57	0	204	0	168	8
gene-Y880_0171	CP020659.1	197370	198179	+	810	0	0	47	0	0	198	35	1	175	0	157	3
gene-Y880_0172	CP020659.1	198194	200020	+	1827	0	0	77	0	0	256	58	0	233	0	186	4
gene-Y880_0173	CP020659.1	200056	201423	+	1368	0	0	66	0	0	414	56	0	365	0	284	3
gene-Y880_0174	CP020659.1	201589	202260	+	672	0	0	357	0	0	144	301	0	111	0	85	13
gene-Y880_0175	CP020659.1	202755	202952	+	198	0	0	20	0	0	28	20	0	12	0	12	0
gene-Y880_0176	CP020659.1	202958	204271	+	1314	0	0	102	0	0	253	102	0	189	0	197	1
gene-Y880_0177	CP020659.1	205123	205195	-	73	0	0	284340	0	0	1061267	192518	0	1221909	0	921878	16186
gene-Y880_0178	CP020659.1	205537	206415	-	879	0	0	15	0	0	48	9	0	41	0	28	0
gene-Y880_0179	CP020659.1	206503	207186	+	684	0	0	14	0	0	18	11	0	20	0	14	0
gene-Y880_0180	CP020659.1	207295	208236	+	942	0	0	18	0	0	42	11	0	39	0	26	0
gene-Y880_0181	CP020659.1	208376	209209	-	834	0	0	24	0	0	59	15	0	28	0	21	0
gene-Y880_0182	CP020659.1	209334	210353	+	1020	0	0	175	0	0	843	97	0	1073	0	712	3
gene-Y880_0183	CP020659.1	210455	211096	+	642	0	0	33	0	0	139	14	0	176	0	72	2
gene-Y880_0184	CP020659.1	211202	211915	+	714	0	0	202	0	0	965	94	0	962	0	495	6
gene-Y880_0185	CP020659.1	211985	212899	-	915	0	0	104	0	0	677	60	0	371	0	278	5
gene-Y880_0186	CP020659.1	213026	215140	-	2115	0	0	267	0	0	1324	80	0	1002	0	647	4
gene-Y880_0187	CP020659.1	215203	216387	-	1185	0	0	88	0	0	349	21	0	122	0	79	0
gene-Y880_0188	CP020659.1	216387	216551	-	165	0	0	16	0	0	223	9	0	95	0	84	0
gene-Y880_0189	CP020659.1	216694	217179	+	486	0	0	609	0	0	9203	391	0	9323	0	5955	23
gene-Y880_0190	CP020659.1	217385	217867	+	483	0	0	114	0	0	659	70	0	368	0	292	3
gene-Y880_0191	CP020659.1	218018	218608	+	591	0	0	18	0	0	40	8	0	47	0	32	1
gene-Y880_0192	CP020659.1	218649	219761	+	1113	0	0	41	0	0	75	13	0	102	0	50	0
gene-Y880_0193	CP020659.1	219952	220911	+	960	0	0	8	0	0	24	5	0	24	0	16	1
gene-Y880_0194	CP020659.1	220915	222135	-	1221	0	0	10	0	0	20	5	0	42	0	18	0
gene-Y880_0195	CP020659.1	222223	222846	-	624	0	0	3	0	0	12	3	0	16	0	18	0
gene-Y880_0196	CP020659.1	222864	225056	-	2193	0	0	7	0	0	28	5	0	29	0	23	0
gene-Y880_0197	CP020659.1	225398	227410	-	2013	0	0	20	0	0	56	19	0	47	0	23	0
gene-Y880_0198	CP020659.1	227788	228528	-	741	0	0	41	0	0	174	27	0	106	0	66	0
gene-Y880_0199	CP020659.1	228613	230568	-	1956	0	0	25	0	0	85	10	0	75	0	44	0
gene-Y880_0200	CP020659.1	230753	231352	+	600	0	0	10	0	0	57	8	0	48	0	48	0
gene-Y880_0201	CP020659.1	231486	232436	+	951	0	0	86	0	0	726	22	0	1035	0	560	0
gene-Y880_0202	CP020659.1	232690	233109	+	420	0	0	9	0	0	38	2	0	64	0	35	0
gene-Y880_0203	CP020659.1	233120	234082	-	963	0	0	21	0	0	70	12	0	100	0	47	0
gene-Y880_0204	CP020659.1	234259	235428	-	1170	0	0	112	0	0	125	33	0	146	0	90	0
gene-Y880_0205	CP020659.1	235708	236331	-	624	0	0	11	0	0	36	4	0	39	0	18	1
gene-Y880_0206	CP020659.1	236324	237718	-	1395	0	0	30	0	0	80	15	0	67	0	47	0
gene-Y880_0207	CP020659.1	237847	238866	-	1020	0	0	8	0	0	12	4	0	33	0	7	1
gene-Y880_0208	CP020659.1	239079	239582	+	504	0	0	87	0	0	707	50	0	280	0	211	1
gene-Y880_0209	CP020659.1	239596	239901	+	306	0	0	84	0	0	478	41	0	256	0	168	1
gene-Y880_0210	CP020659.1	240066	241004	+	939	0	0	123	0	0	754	117	0	774	0	502	2
gene-Y880_0211	CP020659.1	241044	241646	+	603	0	0	71	0	0	317	24	0	581	0	206	0
gene-Y880_0212	CP020659.1	241639	243429	+	1791	0	0	164	0	0	1048	114	0	1090	0	685	4
gene-Y880_0213	CP020659.1	243724	246180	+	2457	0	0	216	0	0	1041	104	0	918	0	622	2
gene-Y880_0214	CP020659.1	246255	247037	+	783	0	0	54	0	0	204	28	0	195	0	188	0
gene-Y880_0215	CP020659.1	247088	248047	-	960	0	0	21	0	0	78	13	0	107	0	57	0
gene-Y880_0216	CP020659.1	248073	248246	-	174	0	0	5	0	0	6	2	0	5	0	1	0
gene-Y880_0217	CP020659.1	248330	249118	-	789	0	0	14	0	0	23	10	0	52	0	25	0
gene-Y880_0218	CP020659.1	249242	249382	-	141	0	0	5	0	0	1	1	0	4	0	1	0
gene-Y880_0219	CP020659.1	249440	250513	+	1074	0	0	91	0	0	83	43	0	170	0	166	2
gene-Y880_0220	CP020659.1	250811	252229	+	1419	0	0	47	0	0	71	32	0	57	0	62	1
gene-Y880_0221	CP020659.1	252382	252765	+	384	0	0	169	0	0	1547	60	0	1707	0	1221	2
gene-Y880_0222	CP020659.1	252886	253299	+	414	0	0	30	0	0	260	18	0	346	0	197	1
gene-Y880_0223	CP020659.1	253322	254254	-	933	0	0	38	0	0	296	24	0	330	0	236	1
gene-Y880_0224	CP020659.1	254568	255767	-	1200	0	0	205	0	0	455	73	0	519	0	233	2
gene-Y880_0225	CP020659.1	255764	256120	-	357	0	0	51	0	0	128	19	0	103	0	99	0
gene-Y880_0226	CP020659.1	256225	257013	-	789	0	0	42	0	1	296	26	0	216	0	183	0
gene-Y880_0227	CP020659.1	257309	258856	+	1548	0	0	71	0	0	334	40	0	502	0	255	2
gene-Y880_0229	CP020659.1	258862	259077	+	216	0	0	5	0	0	28	5	0	25	0	18	0
gene-Y880_0228	CP020659.1	259074	259340	-	267	0	0	3	0	0	82	7	0	48	0	37	1
gene-Y880_0230	CP020659.1	259469	259612	-	144	0	0	5	0	0	13	1	0	16	0	9	0
gene-Y880_0231	CP020659.1	259609	261729	-	2121	0	0	15	0	0	70	6	0	90	0	55	1
gene-Y880_0232	CP020659.1	262024	262968	+	945	0	0	23	0	0	155	28	0	173	0	117	0
gene-Y880_0233	CP020659.1	263101	263997	-	897	0	0	39	0	0	135	21	0	134	0	111	0
gene-Y880_0234	CP020659.1	264114	264941	+	828	0	0	4	0	0	6	5	0	13	0	10	0
gene-Y880_0235	CP020659.1	264987	266147	+	1161	0	0	8	0	0	39	3	0	27	0	32	0
gene-Y880_0236	CP020659.1	266162	266542	+	381	0	0	0	0	0	2	1	0	3	0	3	0
gene-Y880_0237	CP020659.1	266581	267933	+	1353	0	0	3	0	0	6	3	0	10	0	11	0
gene-Y880_0238	CP020659.1	267989	269191	+	1203	0	0	14	0	0	41	1	0	59	0	61	1
gene-Y880_0239	CP020659.1	269202	270029	+	828	0	0	11	0	0	4	4	0	10	1	5	0
gene-Y880_0240	CP020659.1	270155	271138	+	984	0	0	10	0	0	73	13	0	41	0	46	0
gene-Y880_0241	CP020659.1	271199	271825	+	627	0	0	6	0	0	16	6	0	21	0	7	0
gene-Y880_0242	CP020659.1	271822	273105	+	1284	0	0	11	0	0	62	14	0	59	0	40	1
gene-Y880_0243	CP020659.1	273312	275243	+	1932	0	0	241	0	0	909	162	0	1802	0	1185	7
gene-Y880_0244	CP020659.1	275784	276563	+	780	0	0	318	0	0	2585	177	0	2306	0	1672	18
gene-Y880_0245	CP020659.1	276682	277383	+	702	0	0	44	0	0	376	31	0	274	0	190	1
gene-Y880_0247	CP020659.1	277400	278098	+	699	0	0	36	0	0	464	33	0	362	0	289	1
gene-Y880_0248	CP020659.1	278112	279224	+	1113	0	0	120	0	0	1034	64	0	1578	0	760	3
gene-Y880_0249	CP020659.1	279243	280007	+	765	0	0	157	0	0	1437	80	0	1719	0	1118	4
gene-Y880_0250	CP020659.1	280040	281029	+	990	0	0	77	0	0	452	56	0	486	0	324	0
gene-Y880_0251	CP020659.1	281050	281310	-	261	0	0	44	0	0	345	30	0	600	0	379	2
gene-Y880_0252	CP020659.1	281540	282760	+	1221	0	0	232	0	0	1583	125	0	1503	0	942	3
gene-Y880_0253	CP020659.1	282959	283975	+	1017	0	0	145	0	0	1257	70	0	1041	0	809	5
