Geneid	-1_R1	-1_R2	-1_R3	0_R1	0_R2	0_R3	2_R1	2_R2	2_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	20_R1	20_R2	20_R3	30_R1	30_R2	30_R3	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-CPT_phageK_gp175	0.05770595170805169	0.09453994120153428	0.09262232637312659	67.40577369894636	0.5466812257189262	0.7297713312119299	1.7680114895417105	2.806084433982611	2.8143811845279387	12.978582203853211	6.221411655815952	24.49546418074407	136.5959358911402	82.49413033623698	301.77184835284567	3454.791397632112	3808.4288404700387	8206.597488079706	10211.10037655963	9050.757015106068	10277.21116716238	phage	gene-CPT_phageK_gp175	middle	late	6275.615606895609
gene-SAURSH1000_RS03220	38.48248183005526	103.21995088956717	64.90934173131255	72.91551138629823	118.78910127237562	115.57456751731857	70.90942812995469	107.91909444055533	85.14558070376913	79.47466214691077	80.64499477007433	39.593464183005956	52.567745575043595	59.14579829909764	29.19800739432769	21.508654876790185	44.39954522099582	11.60387752817807	12.649665322947863	42.31866174558539	11.974983622695001	host	gene-SAURSH1000_RS03220	None	None	18.424060792713092
gene-SAURSH1000_RS05805	92.66910006408779	142.1262569901681	113.8150271267316	141.03841486308517	204.5134465414503	215.07483855940518	130.06469708604354	301.2828100972499	131.87901576217456	126.73808771737215	267.9322715096245	76.5618142565547	78.0321521997142	128.59807842249197	55.84312142959044	34.92308399866514	90.35176092871403	22.680244039578817	31.64487911713492	81.76095195058181	20.234145685938646	host	rimP	None	None	47.24460159443308
gene-SAURSH1000_RS12440	8.258031443039716	23.615438274767346	30.452674137047573	14.177800935633757	14.188497148142025	46.78951378048657	12.057783681933017	11.917435012427463	24.32664805623553	10.73818616900322	4.893022765488649	9.575415771830086	43.361417322886695	27.942608385018943	11.07066535463007	13.7892672072921	33.830022652895046	5.321398082896771	6.631294855559949	19.09943726717941	4.6120417338712825	host	gene-SAURSH1000_RS12440	None	None	8.166926988387075
gene-SAURSH1000_RS08185	43.17912944220197	105.96602502152588	62.380806804012025	106.68770094403204	71.62744675331652	104.38191497827799	122.75477819997255	104.0728059993205	96.00983983893173	103.63687347526917	105.78823357669904	69.37019490833589	65.78169748179027	83.73234842703613	36.75955200210794	24.45606196204408	57.487229912047916	15.273503597365025	22.627805197297015	45.24962380543896	11.472366263051725	host	tyrS	None	None	16.76024361236768
gene-SAURSH1000_RS12305	34.37884418754375	48.322396361312514	91.9445299005964	46.82329239817949	56.21279457512862	186.20417380646555	55.93029218794374	59.052397473112144	154.76146429804578	63.6183480055408	69.6718644750993	71.56140548798437	77.8331920972162	287.4403672193362	61.13613205121867	40.789558336733656	169.3289700614238	32.998917824936	29.162991096627348	94.46310692452145	26.880733664156725	host	ptsG	None	None	47.578137321332285
gene-SAURSH1000_RS05770	216.1559595719087	280.0445662431473	287.45281341148984	294.0560456849935	603.3863596629998	533.5930512787512	260.9858841394587	561.5121660548035	244.93809875672613	305.18110814998096	444.9946004028649	160.45923802694	159.40098720991298	272.32927632999645	100.22047919147977	65.02905881836001	143.67313035297863	35.1067100594599	57.465425430968075	135.6435202378467	18.778517248101036	host	pyrH	None	None	112.57597998697625
gene-SAURSH1000_RS02210	294.6671578793465	1460.8218110558896	570.441650024623	440.4610264270227	934.2403259558229	887.7169687541113	411.65298098519787	607.561177119668	574.338106152147	428.99254127717205	396.4603817388995	356.41557455886675	704.1797109366769	576.518852209719	528.6785716146061	518.7327783651335	738.420232340937	303.0931967131661	315.72054402013873	480.1398324682745	152.49830901080804	host	spoVG	None	None	137.56149836679924
gene-SAURSH1000_RS02895	39.95161551563055	81.9477651482594	55.52941687754051	70.5929787593526	70.82628910242238	111.88497039705898	79.85306569311409	113.96013577848345	73.32689075020275	63.31123282219476	103.92890550219164	37.454700499609494	55.8312190527996	71.72331544829031	31.21353990021289	17.438852454060406	52.547242617388854	11.731013933014554	15.165914456137303	42.69575630701537	6.292807031390124	host	gene-SAURSH1000_RS02895	None	None	16.566489000830313
gene-SAURSH1000_RS13130	7.967478785440606	10.385360259646667	11.294858534047915	17.38454567850604	10.24771041398431	20.446140218689248	17.35628640210695	15.949959303034285	12.080828956155084	25.568397988833148	10.2828269523783	11.201515438103886	16.555857808469767	16.436756678266455	6.538983152692851	6.468751310600765	12.183726165150906	2.0430708965001028	8.651560278899133	8.325193332050326	2.8225719038555224	host	gene-SAURSH1000_RS13130	None	None	2.6522428559946154
gene-SAURSH1000_RS10110	127.28385524627495	292.7410793842145	239.63310372435004	219.10562799137668	374.38318461463206	356.57687246065825	263.7340507443041	422.51793351102197	306.6400197364686	235.85305829040928	338.5606490420454	153.40877493492152	116.73046096662667	182.10854975522864	91.80073303956071	59.57543106468814	113.15072412254709	34.20381326036846	52.325139693125166	115.70599596746179	27.407413864429515	host	gene-SAURSH1000_RS10110	None	None	70.44773532982632
gene-SAURSH1000_RS02640	99.13567385618254	134.44354027455046	146.7232484896782	159.8833959891617	250.2202883658841	235.8332022769038	177.30399636302818	202.5138685801277	199.26501836878018	133.06146331165377	164.2741452556978	94.16414263511724	77.61001805893537	122.93361606190795	46.522107344755774	41.856663770467904	74.51616821826083	24.045972342184708	32.51298972034827	60.31732616065277	17.26296536419487	host	folE2	None	None	39.61813638995831
gene-SAURSH1000_RS05365	294.183832077807	710.2403986554879	465.59996628761866	462.35623328999196	617.247258858745	800.3149576248125	427.71900178295493	599.8739376643642	404.51517710580737	361.50017105087045	465.8289953460983	261.5415822680208	280.55598123951296	367.94271785373576	180.34043332261857	107.76925260381029	268.14479188787817	47.43129296972787	96.73069805805295	216.17259403900619	33.764206957861475	host	rsmH	None	None	120.23561845725658
gene-CPT_phageK_gp149	0.08556399736021457	0.14017991281606806	0.13733655289808425	25.57726260745716	0.48635778012235503	0.649244839491993	33.69157016021949	6.490763580398399	23.3381571278926	426.7549437568847	108.8532508331384	1341.6317921446418	1982.3443487222828	1516.0918801662979	3723.554394282184	3140.552360429253	4133.52542739283	5542.69800828354	3762.0305256632537	4921.848409177237	4594.033740129354	phage	gene-CPT_phageK_gp149	early	late	2266.066077233485
gene-SAURSH1000_RS09505	121.36086243764252	79.08695808513804	207.82765995831912	169.525237450083	82.91663245358696	156.3302877152538	152.0489881005871	57.04004358531926	219.21849940360045	137.1614987226771	88.84929955008913	245.50399943424154	90.90029581293489	91.53163331661823	201.87139083638044	136.00002755427306	63.40958826573361	232.1452963039261	97.84254516216852	66.57049698430171	243.16434443167452	host	gene-SAURSH1000_RS09505	None	None	27.509686263501937
gene-SAURSH1000_RS05620	279.59822182055206	521.0582627275163	479.09123127971515	396.1618494448278	658.8432289653596	870.4797460598568	427.2789795059648	755.6463906964483	498.7820197387799	377.31664457154244	527.6997339659429	266.6035991587471	152.38112225753687	224.71712007980793	142.06881301828417	70.60195605187563	148.34289279019674	56.255430129406975	53.627732167437465	150.9966655985038	43.19962885246838	host	fabD	None	None	165.17093132162455
gene-SAURSH1000_RS07615	61.92110918054438	98.2779522533274	77.3534757261489	100.21796613748062	227.04381279724822	164.19570625775748	100.87232652127693	278.96342195215755	104.16662365447239	83.53157124813062	206.85951362926122	45.28626793687593	48.94792426608959	96.31229046548371	24.51295460156048	28.129875829121037	66.27242008096552	10.888053914426827	25.038219201770985	59.93473848959787	7.038101370652732	host	gene-SAURSH1000_RS07615	None	None	55.209808064597624
gene-SAURSH1000_RS06065	6.278129444863937	8.522263133372041	4.894476186416063	19.165311304934516	5.097967092848782	18.60125576279469	16.48723967355764	8.024725316266416	12.636458491173636	28.584783157460322	15.728927974173724	8.385740882426584	13.2905912494466	6.1004090176198655	2.0580030576461397	3.7590369061776396	11.8920005272176	0.37067763962014616	7.394453029780534	3.5553745017690357	0.45819810233799224	host	gene-SAURSH1000_RS06065	None	None	5.057429189327747
gene-SAURSH1000_RS08190	11.880929355308737	23.018284359433164	15.746408876321409	22.430359316888353	21.203266665863996	33.292071471433786	20.082997324544067	17.35609680769801	19.1456615533192	20.448102009285588	16.086675277462117	11.339076644859999	12.1116245457226	14.858166790916801	4.185514827835295	5.324504390029	10.32792681549216	1.9356246280826839	7.157055531127919	7.057117526506237	1.133357557769802	host	gene-SAURSH1000_RS08190	None	None	4.413936641341251
gene-SAURSH1000_RS12205	8.727527730741887	21.699850503927333	20.930090661668043	30.6927151289486	19.25976809284526	24.151908029102138	27.14744385244199	19.77186444490589	32.457039714287724	19.8436697164996	24.648803917469984	14.784350339196772	18.552153810631026	20.108863113728646	15.785593108372668	7.779311920954362	17.698577336369368	5.728886830267225	8.28134394789514	13.793763296901632	5.507857188793935	host	gene-SAURSH1000_RS12205	None	None	3.1682036606807826
gene-SAURSH1000_RS04955	14.496342500133196	9.994933182216341	13.565340567083705	25.734817989041282	20.891443592774543	35.81586005528385	28.390099281939197	42.784981217929754	26.589671525335387	38.27080697093452	62.51536385938849	20.618834461437153	17.38856737998102	29.602879278787192	9.375519192690195	8.39097914366258	20.63127971165556	1.7349385764176015	12.13836086598331	16.147697141910914	3.5742897080877216	host	gene-SAURSH1000_RS04955	None	None	9.127497152072767
gene-SAURSH1000_RS10410	23.738048927086155	12.91304373352721	37.95336032442352	35.912541276060374	14.58471039710567	59.34057632037962	27.878263040114525	16.406993246570277	40.71413358587477	29.745924251400147	14.643238381478385	22.151856193565507	10.605185815307154	8.810978285403989	9.624827922229903	5.572756547024484	5.989444723739194	4.476821895226595	4.378543394535545	4.568050830446285	3.4144979329026235	host	gene-SAURSH1000_RS10410	None	None	11.537758178366683
gene-SAURSH1000_RS12415	17.91228807237742	13.338994828903976	16.802268893624994	25.97209233897288	11.019043455897108	17.062965937898937	24.549576203740624	14.93187679432997	16.38790710574081	24.97684122302467	11.704030677503757	21.31550510551807	15.421894944875948	6.27461250788595	14.412452663078122	11.625002355282534	10.487257964940023	23.555405630236475	13.759107913429947	9.734072203628072	23.174800894813764	host	cwrA	None	None	1.8433522108578384
gene-SAURSH1000_RS08830	10.005467433250898	13.244740794782688	15.031707225264514	21.813074199363975	17.744214494141406	29.355640323266993	19.346735045056782	19.772938185779406	18.651579964846444	22.887663445569636	19.67571608826438	8.232453145866097	16.751761070208914	10.982771963312294	3.1224110906867777	4.774194515662337	5.731177028278418	1.157869401179059	6.168958126060478	6.169870327143996	1.4312532121417931	host	gene-SAURSH1000_RS08830	None	None	4.659211695273283
gene-CPT_phageK_gp112	0.17723970881758733	0.09679089218252318	0.09482761985820103	7.447194935906203	0.3358184672273404	0.14942936781958566	29.6991630196473	2.872895968125054	22.304094978265066	494.04484065940727	81.10548242732763	1145.5547648285942	1965.631627085465	1118.4659181758773	2668.904931950796	1337.6193186272867	2337.708699829992	1778.7040084323435	910.7616135712244	999.1370486437422	812.0706788115124	phage	gene-CPT_phageK_gp112	early	early	951.4703367918997
gene-SAURSH1000_RS04730	49.10151105656885	95.82298326069795	81.63677094413265	82.98302928581197	156.67668488227295	112.69035428325306	77.35606701669168	154.9937281341288	100.35186768805286	63.36877818823703	95.14775678150838	34.217953707139095	34.55886822381165	50.70220190565884	18.427744620115213	20.275866176955518	35.105419881479904	8.563018674870323	15.182463904474425	31.254018711363766	4.589880990661612	host	gene-SAURSH1000_RS04730	None	None	30.54214802230006
gene-SAURSH1000_RS12075	1.9077761622475982	4.964059525702671	2.701872384904522	4.715309356402923	6.307987087918585	6.339109161472072	2.7591245746896043	2.8376705100234205	4.662350069511108	4.692818832276309	2.4197852369857014	2.3083964097453684	4.03592008804715	2.412785233532723	1.115872009648334	1.145728875346374	2.0831916501447516	0.07730212082530687	0.8715987348845528	2.224342339046457	0.09555387561319939	host	gene-SAURSH1000_RS12075	None	None	1.1174011934399801
gene-SAURSH1000_RS00190	5.035692903464393	10.402174118674697	5.974140051066665	11.302213490963531	11.200533583406001	16.059262059199	6.7080435926729605	14.905260258154694	9.096153566987358	7.6709060350589695	6.6093349708256515	5.322479065963696	8.253470881686782	3.3379012829674615	2.5119743203622	2.4705887358475214	5.22548493754797	0.4524447660069431	1.9620831249097963	1.4465494296413235	1.6778136394435306	host	gene-SAURSH1000_RS00190	None	None	2.81286634963721
gene-SAURSH1000_RS10565	1.329297816131905	3.04891310374948	1.2801728680857138	0.31916549725312293	2.518638504205053	0.6724321551881355	2.1117915013970427	2.5856063713125486	1.4406951301750162	1.5023663893548673	1.146517290857511	0.497154638029576	1.0367660467143494	1.5589099398474409	0.6100509063736771	0.428571515402121	2.115077236626559	0.5493972158655738	0.4765059017638077	1.756524307421607	0.679115044536667	host	gene-SAURSH1000_RS10565	None	None	0.4629471397720069
gene-SAURSH1000_RS04055	44.780720180943554	51.64096569475682	58.807941127687485	78.61445154215984	102.03634240160721	102.67198469528844	91.46696940425943	95.69975581820572	79.20821767774724	76.90237955510227	96.80905374678107	60.68393800448512	53.37185211314912	59.60881882491652	32.8283643992335	20.812504216715503	54.595431170423055	8.412644867941598	23.140317854404913	32.53229394370435	5.050918143741462	host	gene-SAURSH1000_RS04055	None	None	15.133472624931867
gene-SAURSH1000_RS01185	125.94147309409706	203.84161893639381	155.8153262298612	188.0340729531256	204.08167994072946	156.38850694946925	197.04307641606698	169.32028008709605	152.30205661850172	160.53857989106297	176.6728549149955	164.48716309664258	151.46658244379162	234.99453836100284	134.9084004380646	217.22453380667508	227.6225978464773	137.8202158657068	207.2119949955758	210.44834083203634	99.73289511195625	host	esxA	None	None	7.067292260461206
gene-SAURSH1000_RS10330	2319.6106965415834	1373.93652601595	1791.2987300487785	1399.0535581170316	1664.6874913582662	2023.029834466537	1929.2882569078881	2033.5930194919056	1795.1061321980703	1047.4498466582136	2077.3686450031933	1385.8054704906529	605.7987710854056	1052.4118956018501	529.9736979265218	1920.3161785391671	528.3240297384026	640.0188408404532	681.5037565541953	772.685797969989	472.87852838000555	host	gene-SAURSH1000_RS10330	None	None	273.751748473333
gene-SAURSH1000_RS02790	4.529794430461402	12.091859628487299	11.3381551607478	12.51128749232242	11.583593597212007	19.629296104640893	15.851915780699507	15.958142472134982	14.819746218481159	20.156003201523518	18.62399434737619	6.812076316830787	14.782372058968283	21.286086021201992	7.777500065938454	3.829788009976401	10.668389579353255	2.1601830955735752	2.668433049877323	9.557485451445794	1.2137375264059582	host	gene-SAURSH1000_RS02790	None	None	3.2275055203694647
gene-SAURSH1000_RS06525	4.153872070741467	24.5934427153273	8.119549461670717	6.369203182752929	17.377214166029116	12.586741114792284	6.207033584216724	13.039455777536435	10.77204830296605	9.80771340144592	8.099521782190447	7.921513679985067	5.506506958976397	13.4565795028599	4.246763215639962	2.3204424590833073	7.089209154070603	3.4845746067054075	1.695413263734211	2.4455476545317403	1.5758470646707192	host	gene-SAURSH1000_RS06525	None	None	3.841501666420553
gene-SAURSH1000_RS06655	97.13727594022346	190.52508737835913	182.64993219065357	172.858247771048	191.54333888762793	346.80570845759	186.54650521431782	160.58966117097575	207.05710710039813	230.51133199690403	130.65486553716084	118.95554611762219	175.53005012810402	157.13812193662204	100.09954172833538	57.23078082600631	146.0537250765156	41.09337497131593	45.71790889649959	95.61388258020831	24.201190678033957	host	msrB	None	None	36.599972751529926
gene-SAURSH1000_RS00970	0.4511556224447678	2.2173913481814402	0.7241381880080807	0.5416141771568148	0.854810643851412	1.1410969906222908	0.5119494548841317	0.8775391320818349	0.8149386594929385	0.5098940472961975	1.9456050996369882	0.8436563554441291	0.5864535213737735	1.5872537569355762	1.035237901725028	0.7272728746217813	1.1964073257685588	0.932310426923398	0.808616075720401	0.9935895072283839	1.1524376513349504	host	gene-SAURSH1000_RS00970	None	None	0.20715784575131532
gene-SAURSH1000_RS00515	1.2492343614591328	34.680510430695236	2.00511367231203	1.910590700798005	13.455898583385158	3.9387520262514233	2.194321284210261	5.625328436345279	2.256537046802861	2.8044172601290858	4.403329242741644	1.4400341239477374	10.254847609953123	12.623228441652014	2.552396895632396	10.84138150686193	36.62244079602584	1.5206304549474734	4.75410485897684	47.449038226227195	0.6556972843802303	host	adhE	None	None	17.31471618226135
gene-SAURSH1000_RS01530	0.6791079369431767	1.7972540401049568	1.4254088542895904	0.6898454256418377	2.474451863780403	2.2461593394354566	0.8891753690092813	2.3370252675442544	0.8492518662084306	1.476009084278466	1.7271511937128352	0.8791787283049344	0.8827668795415747	1.7766103454822764	1.078826866008187	0.5894738036408121	0.6926568728133761	0.7556621355063332	0.28088768946077086	0.8053304427009006	0.40032044730582483	host	efeO	None	None	0.344979796413735
gene-SAURSH1000_RS05410	142.00477262341118	374.61981633513795	199.20944134408845	178.81282764491556	402.6388126435357	346.67345299403394	199.32281399733168	407.8904199895893	221.2942176035645	150.5330699719514	279.7570740800898	112.7359450039444	99.7155074884725	162.14900375223928	63.27021238838747	43.37220609683887	91.88730165218881	17.521582956215074	32.66736424289279	87.77895462738292	18.92995119659158	host	gene-SAURSH1000_RS05410	None	None	86.6385952548035
gene-SAURSH1000_RS08410	18.695733423206885	22.77923583261106	26.162613327085054	33.33261733381466	27.965572357035416	52.26420957910543	29.27379943315901	42.356393107984424	29.597729072790944	27.12548418848995	48.15372621601546	17.040403800048228	16.516755640759637	26.440546060217056	10.504094916641016	5.31034590348835	13.273933002277026	4.862481105936688	4.677425748348181	12.531219388578668	2.294940495330806	host	ribD	None	None	8.432479605263778
gene-SAURSH1000_RS07340	13.694811699630678	23.92582191339287	19.42735619659847	27.21921324665565	47.05047440832523	41.249349611388226	29.08146464519287	49.627852366628034	20.42634418660354	32.04742472071177	52.033797454795334	9.882371583427602	15.585785760784672	24.057193392332724	6.128450326624115	5.770993535643828	14.918560050709468	2.2311398384769867	4.786883715428786	10.136888369547595	3.628859016608145	host	gene-SAURSH1000_RS07340	None	None	10.69205819677664
gene-SAURSH1000_RS00195	10.978120146156016	25.86956572878347	24.379318996272048	26.17801856257938	37.89660521074593	34.61327538220948	20.307328377070554	32.46894788702789	24.176513564957176	25.32473768237781	19.672229340773992	19.966533745511054	14.270369020095153	10.75805324145224	10.00729971667527	8.969698787001967	9.172456164225615	4.66155213461699	7.277544681483609	7.6175195554176085	1.1524376513349504	host	gene-SAURSH1000_RS00195	None	None	5.796398335346151
gene-SAURSH1000_RS13270	28.084437497186794	19.4021742965876	17.922420153199997	40.214852653893495	27.567643264208034	33.377086975702	29.565081019558605	45.41265008523495	17.724915843971413	27.916699089466807	58.854554264018894	27.20791746307316	17.153765500182875	35.31639609181657	13.199283246994105	15.818185023023739	26.02185933546615	9.09002666250313	17.58739964691872	17.13941899968962	4.321641192506063	host	gene-SAURSH1000_RS13270	None	None	6.1230839570286735
gene-SAURSH1000_RS04240	200.75510694152075	422.39806945459014	355.811170068484	317.6530553472208	347.84439882399516	530.8336939686087	396.0655448295824	307.52410192854296	428.77336808145697	299.12520857025504	234.30957270875993	280.0996103882309	270.3748859722749	337.43799407861707	240.75576580725496	170.54057509289808	315.22907884016854	118.28373571851786	112.68720649819777	273.31096235658606	75.97523083834534	host	gene-SAURSH1000_RS04240	None	None	41.89566068905588
gene-SAURSH1000_RS02025	34.64708085700837	53.148954351781065	45.5804759451753	47.55171877593442	84.80038183540765	77.86930389709521	48.07584603180429	88.12767987555166	57.60409006082493	39.78117817146074	67.2434750177006	31.10592229054187	25.684492186092115	44.727243212413	22.564352043154773	20.000004052098983	25.102398149921797	10.825159957055009	16.307090860361416	18.01340976993681	11.972546711090871	host	gene-SAURSH1000_RS02025	None	None	12.671340051753498
gene-SAURSH1000_RS00435	43.693441260683485	451.2391393549231	56.62445787532752	81.20680390979459	314.5888997774033	110.51276289613706	92.91882606146989	192.00937748703623	74.24799830293271	126.9303638171469	110.26505423377453	52.65516079304553	243.59494419323238	228.87509064681907	67.58303084522302	210.26091216511017	393.95612529166	52.83768006498475	124.72024037470098	268.7227621614853	47.12467874263134	host	gene-SAURSH1000_RS00435	None	None	85.02443539868001
gene-SAURSH1000_RS10950	33.36995897048369	93.35982193550133	58.871602342312116	59.64603944068324	85.27473078145293	104.31200421171353	69.4544760459472	93.53356749189487	69.7568758303898	75.49362325542896	69.12488922963139	41.920993386034134	78.52410425842629	100.14294105539514	31.54500778704654	25.655177611658004	65.49986313374305	14.027521251065838	20.550001648480535	57.41120060732282	11.511130103564044	host	modA	None	None	13.015833507976673
gene-SAURSH1000_RS01290	1.8721607566121201	3.9435043737119027	2.4325839728894207	5.88640557808155	7.263331159432058	6.088128255356054	5.766328890042225	10.577762113058284	3.703823009312217	8.1613580145074	11.149365750614358	2.834079134156625	5.446643183537261	6.168429270965204	1.022839843021734	1.005988227770248	2.6005740075089028	0.5526870195533916	1.438077691550653	4.515775065786487	0.22772720056319373	host	gene-SAURSH1000_RS01290	None	None	2.1344744564682423
gene-SAURSH1000_RS12915	18.1746996776922	44.31356263816022	30.437781982035016	32.629564037056575	41.53473969495238	54.613959941902614	28.67934065473424	47.11397181316181	36.03540019492947	31.53576495165025	52.29941125448037	19.482315969759455	37.21067012107366	36.26857315240651	17.571620808749977	12.026492502851573	37.21539873599284	6.723748708076691	6.302921331939814	19.904690459376564	5.45690675963238	host	gtfB	None	None	7.230384333677789
gene-SAURSH1000_RS07390	48.491075997949075	90.61026894677171	69.19445745894082	83.19324270568953	106.60415631934896	147.44897860751888	86.77851663572106	105.01923131287788	88.02319376330354	89.80892864365192	88.44298844494406	58.70018617698608	72.8262222264998	70.18976352456879	38.55325727990435	20.144582394644274	66.11952293132985	15.197783224425994	18.539715567420757	44.11297992935656	6.872971535069884	host	recO	None	None	17.494647008517784
gene-SAURSH1000_RS02810	5.8843583327439	6.388198884046529	5.575864047662221	11.319736302577427	9.268589695474596	20.621252759102823	10.699743607078352	10.6182234981902	9.604634201166775	20.912940139819757	12.535255713375452	9.147645339744198	12.256878596711864	9.22874684389685	2.4402036254947084	2.400000486251878	9.212336408417901	0.7325296211540984	2.4142965689366256	5.464742289756111	0.5432920356293337	host	gene-SAURSH1000_RS02810	None	None	3.4724031897796426
gene-SAURSH1000_RS13010	0.75702384105139	0.8858827420095342	1.3308011736032281	0.6491501639046569	2.2539680173224883	1.5500131034845157	0.8590338310767632	1.6127171943101999	1.4976717737412597	1.1000377630530553	1.502779725869732	1.415626765914725	0.6091732703858325	1.5641943803215	1.2407815044888348	0.40677974343252166	1.2427572463794472	0.22348361323345375	0.06461096973068578	0.8733002206389912	0.2762501876081358	host	icaA	None	None	0.281791983568215
gene-SAURSH1000_RS10610	5.682252157316084	10.245388169529171	7.897583862817339	11.47090324456	14.134448919120896	22.079861812147733	10.770586932498352	15.992168362267465	11.869607639650878	22.064604882465517	14.55677674760382	6.232983521564833	15.804234662352075	10.90771611642508	5.31745864660041	3.633262996244847	12.038051535824794	1.5087923540188894	4.608594393178319	5.662824632881599	1.3785021799550257	host	gene-SAURSH1000_RS10610	None	None	3.2897624934785057
gene-SAURSH1000_RS05755	958.3655686516478	979.749170182997	1244.9547790793144	1374.2169180322667	1661.7819435838426	2035.347066230238	1445.1913152841828	1547.1460523943258	1253.9900456488976	1095.497401747769	1477.8010734730994	851.6414310271022	573.558416405754	1388.2580173697663	499.7651409558108	322.96881543506714	646.9712818076969	203.94654772709848	317.6060743350079	573.6698605269755	180.19893259877625	host	rpsB	None	None	273.6530755641502
