ID	length	phrog	annot	category	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	color	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism
gene-SSBP1_gp12	188	112	Gp2.5-like ssDNA binding protein and ssDNA annealing protein	DNA, RNA and nucleotide metabolism	112	64	0.287	1.114e-14	112	96.926132	3.0463334084751462e-27	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp13	117	945	endonuclease	DNA, RNA and nucleotide metabolism	945	165	0.69	3.274e-50	945	176.837769	3.9262328307158425e-52	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp14	527	239	DNA primase/helicase	DNA, RNA and nucleotide metabolism	239	266	0.338	9.967e-79	239	563.060364	3.4362606686960375e-168	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp15	171	17	DNA polymerase	DNA, RNA and nucleotide metabolism	17	98	0.31	1.1149999999999999e-23	17	105.668045	3.7726128132954456e-30	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp16	421	15971	DNA polymerase I	DNA, RNA and nucleotide metabolism	15971	509	0.616	2.7529999999999998e-164	15971	463.196259	1.3442802262838693e-138	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp17	261	107	exonuclease	DNA, RNA and nucleotide metabolism	107	149	0.338	4.273e-42	107	216.416382	1.8876283867153218e-63	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp18	152	4159	nucleotide pyrophosphohydrolase	other	4159	56	0.327	1.842e-11	671	125.501732	4.7878652806322006e-36	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp19	455	367	ribonucleotide reductase	DNA, RNA and nucleotide metabolism	367	148	0.234	5.379e-39	367	177.236816	8.638565189316481e-52	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp20	237	6799	ribonucleotide reductase class Ia beta subunit	DNA, RNA and nucleotide metabolism	6799	408	0.825	1.472e-132	6799	440.461151	2.510391998845827e-132	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp21	63	4970	hypothetical protein	unknown function	4970	62	0.504	5.134e-16	4970	81.705147	3.990839980485864e-23	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp22	107	31108	hypothetical protein	unknown function	31108	121	0.558	1.261e-35	31108	124.489418	5.174061824852953e-36	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp23	95	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp24	521	449	head-tail adaptor	connector	449	437	0.459	2.502e-137	449	577.914673	3.250512752929997e-173	#35d7ff	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp25	257	1052	head assembly	head and packaging	1052	152	0.467	3.164e-43	1052	217.731644	5.637006883795332e-64	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp26	63	178	high light inducible protein	other	178	89	0.701	2.4800000000000003e-25	178	95.219917	3.723879459173279e-27	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp27	84	10346	hypothetical protein	unknown function	10346	95	0.567	3.606e-27	10346	86.561699	3.355950315601951e-24	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp28	51	16028	hypothetical protein	unknown function	16028	85	0.848	1.903e-24	16028	105.321915	2.8241491067264704e-30	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp29	117	417	hypothetical protein	unknown function	417	132	0.558	4.001e-38	417	131.651855	3.4167476933645e-38	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp30	358	182	photosystem II D1	moron, auxiliary metabolic gene and host takeover	182	651	0.873	1.289e-214	182	658.044373	5.721231696795351e-198	#ff59f5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp31	46	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp32	54	628	hypothetical protein	unknown function	628	37	0.445	2.916e-07	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp33	397	267	major head protein	head and packaging	267	213	0.359	1.6190000000000001e-63	267	283.494385	6.2203739600682e-84	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp34	204	446	tail protein	tail	446	179	0.506	5.0089999999999997e-54	446	223.480835	4.6666739238607e-66	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp35	986	457	tail protein	tail	457	587	0.362	3.371e-182	457	678.250061	3.837512613760683e-203	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp36	139	38455	hypothetical protein	unknown function	38455	263	0.898	3.412e-84	38455	273.226471	9.176535833809291e-82	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp37	257	29086	hypothetical protein	unknown function	29086	317	0.696	4.21e-101	29086	357.973999	3.8269834586703286e-107	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp38	900	37911	hypothetical protein	unknown function	37911	1154	0.647	0.0	37911	1352.233154	0.0	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp39	1325	6651	internal virion protein	head and packaging	6651	1113	0.482	0.0	6651	1299.545776	0.0	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp40	1166	29288	hypothetical protein	unknown function	29288	889	0.489	1.151e-276	29288	1042.66272	5.29469975007e-313	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp41	334	18345	tail fiber protein	tail	18345	116	0.429	1.401e-28	18345	131.462585	7.325955020818798e-38	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp42	84	6228	hypothetical protein	unknown function	6228	88	0.55	1.422e-24	6228	88.20372	7.881816980260191e-25	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp43	358	9942	tail fiber protein	tail	9942	94	0.269	1.533e-22	9942	112.287865	3.794505499244739e-32	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp44	385	4492	tail fiber protein	tail	4492	123	0.255	2.766e-32	4492	178.573837	4.035013941203585e-52	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp45	53	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp46	53	2738	hypothetical protein	unknown function	2738	76	0.69	3.895e-21	2738	86.537491	1.5764957818347962e-24	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp47	58	21865	hypothetical protein	unknown function	21865	85	0.67	6.865e-24	21865	103.509254	9.224355986227477e-30	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp48	116	650	hypothetical protein	unknown function	650	80	0.404	2.325e-21	650	117.62471	9.104299009274612e-34	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp49	99	1755	hypothetical protein	unknown function	1755	102	0.412	3.805e-27	1755	114.026764	1.2211413576053077e-32	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp50	84	12220	hypothetical protein	unknown function	12220	79	0.493	7.300999999999999e-22	12220	89.7024	2.0744831263879836e-25	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp51	81	891	terminase small subunit	head and packaging	891	62	0.375	5.363e-15	891	88.179283	8.051719134545914e-25	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp52	85	6437	hypothetical protein	unknown function	6437	92	0.501	1.078e-25	6437	113.684341	9.665352410896698e-33	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp53	256	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp54	576	17672	terminase large subunit	head and packaging	17672	213	0.348	1.988e-62	38	391.559387	1.9060597709577603e-116	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-SSBP1_gp55	207	10644	thymidylate synthase	DNA, RNA and nucleotide metabolism	10644	182	0.596	7.854e-56	85	266.505951	1.2403638860170335e-78	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
