Geneid	5_R1	5_R2	15_R1	15_R2	35_R1	35_R2	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-PA5002	13.225058816863351	10.879593945234129	8.785236343432436	15.200058669107738	9.641356507699255	22.901742224250114	host	gene-PA5002	None	None	1.6782295373756395
gene-PA1680	3.0403844567046665	2.241310076696752	1.652472212530571	5.29093715868542	2.780708309842529	19.815592814762752	host	gene-PA1680	None	None	6.986902778162363
gene-PA4770	6.6021459993160585	6.15578286479717	6.739034102966591	7.485984673136236	11.340153249375572	19.240717712380647	host	lldP	None	None	2.249247934786422
gene-PA1278	19.278007192564175	5.432140678496562	5.191675150479188	7.124086157835869	5.241794974875572	17.431647932067158	host	cobP	None	None	3.6213536355601152
gene-PA0044	23.555435909904038	22.242520711223914	9.07296242454922	12.45004052561535	13.939970042354688	29.32823111215541	host	exoT	None	None	2.7403343091023165
gene-PA2654	4.437840249582908	4.847140913120009	2.274171548433681	11.44237838273946	24.23688697473936	24.846628640832588	host	gene-PA2654	None	None	7.186350326031873
gene-PA4209	5.141838788109492	5.3294434915399105	1.6179429424179919	9.620706202402827	2.7226039570995506	19.401535651469203	host	phzM	None	None	4.8731893616912405
gene-PA1371	2.7120134858562213	6.7321401571111235	2.316285836367638	9.535315318949548	3.897744981317733	12.9619946161525	host	gene-PA1371	None	None	2.3464399096112465
gene-PA0096	16.318572574894862	9.10185349241424	3.6134059047335154	18.18066787479714	6.080482170855664	8.666019257656243	host	gene-PA0096	None	None	2.6620638431798653
gene-PA4714	9.065873652719368	13.30270895045158	10.840217714200545	14.875091897561296	18.24144651256699	25.998057772968732	host	gene-PA4714	None	None	2.014425435114075
gene-PA2596	2.480026227187669	2.8729254652231053	0.549149833546127	3.7677537734451105	2.772256308900759	9.219169423038556	host	gene-PA2596	None	None	2.0025780268320292
gene-PA4355	43.581449178882316	4.589623572405835	0.464448059734385	7.010540311618435	7.033976804331743	16.708263350236972	host	gene-PA4355	None	None	15.72015718985728
gene-PA2979	12.443355993928543	10.29621435793466	3.54255480856227	20.416792800574328	25.037279527052732	8.49609731142769	host	kdsB	None	None	3.94383719959008
gene-PA3300	4.025698780070767	5.409627366033876	3.5299702444110714	8.366688752328734	14.58019703491145	13.08368804441884	host	fadD2	None	None	2.2777085283937715
gene-PA0114	11.546159840727498	14.36613305225034	12.78327560636857	43.26874215485597	21.511139755385603	42.92132179499555	host	senC	None	None	7.570264460276455
gene-PA0287	4.905775786103554	5.682975457301597	5.083796186313387	8.049292152360009	1.9741825230050856	10.316689592447908	host	gpuP	None	None	1.1434253481147296
gene-PA2058	2.555884777715245	3.6574612196842518	0.29961906341073924	5.344836779112683	4.537673261832585	10.778630917482891	host	gene-PA2058	None	None	2.2912981228239224
gene-PA1669	2.3898136329447315	1.6967741008229056	1.6899432377580217	6.535258628463722	5.429001938263985	7.000610794875367	host	gene-PA1669	None	None	1.2374216547499235
gene-PA2120	1.901931535535532	6.609737608800012	3.7902859140561347	1.7336936943544634	6.378128151247199	21.210536644613182	host	gene-PA2120	None	None	6.402061286818914
gene-PHIKZ190	33.91993543534458	32.1494040155919	200.33508927604183	214.18783117803682	142.70519380579617	468.67247005691934	phage	gene-PHIKZ190	middle	late	118.5749923385385
gene-PA1666	3.755095595800922	1.8642849665846188	3.207165004201345	4.400914762592099	16.190632999319813	38.4586653446283	host	gene-PA1666	None	None	15.035486202434818
gene-PA2514	2.9244753718449576	0.9239418162838726	2.649124563587621	7.997361235248009	2.674698902135922	13.977450415574587	host	antC	None	None	3.8917068074497427
gene-PA3491	4.094265520582941	6.09801598747356	3.0305985007442384	6.717783437608328	3.5306025508194177	15.095646448820554	host	gene-PA3491	None	None	2.6111637622227617
gene-PA1042	8.159286287447431	3.150641593528006	1.8067029523667577	2.4791819829268826	27.362169768850485	21.66504814414061	host	gene-PA1042	None	None	9.407651873975974
gene-PHIKZ194	191.2213686413917	152.67815005051682	5755.639405396956	4143.775600034933	3196.0853763615273	3586.566793609832	phage	gene-PHIKZ194	middle	middle	1475.5483387454901
gene-PA1585	24.297309683665258	21.694036396114445	11.291893452292234	16.020137813404645	26.086814398268473	23.409268121846846	host	sucA	None	None	1.305977312363639
gene-PA5553	61.9288552333647	53.98986768252217	21.62954238748935	57.614792560976845	6.4230445466785175	27.462737084121898	host	atpC	None	None	11.303059373952673
gene-PA4085	5.461369670312872	6.32658954523696	2.1767505450201896	4.978277074150367	18.3147053339026	8.700822547847634	host	cupB2	None	None	3.4482332412710357
gene-PA1660	3.612587224043771	4.184912932579894	1.7141394234978724	7.056495207571772	5.192062574734438	18.91066820930679	host	gene-PA1660	None	None	4.72527479865738
gene-PA3459	6.607331645202252	5.874077547255604	6.43063762706812	16.387813107482785	7.729426488375843	13.953759821649884	host	gene-PA3459	None	None	1.7785756382092481
gene-PA2625	5.196997635316835	6.020334255149056	8.055363481890002	26.84464567500446	17.428133610732793	24.838908700288595	host	gene-PA2625	None	None	5.289642390171991
gene-PA0736	9.848720681227169	3.2179254901400243	3.5228191271775215	6.215219455805556	12.702957181453336	25.346295878938875	host	gene-PA0736	None	None	5.669166336125558
gene-PA4895	2.9244753718449576	4.003747870563449	0.5298249127175242	9.451426914384012	2.674698902135922	21.60151427861527	host	gene-PA4895	None	None	7.411846976659479
gene-PA0173	6.993673960669227	8.101649811929157	0.5162008435333593	12.041741059930573	13.029604651833566	21.046046768593733	host	gene-PA0173	None	None	3.8466306397173087
gene-PA2260	5.904975176100738	1.2071423729992359	2.076670060191675	2.8496344631343478	3.4945299832503816	4.980470837733473	host	gene-PA2260	None	None	0.7625401914355863
gene-PA5302	3.798550413150573	4.4003374211285	2.523328145763628	7.617598271563047	7.643064181243153	20.575744047507843	host	dadX	None	None	4.6968828402768
gene-PA2028	5.1641052452198934	12.629154066884412	1.1434828812447833	10.983717645878594	5.7726096558756295	13.712055787430765	host	gene-PA2028	None	None	2.482445898971559
gene-PA3719	8.394327456221637	13.613883428824716	3.345746208086588	13.77323323848268	16.890228252376843	8.024091905237261	host	armR	None	None	1.9176917660490143
gene-PHIKZ261	256.54493527908	237.60157643863684	383.12353387068123	293.63361074382226	213.4637357853584	636.1226901896604	phage	gene-PHIKZ261	early	late	61.91384042028516
gene-PA0103	6.747501382749149	3.40718238485853	3.1031157578818354	13.720663645969388	12.184172288928332	22.326576331747958	host	gene-PA0103	None	None	4.420284485881333
gene-PA4486	14.758398969543158	4.070596374067191	1.400544924315316	5.765539495178797	49.492296739522835	312.3797639387716	host	gene-PA4486	None	None	193.9496624980798
gene-PA4254	141.5906109806733	159.30210304355086	58.87009620071458	125.35189801315698	112.7280402462005	92.50245275026326	host	rpsQ	None	None	9.326850365023889
gene-PA0921	15.865278892258894	20.12909906976226	7.527928968194823	14.461894900406817	68.40542442212622	10.832524072070305	host	gene-PA0921	None	None	18.80913342165101
gene-PA2299	2.5384446227614235	5.461112095448543	7.9494929904137335	4.958363965853765	3.648289302513398	19.065242366843737	host	gene-PA2299	None	None	4.211499610780137
gene-PA4719	12.381632997926916	7.050046775641371	4.600401036119059	21.233734575994134	2.1112785315471054	31.09335613279439	host	gene-PA4719	None	None	7.901431337598047
gene-PA2509	3.1512395049559303	3.0888643073803976	1.4492269671391103	3.3144144156776507	7.316088173489434	17.378380864283912	host	catB	None	None	4.921717131977615
gene-PA2916	3.2051068469209887	4.773699384133343	4.562381192845347	6.260560562946673	23.032129435059332	10.94194350714172	host	gene-PA2916	None	None	5.287675676977954
gene-PA4850	11.985392286645945	13.1721738938459	11.636391896599456	26.052420837536733	21.64239416745236	13.2193514099841	host	prmA	None	None	1.875875254815542
gene-PA4649	6.621143678952348	5.310070101451695	1.01500165863301	4.178396600438567	5.12400182937275	36.51412608563024	host	gene-PA4649	None	None	14.882772303444368
gene-PA2703	3.486874481815142	6.7321401571111235	2.316285836367638	9.535315318949548	35.079704831859594	5.555140549779644	host	gene-PA2703	None	None	12.11829947306479
gene-PA1727	5.154068111604306	5.052049202450155	1.843574441190569	3.9753646956553514	9.306860465595403	8.211242736846295	host	mucR	None	None	1.1271491188859546
gene-PA2493	2.839912228562694	3.2898265635232193	2.1767505450201896	7.766112235674573	10.98882320034156	9.396888351675445	host	mexE	None	None	1.960040835396136
gene-PA1593	9.754421018748687	9.970384789645589	8.004380168713483	7.845512604198995	28.863048279378148	8.227233472458458	host	gene-PA1593	None	None	4.691519482905824
gene-PA0875	6.8117903128355906	5.595401737139901	2.714990775414526	10.499267960482701	6.230002224237361	45.57947287155265	host	gene-PA0875	None	None	16.94875817838365
gene-PA5176	14.869951493878329	17.22573005279862	14.338912320371092	9.182155492321787	62.73513350882827	38.97416068258099	host	gene-PA5176	None	None	13.584479838525384
gene-PA4953	11.202085260544047	11.166066950242932	6.749177695622945	13.535763699888154	453.415265326737	31.12794273583421	host	motB	None	None	304.8402093422914
gene-PA3562	4.262949993441709	5.596751002087367	2.4542464347719797	6.476441961668972	14.295804476933379	6.7915511423638275	host	fruI	None	None	2.0793575918787948
gene-PHIKZ301	6.475624037656692	7.501527603638109	282.06688950215704	356.69863223743926	195.44406977750347	579.208429976004	phage	gene-PHIKZ301	middle	late	168.83795177236942
gene-PA0018	12.951248075313384	7.66822821705229	5.162008435333593	11.805628490128012	14.477338502037293	28.886730858854147	host	fmt	None	None	4.254539067350994
gene-PA2581.1	29715.2385738795	30608.057318747073	23562.82458552916	21277.41185617383	18081.217590497145	7535.923503110531	host	gene-PA2581.1	None	None	2759.6331591277167
gene-PA2475	2.241002475953102	2.596034271820829	0.40600066345320396	1.6713586401754268	6.148802195247301	6.815970202650979	host	gene-PA2475	None	None	1.666137305092642
gene-PA1051	4.602982207782461	9.50524689732511	2.791814716681524	10.398335027728647	2.0134046923363123	6.695599867946325	host	gene-PA1051	None	None	1.6733515430174035
gene-PA4746.2	30103.971383803142	20460.852674248734	3939.032599636826	7515.380731965562	2768.033453360456	649.9514443242183	host	gene-PA4746.2	None	None	10564.404412895972
gene-PA5221	10.048382127398316	10.088261260065044	4.8950079990232345	12.823355084104566	11.232417803304797	20.277631267914856	host	gene-PA5221	None	None	1.8247457271317995
gene-PA5203	8.070001168140347	10.144111191283352	4.448321663024214	12.677635139967013	8.63704853814725	22.157435601961986	host	gshA	None	None	2.7992217327897255
gene-PA3157	12.519539806136272	11.835743552406795	6.022343174555859	7.476898043747742	7.2386692510186466	13.067806817100685	host	gene-PA3157	None	None	0.8318042168936686
gene-PA3303	6.244351750597525	5.090322302468717	1.3826808308929266	12.016443284594585	11.633575581994256	12.158955591099321	host	gene-PA3303	None	None	2.1003621909096544
gene-PA2235	3.4185043939364137	3.643275849730726	4.087563240648773	3.3654054066880765	6.878373496443059	16.33864867582248	host	pslE	None	None	3.4447396872786724
gene-PA2358	4.881624274541198	12.117852282800023	1.3897715018205827	5.72118919136973	7.015940966371919	16.665421649338928	host	gene-PA2358	None	None	3.1725056286920856
gene-PA2779	4.771512448799667	7.106710361341366	12.225809452105878	24.232605848157498	20.573059976579312	3.2579019765624975	host	gene-PA2779	None	None	5.2073216341265764
gene-PA1155	22.010895166458084	19.43905470365837	5.645946726146117	11.323186941252589	41.65714948783327	19.790188208589978	host	nrdB	None	None	6.296654663720008
gene-PA3469	8.514908955592778	6.382515198675518	4.990892133609828	17.80627943538645	25.195368111280377	31.121063632467173	host	gene-PA3469	None	None	6.2282877213986545
gene-PA4795	7.914651601580401	5.834521469496306	1.433891232037109	17.70844273519202	50.67068475713052	37.827861838975664	host	gene-PA4795	None	None	16.104034215040674
gene-PA4871	3.095664174099297	4.610695014919033	4.4065925667481896	6.04678532421191	4.449133295748046	14.795642635022856	host	gene-PA4871	None	None	2.468852135143197
gene-PA2930	7.92163717227906	5.098125555870559	2.9234675604640095	12.034863994790692	2.951690374201778	7.011342441469453	host	gene-PA2930	None	None	1.5834456218966106
gene-PA0292	9.581817681735917	15.08437257967338	6.365078151969607	15.452895828541545	22.245666478740233	17.613860279789115	host	aguA	None	None	1.8673588710932039
gene-PA1353	1.970842098417254	0.7610245394995183	3.9276151138407775	5.3895260498410495	6.609219750930069	15.699310249377254	host	gene-PA1353	None	None	4.143096341549353
gene-PA3577	16.700293570798834	8.291162088231594	14.26344436079019	6.52416311296548	24.001903306009197	34.207970753906224	host	gene-PA3577	None	None	5.170234324884647
gene-PA1027	4.27635549656574	1.783382034072456	1.704436747515809	4.209931669121121	5.162673541292545	908.2969240807629	host	gene-PA1027	None	None	737.3128143857078
gene-PA0583	3.506138981714673	12.18480174292599	0.9981784267219656	6.848569013610174	5.039073622256075	26.333207689010685	host	gene-PA0583	None	None	7.739474234200542
gene-PA5115	4.18424937817817	0.5385712125688898	4.632571672735276	19.070630637899097	4.67729397758128	37.774955738501575	host	gene-PA5115	None	None	14.313043231754827
gene-PA1574	12.537910370782104	5.586243960156039	32.67441509599455	18.461993489881042	87.32607373037388	41.4862624036735	host	gene-PA1574	None	None	22.239331291471498
gene-PA2092	1.5945003911817983	4.485838114738367	2.2697273270939164	4.360370321730698	6.874917027349368	3.2660876599206947	host	gene-PA2092	None	None	0.7758848994639159
gene-PA4244	170.68851773740604	176.0013579832886	76.00612420301533	114.5553054180008	132.0932333668644	140.44927762408395	host	rplO	None	None	8.509797515713664
gene-PA1239	2.7658597584567564	5.340070497505095	1.8373250363051772	10.925208738321857	3.0917705953503374	1.4688168233315668	host	gene-PA1239	None	None	2.471424249488199
gene-PHIKZ278	133.82956344490495	140.74294646825786	352.7372430811289	258.0373084270837	117.88689923087512	698.5872666886156	phage	gene-PHIKZ278	early	late	145.69567127899433
gene-PHIKZ228	84.76591865292609	61.43751107379612	2747.091839073655	1816.0008024939418	2084.0852640607786	2740.6285902337872	phage	gene-PHIKZ228	middle	late	792.9749694667942
gene-PA5397	3.585373760962462	1.7800234991683648	3.062208393841962	18.208681230536424	5.152950992250562	12.240140194429722	host	gene-PA5397	None	None	4.774830744704531
gene-PA2273	9.8165510889318	2.0067780850496852	10.356895905287145	11.05367763088419	5.809377870244265	8.279636233429532	host	soxR	None	None	1.2446208079741332
gene-PA3921	5.297588793761042	5.442122561404494	2.5895411665675687	13.393596159141925	1.0055924207589302	10.987786269354663	host	gene-PA3921	None	None	2.988244997739066
gene-PHIKZ145	7.000231554631411	7.311615512406765	25.842713116132103	19.14305075424555	1901.4976206454326	2625.584442177243	phage	gene-PHIKZ145	late	late	1527.285362845682
gene-PA3207	7.366022342834487	3.2819183265916725	7.904325416604564	10.846421175305112	17.101356105531554	8.124393054052728	host	gene-PA3207	None	None	1.9461946591656325
gene-PA2985	9.677056146161123	8.850116835752825	7.105011610431069	6.963994334064277	5.12400182937275	41.38267623038094	host	gene-PA2985	None	None	12.22272768741911
gene-PA1024	3.5822601059377446	4.149781227544486	0.549149833546127	5.274855282823155	2.772256308900759	6.585121016456112	host	gene-PA1024	None	None	0.948090285582757
gene-PA3551	5.0783939548428	5.447167347040121	4.872850286466358	7.7152966273658175	5.676798707230391	2.6968939598515282	host	algA	None	None	0.41250575573334186
gene-PA2896	3.254416183027466	5.924283338257789	13.897715018205828	6.3568768792996995	32.74105784306896	11.110281099559288	host	gene-PA2896	None	None	7.908258001048728
gene-PA1188	3.9116713730007424	3.465172649396284	1.3756621464721503	10.696978098923097	2.3149043797673845	16.496229551376096	host	gene-PA1188	None	None	4.6296063791040885
gene-PA4406.1	294.64089371337946	251.30117472187666	341.98305884085056	327.60619060105233	228.01808140708738	139.27530949804677	host	gene-PA4406.1	None	None	17.739138132198413
gene-PA4918	15.247151143209846	6.205809199373344	5.748600302985138	39.44153154656404	53.89518287803883	29.54324746928265	host	gene-PA4918	None	None	12.547084037954962
gene-PHIKZ130	5.295486946681874	7.115935063264187	19.839962327391962	23.74917320093509	466.6912133472162	744.1032890627732	phage	gene-PHIKZ130	late	late	398.6951913321442
gene-PA0355	5.540256121106281	5.251069322546677	11.040962486685741	4.131969971544804	5.067068475713053	21.66504814414061	host	pfpI	None	None	4.354677341938106
gene-PA4722	7.187777064815868	1.3429844814697383	0.4620723663342091	8.242804546815721	16.328660561121346	16.622799087575913	host	gene-PA4722	None	None	4.877287108052732
gene-PA2928	5.999475211358406	3.8610803842254975	3.099735457491986	15.191066071855898	11.17735693171997	7.434085147499228	host	gene-PA2928	None	None	2.288518360686432
gene-PA4249	301.04236938419274	282.99656043648497	359.9614279142929	316.0483901899156	494.32927572223525	320.84117098956324	host	rpsH	None	None	14.31997233246572
gene-PHIKZ298	12.681430407077688	9.689473154699224	205.9426282013298	160.11383639736118	724.7717587582421	1267.6632336720368	phage	gene-PHIKZ298	late	late	527.4629807900122
gene-PA1173	4.975174565516726	0.6403743076276436	1.1016481416870474	7.558481655264886	5.561416619685058	7.926237125905101	host	napB	None	None	1.75750516418043
gene-PA2740	13.638924964268076	5.8861544028546815	7.994260851180343	9.507187545147337	13.45239418330899	16.616261113500173	host	pheS	None	None	1.2181950579662966
gene-PHIKZ219	14.63011356655771	19.17057054263072	98.93849501056053	97.72436916828188	65.14802325916781	388.5953079822046	phage	gene-PHIKZ219	middle	late	141.9860493707393
gene-PA3305	5.8621438656681635	6.475002773666579	1.9017925814386922	5.5921398111132685	6.8576866588597705	9.773705929687493	host	gene-PA3305	None	None	0.8816495613507642
gene-PA1573	2.2778577016882835	7.916184908361824	0.9078909308375667	8.720740643461395	4.583278018232912	28.30609305264602	host	gene-PA1573	None	None	9.559072419814633
gene-PA0457	6.7346489991629594	10.202077540947828	5.162008435333593	7.083377094076808	5.211841860733426	12.380027510937492	host	gene-PA0457	None	None	0.8990596392217793
gene-PA4957	9.691106318424152	6.156426102296103	3.115005090287513	7.694013050462739	22.0155388944774	25.400401272440714	host	psd	None	None	5.617860341493058
gene-PHIKZ262	126.68977283928349	133.29637511080026	155.19115103663174	168.45723730144204	128.62558438348518	316.64301133743965	phage	gene-PHIKZ262	early	late	25.898859896405366
gene-PA3992	7.066939372943828	11.461131260792301	11.669128200141643	19.325472027269686	30.470122237027265	24.125888801938316	host	gene-PA3992	None	None	3.790339218899819
gene-PA5072	4.337069185714513	4.37589110212223	4.182182760108235	4.973667558340968	23.92782335753386	12.704812183292333	host	gene-PA5072	None	None	5.854370494540883
gene-PA0572	4.022736144604915	6.023953984739694	1.759775602954634	9.39084084442001	6.9096388305178	21.102319620916177	host	gene-PA0572	None	None	4.7392329653151295
gene-PA1630	7.215055156143443	4.724145411287667	1.8754701927682604	2.573545310996764	22.09171722975241	19.491046773275286	host	gene-PA1630	None	None	6.768114210458596
gene-PA1896	3.486874481815142	6.193568944542234	0.4632571672735276	5.72118919136973	11.6932349439532	14.443365429427073	host	gene-PA1896	None	None	3.20909777667357
gene-PA4220	6.751182507344211	5.586243960156039	5.7660732522343325	13.187138207057888	29.10869124345796	32.26709298063495	host	gene-PA4220	None	None	7.998974681666866
gene-PA4915	4.850744205329552	5.231692682980084	4.333420365455322	16.92430504950086	11.77953188080894	18.387310233034466	host	gene-PA4915	None	None	3.2913797912064866
gene-PA5282	0.6973748963630283	4.039284094266674	0.4632571672735276	6.992564567229669	16.37052892153448	16.665421649338928	host	gene-PA5282	None	None	5.985351162633415
gene-PA0511	4.906787286265637	6.766841910498294	1.3969352724485238	12.140324143198653	2.3507018701761586	14.517815766692161	host	nirJ	None	None	3.336207837061951
gene-PA2859	12.338171243345887	1.8642849665846188	1.0690550014004483	13.202744287776298	5.396877666439938	12.8195551148761	host	greB	None	None	3.454477167461357
gene-PA4066	14.149051365515778	7.89178048475223	3.133010900057961	18.629691201184666	15.816283103381783	32.56018796229225	host	gene-PA4066	None	None	5.5704643944992425
gene-PA1261	2.014638589493193	6.06790232827616	0.8029790899407812	3.3055759772358435	12.160964341711328	21.18360262982637	host	gene-PA1261	None	None	6.665130204567902
gene-PA0332	2.9057287348459515	6.058926141400011	15.055857936389646	17.481411418074174	52.6195572477894	2.777570274889822	host	gene-PA0332	None	None	18.463140208950602
gene-PA4479	12.637278425002757	9.547398768266685	12.044686349111718	16.527879886179218	5.527711064414239	34.13886374228217	host	mreD	None	None	5.555748971914174
gene-PA0376	82.38811494927427	79.226659954213	79.2413575599455	73.94051528027545	227.21801796355376	89.70090108802077	host	rpoH	None	None	28.453592745035554
gene-PA0791	4.48123032263695	5.989812915452482	4.808715082344983	6.59858322452022	10.403866832262542	14.82778960435479	host	gene-PA0791	None	None	1.715901791297044
gene-PA0032a	17.987844549046365	15.836558274347118	4.301673696111328	13.77323323848268	36.19334625509323	24.072275715711786	host	gene-PA0032a	None	None	5.127891496168962
gene-PA4698	9.065873652719368	20.049537413360035	11.497200605970276	11.269009013304013	74.62409936959223	11.817298987713059	host	gene-PA4698	None	None	23.588833731245042
gene-PA2268	3.8091906103862896	2.0592428715869318	0.5060792583660386	9.027833551274362	12.774122207679966	10.923553686121314	host	gene-PA2268	None	None	3.2789898696575484
gene-PA0925	8.665908638628807	5.405512537915697	1.3284580532108512	1.8229279286227078	6.706414159031982	15.930182458926918	host	gene-PA0925	None	None	3.5965606839846274
gene-PHIKZ201	4.044774398905564	4.685569549349342	92.00287342052258	75.90110993883842	231.52605189027335	888.6002823427517	phage	gene-PHIKZ201	late	late	445.1198369538594
gene-PA1782	4.26027897214256	4.145581044115797	1.6980290905702609	8.85422136759601	8.572108323574714	8.959230435546868	host	gene-PA1782	None	None	1.3278329077972404
gene-PA0029	2.975286720004426	5.474087710762944	1.0463530612162688	6.221885285337737	8.80378692691457	20.912208633340356	host	gene-PA0029	None	None	5.4896883776933825
gene-PA5132	7.637915531595072	10.386730528114304	7.279755485726863	86.27190050478164	10.022772809102742	30.15647727023235	host	gene-PA5132	None	None	31.851456784609706
gene-PA2292	4.82227321953158	3.3517463760936232	1.9220244174114443	7.912282924234732	9.702897081152654	4.609584711519278	host	gene-PA2292	None	None	1.3018122642436531
gene-PA0911	1.8011669508713977	3.4775293526799183	3.5894760643048165	8.2092118639963	30.201070385044687	20.086799603838976	host	gene-PA0911	None	None	9.720899043472942
gene-PA3652	15.469546312179874	18.75381900909527	9.32029300824121	18.692245109369352	3.6193346255093233	12.036137857855893	host	uppS	None	None	2.234790881689314
gene-PA2946	9.685762449486505	5.834521469496306	2.316285836367638	7.416356359182982	19.488724906588665	24.072275715711786	host	gene-PA2946	None	None	5.206532236211092
gene-PA3131	9.653476574654883	7.293151836870384	0.836436552021647	12.625463801942457	21.112785315471054	10.030114881546577	host	gene-PA3131	None	None	3.5970701818702935
gene-PA0569	5.196997635316835	4.682482198449265	1.1507662116985717	4.737290413236082	17.428133610732793	13.799393722382552	host	gene-PA0569	None	None	4.229686326920819
gene-PA3129	11.04903351425173	7.548412151160848	8.468920089219177	11.621165544969763	2.850226017588592	14.894720599096667	host	gene-PA3129	None	None	1.5069246698322747
gene-PA2208	5.634158767226727	2.9667058319472748	3.062208393841962	12.606010082679065	5.152950992250562	7.344084116657833	host	gene-PA2208	None	None	1.7415744849218797
gene-PA5179	7.709076235305586	8.930390004331082	4.301673696111328	10.962369312261727	3.1022868218651345	10.316689592447908	host	gene-PA5179	None	None	1.1376981802164157
gene-PA3413	21.39138727046143	17.70023367150565	22.330036489926215	8.356793200877133	10.2480036587455	14.605650434252096	host	gene-PA3413	None	None	1.7453235371740161
gene-PHIKZ107	177.04111755782162	169.42129323688332	141.46825004381216	128.63680100092316	146.2757503366221	502.7926267413764	phage	gene-PHIKZ107	early	late	82.03979025741181
gene-PA4777	5.879541490257331	9.00811055332275	1.8898566447351022	14.00374760230666	13.35670769748629	31.72705795167035	host	pmrB	None	None	7.1330521350198
gene-PA1910	5.067879681644367	2.739688342198266	2.019916344260971	6.467431259809259	5.665045500797202	18.839172299252702	host	femA	None	None	4.624509117402941
gene-PA3168	14.815442874032733	15.11671471642225	12.709490465783468	27.63590305643603	44.41910676761442	26.72960485316049	host	gyrA	None	None	5.14226193075414
gene-PA4143	5.162511385576307	6.272110579708531	3.2621025528844236	10.674255759824078	3.80030135678479	21.063241251247813	host	gene-PA4143	None	None	4.5404993431643055
gene-PA4986	8.800462867816952	3.7218673164429443	12.527216156626208	8.786007027321771	7.026751353068948	12.685236201499894	host	gene-PA4986	None	None	1.0799021153501873
gene-PA3257	14.65584724974662	13.371821736957202	15.766649512785724	20.925856508252657	53.49780450752837	35.333554913190696	host	prc	None	None	8.211408782306922
gene-PA2218	1.7244868361150973	7.134605057807984	0.4909518892300972	7.410598318531442	12.39228703299388	10.597034418329645	host	gene-PA2218	None	None	2.8064703636776778
gene-PA1177	1.618906009414173	13.12767330636669	16.131276360417477	22.13555341899002	16.287005814791954	23.212551583007794	host	napE	None	None	3.2731096113555016
gene-PA3438	13.089764097509248	7.300951999262759	2.8984539342782205	9.280360363897422	4.877392115659623	11.585587242855942	host	folE1	None	None	1.5599629400843342
gene-PA5025	6.171604129785486	7.149343209101109	159.04075284918642	16.877060447154836	27.833193035606907	13.222799336799431	host	metY	None	None	77.19779973084013
gene-PA4008	205.53757668542684	2.3166482305352982	1.3284580532108512	5.468783785868124	15.648299704407956	11.682133803213073	host	gene-PA4008	None	None	135.9807056146244
gene-PA0834	7.431043977638827	5.853651048084819	5.331254613541252	15.444084483806812	14.952005338169664	12.785930052279705	host	gene-PA0834	None	None	1.7309948142078098
gene-PA1954	2.9244753718449576	4.619709081419364	3.7087743890226696	10.905492593520012	8.024096706407766	6.353386552533903	host	gene-PA1954	None	None	1.2276025247857074
gene-PA2314	2.3857562243998336	2.763720696077198	3.8900302802155067	8.896586063134746	6.545973628911599	7.256236220525563	host	gene-PA2314	None	None	1.1099412373263715
