Geneid	0_R1	0_R2	0_R3	1_R1	1_R2	1_R3	4_R2	4_R3	7_R1	7_R2	7_R3	20_R1	20_R2	20_R3	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-b2221	2.1983398843902626	2.963629329011478	1.7473422113092372	2.6070001003627827	2.9122673151763454	2.635465129286578	0.48096781591179205	0.36187881561332896	0.17013170237508307	0.22295847918526548	0.10653331423054921	0.06025287838062826	0.12383835737544012	0.05619449882717992	host	atoD	None	None	1.1757724009084105
gene-b3904	0.8850916868531148	0.8984090113808297	0.6199617712452012	0.9882165913317729	0.8419820469047257	0.7388896443554152	0.22453774979140195	0.17117642532471203	0.11214804054520781	0.09024509871784556	0.03931257180047539	0.058232738143376865	0.04840647629110741	0.02534486579756482	host	rhaB	None	None	0.3412951360075361
gene-b0151	26.915493100205374	13.005594892607983	15.040018170395404	15.692456326759043	14.845472932267532	12.392041655562556	1.8017101332503664	2.0019470550521707	0.8372270616879087	0.9736971177451758	0.9092469091864338	0.5792625004788541	0.5693150349217289	0.5758175650499375	host	fhuC	None	None	8.913136642041826
gene-b4013	12.83577968783582	14.664777651859579	12.905305913952184	10.394050220932666	9.97015386379957	12.603405437197319	2.0994095457532884	2.1079227469656026	1.0169485306484805	1.2349022863261319	1.6225242447400507	0.6688624826317761	0.9122758993324088	0.7878710432339774	host	metA	None	None	5.090373527478997
gene-b2734	0.6168278766825734	0.7942499980333029	1.669257025123485	0.9219071892201214	1.4102238118933943	0.9919340431072695	0.4853602160571052	0.5076943357034307	0.11885913453601693	0.23653281581754954	0.06841304986079685	0.04343080926979401	0.0916441542708356	0.01890256353243038	host	pphB	None	None	0.4584014194934375
gene-b0335	1.1416296380505266	1.0822433730488525	1.0395899066203786	0.9316306664960095	0.6409236948457594	0.6857214602278152	0.24607125337544983	0.26979890603735995	0.0781686200101733	0.11850946190928525	0.08506959981554912	0.0393155847348501	0.10152513983031579	0.03290668850240265	host	prpE	None	None	0.37985868023776564
gene-b0418	87.38557555556555	70.46753980624266	99.5540649710441	101.9498337257049	85.64855526837782	85.73236823993952	11.824804217240354	12.79738794788797	5.232779123339983	5.908184902186814	6.074638182065751	3.7495600063109213	4.313535755224916	2.991084836417813	host	pgpA	None	None	40.619117527243766
gene-b2593	36.87941494537368	41.830620456529616	45.389935209414396	36.81813848479867	42.90933752807739	42.38609109182801	20.520498090654208	24.614523889787105	8.190725851639757	7.855022158072148	7.254386826369147	2.284282572471207	3.2378316754994514	2.1207281831978757	host	yfiH	None	None	12.326320864389288
gene-b0560	2.226680851540938	1.7344519187821272	1.4993860308472597	2.245712540666597	1.8005462233808749	1.5049625197740728	0.17418508621366904	0.11789431797855839	0.1430228047438885	0.06247737603543154	0.15288222366851542	0.2613007480792552	0.11027510871051098	0.0682361771472899	host	nohD	None	None	0.8660063481460685
gene-b2146	3.0126071586414715	4.996773393599704	4.076680535421619	4.582531518896144	5.611310861744714	4.474720042234931	0.9527212193102577	1.081575915630719	0.38516499205981275	0.510879033419668	0.4612378951355211	0.2441169022733652	0.304828266605018	0.15035089879911331	host	preT	None	None	1.8831514507505105
gene-b4107	2.2898528466178463	2.510155962252899	2.9571012107607224	2.4732576027215485	2.5964905824818705	2.1059657254806807	0.8190022137947953	0.9357680447904984	0.17587939502288993	0.2646376543482768	0.27477480740422366	0.11567854739292432	0.16026468501785562	0.08391205568112677	host	yjdN	None	None	0.9466349810184651
gene-b2343	970.9427803603646	1928.6740189084883	1054.318823310637	1256.7763068621798	1480.4171497124628	985.4217804764348	265.09675867209864	188.2240887555205	126.49739786593676	138.00660475295965	116.32245148639612	50.32003281937542	88.98051034962211	49.1966077469152	host	yfcZ	None	None	606.7231988540373
gene-b2998	2.2464844214925086	2.9750668329110104	3.057120810536453	4.325890212831917	4.002922981326217	4.952033042197207	0.9906776778402429	1.1175398891717512	0.7531872240563573	0.6448764345879381	0.5127924585548121	0.13870714710540463	0.24707472273586073	0.21560736529178404	host	yghW	None	None	1.419013435324588
gene-b2212	3.549415807493101	2.3057515303888807	3.7726487227769763	3.3812244005217247	3.552621023714133	2.887162060552856	0.6101435847256795	0.44046146951520054	0.49314673176925	0.28529095723706016	0.34521792441277677	0.27175277800242537	0.1597533832932329	0.2861517106176673	host	alkB	None	None	1.3463245707174036
gene-b3807	35.90314467854351	34.61956767128545	43.25983840507264	38.58161623087946	44.66124584497628	43.16424567671703	7.720641429941331	9.279094162190052	3.6490865135590247	4.4987603416914785	4.740777739552656	1.7600436930437457	2.1655895180414193	1.6636022503261392	host	cyaY	None	None	16.286111193420346
gene-b2534	5.380128798447761	5.553144138296262	6.5218577291444335	10.257588309120724	12.350251750457948	10.372860847120368	3.3566490731528225	3.168893970903094	0.9031904059421076	1.1127062347175765	0.8786704644527309	0.3537553706628064	0.5697723160742765	0.2759774275734836	host	yfhR	None	None	3.702415743958404
gene-b0992	10.492512418635279	12.4586156581634	10.944870035016717	17.372718545899843	18.550887131747807	13.762874029000487	2.0783720983674367	2.0432420523201142	0.8805978896676786	1.062270519544696	0.9027738012157587	0.27099369203035156	0.6166781218950921	0.24282930079789755	host	yccM	None	None	6.891490727680676
gene-b0457	12.720544346836233	10.687239979984042	13.215675261999383	15.14129372710881	15.782359033161152	12.867280650513264	3.011822454419306	3.0749541385193537	1.2475227924641004	1.493146178786172	1.1881639742748453	0.4746475020042362	0.6670024950631539	0.3923470198578538	host	pdeB	None	None	5.6004704204648315
gene-b1802	0.7141351796146735	0.9219575532726331	0.8924647418829224	0.9761123338741046	1.0247482832195116	0.7304084762636834	0.19393972422660752	0.2756869312051331	0.0694137345690339	0.12465856302891734	0.07419883922045281	0.025363592613559704	0.05352018609416799	0.05519548551469671	host	yeaW	None	None	0.3511656251233551
gene-T4p172	0.01112637385664143	0.0705723785419958	20.76455073882531	348.3946701676435	209.00287125241982	108.29899031860143	157.28273500049676	68.63784046580098	243.3146928291311	166.16198734911788	83.91583238488644	10586.826072797106	9155.044137592482	13363.001958379073	phage	21	late	late	8394.355657346914
gene-b0098	165.32934252761805	201.05962228484756	209.09864378249188	175.43620594083347	229.58404750618598	238.96808016377915	85.53914474112962	101.42117140047435	38.7245783624456	39.0837315447191	35.72393157717627	12.120113643303295	16.56862947102386	11.322111648954278	host	secA	None	None	64.5557342129159
gene-b0450	2.747426634706777	1.7293355414405873	2.232680685105337	2.9778418058880027	2.7748151705072552	2.0895878745718743	0.31355129001919185	0.3625036873001208	0.07678510461176315	0.27952021726766324	0.2083527649995697	0.11783970019574198	0.0807323804718946	0.256439202612529	host	glnK	None	None	1.110642287400304
gene-b0037	1.5601195218714998	2.0271944930498225	1.560554252401457	1.7777034146403443	1.8523605031903967	1.7078683083984743	0.6156016639952088	0.5158962661420454	0.1619207128782161	0.23658850204408158	0.1859378395968431	0.07711903159528288	0.1796373392507832	0.0719246191552515	host	caiC	None	None	0.6446116909683137
gene-b3021	18.905479287365527	24.93931622612483	17.04576451935477	19.48593593534348	18.378171769256788	19.152233752603767	2.0484600825217143	2.8815904580296396	1.2050995584901718	1.8281469240266592	1.4106859729413015	0.6485009475057878	0.5943615707771756	0.533138212357866	host	mqsA	None	None	9.180932182001452
gene-b0360	0.5244899676192202	0.44004439781747967	0.5486463577149113	0.578541916625742	0.48310445314205575	0.2322525539278247	0.07642643609182201	0.11192053733582964	0.07112062968138719	0.05177997467417368	0.01754386173245259	0.015592372508335884	0.04486602783602011	0.03393165093116601	host	insC1	None	None	0.20935695442553942
gene-b4671	0.6273311377406359	1.2000269578128444	0.4543089749404017	0.9172778130906087	0.9014160737450592	1.0185716580756234	0.2742360353883025	0.1721130952307296	0.08506585118754154	0.1857987326543879	0.31475751931753176	0.05594910135344052	0.16098986458807216	0.12175474745888981	host	ykgR	None	None	0.3101530108535862
gene-b0815	8.882702637629718	13.156994127774597	14.871161837537771	15.447609390989431	17.266372748230317	16.200690879770992	5.583819638735913	5.12405892985527	2.2294341832068176	2.1846834314611776	1.6984983409839234	0.8106261843822349	1.2267346373598682	0.7291449080776697	host	opgE	None	None	5.231215318278665
gene-b2340	73.56985042367653	98.18466179391524	73.00539573023764	101.00963146062685	97.28530835779416	72.46948722826934	45.18123323773946	38.27781072244576	13.300728460373007	18.319755039722647	11.719083046392743	4.849612846944517	7.1968432058445595	3.756359430861304	host	sixA	None	None	28.276870884308092
gene-b0120	147.35521816468912	168.25212128149258	168.6680643893828	125.85853188925415	138.1168285998054	142.50568758592846	52.728242149128086	64.00225703529635	24.611316266221923	25.397354611998058	25.789211933698024	7.027629387360834	9.164069600086313	7.482633272133884	host	speD	None	None	49.82286575590554
gene-b0248	0.01548965772199101	0.014035403015354907	0.03365251666225198	0.010728395474743963	0.015408821773419817	0.020577205213648957	0.036564804718440334	0.012749118165239232	0.01890352248612034	0.00825772145130613	0.013989223080779191	0.012433133634097895	0.011925175154672013	0.02705661054641996	host	yafX	None	None	0.0038415970411293005
gene-b0790	1.9313895657999105	2.1389622650447757	1.6824933428895192	2.3458439223299403	2.1440708186534514	1.8964243970327104	0.4625303840958614	0.37629975938897053	0.19357504719054727	0.1442500396828555	0.2106644814329937	0.12731724638696307	0.15084877075575265	0.21187243455444604	host	ybhP	None	None	0.8091584067902609
gene-b2964	18.682190779779603	18.260729270614696	19.231329002847076	20.33589126285817	18.719732592233086	17.55991902958839	2.7193219089052962	2.9375611337152527	1.180364818148846	1.4684751385638926	1.2004355987336892	0.7581837648802752	1.127825574830997	0.7212297928233043	host	nupG	None	None	8.275917439558429
gene-b2245	6.428843724159634	7.668200540713734	7.550343934270706	6.596401995238002	6.852728510106671	5.767990250988621	1.6073506133878566	2.1034617832551605	1.02523395274537	0.9192877593273074	1.0941347201351217	0.3052148738012315	0.38805765867124853	0.29348345842702545	host	yfaU	None	None	2.522512341113637
gene-b2527	62.81659582469315	52.57425326129015	52.35646803063164	46.523499853050296	56.73196708132702	52.587799526502664	16.165257648807682	14.527546026510072	4.758741977479794	5.119835309818238	4.84067784941125	3.1077774088998296	3.4475542707329407	3.1047460602016903	host	hscB	None	None	20.951695734418884
gene-b0306	3.7819935535456297	5.126957278971455	3.8830797663656	6.2990432980524815	4.960677559680342	3.4237897324860156	0.45843123915744566	0.4632710813293805	0.32537688079234633	0.3737651171897437	0.3478070588458726	0.22985755806038483	0.28128506896082606	0.2587288383501408	host	ykgE	None	None	2.232731429022166
gene-b1410	1.8643891264593717	1.5794139608217552	1.1510194393541233	1.756289601173486	1.452347189439073	1.2410583001126196	0.34686646660377096	0.22967993254339686	0.14313127861931052	0.18326223118470344	0.14244657700172256	0.10712438859822572	0.07783924055737278	0.06357841761505167	host	ynbC	None	None	0.644575337332031
gene-b3649	770.4035500457883	876.682851995852	817.7133576704462	811.961935847813	909.8348175107218	900.8622159689593	248.28257546527126	258.5625096939037	79.37938396141783	96.08944978481213	88.84783663761789	40.795408880342364	56.937915369203175	36.76199320557654	host	rpoZ	None	None	320.7075251477495
gene-b4609	107.83953865692526	111.95098748502822	133.617670405898	116.15228652284561	70.67703285472423	136.65437099616236	48.31540332568457	53.48504703400813	15.229761693031037	19.90567065565234	14.323888340634754	10.974631419328718	13.129117488294389	6.513453273150399	host	ryfD	None	None	38.26790464702015
gene-b0717	0.32184066600136874	0.32697290728363837	0.48733829684964897	0.5741678318890749	0.43658328358022813	0.32390045243706694	0.06906685335705395	0.07224500293635563	0.03570665358489398	0.025996530494852628	0.008808029347157267	0.007828269325172747	0.052559105311332205	0.017035643677375527	host	ybgP	None	None	0.1971611561881674
gene-b0568	4.7948383966564805	3.863616455283353	3.746024289165492	3.827828715586674	4.284507634844753	3.910769486936716	0.6830718766422663	0.7341871085489784	0.3998352521004727	0.3760971318917277	0.3866022729700299	0.15164408298218088	0.28169165004613234	0.13784947189593783	host	nfrA	None	None	1.7225300576346965
gene-b0640	51.55259777979588	43.47894490202872	60.78319516077619	63.94476118263868	79.27260971607993	67.80769347230391	14.143245206485325	17.60656924758539	5.271609929116309	5.696459516160751	5.655753425597463	2.4607846031324274	3.569544652620414	2.7557629759154536	host	holA	None	None	25.94619565255249
gene-b0471	671.0529497020788	617.9679492273829	704.6882878871013	566.3132773571566	598.9676576506348	634.7856424393508	210.67211127308144	257.49892332952857	97.46845229068508	101.98188401109554	119.41213539228644	33.04760828489495	45.431339786753966	33.60652402133466	host	ybaB	None	None	210.37151885561175
gene-b1219	102.00687839160022	121.83859786214887	127.63002134978235	112.60587533315264	119.13617837237341	113.73945551987443	44.58148321734516	45.3765965476949	20.221162083140168	23.095097382046614	27.443654760563508	5.207059585283761	8.055860060206525	5.999000862084622	host	ychN	None	None	36.82104963013676
gene-b4146	30.46346016655256	32.62445545857494	31.928781778172954	35.01588764539749	36.24303129247852	32.55703811836841	7.584265398523141	6.932360879429368	2.774188371381457	3.259873974093605	2.5521971216499106	1.7580740944238542	2.4735177445455983	1.412071094435754	host	epmB	None	None	13.417851133930771
gene-b3098	192.82300415220507	236.826372779591	232.45475884450553	213.08202672162716	239.66110945288514	216.58537347626208	54.17075819036935	57.58139219330299	24.187057020990974	25.726931181544245	30.363608696831232	10.126787344972733	15.079383983082758	10.592663028923413	host	yqjD	None	None	84.81604985179071
gene-b0754	212.4350952671552	239.44001673854012	236.42100994291684	255.05054701410347	253.99072105517425	223.67369305171766	67.5314440785779	85.64367232709053	37.26950634564818	35.487663805211824	43.16679674897974	11.408197105030593	15.724413649461749	11.145242267390683	host	aroG	None	None	81.85397194033717
gene-b3326	2.3939046520260074	2.4038895014699664	2.4076536364250436	2.4555212371313266	2.9731851874911004	2.3006898290799045	0.5096127135353475	0.5172683712264978	0.16978730621642907	0.33503949604965333	0.23829820288412326	0.12707467959222726	0.1292698642778717	0.05865916982837202	host	gspE	None	None	1.0305131584388099
gene-b2240	3.0709528690281114	3.3704486671508893	2.875618692006869	3.1705605831817834	3.419227756039588	3.092713061746775	0.48987152281725027	0.32294951643735137	0.26176997032104393	0.2649580161031669	0.2693157052703649	0.1721700823105874	0.2618010307134948	0.11879823041242671	host	glpT	None	None	1.372836475041341
gene-b1350	2.1840417388007323	2.058250571604693	1.763787785062736	2.4858323397068505	2.2433431699537674	2.1460814613999766	0.548472070776605	0.5242137410295424	0.2768810058261156	0.22295847918526548	0.17527673624740986	0.06362838977450098	0.1367887738330025	0.05252165576657992	host	recE	None	None	0.8650338728263043
gene-b1713	255.7456716396731	227.2349909574283	276.9439354734054	178.4369782540649	185.77551117823742	206.9936298153476	77.92120660394754	103.04197671948755	30.829959056650573	31.539755015970258	38.22247654807947	11.48292046245173	14.562032131806015	12.51779525444802	host	pheT	None	None	77.98678873620064
gene-b2743	83.12854620223523	69.67288220387373	77.82377952543666	65.68134170984887	66.85740314646922	59.366024685595946	15.052278007466272	14.13962605316568	6.767008812651031	6.401788677467839	5.806598523830983	3.140109851080657	3.308636993751033	2.9908558538466044	host	pcm	None	None	29.657577149309432
gene-b2912	55.57003582849564	47.91203403436718	57.3124425982192	82.83464496184072	90.60462983861541	60.91898470062424	11.056357754616917	11.927531550361271	4.978444077697103	6.910900619846381	5.461988952703573	1.9854287660614358	3.020979207625354	1.6060981440751911	host	fau	None	None	31.377086286420244
gene-b3641	76.30182042609974	84.24563756358789	82.20024598846283	67.28272788334388	93.22391374804624	104.8751903732446	27.128696445498104	26.847913076142255	8.066294532205571	9.770959281279902	8.378560458938841	3.4699688889656426	5.657027436061269	3.8900335896664395	host	slmA	None	None	32.9433970987787
gene-b4183	0.807926465272031	0.9858594672558152	1.1935935796161463	0.8729500336063257	0.9108714871060214	0.72983605582774	0.7204928566110856	0.6117838203201389	0.19719810957111902	0.2584291463283759	0.26267945703044926	0.0605267551005402	0.10781442446655741	0.056449928367303455	host	yjfK	None	None	0.2495734465110799
gene-b2220	6.058166066579484	5.824054278507952	5.4720303229834535	7.294124619429331	7.394133248272409	5.94908381641099	0.8436022802897305	0.7050924637230035	0.4194372489290468	0.5059194928121645	0.4030531351260861	0.22646064833535448	0.33568593698378685	0.18816642789101154	host	atoC	None	None	2.934026089434407
gene-T4p007	0.03590784290097916	0.09760984824315003	4.2906958744371275	3.7554260705001474	7.03692874352495	18.746769277143912	4821.227395601279	4231.445647666437	5574.965844784041	5542.960616548559	5741.881064622254	879.1655289675132	859.2809629984627	825.6115634431283	phage	39.1	early	middle	2807.946399212301
gene-T4p077	0.009150261125346039	0.024873552061961013	2.5247183446494907	3.5934325707703216	2.4121647830243496	1.543767083036343	235.13103556832203	142.98234471104718	609.1680557392805	589.9736742828322	431.46669080847886	862.8150701577007	939.2355894231049	1129.424302970564	phage	I-TevII	middle	late	430.8612683144123
gene-b0811	485.2810854437221	315.29078603320914	450.84357662820565	374.78331161694626	269.12992414918523	292.6160394365466	42.84558087351026	52.74494509559449	21.59306100465763	22.513433904237473	29.199890735852435	12.353291944616275	14.33995128508855	13.08399009038142	host	glnH	None	None	180.83240054792617
gene-b0921	62.54954359380869	65.03721835040726	59.054386729848396	59.87513419647171	61.66522255277343	58.82056941482512	9.758197369152926	9.04579130277537	3.8747170537103846	4.624544638877079	4.125485959299253	2.185431691798131	3.1546639877677958	3.0494452397909733	host	cmoM	None	None	26.81788986914154
gene-b2203	68.7750096651034	368.3392218657077	233.99739020830316	320.399024927129	388.63421471117886	318.00054091583524	59.3132323259708	89.32516653056884	31.79534675120469	28.107136812668724	31.805617811997948	18.452013626364685	27.210149157421316	15.647920143416519	host	napB	None	None	139.9901630079802
gene-b3498	59.32450200231637	52.87816445545731	61.00726874155627	40.83364376484365	40.659943604271376	42.07458315912061	10.917735237934657	14.72556846194819	5.465949363090224	5.066712341230701	6.408481581264965	2.455352192436011	2.944467586978906	2.6442771144155364	host	prlC	None	None	20.039356709091578
gene-b4061	2.6387173628216707	2.472167763254677	2.851812229588079	3.6707539745428774	3.55192275212209	3.6006219293032435	0.5604990575838046	0.608414911307116	0.23509692710054012	0.36541588176488693	0.32772862313817863	0.08270736721812946	0.15520761992422835	0.11738170359930776	host	pdeC	None	None	1.3686583867651043
gene-b3252	18.889745325290676	19.505977926970388	19.393680085322927	25.45380640666189	24.555684141351858	20.899539023293983	4.366583673215289	3.7896803008608564	1.8640859940293104	2.415555826268392	1.7632258933762939	0.667411382141969	0.9954664372931695	0.5054609763131036	host	csrD	None	None	9.274937821822567
gene-b1705	35.80797421291081	18.622128860138467	23.732911555480356	18.59448856306209	20.44437657640537	23.071226789309506	4.28322407772105	5.333713107410631	2.3047529056124536	1.7569592656630557	1.8393642535118262	0.9214117629144737	0.9978017648948222	1.3583264013382395	host	ydiE	None	None	10.958635306793829
gene-b2479	233.95181644641622	213.69606535217883	239.24560765840528	235.79221442934113	228.41077370848927	223.26644726014607	16.177915980844176	21.068685385120133	9.918411025898166	12.08528342934583	11.799946289640076	6.702760927588619	9.61949560866739	6.567106849850695	host	gcvR	None	None	110.69340830777814
gene-b1212	87.47383027503061	102.77474345054836	105.81041236255815	92.74161468142417	116.32557433344583	114.95870197458214	33.45245589091352	38.429923702249404	13.722529360994558	13.711411797281874	11.879718689522555	5.891561125973445	8.564892436178372	5.1969130695941965	host	prmC	None	None	36.924690718732954
gene-b4685	341.7070125663623	543.9326869247358	531.0928004581066	584.6582159234719	853.3456860859138	730.291872100806	365.84712223231486	363.7535897845506	133.79283098259774	174.77467451689424	99.01105789139484	34.45221330008526	53.047154146366	30.51083782617957	host	yrbN	None	None	197.0926137887178
gene-b4410	123.96926276970905	152.5177119239277	175.67334823052582	224.44799541315595	278.3592647067023	226.45361317657915	98.87906727395946	96.36967355974582	28.44034958036805	33.05978783030409	27.36591803666426	4.574505096374161	9.513734378752265	7.589379258270799	host	ecnA	None	None	75.66570795700609
gene-b4314	1.3597888049387188	1.5372217630423957	1.2098355580380096	1.9284730554191398	2.0741284521565593	2.0128554673744805	0.5808409142978472	0.39438665537387585	0.3002871030991903	0.18640790882702524	0.3625731424706869	0.15592372508335883	0.1894343397520849	0.1583477043454414	host	fimA	None	None	0.6032242428632291
gene-b0586	3.499932452649843	2.7730550549572497	2.7256197904075106	2.979716498018976	2.727397177593391	2.2116043040947884	0.4856563359318656	0.5743310241161441	0.17657409295961093	0.21187373253849676	0.22329783827936178	0.13671642850044738	0.1818911762192902	0.06718152216819731	host	entF	None	None	1.2441424974416813
gene-b0930	263.5378854809195	316.5439305152559	328.5441876548658	219.5634134014714	290.56421817204887	339.7548177865027	79.65951981956418	111.1182290238297	30.526436267912924	33.825872740404975	38.558402715471274	14.171296365509777	18.452587034462386	15.75198786289337	host	asnS	None	None	111.17722209551239
gene-b2647	0.004656026780873525	0.007031488740501967	0.01011558948786749	0.013974314734293215	0.010807366155424115	0.006185289582884657	0.003663664126995004	0.006387082774333995	0.0018940661037173622	0.004136972436312501	0.009811694773748861	0.0037372680668309975	0.001194860378955349	0.008132930085662581	host	ypjA	None	None	0.001913276112364562
gene-b0203	169.60502628336963	428.324857492027	335.5549999908488	220.36392515010965	322.82921123664397	380.1587220208611	162.1644278104313	140.82927552655462	92.13303256120123	93.71003553440704	64.2950214854354	34.61629794528263	48.03852827800396	34.80583741173474	host	alaV	None	None	94.20556790268422
gene-T4p143	0.012030038738399107	0.010900592189590358	1.6465817670428773	29.104394239451473	20.906798886493178	13.024744183329728	14.473537599691667	7.733149121415895	22.888327452014348	18.69493643997603	10.093330969709196	756.1665890768707	855.8259337848857	937.3076007803479	phage	53	late	late	621.0893748355039
gene-b4287	7.767034737495391	8.161860982394021	7.3411124726697725	7.341617036105551	7.210786873570003	6.899231465246605	1.3476130176503303	1.3791458177733205	0.5309969929597319	0.7550976619282234	0.47656255659170044	0.3789677411986948	0.5060280379109456	0.2748993907470247	host	fecE	None	None	3.1440853415949728
gene-b1955	0.008712932468619943	0.007894914196137134	0.018929540622516738	0.03017361227271739	0.008667462247548647	0.011574677932677538	0.006855900884707562	0.007171378967947067	0.010633231398442692	0.004644968316359698	0.007868937982938294	0.006993637669180065	0.006707911024503007	0.015219343432361226	host	yedP	None	None	0.0038494863086908243
