Geneid	5_R1	5_R2	30_R1	30_R2	60_R1	60_R2	120_R1	120_R2	Entity	Symbol
gene-Syncc8109_1151	392	104	107	39	4	39	13	13	host	gene-Syncc8109_1151
gene-Syncc8109_1455	1079	332	261	74	8	89	22	19	host	recG
gene-Syncc8109_1860	1811	553	262	103	7	134	33	29	host	trpC
gene-Syncc8109_2332	90	27	26	6	1	3	3	5	host	gene-Syncc8109_2332
gene-Syncc8109_2705	732	232	225	79	15	126	33	20	host	gene-Syncc8109_2705
gene-Syncc8109_2245	866	196	170	46	3	79	22	17	host	pyrR
gene-Syncc8109_0921	67	16	22	9	0	3	1	0	host	gene-Syncc8109_0921
gene-Syncc8109_2703	118	31	49	18	5	10	4	3	host	mobA
gene-BSV9_gp187	0	0	2712	880	1043	9642	31515	33675	phage	gene-BSV9_gp187
gene-Syncc8109_1523	200	59	56	21	5	17	4	5	host	ruvA
gene-Syncc8109_2296	53	24	21	9	0	1	4	0	host	gene-Syncc8109_2296
gene-Syncc8109_1483	1317	516	607	140	16	272	77	107	host	psb28
gene-Syncc8109_1813	280	85	52	18	1	17	10	6	host	gene-Syncc8109_1813
gene-Syncc8109_0176	1769	613	1138	260	32	324	94	103	host	gene-Syncc8109_0176
gene-Syncc8109_0531	1660	687	3212	1145	76	588	156	7064	host	gene-Syncc8109_0531
gene-Syncc8109_2697	395	108	64	37	4	28	10	9	host	gene-Syncc8109_2697
gene-Syncc8109_2023	337	112	70	21	4	22	8	8	host	gene-Syncc8109_2023
gene-Syncc8109_2320	63	20	17	5	1	8	0	1	host	gene-Syncc8109_2320
gene-Syncc8109_2135	387	123	105	36	3	31	16	13	host	bioF
gene-Syncc8109_0562	713	210	180	39	6	42	26	15	host	gene-Syncc8109_0562
gene-Syncc8109_1897	12	5	3	3	0	0	1	0	host	gene-Syncc8109_1897
gene-Syncc8109_1847	1849	564	438	134	9	165	53	55	host	ffh
gene-Syncc8109_1219	575	152	154	49	3	54	17	16	host	gene-Syncc8109_1219
gene-BSV9_gp182	0	0	34967	8544	6829	72983	17212	23285	phage	gene-BSV9_gp182
gene-Syncc8109_0210	283	75	65	20	4	28	3	3	host	gene-Syncc8109_0210
gene-Syncc8109_1701	117	30	31	3	5	5	4	3	host	gene-Syncc8109_1701
gene-Syncc8109_2730	357	119	141	62	4	102	50	28	host	gene-Syncc8109_2730
gene-Syncc8109_2097	776	215	134	41	4	61	19	12	host	metB
gene-BSV9_gp130	0	1	3392	812	1566	17097	35824	39778	phage	gene-BSV9_gp130
gene-Syncc8109_1956	12225	3734	2256	875	88	978	294	241	host	ccmK
gene-Syncc8109_0099	1006	382	314	95	10	72	28	26	host	gene-Syncc8109_0099
gene-Syncc8109_1002	685	183	130	37	4	55	14	8	host	mhpC
gene-Syncc8109_2725	46058	13729	7263	2594	349	4010	1334	1123	host	gene-Syncc8109_2725
gene-Syncc8109_0295	50	29	15	6	0	4	4	0	host	gene-Syncc8109_0295
gene-Syncc8109_2094	1076	305	186	81	9	87	22	22	host	Ycf4
gene-Syncc8109_1623	2306	894	499	157	19	151	43	38	host	gene-Syncc8109_1623
gene-Syncc8109_0109	124	36	27	13	2	8	3	2	host	gene-Syncc8109_0109
gene-Syncc8109_2696	2373	593	346	146	13	200	56	41	host	gene-Syncc8109_2696
gene-Syncc8109_1414	320	111	90	33	2	19	14	14	host	gene-Syncc8109_1414
gene-Syncc8109_0446	1797	630	677	204	19	134	53	47	host	gene-Syncc8109_0446
gene-Syncc8109_2464	619	139	112	40	4	41	10	11	host	gene-Syncc8109_2464
gene-Syncc8109_2281	9463	3205	2282	591	92	888	342	314	host	apcC
gene-Syncc8109_0402	48	20	38	21	2	12	13	4	host	gene-Syncc8109_0402
gene-Syncc8109_0673	4819	1173	1121	557	33	626	120	88	host	groEL2
gene-Syncc8109_1562	1548	482	359	115	16	120	81	51	host	glgA
gene-Syncc8109_2199	53	8	30	12	2	4	0	3	host	gene-Syncc8109_2199
gene-Syncc8109_1655	172	39	36	6	2	17	4	3	host	gene-Syncc8109_1655
gene-Syncc8109_1911	2479	697	429	136	20	158	56	48	host	gene-Syncc8109_1911
gene-Syncc8109_0658	407	163	114	39	5	41	14	8	host	gene-Syncc8109_0658
gene-Syncc8109_1507	84	39	25	7	3	7	2	2	host	gene-Syncc8109_1507
gene-Syncc8109_1910	3292	1075	670	161	34	206	79	111	host	gene-Syncc8109_1910
gene-Syncc8109_0909	1015	291	192	63	13	86	42	24	host	gene-Syncc8109_0909
gene-Syncc8109_0203	668	179	139	47	7	64	18	16	host	gene-Syncc8109_0203
gene-Syncc8109_1665	259	82	48	17	3	16	3	8	host	gene-Syncc8109_1665
gene-Syncc8109_1212	513	165	143	49	4	45	13	13	host	gene-Syncc8109_1212
gene-Syncc8109_2095	42474	7446	3655	1203	149	1554	361	360	host	psbD1
gene-BSV9_gp127	0	0	1602	381	3095	34181	201996	247917	phage	18
gene-Syncc8109_1211	242	72	68	24	1	14	5	2	host	gene-Syncc8109_1211
gene-Syncc8109_0654	7350	2746	1609	443	50	533	165	165	host	ndhB
gene-Syncc8109_1250	185	62	43	8	1	13	7	3	host	gene-Syncc8109_1250
gene-Syncc8109_0822	621	214	127	32	3	43	12	14	host	gene-Syncc8109_0822
gene-Syncc8109_0351	1876	638	386	121	10	114	22	26	host	prfA
gene-Syncc8109_0464	922	313	523	95	16	151	44	44	host	gene-Syncc8109_0464
gene-Syncc8109_1998	280	115	86	20	5	37	9	14	host	gene-Syncc8109_1998
gene-Syncc8109_2246	4533	1472	901	267	34	260	84	97	host	pgmI
gene-Syncc8109_2196	866	240	164	38	7	64	28	19	host	gene-Syncc8109_2196
gene-Syncc8109_1241	208	69	33	9	0	14	1	2	host	gene-Syncc8109_1241
gene-Syncc8109_2028	41	17	10	4	0	6	1	3	host	gene-Syncc8109_2028
gene-Syncc8109_2311	40	12	16	3	0	4	1	1	host	gene-Syncc8109_2311
gene-Syncc8109_1000	16831	5141	3373	1081	106	1380	389	399	host	clpC
gene-Syncc8109_2727	5026	1749	1049	277	43	307	131	98	host	cynS
gene-Syncc8109_0034	3213	1071	654	200	26	312	100	72	host	accB
gene-Syncc8109_1189	424	116	121	44	1	38	14	11	host	gene-Syncc8109_1189
gene-BSV9_gp23	0	0	218195	44632	55553	633799	174853	267977	phage	gene-BSV9_gp23
gene-Syncc8109_2740	1154	361	223	68	11	97	44	35	host	gene-Syncc8109_2740
gene-Syncc8109_0751	675	158	121	41	3	47	15	9	host	gene-Syncc8109_0751
gene-Syncc8109_1065	580	196	179	59	15	41	21	18	host	gene-Syncc8109_1065
gene-Syncc8109_2055	678	182	110	32	4	39	8	12	host	dppB
gene-Syncc8109_1785	195	59	92	26	2	30	15	9	host	gene-Syncc8109_1785
gene-Syncc8109_2735	809	258	156	62	8	62	36	37	host	gene-Syncc8109_2735
gene-Syncc8109_2324	129	36	28	9	1	7	64	2	host	gene-Syncc8109_2324
gene-Syncc8109_2458	117	35	30	6	1	13	2	1	host	gene-Syncc8109_2458
gene-Syncc8109_0304	20046	6701	5985	1697	230	2399	867	855	host	psbO
gene-Syncc8109_2542	3689	1160	700	212	31	261	81	68	host	ndhH
gene-Syncc8109_1791	724	275	398	90	5	92	40	45	host	gene-Syncc8109_1791
gene-Syncc8109_1965	2601	827	956	223	35	301	140	121	host	gene-Syncc8109_1965
gene-Syncc8109_2287	578	191	86	32	3	37	11	10	host	gene-Syncc8109_2287
gene-Syncc8109_2577	24708	6830	7216	3118	322	4320	973	807	host	rplL
gene-Syncc8109_0722	880	253	206	58	9	88	25	17	host	gene-Syncc8109_0722
gene-Syncc8109_1054	97	37	51	22	2	16	5	1	host	gene-Syncc8109_1054
gene-Syncc8109_0933	29	6	7	0	0	1	0	1	host	gene-Syncc8109_0933
gene-Syncc8109_2223	236	89	68	21	3	21	7	4	host	gene-Syncc8109_2223
gene-Syncc8109_2465	398	138	72	27	3	26	10	7	host	gene-Syncc8109_2465
gene-Syncc8109_2728	422	152	101	35	3	24	8	18	host	gene-Syncc8109_2728
gene-Syncc8109_1285	4943	1593	1015	331	28	361	105	88	host	leuS
gene-Syncc8109_0863	2761	885	524	170	17	173	42	60	host	gene-Syncc8109_0863
gene-Syncc8109_2392	1217	393	249	77	9	75	20	26	host	gene-Syncc8109_2392
gene-Syncc8109_0417	820	230	140	56	4	54	22	14	host	gene-Syncc8109_0417
gene-Syncc8109_0328	8148	2462	860	346	46	348	91	87	host	rps12
gene-Syncc8109_2309	710	217	223	58	11	91	36	34	host	gene-Syncc8109_2309
gene-Syncc8109_0051	261	71	69	15	0	17	6	4	host	cbiD
gene-Syncc8109_0808	767	215	108	38	4	48	16	14	host	gene-Syncc8109_0808
gene-BSV9_gp38	0	0	45566	10936	22580	228762	116468	134482	phage	gene-BSV9_gp38
gene-Syncc8109_2497	483	126	71	35	7	45	12	8	host	plsC
gene-Syncc8109_0655	6410	2041	1362	447	44	510	137	125	host	topA
gene-Syncc8109_2481	360	125	115	24	2	32	12	8	host	gene-Syncc8109_2481
gene-BSV9_gp61	13	1	165352	37286	11239	106626	21785	26575	phage	gene-BSV9_gp61
gene-BSV9_gp62	0	0	205039	52596	24568	219148	46057	55796	phage	gene-BSV9_gp62
gene-Syncc8109_0574	3759	1282	999	267	54	289	110	104	host	gene-Syncc8109_0574
gene-Syncc8109_0449	186	92	114	30	3	28	6	11	host	gene-Syncc8109_0449
gene-Syncc8109_1031	751	215	164	75	5	64	20	19	host	oplaH
gene-Syncc8109_1980	426	144	106	33	6	41	18	11	host	gene-Syncc8109_1980
gene-Syncc8109_1570	261	84	39	17	0	22	10	7	host	gene-Syncc8109_1570
gene-Syncc8109_2689	8007	2916	814	158	23	148	59	82	host	gene-Syncc8109_2689
gene-Syncc8109_2704	57	16	18	10	3	5	3	3	host	gene-Syncc8109_2704
gene-Syncc8109_0108	2073	709	422	140	19	100	42	42	host	gntR
gene-Syncc8109_2337	290	107	72	17	5	19	10	7	host	gene-Syncc8109_2337
gene-Syncc8109_2629	562	204	121	49	2	71	24	16	host	gene-Syncc8109_2629
gene-Syncc8109_2253	3057	895	957	303	39	400	134	91	host	atpE
gene-Syncc8109_1035	270	73	67	25	1	31	8	9	host	gene-Syncc8109_1035
gene-Syncc8109_0954	814	240	206	49	8	58	22	20	host	gene-Syncc8109_0954
gene-Syncc8109_1097	163	63	53	18	2	16	4	7	host	gene-Syncc8109_1097
gene-Syncc8109_1517	449	117	98	38	4	50	9	5	host	umuC
gene-Syncc8109_2402	1692	523	354	114	14	139	36	50	host	gene-Syncc8109_2402
gene-Syncc8109_1676	667	199	124	49	5	46	15	12	host	gene-Syncc8109_1676
gene-Syncc8109_2383	1777	595	502	134	23	130	61	49	host	gene-Syncc8109_2383
gene-BSV9_gp146	0	0	55973	12992	18273	205468	46816	65894	phage	47
gene-Syncc8109_0405	1224	401	275	70	9	82	18	25	host	gene-Syncc8109_0405
gene-Syncc8109_1622	705	245	219	70	5	40	11	11	host	gene-Syncc8109_1622
gene-Syncc8109_1745	225	64	86	15	3	28	27	34	host	gene-Syncc8109_1745
gene-Syncc8109_2377	367	121	74	20	3	29	11	14	host	gene-Syncc8109_2377
gene-Syncc8109_1146	1917	789	740	233	39	188	132	142	host	gene-Syncc8109_1146
gene-Syncc8109_2410	875	275	173	61	6	42	16	25	host	gene-Syncc8109_2410
gene-Syncc8109_2492	1103	301	180	61	9	88	30	26	host	radA
gene-BSV9_gp208	0	0	61508	13445	17884	205390	74621	116111	phage	gene-BSV9_gp208
gene-BSV9_gp153	0	0	241401	50638	14701	163742	24824	35437	phage	gene-BSV9_gp153
gene-Syncc8109_0688	398	142	72	19	2	24	8	2	host	gene-Syncc8109_0688
gene-Syncc8109_0233	2223	758	282	95	14	114	58	57	host	rffM
gene-Syncc8109_0524	1323	419	251	92	11	130	33	25	host	ctpA
gene-Syncc8109_1761	804	273	193	54	3	45	13	15	host	gene-Syncc8109_1761
gene-Syncc8109_2113	370	133	87	28	3	26	9	9	host	gene-Syncc8109_2113
gene-Syncc8109_1874	370	115	67	24	4	21	9	10	host	gene-Syncc8109_1874
gene-Syncc8109_2451	36	12	7	8	0	3	2	2	host	gene-Syncc8109_2451
gene-BSV9_gp223	0	0	15707	4280	6523	64829	22850	26165	phage	gene-BSV9_gp223
gene-Syncc8109_1255	850	241	228	40	7	60	21	22	host	gene-Syncc8109_1255
gene-Syncc8109_1929	496	142	111	24	6	29	12	12	host	gene-Syncc8109_1929
gene-Syncc8109_1594	112	44	35	9	1	7	1	5	host	gene-Syncc8109_1594
gene-Syncc8109_0314	1098	336	206	66	4	80	17	26	host	gene-Syncc8109_0314
gene-Syncc8109_2637	408	119	94	31	3	23	12	11	host	gene-Syncc8109_2637
gene-Syncc8109_0241	2496	834	561	170	20	214	49	74	host	gene-Syncc8109_0241
gene-Syncc8109_2761	1066	348	359	82	10	88	34	40	host	recN
gene-Syncc8109_1112	42	11	14	2	1	1	0	1	host	gene-Syncc8109_1112
gene-Syncc8109_1545	377	114	61	20	2	31	16	7	host	dnaQ
gene-Syncc8109_1463	851	239	129	65	4	54	6	12	host	gene-Syncc8109_1463
gene-Syncc8109_1245	1030	307	179	52	9	88	20	28	host	ilvA
gene-Syncc8109_0035	1372	412	184	66	7	81	18	21	host	pdxA
gene-Syncc8109_0151	1609	431	267	98	9	126	34	29	host	glmS
gene-Syncc8109_2722	646	155	174	123	15	121	48	21	host	gene-Syncc8109_2722
gene-Syncc8109_0686	10082	3216	2949	690	92	1142	433	453	host	petA
gene-BSV9_gp22	0	0	65046	18441	8833	76983	17498	20820	phage	gene-BSV9_gp22
gene-Syncc8109_1951	3364	1009	561	225	25	203	77	58	host	csoS3
gene-Syncc8109_0222	733	192	108	32	2	41	13	12	host	gene-Syncc8109_0222
gene-Syncc8109_1068	199	62	59	19	3	25	16	7	host	gene-Syncc8109_1068
gene-Syncc8109_0377	18256	5601	4465	1777	200	2266	609	510	host	rpl2
gene-Syncc8109_0596	48	18	21	6	1	6	4	4	host	gene-Syncc8109_0596
gene-Syncc8109_0155	693	249	122	41	5	35	13	21	host	gene-Syncc8109_0155
gene-BSV9_gp79	29	6	56089	13183	2468	22715	3727	4223	phage	gene-BSV9_gp79
gene-Syncc8109_2289	2355	734	406	156	13	165	59	45	host	purB
gene-Syncc8109_1028	534	151	86	31	3	46	11	14	host	gene-Syncc8109_1028
gene-Syncc8109_0507	1124	345	287	95	16	125	45	34	host	psbM
gene-Syncc8109_0344	743	174	112	50	1	55	8	17	host	gene-Syncc8109_0344
gene-Syncc8109_0179	1272	372	346	107	7	125	39	49	host	pcrA
gene-Syncc8109_1346	483	172	116	33	6	42	13	14	host	gene-Syncc8109_1346
gene-Syncc8109_2668	562	161	94	28	3	40	16	16	host	yedP
gene-Syncc8109_0287	2674	865	542	153	21	162	57	45	host	crtR
gene-Syncc8109_0045	181	51	62	12	2	19	9	17	host	gene-Syncc8109_0045
gene-Syncc8109_2551	636	240	172	50	4	66	15	19	host	gene-Syncc8109_2551
gene-Syncc8109_0696	165	59	32	8	2	11	4	4	host	gene-Syncc8109_0696
gene-Syncc8109_2353	240	64	49	5	0	14	5	12	host	hli2
gene-Syncc8109_2749	3903	1300	867	258	25	374	106	1826	host	argG
gene-Syncc8109_0693	14694	5201	2470	706	110	985	378	472	host	psaF
gene-Syncc8109_2321	129	40	42	12	0	5	3	7	host	gene-Syncc8109_2321
gene-Syncc8109_2486	994	315	180	57	7	50	21	20	host	gene-Syncc8109_2486
gene-BSV9_gp167	0	0	717	208	675	6166	27177	31282	phage	gene-BSV9_gp167
gene-Syncc8109_0384	512	167	176	58	7	77	23	43	host	ldpA
gene-Syncc8109_1894	79327	84	32985	35	6	56	55	48	host	gene-Syncc8109_1894
gene-Syncc8109_0081	73	27	32	10	1	14	5	2	host	mesJ
gene-Syncc8109_0505	495	168	94	39	6	35	16	13	host	gene-Syncc8109_0505
gene-Syncc8109_2276	1150	316	202	69	3	95	25	19	host	gene-Syncc8109_2276
gene-Syncc8109_2456	613	218	134	42	11	68	27	25	host	gene-Syncc8109_2456
gene-Syncc8109_0223	1689	391	187	85	8	115	31	27	host	gene-Syncc8109_0223
gene-Syncc8109_1364	629	207	138	44	7	35	12	12	host	gene-Syncc8109_1364
gene-Syncc8109_1760	331	111	94	21	4	22	11	11	host	gene-Syncc8109_1760
gene-Syncc8109_1975	5556	1784	1592	380	55	431	132	147	host	gene-Syncc8109_1975
gene-Syncc8109_1561	868	234	132	44	4	67	15	16	host	gene-Syncc8109_1561
gene-BSV9_gp133	1	0	932	243	3306	31584	366561	472586	phage	23
gene-Syncc8109_2052	1787	489	372	137	18	181	45	40	host	thrA
gene-Syncc8109_2504	6496	2261	1319	424	35	477	106	102	host	crtD
gene-Syncc8109_2326	51	13	17	5	2	9	3	0	host	gene-Syncc8109_2326
gene-Syncc8109_0244	23778	6768	3462	1336	188	2074	621	480	host	amt1
gene-Syncc8109_2039	5120	1403	835	307	33	418	122	101	host	guaB
gene-Syncc8109_1812	533	184	114	26	6	49	20	6	host	lexA
gene-Syncc8109_0904	677	228	87	39	7	42	8	13	host	fur
gene-Syncc8109_2530	1292	353	184	74	8	78	23	24	host	cysC
gene-Syncc8109_0773	283	133	82	24	3	21	8	8	host	gene-Syncc8109_0773
gene-Syncc8109_1526	2533	842	727	196	30	252	79	71	host	dnaE
gene-Syncc8109_0412	14660	5589	3900	966	135	1230	472	540	host	psaD
gene-Syncc8109_2003	85	31	19	6	0	2	0	0	host	gene-Syncc8109_2003
gene-Syncc8109_0425	640	194	124	26	7	47	10	13	host	gene-Syncc8109_0425
gene-Syncc8109_1844	2788	1009	1019	264	25	318	95	138	host	gene-Syncc8109_1844
gene-Syncc8109_2706	30865	8510	3253	1607	198	2201	625	470	host	gene-Syncc8109_2706
gene-Syncc8109_0330	459	136	96	35	5	23	10	10	host	gene-Syncc8109_0330
gene-Syncc8109_1294	1373	462	348	96	12	134	31	41	host	gene-Syncc8109_1294
gene-Syncc8109_0815	921	267	178	54	5	64	21	31	host	leuB
gene-Syncc8109_1240	5675	1881	1267	352	38	416	127	126	host	pykF
gene-Syncc8109_1954	15627	5001	2925	997	98	1399	346	346	host	rbcS
gene-Syncc8109_2459	1017	328	20203	64	7	86	20	29	host	gene-Syncc8109_2459
gene-Syncc8109_2462	832	241	121	52	6	56	13	20	host	gene-Syncc8109_2462
gene-Syncc8109_1086	330	99	91	29	5	35	24	8	host	gene-Syncc8109_1086
gene-Syncc8109_2546	515	156	78	23	5	33	7	12	host	gene-Syncc8109_2546
gene-BSV9_gp202	0	0	2466	649	1010	10279	28752	31402	phage	gene-BSV9_gp202
gene-Syncc8109_2447	526	155	112	37	6	27	11	13	host	gene-Syncc8109_2447
gene-Syncc8109_0876	1016	290	168	49	7	40	15	14	host	gene-Syncc8109_0876
