hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
gene-NWMN_RS08560	NC_009641.1	1618	380	Dnd__DndA	3.9000000000000003e-115	382.1	0.995	0.979	1	372
gene-NWMN_RS08590	NC_009641.1	1624	257	CBASS__AG_E1_ThiF	3.6e-34	115.6	0.627	0.603	6	160
gene-NWMN_RS08850	NC_009641.1	1675	306	Dodola__DolB	0.00096	15.7	0.624	0.729	4	226
gene-NWMN_RS08880	NC_009641.1	1681	876	UG9__DNA_pol	6.4e-31	105.1	0.715	0.449	466	858
gene-NWMN_RS09005	NC_009641.1	1703	315	RM_Type_II__Type_II_MTases_FAM_29	2.7e-06	23.5	0.42	0.73	46	275
gene-NWMN_RS09005	NC_009641.1	1703	315	RM_Type_II__Type_II_MTases_FAM_13	8.4e-09	31.8	0.408	0.714	71	295
gene-NWMN_RS09025	NC_009641.1	1707	382	Dnd__DndA	2.1e-93	310.6	0.973	0.95	5	367
gene-NWMN_RS09350	NC_009641.1	1769	131	Veles__VlsC1	6e-17	59.5	0.932	0.954	4	128
gene-NWMN_RS09350	NC_009641.1	1769	131	Veles__VlsC2	7.3e-20	68.9	0.933	0.947	6	129
gene-NWMN_RS09545	NC_009641.1	1802	399	RM__Type_I_S_03	5.299999999999999e-23	79.3	0.416	0.506	19	220
gene-NWMN_RS09545	NC_009641.1	1802	399	RM__Type_I_S_02	3e-26	89.8	0.886	0.997	1	398
gene-NWMN_RS09545	NC_009641.1	1802	399	RM__Type_I_S_06	5.4e-27	92.2	0.423	0.586	8	241
gene-NWMN_RS09545	NC_009641.1	1802	399	RM__Type_I_S_01	3.5e-39	132.0	0.549	0.932	20	391
gene-NWMN_RS09545	NC_009641.1	1802	399	RM__Type_I_S_51	2.8999999999999997e-59	198.0	0.83	0.997	1	398
gene-NWMN_RS09550	NC_009641.1	1803	518	RM_Type_II__Type_II_MTases_FAM_28	5.5e-16	55.5	0.466	0.494	198	453
gene-NWMN_RS09550	NC_009641.1	1803	518	RM_Type_II__Type_II_MTases_FAM_14	1e-18	64.4	0.449	0.475	196	441
gene-NWMN_RS09550	NC_009641.1	1803	518	RM_Type_II__Type_II_MTases_FAM_13	2.6e-23	79.7	0.439	0.486	172	423
gene-NWMN_RS09550	NC_009641.1	1803	518	RM_Type_II__Type_II_MTases_FAM_6	7.7e-24	81.5	0.465	0.488	194	446
gene-NWMN_RS09550	NC_009641.1	1803	518	RM_Type_II__Type_II_MTases_FAM_33	9.8e-41	137.4	0.501	0.498	154	411
gene-NWMN_RS09550	NC_009641.1	1803	518	RM__Type_I_MTases_FAM_3	8.4e-50	167.0	0.686	0.851	9	449
gene-NWMN_RS09550	NC_009641.1	1803	518	RM__Type_I_MTases_FAM_1	1.1e-56	189.7	0.961	0.936	25	509
gene-NWMN_RS09550	NC_009641.1	1803	518	PrrC__EcoprrI	7.5e-158	524.0	0.956	0.988	2	513
gene-NWMN_RS09550	NC_009641.1	1803	518	RM__Type_I_MTases_FAM_0	1.3e-181	602.3	0.992	0.981	7	514
gene-NWMN_RS10355	NC_009641.1	1924	285	AbiAlpha__AbiAlpha	1.8999999999999998e-37	126.4	0.995	0.782	61	283
gene-NWMN_RS10450	NC_009641.1	1944	154	Veles__VlsC1	1.0000000000000001e-28	97.6	0.953	0.929	3	145
gene-NWMN_RS10450	NC_009641.1	1944	154	Veles__VlsC2	4.4000000000000004e-30	102.1	0.966	0.935	4	147
gene-NWMN_RS10530	NC_009641.1	1958	184	DEDDh_I_II_III_IV_V_VI_1	6.0999999999999995e-37	124.6	0.988	0.826	7	158
gene-NWMN_RS10590	NC_009641.1	1970	730	Gabija__GajB_3	5.2e-16	56.1	0.66	0.386	24	305
gene-NWMN_RS10590	NC_009641.1	1970	730	Gabija__GajB_1	3.3999999999999997e-44	148.8	0.927	0.827	11	614
gene-NWMN_RS10590	NC_009641.1	1970	730	UG35__UvrD	2.6e-103	343.9	0.535	0.597	6	441
gene-NWMN_RS10590	NC_009641.1	1970	730	Gabija__GajB_2	1.8e-115	384.0	0.777	0.895	8	660
gene-NWMN_RS11020	NC_009641.1	2055	647	Lamassu-Fam__LmuB_SMC_Mrr	3.6e-10	36.3	0.746	0.791	1	512
gene-NWMN_RS11020	NC_009641.1	2055	647	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	8.3e-11	38.9	0.82	0.867	1	561
gene-NWMN_RS11090	NC_009641.1	2070	310	DEDDh_I_II_III_IV_V_VI_1	4.299999999999999e-22	76.3	0.988	0.497	8	161
gene-NWMN_RS11420	NC_009641.1	2127	120	MazEF__MazF	1.7e-09	34.9	0.856	0.842	4	104
gene-NWMN_RS11520	NC_009641.1	2147	494	DISARM__drmC	4.1e-14	50.1	0.494	0.253	335	459
gene-NWMN_RS11670	NC_009641.1	2174	139	Veles__VlsC2	4.5000000000000005e-26	89.0	0.919	0.942	3	133
gene-NWMN_RS11670	NC_009641.1	2174	139	Veles__VlsC1	3.4e-26	89.5	0.926	0.957	2	134
gene-NWMN_RS12235	NC_009641.1	2271	378	Dodola__DolB	3.5e-153	507.4	0.995	0.987	1	373
gene-NWMN_RS12240	NC_009641.1	2272	255	Dodola__DolA	4.6999999999999995e-94	312.3	0.969	1.0	1	255
gene-NWMN_RS12575	NC_009641.1	2334	334	CBASS__AG_E1_ThiF	2.3e-48	162.0	0.992	0.701	6	239
gene-NWMN_RS12765	NC_009641.1	2370	230	WYL_I_II_III_IV_V_VI_1	2.7e-50	169.0	0.735	0.987	1	227
gene-NWMN_RS14070	NC_009641.1	2611	701	Dodola__DolB	2.1e-31	106.7	0.685	0.404	397	679
