hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
gene-SPD_RS02960	NC_008533.2	516	120	PD-T4-9__PD-T4-9_C	8.9e-09	32.4	0.634	0.667	36	115
gene-SPD_RS03255	NC_008533.2	569	360	CBASS__AG_E1_ThiF	1.4e-37	126.2	0.893	0.611	2	221
gene-SPD_RS03795	NC_008533.2	662	816	DEDDh_I_II_III_IV_V_VI_1	3.1e-38	128.2	0.994	0.189	9	162
gene-SPD_RS03860	NC_008533.2	671	752	Dodola__DolB	3.6e-23	79.0	0.539	0.281	394	604
gene-SPD_RS04095	NC_008533.2	709	408	Dnd__DndA	4.5e-36	121.3	0.862	0.833	24	363
gene-SPD_RS04155	NC_008533.2	719	380	Dnd__DndA	4.3e-94	312.3	0.984	0.971	2	370
gene-SPD_RS04180	NC_008533.2	724	497	RM_Type_II__Type_II_MTases_FAM_28	8.2e-12	41.1	0.533	0.642	170	488
gene-SPD_RS04180	NC_008533.2	724	497	RM_Type_II__Type_II_MTases_FAM_29	1.4e-16	57.0	0.42	0.505	149	399
gene-SPD_RS04180	NC_008533.2	724	497	RM_Type_II__Type_II_MTases_FAM_13	1.8e-19	66.5	0.401	0.477	152	388
gene-SPD_RS04180	NC_008533.2	724	497	PrrC__EcoprrI	2.4e-29	100.0	0.785	0.755	119	493
gene-SPD_RS04180	NC_008533.2	724	497	RM_Type_II__Type_II_MTases_FAM_33	3.2e-47	158.2	0.512	0.545	155	425
gene-SPD_RS04180	NC_008533.2	724	497	RM__Type_I_MTases_FAM_0	9.6e-61	202.9	0.807	0.857	68	493
gene-SPD_RS04180	NC_008533.2	724	497	RM__Type_I_MTases_FAM_2	1.6999999999999998e-73	244.9	0.966	0.986	6	495
gene-SPD_RS04180	NC_008533.2	724	497	RM__Type_I_MTases_FAM_1	2.1e-173	574.1	0.998	0.998	1	496
gene-SPD_RS04190	NC_008533.2	725	1116	RM__Type_I_REases_FAM_2.einsi_trimmed	4.1e-139	462.2	0.96	0.8	199	1091
gene-SPD_RS04455	NC_008533.2	771	215	acriia21	1.6e-17	60.5	0.798	0.474	15	116
gene-SPD_RS04465	NC_008533.2	773	90	CBASS__A_Cyclase_AGS_C	2.1000000000000002e-20	69.8	0.555	0.789	10	80
gene-SPD_RS04735	NC_008533.2	818	196	DEDDh_I_II_III_IV_V_VI_1	5.2e-22	75.5	0.994	0.791	8	162
gene-SPD_RS05155	NC_008533.2	890	586	UG6__DnaG	5.2e-41	137.5	0.907	0.534	32	344
gene-SPD_RS05235	NC_008533.2	905	763	Gabija__GajB_3	9.5e-17	58.0	0.677	0.368	24	304
gene-SPD_RS05235	NC_008533.2	905	763	Gabija__GajB_1	6.899999999999999e-39	130.7	0.919	0.792	12	615
gene-SPD_RS05235	NC_008533.2	905	763	UG35__UvrD	1.7e-99	330.8	0.529	0.565	8	438
gene-SPD_RS05235	NC_008533.2	905	763	Gabija__GajB_2	2.9999999999999998e-114	379.4	0.77	0.843	8	650
gene-SPD_RS05265	NC_008533.2	911	371	Dnd__DndA	1.5e-100	333.6	0.989	0.989	2	368
gene-SPD_RS05270	NC_008533.2	912	319	narp1_adps	3.6e-57	190.5	0.946	0.956	6	310
gene-SPD_RS05455	NC_008533.2	944	1216	Gabija__GajB_2	2.2000000000000002e-63	211.5	0.751	0.744	26	930
gene-SPD_RS05690	NC_008533.2	986	555	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	1.2e-05	21.3	0.681	0.708	2	394
gene-SPD_RS05775	NC_008533.2	1001	1084	RM_Type_IIG__Type_IIG_2	1.5999999999999998e-171	569.5	0.773	0.731	7	798
gene-SPD_RS05780	NC_008533.2	1002	623	RM_Type_II__Type_II_REase18	9.7e-07	25.9	0.756	0.482	287	586
gene-SPD_RS05905	NC_008533.2	1026	1179	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	9.9e-07	23.9	0.489	0.421	1	496
gene-SPD_RS05905	NC_008533.2	1026	1179	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	2.8e-11	39.9	0.498	0.266	833	1146
gene-SPD_RS05930	NC_008533.2	1030	643	RM_Type_IV__FAM_1	6.5e-65	217.0	0.485	0.583	249	623
gene-SPD_RS05990	NC_008533.2	1040	282	PsyrTA__PsyrA	2.5999999999999997e-29	99.2	0.492	0.695	77	272
gene-SPD_RS05990	NC_008533.2	1040	282	ShosTA__ShosA	1.7e-63	211.3	0.627	0.66	65	250
gene-SPD_RS06740	NC_008533.2	1168	392	RM_Type_II__Type_II_MTases_FAM_8	5.6e-15	52.0	0.506	0.426	104	270
gene-SPD_RS06740	NC_008533.2	1168	392	RM_Type_II__Type_II_MTases_FAM_20	2.8e-17	59.4	0.875	0.681	4	270
gene-SPD_RS06740	NC_008533.2	1168	392	RM_Type_II__Type_II_MTases_FAM_12	2.7e-18	63.1	0.822	0.719	12	293
gene-SPD_RS06740	NC_008533.2	1168	392	RM_Type_II__Type_II_MTases_FAM_9	1.1e-24	83.8	0.872	0.694	3	274
gene-SPD_RS06740	NC_008533.2	1168	392	RM_Type_II__Type_II_MTases_FAM_26	7.900000000000001e-26	87.5	0.743	0.696	3	275
gene-SPD_RS06740	NC_008533.2	1168	392	RM_Type_II__Type_II_MTases_FAM_3	7.9e-48	160.0	0.933	0.712	2	280
gene-SPD_RS06740	NC_008533.2	1168	392	RM_Type_II__Type_II_MTases_FAM_1	6.300000000000001e-78	258.8	0.919	0.717	2	282
gene-SPD_RS07260	NC_008533.2	1252	249	RM_Type_II__Type_II_MTases_FAM_38	5.5e-07	26.0	0.421	0.562	34	173
gene-SPD_RS08505	NC_008533.2	1472	383	RosmerTA__RmrA_2676476075	6.2e-32	107.8	0.853	0.838	4	324
gene-SPD_RS08505	NC_008533.2	1472	383	RosmerTA__RmrA_2617826694	1.3e-33	112.8	0.821	0.802	1	307
gene-SPD_RS08505	NC_008533.2	1472	383	RosmerTA__RmrA_2641389401	4.8e-34	114.5	0.981	0.958	1	367
gene-SPD_RS08505	NC_008533.2	1472	383	RosmerTA__RmrA_2734955840	8.800000000000001e-36	120.5	0.914	0.919	2	353
gene-SPD_RS08505	NC_008533.2	1472	383	RosmerTA__RmrA_2753529055	6.8e-42	140.5	0.822	0.859	16	344
gene-SPD_RS08505	NC_008533.2	1472	383	RosmerTA__RmrA_2585209417	3.1e-45	151.4	0.954	0.945	1	362
gene-SPD_RS08505	NC_008533.2	1472	383	RosmerTA__RmrA_2634932349	6.7e-46	153.4	0.915	0.916	1	351
gene-SPD_RS08505	NC_008533.2	1472	383	RosmerTA__RmrA_2662548665	7.799999999999999e-53	176.4	0.902	0.948	2	364
gene-SPD_RS08505	NC_008533.2	1472	383	RosmerTA__RmrA_2664250653	1.8e-57	191.6	0.911	0.932	7	363
gene-SPD_RS08505	NC_008533.2	1472	383	RosmerTA__RmrA_2634882613	1.6e-58	195.1	0.924	0.956	2	367
gene-SPD_RS08505	NC_008533.2	1472	383	RosmerTA__RmrA_2600853143	8.3e-61	202.7	0.885	0.893	2	343
gene-SPD_RS08505	NC_008533.2	1472	383	RosmerTA__RmrA_2677172838	1.3e-65	218.3	0.939	0.93	2	357
gene-SPD_RS08505	NC_008533.2	1472	383	RosmerTA__RmrA_2623274509	6.9e-66	219.2	0.95	0.974	6	378
gene-SPD_RS08505	NC_008533.2	1472	383	RosmerTA__RmrA_2603008502	1.9e-161	534.2	0.997	0.995	1	381
gene-SPD_RS08510	NC_008533.2	1473	243	RosmerTA__RmrT_2603008502	6.899999999999999e-81	268.3	0.992	0.984	3	241
gene-SPD_RS08630	NC_008533.2	1496	408	Veles__VlsB1	2.1e-126	418.7	0.978	0.966	5	398
gene-SPD_RS08630	NC_008533.2	1496	408	Veles__VlsB2	9.1e-129	426.6	0.946	0.971	3	398
gene-SPD_RS08700	NC_008533.2	1505	254	RM_Type_II__Type_II_REase18	1.8999999999999998e-68	228.3	0.945	1.0	1	254
gene-SPD_RS09470	NC_008533.2	1626	418	DRT2__RmuC	4.7e-08	28.7	0.762	0.849	22	376
gene-SPD_RS09520	NC_008533.2	1636	257	Gao_Qat__QatD	8.2e-13	45.0	0.783	0.794	46	249
gene-SPD_RS09775	NC_008533.2	1670	142	Veles__VlsC2	1.4e-27	93.4	0.973	0.972	4	141
gene-SPD_RS09775	NC_008533.2	1670	142	Veles__VlsC1	1.9e-28	96.2	0.98	0.986	1	140
gene-SPD_RS10700	NC_008533.2	1821	810	Dodola__DolB	1.2e-26	90.4	0.424	0.212	493	664
gene-SPD_RS10760	NC_008533.2	1833	220	ShosTA__ShosT	8.1e-10	35.5	0.65	0.736	57	218
