hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
gene-MSMEI_RS06200	NC_018289.1	1204	2121	Prometheus__ProA	0.0	1391.9	0.928	0.762	502	2117
gene-MSMEI_RS06210	NC_018289.1	1206	1667	Druantia__DruE_1	8.3e-91	303.8	0.409	0.413	864	1552
gene-MSMEI_RS06220	NC_018289.1	1207	737	Gabija__GajB_2	1.8e-47	160.7	0.746	0.684	229	732
gene-MSMEI_RS06260	NC_018289.1	1217	512	Lamassu-Fam__LmuA_effector_Sir2	4.8e-12	44.1	0.487	0.387	198	395
gene-MSMEI_RS06260	NC_018289.1	1217	512	Thoeris_I__ThsA_new_grand	1.4e-32	111.5	0.446	0.418	188	401
gene-MSMEI_RS06270	NC_018289.1	1219	445	Brig1__ADP_ribosyl	2.4e-214	712.2	0.652	0.973	1	433
gene-MSMEI_RS06295	NC_018289.1	1224	492	Brig1__ADP_ribosyl	2.5e-230	765.0	0.711	0.976	6	485
gene-MSMEI_RS06330	NC_018289.1	1231	476	Wadjet__JetA_I	4.9e-137	456.4	0.984	1.0	1	476
gene-MSMEI_RS06335	NC_018289.1	1232	234	Wadjet__JetB_I	5.5e-58	194.7	0.806	0.833	3	197
gene-MSMEI_RS06340	NC_018289.1	1233	1115	Wadjet__JetC_I	0.0	1106.3	0.99	0.995	4	1112
gene-MSMEI_RS06345	NC_018289.1	1234	389	Wadjet__JetD_I	1.4e-111	372.0	0.982	0.987	2	385
gene-MSMEI_RS06565	NC_018289.1	1276	554	recD_IV-D_1	1.5000000000000001e-46	157.5	0.523	0.747	136	549
gene-MSMEI_RS06570	NC_018289.1	1277	1083	Gabija__GajB_2	1.1999999999999999e-41	141.5	0.723	0.623	16	690
gene-MSMEI_RS06725	NC_018289.1	1304	320	WYL_I_II_III_IV_V_VI_4	2.5e-35	120.6	0.988	0.531	146	315
gene-MSMEI_RS06725	NC_018289.1	1304	320	WYL_I_II_III_IV_V_VI_1	7.9e-59	198.2	0.978	0.978	7	319
gene-MSMEI_RS08670	NC_018289.1	1672	250	Detocs__dtcC	6.6e-19	66.6	0.601	0.948	3	239
gene-MSMEI_RS08690	NC_018289.1	1676	1507	Shango__SngC	2.0999999999999998e-67	226.8	0.732	0.373	29	590
gene-MSMEI_RS09580	NC_018289.1	1845	392	CBASS__AG_E1_ThiF	1.9000000000000002e-58	196.3	0.975	0.602	23	258
gene-MSMEI_RS09600	NC_018289.1	1849	1045	Gabija__GajB_2	3.6e-29	100.3	0.754	0.664	23	716
gene-MSMEI_RS09605	NC_018289.1	1850	1087	Gabija__GajB_2	2.9e-68	229.4	0.772	0.714	18	793
gene-MSMEI_RS09650	NC_018289.1	1858	709	UG35__UvrD	1.3e-36	124.5	0.477	0.567	15	416
gene-MSMEI_RS09650	NC_018289.1	1858	709	Gabija__GajB_2	1.1e-86	290.2	0.779	0.831	15	603
gene-MSMEI_RS10835	NC_018289.1	2089	723	CBASS__AG_E1_ThiF	1.7e-25	88.3	0.578	0.192	103	241
gene-MSMEI_RS11590	NC_018289.1	2230	402	Dnd__DndA	3.1e-94	314.6	0.976	0.925	9	380
gene-MSMEI_RS11920	NC_018289.1	2293	1195	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	7.1e-16	56.9	0.656	0.427	655	1164
gene-MSMEI_RS15385	NC_018289.1	2966	414	Dnd__DndA	1.5e-34	118.1	0.613	0.558	30	260
gene-MSMEI_RS15815	NC_018289.1	3052	541	RM_Type_II__Type_II_MTases_FAM_13	1.3e-16	58.8	0.506	0.542	6	298
gene-MSMEI_RS15815	NC_018289.1	3052	541	RM_Type_II__Type_II_MTases_FAM_6	2e-179	596.2	0.993	0.994	2	539
gene-MSMEI_RS15820	NC_018289.1	3053	330	RM_Type_II__Type_II_REase15	1.7e-40	138.5	0.831	0.918	18	320
gene-MSMEI_RS18875	NC_018289.1	3640	908	UG9__DNA_pol	1.2999999999999998e-29	102.0	0.69	0.421	505	886
gene-MSMEI_RS19110	NC_018289.1	3687	318	WYL_I_II_III_IV_V_VI_4	9.200000000000001e-36	122.1	0.983	0.528	144	311
gene-MSMEI_RS19110	NC_018289.1	3687	318	WYL_I_II_III_IV_V_VI_1	7.3e-70	234.5	0.987	0.978	5	315
gene-MSMEI_RS19115	NC_018289.1	3688	331	WYL_I_II_III_IV_V_VI_4	7e-32	109.4	0.988	0.526	151	324
gene-MSMEI_RS19115	NC_018289.1	3688	331	WYL_I_II_III_IV_V_VI_1	2.1999999999999998e-67	226.3	0.978	0.961	7	324
gene-MSMEI_RS19485	NC_018289.1	3760	230	WYL_I_II_III_IV_V_VI_4	6.6e-14	50.9	0.494	0.378	138	224
gene-MSMEI_RS19485	NC_018289.1	3760	230	WYL_I_II_III_IV_V_VI_1	1.4e-52	177.7	0.716	0.974	1	224
gene-MSMEI_RS20975	NC_018289.1	4046	363	Pycsar__AG_cyclase	8.8e-12	43.4	0.518	0.364	204	335
gene-MSMEI_RS21125	NC_018289.1	4076	163	Veles__VlsC1	3.6999999999999996e-27	93.8	0.926	0.883	5	148
gene-MSMEI_RS21125	NC_018289.1	4076	163	Veles__VlsC2	1e-27	95.6	0.926	0.877	6	148
gene-MSMEI_RS21935	NC_018289.1	4230	636	UG6__DnaG	4e-30	103.5	0.817	0.462	40	333
gene-MSMEI_RS22210	NC_018289.1	4283	559	Dnd__DndA	4.7e-34	116.5	0.862	0.608	179	518
gene-MSMEI_RS23095	NC_018289.1	4449	209	DEDDh_I_II_III_IV_V_VI_1	9.4e-12	43.9	0.95	0.756	6	163
gene-MSMEI_RS24015	NC_018289.1	4622	683	csf4_IV-A_1	6.9e-54	182.0	0.916	0.927	15	647
gene-MSMEI_RS24075	NC_018289.1	4634	535	Pycsar__AG_cyclase	4.2e-25	87.1	0.645	0.344	328	511
gene-MSMEI_RS24805	NC_018289.1	4773	498	Lamassu-Fam__LmuA_effector_Protease	2e-11	42.2	0.442	0.386	206	397
gene-MSMEI_RS26345	NC_018289.1	5071	133	Ceres__CrsA1	1.8e-49	165.3	0.984	0.955	5	131
gene-MSMEI_RS26385	NC_018289.1	5078	381	PsyrTA__PsyrT	8.3e-61	204.5	0.437	0.801	12	316
gene-MSMEI_RS26535	NC_018289.1	5103	326	narp1_adps	2.6e-58	196.0	0.899	0.871	33	316
gene-MSMEI_RS26600	NC_018289.1	5116	284	Gao_Qat__QatD	9.4e-09	33.5	0.917	0.873	20	267
gene-MSMEI_RS26640	NC_018289.1	5124	313	AbiEii__AbiEi_1	2.6e-05	23.0	0.796	0.326	53	154
gene-MSMEI_RS27075	NC_018289.1	5205	783	Gabija__GajB_1	1.9e-32	111.2	0.48	0.379	25	321
gene-MSMEI_RS27075	NC_018289.1	5205	783	UG35__UvrD	1.2e-85	286.7	0.525	0.564	20	461
gene-MSMEI_RS27075	NC_018289.1	5205	783	Gabija__GajB_2	1.6e-104	349.1	0.77	0.845	19	680
gene-MSMEI_RS28595	NC_018289.1	5498	299	AbiEii__AbiEi_4	3.2e-09	35.4	0.898	0.147	2	45
gene-MSMEI_RS28620	NC_018289.1	5503	567	Esos__VCA0450	2.5e-08	32.4	0.432	0.252	8	150
gene-MSMEI_RS29050	NC_018289.1	5588	691	PsyrTA__PsyrT	9.6e-216	716.6	0.987	0.994	4	690
gene-MSMEI_RS29820	NC_018289.1	5739	848	Dodola__DolB	9.899999999999998e-22	76.1	0.445	0.211	500	678
gene-MSMEI_RS29880	NC_018289.1	5751	203	Dpd__FolE	5.1e-56	187.7	0.972	0.872	24	200
gene-MSMEI_RS29885	NC_018289.1	5752	770	Gao_Iet__IetA	7.2e-32	109.3	0.527	0.274	169	379
gene-MSMEI_RS30135	NC_018289.1	5800	563	Pycsar__AG_cyclase	2.6000000000000002e-20	71.4	0.479	0.242	338	473
gene-MSMEI_RS30720	NC_018289.1	5915	337	DEDDh_I_II_III_IV_V_VI_1	2.0999999999999998e-40	137.1	0.988	0.457	26	179
