replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
CP045224.1	gene-FTB24_06400	cas6_I_II_III_IV_V_VI_20	1211	CasFinder/CAS_Class1-Subtype-I-B	CP045224.1_CAS_Class1-Subtype-I-B_3	1	1	0.625	5.0	1	cas6_I-B_III_1	accessory	245	1.1e-26	91.6	1.0	0.596	98	243		CP045224.1_CAS_Class1-Type-I_6,CP045224.1_CAS_Cluster_9	Cas	CAS_Class1-Subtype-I-B	Defense
CP045224.1	gene-FTB24_06405	cas8b11_I-B_1	1212	CasFinder/CAS_Class1-Subtype-I-B	CP045224.1_CAS_Class1-Subtype-I-B_3	1	1	0.625	5.0	1	cas8b2_I-B_2	mandatory	488	1.2999999999999998e-198	658.7	1.0	1.0	1	488		CP045224.1_CAS_Class1-Type-I_6,CP045224.1_CAS_Cluster_9	Cas	CAS_Class1-Subtype-I-B	Defense
CP045224.1	gene-FTB24_06410	cas7_I-B_6	1213	CasFinder/CAS_Class1-Subtype-I-B	CP045224.1_CAS_Class1-Subtype-I-B_3	1	1	0.625	5.0	1	cas7_I-B_6	mandatory	337	7.2e-23	78.9	0.826	0.795	21	288		CP045224.1_CAS_Class1-Type-I_6,CP045224.1_CAS_Cluster_9	Cas	CAS_Class1-Subtype-I-B	Defense
CP045224.1	gene-FTB24_06415	cas5_I-B_6	1214	CasFinder/CAS_Class1-Subtype-I-B	CP045224.1_CAS_Class1-Subtype-I-B_3	1	1	0.625	5.0	1	cas5_I-B_6	mandatory	265	5.7e-17	60.1	0.945	0.755	4	203		CP045224.1_CAS_Class1-Type-I_6,CP045224.1_CAS_Cluster_9	Cas	CAS_Class1-Subtype-I-B	Defense
CP045224.1	gene-FTB24_06420	cas3_I_5	1215	CasFinder/CAS_Class1-Subtype-I-B	CP045224.1_CAS_Class1-Subtype-I-B_3	1	1	0.625	5.0	1	cas3_I_5	accessory	802	9.899999999999999e-53	177.2	0.511	0.496	301	698		CP045224.1_CAS_Class1-Type-I_6,CP045224.1_CAS_Cluster_9	Cas	CAS_Class1-Subtype-I-B	Defense
CP045224.1	gene-FTB24_08035	cas6_I-B_III_1	1529	CasFinder/CAS_Class1-Subtype-I-B	CP045224.1_CAS_Class1-Subtype-I-B_4	1	1	1.0	8.0	1	cas6_I-B_III_1	accessory	231	4.6e-82	272.6	0.987	0.987	3	230		CP045224.1_CAS_Class1-Type-I_7,CP045224.1_CAS_Cluster_10	Cas	CAS_Class1-Subtype-I-B	Defense
CP045224.1	gene-FTB24_08040	cas8b1_I-B_9	1530	CasFinder/CAS_Class1-Subtype-I-B	CP045224.1_CAS_Class1-Subtype-I-B_4	1	1	1.0	8.0	1	cas8b2_I-B_2	mandatory	586	5.0999999999999996e-191	634.1	0.997	0.988	8	586		CP045224.1_CAS_Class1-Type-I_7,CP045224.1_CAS_Cluster_10	Cas	CAS_Class1-Subtype-I-B	Defense
CP045224.1	gene-FTB24_08045	cas7b_I-B_I-C_2	1531	CasFinder/CAS_Class1-Subtype-I-B	CP045224.1_CAS_Class1-Subtype-I-B_4	1	1	1.0	8.0	1	cas7_I_15	accessory	329	3.5e-45	152.2	0.949	0.821	4	273		CP045224.1_CAS_Class1-Type-I_7,CP045224.1_CAS_Cluster_10	Cas	CAS_Class1-Subtype-I-B	Defense
CP045224.1	gene-FTB24_08050	cas5_I-B_17	1532	CasFinder/CAS_Class1-Subtype-I-B	CP045224.1_CAS_Class1-Subtype-I-B_4	1	1	1.0	8.0	1	cas5_I-B_6	mandatory	246	5.2e-55	184.4	1.0	1.0	1	246		CP045224.1_CAS_Class1-Type-I_7,CP045224.1_CAS_Cluster_10	Cas	CAS_Class1-Subtype-I-B	Defense
CP045224.1	gene-FTB24_08055	cas3_I_2	1533	CasFinder/CAS_Class1-Subtype-I-B	CP045224.1_CAS_Class1-Subtype-I-B_4	1	1	1.0	8.0	1	cas3_I_5	accessory	852	1.9e-45	153.2	0.963	0.42	323	680		CP045224.1_CAS_Class1-Type-I_7,CP045224.1_CAS_Cluster_10	Cas	CAS_Class1-Subtype-I-B	Defense
CP045224.1	gene-FTB24_08060	cas4_I_II_III_IV_V_VI_6	1534	CasFinder/CAS_Class1-Subtype-I-B	CP045224.1_CAS_Class1-Subtype-I-B_4	1	1	1.0	8.0	1	cas4_I_II_III_IV_V_VI_6	accessory	164	2.9e-46	155.2	1.0	0.982	4	164		CP045224.1_CAS_Class1-Type-I_7,CP045224.1_CAS_Cluster_10	Cas	CAS_Class1-Subtype-I-B	Defense
CP045224.1	gene-FTB24_08065	cas1_I_II_III_IV_V_VI_7	1535	CasFinder/CAS_Class1-Subtype-I-B	CP045224.1_CAS_Class1-Subtype-I-B_4	1	1	1.0	8.0	1	cas1_I_II_III_IV_V_VI_7	accessory	332	4.7e-116	385.2	0.994	0.97	5	326		CP045224.1_CAS_Class1-Type-I_7,CP045224.1_CAS_Cluster_10	Cas	CAS_Class1-Subtype-I-B	Defense
CP045224.1	gene-FTB24_08070	cas2_I_II_III_IV_V_VI_3	1536	CasFinder/CAS_Class1-Subtype-I-B	CP045224.1_CAS_Class1-Subtype-I-B_4	1	1	1.0	8.0	1	cas2_I_II_III_IV_V_VI_3	accessory	96	7.5e-27	91.1	0.987	0.802	12	88		CP045224.1_CAS_Class1-Type-I_7,CP045224.1_CAS_Cluster_10	Cas	CAS_Class1-Subtype-I-B	Defense
CP045224.1	gene-FTB24_08285	RM_Type_IV__FAM_1	1579	defense-finder-models/RM/RM/RM_Type_IV	CP045224.1_RM_Type_IV_1	1	1	0.333	2.0	1	RM_Type_IV__FAM_1	mandatory	644	2.1e-179	595.9	1.0	1.0	1	644			RM	RM_Type_IV	Defense
CP045224.1	gene-FTB24_08290	RM_Type_IV__FAM_2	1580	defense-finder-models/RM/RM/RM_Type_IV	CP045224.1_RM_Type_IV_1	1	1	0.333	2.0	1	RM_Type_IV__FAM_2	mandatory	422	8.4e-120	397.6	1.0	0.998	1	421			RM	RM_Type_IV	Defense
CP045224.1	gene-FTB24_09305	acriia21	1772	defense-finder-models/ADF/Anti_CRISPR/acriia21	CP045224.1_acriia21_11	1	1	0.071	1.0	1	acriia21	mandatory	131	5.6e-18	62.9	0.775	0.763	14	113			Anti_CRISPR	acriia21	Antidefense
CP045224.1	gene-FTB24_16315	ardu	3112	defense-finder-models/ADF/Anti_RM/arda_ardu	CP045224.1_arda_ardu_13	1	1	1.0	0.8	1	arda	mandatory	167	2.7e-40	135.9	0.759	0.934	4	159			Anti_RM	arda_ardu	Antidefense
