hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
gene-VC_RS02580	NC_002505.1	462	244	WYL_I_II_III_IV_V_VI_4	2.7e-06	24.8	0.535	0.373	152	242
gene-VC_RS03575	NC_002505.1	645	857	Dodola__DolB	3.1000000000000004e-26	89.5	0.955	0.455	445	834
gene-VC_RS03750	NC_002505.1	675	404	Dnd__DndA	9.8e-143	472.8	0.976	0.908	5	371
gene-VC_RS04050	NC_002505.1	734	978	RM__Type_I_REases_FAM_2.einsi_trimmed	8.400000000000001e-32	107.6	0.467	0.364	211	566
gene-VC_RS04425	NC_002505.1	807	318	Zorya__ZorB	5.5e-12	42.8	0.649	0.497	142	299
gene-VC_RS04550	NC_002505.1	827	166	Veles__VlsC1	1.9e-33	112.9	0.946	0.873	7	151
gene-VC_RS04550	NC_002505.1	827	166	Veles__VlsC2	2.1e-34	115.9	0.926	0.873	8	152
gene-VC_RS04805	NC_002505.1	877	669	GAPS2__GAPS2	3.4e-33	112.5	0.987	0.996	2	667
gene-VC_RS04955	NC_002505.1	908	504	ShosTA__ShosT	0.00017	18.6	0.536	0.216	291	399
gene-VC_RS04965	NC_002505.1	910	224	DEDDh_I_II_III_IV_V_VI_1	2.2e-23	80.4	0.994	0.786	20	195
gene-VC_RS05120	NC_002505.1	940	147	Veles__VlsC1	1.1000000000000001e-30	103.9	0.926	0.973	1	143
gene-VC_RS05120	NC_002505.1	940	147	Veles__VlsC2	9.4e-32	107.3	0.94	0.98	1	144
gene-VC_RS05610	NC_002505.1	1036	756	Dodola__DolB	5.5e-23	78.8	0.493	0.257	428	621
gene-VC_RS05850	NC_002505.1	1083	222	Zorya__ZorB	1e-13	48.4	0.558	0.59	88	218
gene-VC_RS06035	NC_002505.1	1116	474	DEDDh_I_II_III_IV_V_VI_1	6.1e-14	49.7	0.988	0.384	11	192
gene-VC_RS06295	NC_002505.1	1169	233	DEDDh_I_II_III_IV_V_VI_1	1.4e-35	120.0	1.0	0.734	45	215
gene-VC_RS06330	NC_002505.1	1176	120	Dpd__QueD	5.8e-74	243.3	1.0	1.0	1	120
gene-VC_RS06630	NC_002505.1	1235	216	Dpd__QueE	1.4999999999999998e-101	335.7	0.968	0.995	1	215
gene-VC_RS06635	NC_002505.1	1236	231	Dpd__QueC	4e-46	154.3	0.922	0.892	2	207
gene-VC_RS06690	NC_002505.1	1246	176	DEDDh_I_II_III_IV_V_VI_1	6.7e-09	33.3	0.994	0.943	7	172
gene-VC_RS08080	NC_002505.1	1517	484	DISARM__drmC	2.7e-17	60.4	0.589	0.306	298	445
gene-VC_RS08295	NC_002505.1	1558	1491	Wadjet__JetC_II	2.4e-14	49.4	0.405	0.366	891	1435
gene-VC_RS08505	NC_002505.1	1595	483	Zorya_TypeI__ZorC	1.4000000000000002e-25	87.3	0.446	0.567	184	457
gene-VC_RS08510	NC_002505.1	1596	244	Zorya__ZorB	2.2e-61	204.7	0.872	0.955	9	241
gene-VC_RS08515	NC_002505.1	1597	706	Zorya__ZorA2	3.6e-09	33.2	0.788	0.54	137	517
gene-VC_RS08515	NC_002505.1	1597	706	Zorya__ZorA	1.1999999999999999e-54	183.4	0.453	0.466	29	357
gene-VC_RS08520	NC_002505.1	1598	1019	RM__Type_I_REases_FAM_0.einsi_trimmed	3.3e-73	244.7	0.62	0.658	130	800
gene-VC_RS08520	NC_002505.1	1598	1019	RM__Type_I_REases_FAM_1.einsi_trimmed	1.1999999999999999e-257	854.7	0.969	0.957	40	1014
gene-VC_RS08525	NC_002505.1	1599	663	TgvAB__TgvB	9.900000000000001e-168	556.9	0.918	0.989	7	662
gene-VC_RS08530	NC_002505.1	1600	470	TgvAB__TgvA	2.7e-110	366.7	0.911	0.936	3	442
gene-VC_RS08535	NC_002505.1	1601	442	RM__Type_I_S_02	2e-18	63.9	0.418	0.43	246	435
gene-VC_RS08535	NC_002505.1	1601	442	RM__Type_I_S_51	4.6e-52	174.2	0.83	0.955	19	440
gene-VC_RS08535	NC_002505.1	1601	442	RM__Type_I_S_04	1.8e-54	182.8	0.769	0.971	11	439
gene-VC_RS08540	NC_002505.1	1602	793	RM_Type_II__Type_II_MTases_FAM_33	1.7e-28	96.9	0.459	0.343	178	449
gene-VC_RS08540	NC_002505.1	1602	793	PrrC__EcoprrI	4.9e-50	168.6	0.808	0.624	7	501
gene-VC_RS08540	NC_002505.1	1602	793	RM__Type_I_MTases_FAM_0	8e-75	249.8	0.854	0.61	5	488
gene-VC_RS08540	NC_002505.1	1602	793	RM__Type_I_MTases_FAM_3	1.9e-267	886.0	0.995	0.986	3	784
gene-VC_RS08545	NC_002505.1	1603	687	DdmDE__DdmE	6.6e-302	1000.1	0.996	0.984	11	686
gene-VC_RS08550	NC_002505.1	1604	1205	DdmDE__DdmD	0.0	1222.5	0.998	0.965	42	1204
gene-VC_RS08555	NC_002505.1	1605	286	WYL_I_II_III_IV_V_VI_4	2.1e-13	47.9	0.413	0.252	124	195
gene-VC_RS08555	NC_002505.1	1605	286	WYL_I_II_III_IV_V_VI_1	9.199999999999999e-53	176.9	0.946	0.969	9	285
gene-VC_RS08950	NC_002505.1	1682	691	csf4_IV-A1_1	3.4e-12	43.0	0.409	0.337	440	672
gene-VC_RS08950	NC_002505.1	1682	691	csf4_IV-A_1	5.3e-48	161.2	0.88	0.915	37	668
gene-VC_RS09260	NC_002505.1	1744	786	Dodola__DolB	7.2e-11	38.9	0.664	0.328	304	561
gene-VC_RS09525	NC_002505.1	1796	441	dGTPase__Sp_dGTPase	1.1e-159	529.2	0.966	0.973	9	437
gene-VC_RS09575	NC_002505.1	1806	646	csf4_IV-A_1	1.1e-58	196.5	0.902	0.909	17	603
gene-VC_RS09695	NC_002505.1	1830	255	Gao_Qat__QatD	6.0000000000000005e-25	85.2	0.953	0.988	2	253
gene-VC_RS09810	NC_002505.1	1854	333	DS-1__DS-1A	1.3e-19	67.6	0.692	0.763	33	286
gene-VC_RS10480	NC_002505.1	1984	314	narp1_adps	1.6000000000000002e-70	234.8	0.899	0.895	31	311
gene-VC_RS10700	NC_002505.1	2011	321	Zorya__ZorB	2.1e-08	31.0	0.453	0.321	210	312
gene-VC_RS10790	NC_002505.1	2028	247	DEDDh_I_II_III_IV_V_VI_1	9.199999999999998e-41	136.9	0.994	0.68	13	180
gene-VC_RS11150	NC_002505.1	2099	403	Dnd__DndA	2.7000000000000003e-42	142.2	0.867	0.846	24	364
gene-VC_RS11160	NC_002505.1	2101	271	CBASS__AG_E1_ThiF	2.1e-39	132.6	0.836	0.9	24	267
gene-VC_RS11190	NC_002505.1	2107	1208	Gabija__GajB_2	2.5e-48	162.2	0.735	0.695	21	859
gene-VC_RS11330	NC_002505.1	2134	274	Gao_Qat__QatD	5.3e-24	82.1	0.949	0.916	13	263
gene-VC_RS11455	NC_002505.1	2160	231	Detocs__dtcC	4.7e-17	59.2	0.614	0.974	3	227
gene-VC_RS11485	NC_002505.1	2166	315	RT_I_II_III_IV_V_VI_1	1.7e-22	76.9	0.764	0.717	32	257
gene-VC_RS11485	NC_002505.1	2166	315	Retron__RT_Tot_11	2.8e-32	109.2	0.737	0.832	9	270
gene-VC_RS11485	NC_002505.1	2166	315	Retron__RT_Tot_3	2.1e-35	119.6	0.854	0.952	12	311
gene-VC_RS11485	NC_002505.1	2166	315	Retron__RT_Tot_13	1.4e-37	126.5	0.776	0.841	28	292
gene-VC_RS11485	NC_002505.1	2166	315	Retron__RT_Tot_10	7.5e-39	131.0	0.834	0.898	19	301
gene-VC_RS11485	NC_002505.1	2166	315	Retron__RT_Tot_14	4.5e-39	131.5	0.812	0.79	16	264
gene-VC_RS11485	NC_002505.1	2166	315	Retron__RT_Tot_2	1.8e-42	142.8	0.886	0.873	40	314
gene-VC_RS11485	NC_002505.1	2166	315	Retron__RT_Tot_5	7.4e-51	170.3	0.534	0.873	30	304
gene-VC_RS11485	NC_002505.1	2166	315	Retron__RT_Tot_7	2.5e-52	175.2	0.714	0.873	28	302
gene-VC_RS11485	NC_002505.1	2166	315	Retron__RT_Tot_6	1.8000000000000001e-56	188.6	0.843	0.921	19	308
gene-VC_RS11485	NC_002505.1	2166	315	Retron__RT_Tot_4	3.4e-109	362.0	0.974	0.971	7	312
gene-VC_RS11485	NC_002505.1	2166	315	Retron__RT_Tot_1	9.5e-128	422.9	0.984	0.975	7	313
gene-VC_RS11490	NC_002505.1	2167	540	Paris_II__AriA_AAA21	3.5e-33	112.7	0.829	0.689	58	429
gene-VC_RS11490	NC_002505.1	2167	540	Septu__PtuA	3.7e-98	327.3	0.933	0.844	63	518
gene-VC_RS11490	NC_002505.1	2167	540	Retron_I_A__ATPase_TypeIA	3.8e-198	657.0	0.996	0.987	7	539
gene-VC_RS11495	NC_002505.1	2168	205	Retron_I_A__HNH_TIGR02646	1e-31	107.7	0.855	0.966	1	198
gene-VC_RS11495	NC_002505.1	2168	205	Septu__PtuB	2.7000000000000003e-42	142.7	0.897	0.985	1	202
gene-VC_RS12665	NC_002505.1	2389	277	RM_Type_II__Type_II_MTases_FAM_23	3.9e-18	62.8	0.505	0.567	84	240
gene-VC_RS12665	NC_002505.1	2389	277	RM_Type_II__Type_II_MTases_FAM_4	6e-91	301.7	0.982	0.964	2	268
gene-VC_RS19135	NC_002505.1	2473	286	ShosTA__ShosT	1.1e-06	25.7	0.405	0.304	193	279
