replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
U00096.3	gene-b2761	cas3_I_5	2710	CasFinder/CAS_Class1-Subtype-I-E	U00096.3_CAS_Class1-Subtype-I-E_11	1	1	1.0	8.0	1	cas3_I_5	accessory	888	3.8e-162	539.2	0.999	0.868	95	865		U00096.3_CAS_Class1-Type-I_12,U00096.3_CAS_Cluster_13	Cas	CAS_Class1-Subtype-I-E	Defense
U00096.3	gene-b2782	MazEF__MazF	2731	defense-finder-models/DefenseFinder/MazEF/MazEF	U00096.3_MazEF_4	1	1	1.0	2.0	1	MazEF__MazF	mandatory	111	3.1999999999999998e-55	182.7	0.991	1.0	1	111			MazEF	MazEF	Defense
U00096.3	gene-b2783	MazEF__MazE	2732	defense-finder-models/DefenseFinder/MazEF/MazEF	U00096.3_MazEF_4	1	1	1.0	2.0	1	MazEF__MazE	mandatory	82	5.1e-35	117.3	0.988	0.976	3	82			MazEF	MazEF	Defense
U00096.3	gene-b4224	MazEF__MazE	4126	defense-finder-models/DefenseFinder/MazEF/MazEF	U00096.3_MazEF_5	1	1	1.0	2.0	1	MazEF__MazE	mandatory	83	5.3e-18	62.8	1.0	1.0	1	83			MazEF	MazEF	Defense
U00096.3	gene-b4225	MazEF__MazF	4127	defense-finder-models/DefenseFinder/MazEF/MazEF	U00096.3_MazEF_5	1	1	1.0	2.0	1	MazEF__MazF	mandatory	116	1.9e-17	61.2	0.919	0.931	8	115			MazEF	MazEF	Defense
U00096.3	gene-b4345	RM_Type_IV__FAM_2	4241	defense-finder-models/RM/RM/RM_Type_IV	U00096.3_RM_Type_IV_10	1	1	0.333	2.0	1	RM_Type_IV__FAM_2	mandatory	348	8.5e-137	453.8	1.0	0.997	1	347			RM	RM_Type_IV	Defense
U00096.3	gene-b4346	RM_Type_IV__FAM_1	4243	defense-finder-models/RM/RM/RM_Type_IV	U00096.3_RM_Type_IV_10	1	1	0.333	2.0	1	RM_Type_IV__FAM_1	mandatory	298	3.7e-149	496.4	0.679	1.396	33	448			RM	RM_Type_IV	Defense
U00096.3	gene-b4348	RM__Type_I_S_52	4245	defense-finder-models/RM/RM/RM_Type_I	U00096.3_RM_Type_I_8	1	1	1.0	3.0	1	RM__Type_I_S_01	mandatory	464	1.8000000000000002e-81	272.6	0.705	0.968	5	453		U00096.3_PrrC_7	RM	RM_Type_I	Defense
U00096.3	gene-b4349	RM__Type_I_MTases_FAM_2	4246	defense-finder-models/RM/RM/RM_Type_I	U00096.3_RM_Type_I_8	1	1	1.0	3.0	1	RM__Type_I_MTases_FAM_0	mandatory	529	4.600000000000001e-252	835.1	0.996	0.97	1	513		U00096.3_PrrC_7	RM	RM_Type_I	Defense
U00096.3	gene-b4350	RM__Type_I_REases_FAM_2.einsi_trimmed	4247	defense-finder-models/RM/RM/RM_Type_I	U00096.3_RM_Type_I_8	1	1	1.0	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1170	0.0	1211.6	0.986	0.989	7	1163		U00096.3_PrrC_7	RM	RM_Type_I	Defense
