hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
gene-SERP1523	CP000029.1	1488	335	RM_Type_II__Type_II_MTases_FAM_22	1.8e-21	73.8	0.464	0.522	3	177
gene-SERP1523	CP000029.1	1488	335	DISARM_2__drmMII	4.6e-32	108.7	0.73	0.896	4	303
gene-SERP1523	CP000029.1	1488	335	RM_Type_II__Type_II_MTases_FAM_0	2.6e-34	116.3	0.574	0.603	5	206
gene-SERP1523	CP000029.1	1488	335	Druantia_II__DruM	3.8e-40	135.4	0.814	0.958	5	325
gene-SERP1523	CP000029.1	1488	335	RM_Type_II__Type_II_MTases_FAM_2	1.8999999999999997e-51	172.4	0.953	0.964	3	325
gene-SERP1589	CP000029.1	1554	245	apyc1	8.2e-30	101.2	0.74	0.927	3	229
gene-SERP1619	CP000029.1	1584	761	recD_IV-D_1	2.2999999999999997e-53	178.6	0.799	0.795	143	747
gene-SERP1681	CP000029.1	1646	120	MazEF__MazF	3.8e-09	33.6	0.793	0.783	4	97
gene-SERP1695	CP000029.1	1660	488	DISARM__drmC	5.3e-15	52.8	0.494	0.256	329	453
gene-SERP1721	CP000029.1	1685	139	Veles__VlsC2	7.1e-26	88.2	0.933	0.957	3	135
gene-SERP1721	CP000029.1	1685	139	Veles__VlsC1	4.6e-26	88.9	0.932	0.964	2	135
gene-SERP1858	CP000029.1	1820	333	CBASS__AG_E1_ThiF	2.5e-50	168.3	0.992	0.703	5	238
gene-SERP1895	CP000029.1	1856	229	WYL_I_II_III_IV_V_VI_1	2.5e-40	136.1	0.728	0.983	1	225
gene-SERP2074	CP000029.1	2030	332	CBASS__AG_E1_ThiF	2.9e-60	200.8	1.0	0.714	4	240
gene-SERP2431	CP000029.1	2376	131	Veles__VlsC1	8.3e-17	58.9	0.939	0.962	4	129
gene-SERP2431	CP000029.1	2376	131	Veles__VlsC2	6.400000000000001e-20	68.9	0.933	0.947	6	129
gene-SERP2455	CP000029.1	2398	244	cas6_IV-D_1	6e-11	39.4	0.71	0.746	59	240
gene-SERP2455	CP000029.1	2398	244	cas6_I_II_III_IV_V_VI_22	9.6e-18	62.0	0.991	0.467	126	239
gene-SERP2455	CP000029.1	2398	244	cas6_I_II_III_IV_V_VI_15	1.1000000000000001e-20	71.4	0.847	0.943	13	242
gene-SERP2455	CP000029.1	2398	244	cas6_I_II_III_IV_V_VI_7	6.8e-28	95.6	0.99	0.82	42	241
gene-SERP2456	CP000029.1	2399	422	csm6_III_8	7.300000000000001e-115	380.9	1.0	0.836	68	420
gene-SERP2456	CP000029.1	2399	422	csm6_III_4	1e-147	489.2	0.997	0.839	67	420
gene-SERP2456	CP000029.1	2399	422	csm6_III_2	2.6999999999999997e-171	566.4	1.0	0.855	61	421
gene-SERP2457	CP000029.1	2400	340	csm5gr7_III-A_4	2.8e-12	43.5	0.471	0.535	3	184
gene-SERP2458	CP000029.1	2401	304	csm4gr5_III-A_2	9.9e-14	48.4	0.697	0.674	31	235
gene-SERP2458	CP000029.1	2401	304	csm4gr5_III-A_1	7.4e-46	154.0	0.99	0.967	7	300
gene-SERP2458	CP000029.1	2401	304	csm4gr5_III-A_3	7.8e-51	170.3	0.968	0.98	6	303
gene-SERP2459	CP000029.1	2402	214	csm3gr7_III_1	3.4999999999999996e-22	76.9	0.994	0.827	14	190
gene-SERP2459	CP000029.1	2402	214	csm3gr7_III-A_III-D_10	1.7000000000000001e-56	188.7	0.848	0.939	2	202
gene-SERP2459	CP000029.1	2402	214	csm3gr7_III-A_1	7.100000000000001e-84	278.1	0.991	0.958	4	208
gene-SERP2460	CP000029.1	2403	128	csm2gr11_III-A_15	1.0000000000000001e-20	72.0	0.845	0.773	27	125
gene-SERP2460	CP000029.1	2403	128	csm2gr11_III-A_1	4.3000000000000005e-26	88.8	1.0	0.75	30	125
gene-SERP2461	CP000029.1	2404	757	cas10_III_7	2.0999999999999999e-97	324.4	0.916	0.941	10	721
gene-SERP2461	CP000029.1	2404	757	cas10_III-A_1	8.4e-214	709.0	0.998	0.845	7	646
gene-SERP2462	CP000029.1	2405	101	cas2_I_II_III_IV_V_VI_13	4.9e-10	36.7	0.958	0.733	1	74
gene-SERP2462	CP000029.1	2405	101	cas2_I_II_III_IV_V_VI_6	2.6e-18	63.6	0.879	0.99	1	100
gene-SERP2462	CP000029.1	2405	101	cas2_I_II_III_IV_V_VI_1	2.3e-27	92.4	0.989	0.941	1	95
gene-SERP2463	CP000029.1	2406	301	cas1_I_II_III_IV_V_VI_2	3.2999999999999996e-23	79.4	0.873	0.691	34	241
gene-SERP2463	CP000029.1	2406	301	cas1_I_II_III_IV_V_VI_10	2.2e-26	89.8	0.965	0.837	6	257
gene-SERP2463	CP000029.1	2406	301	cas1_I_II_III_IV_V_VI_8	1.3e-39	133.4	0.799	0.824	1	248
gene-SERP2463	CP000029.1	2406	301	cas1_I_II_III_IV_V_VI_1	4.3e-48	161.2	0.978	0.917	5	280
gene-SERP2463	CP000029.1	2406	301	cas1_I_II_III_IV_V_VI_5	2.2000000000000002e-96	319.4	0.996	0.92	3	279
gene-SERP2471	CP000029.1	2414	381	RM__Type_I_S_51	1.9e-21	73.1	0.438	0.541	5	210
gene-SERP2471	CP000029.1	2414	381	RM__Type_I_S_04	1.3e-24	84.4	0.649	0.816	70	380
gene-SERP2472	CP000029.1	2415	518	RM_Type_II__Type_II_MTases_FAM_28	1.2e-15	54.2	0.415	0.454	198	432
gene-SERP2472	CP000029.1	2415	518	RM_Type_II__Type_II_MTases_FAM_14	6.1e-19	65.0	0.519	0.548	196	479
gene-SERP2472	CP000029.1	2415	518	RM_Type_II__Type_II_MTases_FAM_6	2.7e-23	79.6	0.443	0.463	194	433
gene-SERP2472	CP000029.1	2415	518	RM_Type_II__Type_II_MTases_FAM_13	1.4e-23	80.4	0.454	0.504	160	420
gene-SERP2472	CP000029.1	2415	518	RM_Type_II__Type_II_MTases_FAM_33	2e-40	136.2	0.492	0.488	159	411
gene-SERP2472	CP000029.1	2415	518	RM__Type_I_MTases_FAM_3	1.2e-50	169.6	0.69	0.859	9	453
gene-SERP2472	CP000029.1	2415	518	RM__Type_I_MTases_FAM_1	3.5e-60	201.1	0.982	0.958	14	509
gene-SERP2472	CP000029.1	2415	518	PrrC__EcoprrI	6.2e-142	471.4	0.956	0.988	2	513
gene-SERP2472	CP000029.1	2415	518	RM__Type_I_MTases_FAM_0	7.8e-180	596.3	0.992	0.981	7	514
gene-SERP2474	CP000029.1	2417	930	RM__Type_I_REases_FAM_0.einsi_trimmed	9.300000000000001e-192	637.1	0.93	0.974	1	906
gene-SERP2475	CP000029.1	2418	606	AbiO__AbiO	5.2999999999999995e-127	421.4	0.992	0.795	5	486
gene-SERP2475	CP000029.1	2418	606	Nhi__Nhi	5e-173	573.2	0.998	0.807	1	489
gene-SERP2477	CP000029.1	2420	439	SEFIR__bSEFIR	3.4e-66	221.7	0.845	0.993	1	436
gene-SERP2479	CP000029.1	2422	502	Stk2__Stk2	9e-291	961.9	0.998	1.0	1	502
gene-SERP2550	CP000029.1	2491	371	Retron_I_A__ATPase_TypeIA	4.6e-10	36.3	0.425	0.663	1	246
