hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
gene-CCNA_00657	CP001340.1	662	450	RM__Type_I_S_02	2.5999999999999997e-29	100.4	0.664	0.704	124	440
gene-CCNA_00657	CP001340.1	662	450	RM__Type_I_S_03	5.8e-33	112.6	0.416	0.451	21	223
gene-CCNA_00657	CP001340.1	662	450	RM__Type_I_S_01	5.2e-45	151.8	0.541	0.878	19	413
gene-CCNA_00657	CP001340.1	662	450	RM__Type_I_S_51	1.0000000000000001e-72	242.9	0.836	0.953	18	446
gene-CCNA_00657	CP001340.1	662	450	RM__Type_I_S_04	3.3e-77	258.4	0.777	0.978	8	447
gene-CCNA_00657	CP001340.1	662	450	RM__Type_I_S_52	2.6e-90	301.7	0.697	0.971	3	439
gene-CCNA_00659	CP001340.1	664	964	RM__Type_I_REases_FAM_0.einsi_trimmed	1.5e-43	147.1	0.556	0.66	1	636
gene-CCNA_00659	CP001340.1	664	964	RM__Type_I_REases_FAM_1.einsi_trimmed	8e-295	978.5	0.918	0.972	4	940
gene-CCNA_00869	CP001340.1	881	985	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed	4.3999999999999997e-296	982.4	0.98	0.996	3	983
gene-CCNA_00873	CP001340.1	885	265	ShosTA__ShosT	3.3e-14	51.0	0.599	0.581	106	259
gene-CCNA_00922	CP001340.1	934	859	Dodola__DolB	1.1e-23	81.8	0.424	0.2	550	721
gene-CCNA_01064	CP001340.1	1075	371	Veles__VlsB1	3.3e-140	465.2	0.984	0.987	5	370
gene-CCNA_01064	CP001340.1	1075	371	Veles__VlsB2	4.1e-142	471.6	0.941	0.981	6	369
gene-CCNA_01085	CP001340.1	1096	335	RM_Type_II__Type_II_MTases_FAM_22	9.2e-07	26.0	0.461	0.534	4	182
gene-CCNA_01085	CP001340.1	1096	335	RM_Type_II__Type_II_MTases_FAM_16	1.7e-10	38.3	0.487	0.51	6	176
gene-CCNA_01085	CP001340.1	1096	335	RM_Type_II__Type_II_MTases_FAM_21	1.9000000000000002e-31	107.1	0.417	0.552	4	188
gene-CCNA_01085	CP001340.1	1096	335	DISARM_2__drmMII	2.1e-37	126.9	0.534	0.612	1	205
gene-CCNA_01085	CP001340.1	1096	335	RM_Type_II__Type_II_MTases_FAM_2	2.9e-38	129.7	0.965	0.97	3	327
gene-CCNA_01085	CP001340.1	1096	335	RM_Type_II__Type_II_MTases_FAM_15	2.9e-43	146.0	0.954	0.973	3	328
gene-CCNA_01085	CP001340.1	1096	335	Druantia_II__DruM	8.1e-68	227.1	0.835	0.976	1	327
gene-CCNA_01085	CP001340.1	1096	335	RM_Type_II__Type_II_MTases_FAM_0	2.2e-71	238.9	0.97	0.976	2	328
gene-CCNA_01151	CP001340.1	1160	327	WYL_I_II_III_IV_V_VI_4	9e-34	114.8	0.988	0.523	150	320
gene-CCNA_01151	CP001340.1	1160	327	WYL_I_II_III_IV_V_VI_1	1.6000000000000002e-78	262.2	0.99	0.991	2	325
gene-CCNA_01479	CP001340.1	1485	687	Thoeris__ThsB_Global	5.8e-10	37.1	0.477	0.156	4	110
gene-CCNA_01535	CP001340.1	1540	167	vcrx091	3.5e-65	217.2	0.662	1.0	1	167
gene-CCNA_01591	CP001340.1	1595	209	DEDDh_I_II_III_IV_V_VI_1	5.6000000000000005e-28	95.9	0.988	0.732	11	163
gene-CCNA_01596	CP001340.1	1600	805	UG35__UvrD	3.8e-86	287.6	0.525	0.534	43	472
gene-CCNA_01596	CP001340.1	1600	805	Gabija__GajB_2	1.4e-92	309.0	0.768	0.774	42	664
gene-CCNA_01898	CP001340.1	1894	262	Gao_Qat__QatD	1.5e-15	55.0	0.878	0.878	17	246
gene-CCNA_01936	CP001340.1	1933	408	Dnd__DndA	5.2e-40	135.4	0.865	0.831	29	367
gene-CCNA_01941	CP001340.1	1938	379	Dnd__DndA	1.1e-76	256.1	0.96	0.921	8	356
gene-CCNA_02037	CP001340.1	2036	799	Dodola__DolB	1.6e-10	38.5	0.413	0.21	304	471
gene-CCNA_02121	CP001340.1	2118	859	Shango__SngC	3.9000000000000003e-69	231.8	0.875	0.785	7	680
gene-CCNA_02397	CP001340.1	2397	239	WYL_I_II_III_IV_V_VI_4	1.1e-09	36.4	0.5	0.36	138	223
gene-CCNA_02397	CP001340.1	2397	239	WYL_I_II_III_IV_V_VI_1	1.1e-75	252.8	0.738	0.996	1	238
gene-CCNA_02453	CP001340.1	2453	167	Veles__VlsC1	9e-29	98.3	0.953	0.886	10	157
gene-CCNA_02453	CP001340.1	2453	167	Veles__VlsC2	1.4999999999999998e-29	100.8	0.953	0.88	11	157
gene-CCNA_02529	CP001340.1	2531	365	PsyrTA__PsyrA	2e-29	100.6	0.583	0.627	67	295
gene-CCNA_02529	CP001340.1	2531	365	ShosTA__ShosA	6.800000000000001e-58	194.0	0.766	0.619	65	290
gene-CCNA_02553	CP001340.1	2556	776	Dodola__DolB	3.7e-24	83.3	0.493	0.25	437	630
gene-CCNA_02783	CP001340.1	2790	508	Pycsar__AG_cyclase	1.6e-50	169.9	0.684	0.443	254	478
gene-CCNA_02785	CP001340.1	2792	304	CBASS__Effector_TIR	1.6000000000000001e-87	291.4	0.871	0.984	1	299
gene-CCNA_02786	CP001340.1	2793	233	Pycsar__AG_cyclase	2.1999999999999998e-67	225.2	0.798	0.97	7	232
gene-CCNA_02787	CP001340.1	2794	169	CBASS__2TM_5	2.5e-43	145.4	0.988	0.947	1	160
gene-CCNA_02980	CP001340.1	2988	263	Ukko__UkkD2	5.7e-64	213.8	0.947	0.992	2	262
gene-CCNA_02980	CP001340.1	2988	263	Ukko__UkkD1	5.7e-64	213.8	0.947	0.992	2	262
gene-CCNA_03115	CP001340.1	3123	336	vcrx089	2.2000000000000003e-122	406.6	0.803	0.92	23	331
gene-CCNA_03144	CP001340.1	3153	643	UG6__DnaG	1.3e-22	78.0	0.797	0.442	41	324
gene-CCNA_03260	CP001340.1	3269	121	Dpd__QueD	1.6e-21	74.7	0.925	0.917	8	118
gene-CCNA_03261	CP001340.1	3270	210	Dpd__QueE	1.1999999999999998e-22	78.4	0.991	0.986	3	209
gene-CCNA_03262	CP001340.1	3271	242	Dpd__QueC	5.799999999999999e-22	75.9	0.927	0.917	7	228
gene-CCNA_03334	CP001340.1	3341	626	Gao_Iet__IetA	1.2e-29	101.2	0.556	0.356	160	382
gene-CCNA_03577	CP001340.1	3586	963	UG9__DNA_pol	1.6000000000000002e-20	71.3	0.696	0.4	553	937
gene-CCNA_03578	CP001340.1	3587	615	PsyrTA__PsyrT	2.1999999999999998e-89	298.2	0.499	0.545	12	346
gene-CCNA_03652	CP001340.1	3660	1153	Gabija__GajB_2	3.4000000000000004e-46	155.8	0.72	0.758	5	878
gene-CCNA_03726	CP001340.1	3733	386	Veles__VlsB1	1.4e-105	351.2	0.981	0.987	4	384
gene-CCNA_03726	CP001340.1	3733	386	Veles__VlsB2	8e-107	355.4	0.941	0.984	5	384
gene-CCNA_03741	CP001340.1	3748	374	RM_Type_II__Type_II_MTases_FAM_22	3.3e-13	47.3	0.446	0.449	8	175
gene-CCNA_03741	CP001340.1	3748	374	RM_Type_II__Type_II_MTases_FAM_16	3.2e-13	47.3	0.405	0.39	30	175
gene-CCNA_03741	CP001340.1	3748	374	RM_Type_II__Type_II_MTases_FAM_0	2.1e-19	67.8	0.475	0.452	8	176
gene-CCNA_03741	CP001340.1	3748	374	RM_Type_II__Type_II_MTases_FAM_2	1.8999999999999998e-68	228.8	0.987	0.968	4	365
gene-CCNA_03741	CP001340.1	3748	374	Druantia_II__DruM	9e-82	273.1	0.853	0.973	3	366
gene-CCNA_03842	CP001340.1	3849	245	CBASS__AG_E1_ThiF	1.4999999999999999e-61	205.7	0.988	0.947	11	242
