hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
gene-R0792_RS10030	NZ_CP136842.1	1956	1707	PsyrTA__PsyrT	5.5e-80	267.8	0.536	0.224	285	666
gene-R0792_RS10050	NZ_CP136842.1	1958	547	Shedu__SduA	7.799999999999999e-54	182.0	0.809	0.541	252	547
gene-R0792_RS10840	NZ_CP136842.1	2107	267	Gao_Qat__QatD	3.5e-07	28.2	0.618	0.599	63	222
gene-R0792_RS11010	NZ_CP136842.1	2140	269	Zorya__ZorB	3.3e-08	31.6	0.479	0.398	156	262
gene-R0792_RS11315	NZ_CP136842.1	2201	258	Gao_Qat__QatD	7.3e-17	59.9	0.949	0.977	2	253
gene-R0792_RS11410	NZ_CP136842.1	2220	154	Veles__VlsC2	2.8e-35	120.0	0.926	0.935	3	146
gene-R0792_RS11410	NZ_CP136842.1	2220	154	Veles__VlsC1	1.7e-35	120.7	0.939	0.955	2	148
gene-R0792_RS12075	NZ_CP136842.1	2349	501	ShosTA__ShosT	4e-05	21.8	0.502	0.206	293	395
gene-R0792_RS12620	NZ_CP136842.1	2452	463	Pycsar__AG_cyclase	2.6000000000000003e-32	110.6	0.521	0.343	227	385
gene-R0792_RS12725	NZ_CP136842.1	2473	208	DEDDh_I_II_III_IV_V_VI_1	3.4000000000000003e-32	110.2	1.0	0.788	33	196
gene-R0792_RS13055	NZ_CP136842.1	2535	1448	BREX__brxHI	3.0000000000000004e-69	232.5	0.534	0.279	38	441
gene-R0792_RS13055	NZ_CP136842.1	2535	1448	Shango__SngC	3.1e-70	236.0	0.667	0.336	21	507
gene-R0792_RS13440	NZ_CP136842.1	2612	712	PsyrTA__PsyrT	2.9e-92	308.3	0.52	0.489	2	349
gene-R0792_RS13935	NZ_CP136842.1	2710	186	Dpd__FolE	5.7e-108	356.9	0.983	0.957	5	182
gene-R0792_RS14315	NZ_CP136842.1	2786	224	DEDDh_I_II_III_IV_V_VI_1	9.2e-25	86.0	0.994	0.781	32	206
gene-R0792_RS14435	NZ_CP136842.1	2809	382	Veles__VlsB1	2.7e-121	403.5	0.984	0.982	4	378
gene-R0792_RS14435	NZ_CP136842.1	2809	382	Veles__VlsB2	1e-122	408.3	0.941	0.976	5	377
gene-R0792_RS14495	NZ_CP136842.1	2821	259	Gao_Qat__QatD	7.3e-19	66.5	0.941	0.969	2	252
gene-R0792_RS15015	NZ_CP136842.1	2925	401	Dnd__DndA	9.5e-39	131.8	0.865	0.843	23	360
gene-R0792_RS15140	NZ_CP136842.1	2950	261	Zorya__ZorB	8e-10	36.9	0.664	0.613	87	246
gene-R0792_RS15145	NZ_CP136842.1	2951	173	DarTG__DarG	3.6e-70	234.8	0.739	0.977	1	169
gene-R0792_RS15315	NZ_CP136842.1	2985	230	DISARM__drmC	5.7e-13	47.4	0.574	0.6	87	224
gene-R0792_RS15560	NZ_CP136842.1	3034	868	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	5.7e-06	24.0	0.421	0.362	379	692
gene-R0792_RS15560	NZ_CP136842.1	3034	868	RloC__RloC	1.2e-158	528.4	0.978	0.904	73	857
gene-R0792_RS15585	NZ_CP136842.1	3039	926	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed	7.900000000000001e-222	737.2	0.965	0.972	19	918
gene-R0792_RS15590	NZ_CP136842.1	3040	66	MADS__mad1	2.6e-13	48.1	0.817	0.879	8	65
gene-R0792_RS15940	NZ_CP136842.1	3107	404	Dnd__DndA	2.3e-135	449.8	0.989	0.931	5	380
gene-R0792_RS16150	NZ_CP136842.1	3148	334	DS-1__DS-1A	2.1e-29	101.0	0.821	0.895	33	331
gene-R0792_RS18095	NZ_CP136842.1	3529	165	vcrx091	2.5999999999999996e-88	293.4	0.662	1.0	1	165
gene-R0792_RS18820	NZ_CP136842.1	3664	664	UG6__DnaG	1.2e-33	114.9	0.826	0.437	34	323
gene-R0792_RS18835	NZ_CP136842.1	3667	561	RT_I_II_III_IV_V_VI_1	7.7e-56	187.6	0.875	0.474	67	332
gene-R0792_RS19275	NZ_CP136842.1	3753	241	ShosTA__ShosT	5.1e-07	28.0	0.43	0.407	140	237
gene-R0792_RS19430	NZ_CP136842.1	3784	932	Dodola__DolB	1.5e-26	91.8	0.445	0.193	573	752
gene-R0792_RS19765	NZ_CP136842.1	3851	655	Eleos__LeoBC	1.4e-13	49.1	0.622	0.678	40	483
gene-R0792_RS20440	NZ_CP136842.1	3985	650	Druantia_III__DruH	1.5e-84	283.0	0.554	0.949	19	635
gene-R0792_RS20450	NZ_CP136842.1	3987	275	JukAB__JukA	1.1e-73	246.5	0.933	0.909	1	250
gene-R0792_RS20460	NZ_CP136842.1	3989	256	JukAB__JukA	5.600000000000001e-72	240.9	0.893	0.945	10	251
gene-R0792_RS20465	NZ_CP136842.1	3990	317	JukAB__JukB	3.5999999999999996e-66	222.1	0.886	0.946	1	300
gene-R0792_RS20500	NZ_CP136842.1	3997	392	Wadjet__JetD_I	2.2e-74	249.4	0.967	0.969	12	391
gene-R0792_RS20505	NZ_CP136842.1	3998	1101	Wadjet__JetC_I	2.2000000000000002e-271	901.8	0.995	0.995	3	1097
gene-R0792_RS20510	NZ_CP136842.1	3999	249	Wadjet__JetB_I	2.3999999999999998e-52	176.0	0.839	0.827	42	247
gene-R0792_RS20515	NZ_CP136842.1	4000	538	Wadjet__JetA_I	2.5e-108	361.6	0.992	0.907	46	533
gene-R0792_RS21370	NZ_CP136842.1	4171	902	Dodola__DolB	1.1e-26	92.2	0.413	0.186	590	757
gene-R0792_RS21430	NZ_CP136842.1	4183	449	Zorya__ZorB	1.1e-05	23.3	0.4	0.22	345	443
gene-R0792_RS21730	NZ_CP136842.1	4242	362	PsyrTA__PsyrA	2.4e-28	97.6	0.492	0.547	87	284
gene-R0792_RS21730	NZ_CP136842.1	4242	362	ShosTA__ShosA	2.2e-60	202.7	0.706	0.586	69	280
gene-R0792_RS22220	NZ_CP136842.1	4338	913	UG9__DNA_pol	1.4e-26	91.9	0.68	0.414	511	888
gene-R0792_RS22470	NZ_CP136842.1	4388	728	Gabija__GajB_1	8.000000000000001e-34	115.6	0.902	0.812	28	618
gene-R0792_RS22470	NZ_CP136842.1	4388	728	UG35__UvrD	8.8e-74	247.3	0.516	0.577	11	430
gene-R0792_RS22470	NZ_CP136842.1	4388	728	Gabija__GajB_2	2.9e-106	354.7	0.777	0.868	11	642
gene-R0792_RS22725	NZ_CP136842.1	4439	490	DISARM__drmC	1.1e-18	66.1	0.577	0.294	313	456
gene-R0792_RS23165	NZ_CP136842.1	4522	529	DISARM__drmC	6.7e-16	57.0	0.487	0.27	325	467
gene-R0792_RS23235	NZ_CP136842.1	4535	669	Gabija__GajB_3	3.3e-12	44.7	0.657	0.41	20	293
gene-R0792_RS23235	NZ_CP136842.1	4535	669	Gabija__GajB_1	5.1e-39	132.8	0.908	0.894	20	617
gene-R0792_RS23235	NZ_CP136842.1	4535	669	UG35__UvrD	3.3e-88	295.1	0.516	0.629	3	423
gene-R0792_RS23235	NZ_CP136842.1	4535	669	Gabija__GajB_2	4.8e-104	347.4	0.777	0.951	3	638
gene-R0792_RS25015	NZ_CP136842.1	4886	347	Zorya__ZorB	5e-09	34.3	0.808	0.749	23	282
gene-R0792_RS25025	NZ_CP136842.1	4888	180	DEDDh_I_II_III_IV_V_VI_1	1.2e-11	43.4	0.8	0.783	8	148
gene-R0792_RS26060	NZ_CP136842.1	5090	639	Gao_Iet__IetA	2.8999999999999997e-29	100.6	0.587	0.371	162	398
gene-R0792_RS26440	NZ_CP136842.1	5159	231	Wadjet__JetB_I	5.9e-08	30.7	0.831	0.866	16	215
gene-R0792_RS26530	NZ_CP136842.1	5175	313	narp1_adps	1.3e-66	223.2	0.889	0.917	24	310
gene-R0792_RS26570	NZ_CP136842.1	5182	252	CBASS__AG_E1_ThiF	5.599999999999999e-60	201.1	0.984	0.929	10	243
gene-R0792_RS27210	NZ_CP136842.1	5308	854	Dodola__DolB	4.8e-26	90.1	0.947	0.451	447	831
gene-R0792_RS27260	NZ_CP136842.1	5314	643	Gabija__GajB_3	3.4e-09	34.8	0.506	0.337	29	245
gene-R0792_RS27260	NZ_CP136842.1	5314	643	Gabija__GajB_2	5.3e-40	135.9	0.707	0.913	23	609
gene-R0792_RS27260	NZ_CP136842.1	5314	643	Gabija__GajB_1	3.1e-142	473.1	0.975	0.975	1	627
gene-R0792_RS27270	NZ_CP136842.1	5316	500	Gabija__GajA	2.2e-76	256.4	0.646	0.994	1	497
gene-R0792_RS27395	NZ_CP136842.1	5340	493	Gabija__GajB_2	5.0000000000000004e-30	103.0	0.725	0.945	2	467
gene-R0792_RS27740	NZ_CP136842.1	5407	338	DS-1__DS-1A	5.1e-29	99.8	0.821	0.885	33	331
gene-R0792_RS28970	NZ_CP136842.1	5648	480	DEDDh_I_II_III_IV_V_VI_1	2.9e-20	71.4	0.975	0.373	10	188
gene-R0792_RS29135	NZ_CP136842.1	5680	1245	Gabija__GajB_2	3.7999999999999994e-51	172.7	0.721	0.696	18	884
gene-R0792_RS29145	NZ_CP136842.1	5682	1211	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	3.3e-15	54.5	0.764	0.47	1	569
gene-R0792_RS29145	NZ_CP136842.1	5682	1211	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	1.3e-22	78.2	0.745	0.703	1	851
gene-R0792_RS29785	NZ_CP136842.1	5800	799	Dodola__DolB	3.7e-07	27.9	0.629	0.304	339	581
gene-R0792_RS29895	NZ_CP136842.1	5822	663	Zorya_TypeI__ZorD	3.4e-84	281.9	0.442	0.67	190	633
