hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
gene-AUO97_RS08500	NZ_CP018664.1	1590	371	TniQ_I-F_1	1.1e-15	56.5	0.993	0.38	10	150
gene-AUO97_RS08565	NZ_CP018664.1	1602	430	RM_Type_II__Type_II_MTases_FAM_35	2.5e-14	50.1	0.426	0.809	29	376
gene-AUO97_RS08565	NZ_CP018664.1	1602	430	RM_Type_II__Type_II_MTases_FAM_39	1.7e-15	54.9	0.951	0.828	29	384
gene-AUO97_RS08565	NZ_CP018664.1	1602	430	RM_Type_II__Type_II_MTases_FAM_5	8.599999999999999e-66	220.4	0.959	0.849	29	393
gene-AUO97_RS08565	NZ_CP018664.1	1602	430	RM_Type_II__Type_II_MTases_FAM_11	7.200000000000001e-85	283.0	0.989	0.877	17	393
gene-AUO97_RS09040	NZ_CP018664.1	1692	555	Retron_I_A__ATPase_TypeIA	4.1e-08	30.4	0.446	0.423	2	236
gene-AUO97_RS09155	NZ_CP018664.1	1713	460	Septu__PtuA	1.1e-43	148.4	0.71	0.783	1	360
gene-AUO97_RS09155	NZ_CP018664.1	1713	460	Retron_I_A__ATPase_TypeIA	7.499999999999999e-107	356.3	0.886	0.959	1	441
gene-AUO97_RS09160	NZ_CP018664.1	1714	500	Gabija__GajB_3	1.4e-06	25.5	0.562	0.528	214	477
gene-AUO97_RS09210	NZ_CP018664.1	1724	1232	Gabija__GajB_2	1.4e-56	190.0	0.733	0.698	8	867
gene-AUO97_RS09455	NZ_CP018664.1	1769	231	WYL_I_II_III_IV_V_VI_4	6.5e-14	50.1	0.523	0.394	136	226
gene-AUO97_RS09455	NZ_CP018664.1	1769	231	WYL_I_II_III_IV_V_VI_1	6.5e-59	197.7	0.728	0.97	1	224
gene-AUO97_RS09640	NZ_CP018664.1	1806	659	Gabija__GajB_3	8.7e-18	62.4	0.669	0.429	23	305
gene-AUO97_RS09640	NZ_CP018664.1	1806	659	Gabija__GajB_1	1.3e-38	130.7	0.925	0.888	14	598
gene-AUO97_RS09640	NZ_CP018664.1	1806	659	UG35__UvrD	4.9e-55	184.7	0.513	0.631	8	423
gene-AUO97_RS09640	NZ_CP018664.1	1806	659	Gabija__GajB_2	1.2e-82	276.1	0.77	0.933	9	623
gene-AUO97_RS10065	NZ_CP018664.1	1890	152	PD-T4-9__PD-T4-9_C	4.3e-06	24.7	0.947	0.849	11	139
gene-AUO97_RS10085	NZ_CP018664.1	1894	188	DEDDh_I_II_III_IV_V_VI_1	1.1e-10	39.6	0.812	0.755	10	151
gene-AUO97_RS10215	NZ_CP018664.1	1918	270	Gao_Qat__QatD	2.8e-11	41.0	0.709	0.715	65	257
gene-AUO97_RS10225	NZ_CP018664.1	1920	253	CBASS__AG_E1_ThiF	1.8999999999999998e-37	126.7	0.816	0.897	22	248
gene-AUO97_RS10500	NZ_CP018664.1	1973	923	UG9__DNA_pol	1e-37	127.9	0.771	0.455	487	906
gene-AUO97_RS11195	NZ_CP018664.1	2100	1149	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	4.1e-10	37.0	0.409	0.236	846	1116
gene-AUO97_RS11350	NZ_CP018664.1	2131	316	narp1_adps	1.3e-67	225.7	0.902	0.892	31	312
gene-AUO97_RS11395	NZ_CP018664.1	2136	621	UG6__DnaG	1.1e-15	55.1	0.525	0.301	177	363
gene-AUO97_RS11615	NZ_CP018664.1	2177	217	Zorya__ZorB	4.3e-09	33.8	0.551	0.613	81	213
gene-AUO97_RS11620	NZ_CP018664.1	2178	679	Gabija__GajB_1	1.3e-38	130.7	0.939	0.912	7	625
gene-AUO97_RS11620	NZ_CP018664.1	2178	679	UG35__UvrD	4e-86	287.5	0.529	0.641	4	438
gene-AUO97_RS11620	NZ_CP018664.1	2178	679	Gabija__GajB_2	5.7e-107	356.4	0.774	0.944	3	643
gene-AUO97_RS11695	NZ_CP018664.1	2192	1198	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	9.1e-18	61.4	0.482	0.407	1	488
gene-AUO97_RS11695	NZ_CP018664.1	2192	1198	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	1.2e-19	68.6	0.781	0.423	1	507
gene-AUO97_RS11770	NZ_CP018664.1	2206	368	Rst_gop_beta_cll__beta	2.4999999999999997e-44	149.0	0.969	0.978	3	362
gene-AUO97_RS11775	NZ_CP018664.1	2207	242	Rst_gop_beta_cll__cll	1.7e-54	183.0	0.826	0.901	7	224
gene-AUO97_RS12370	NZ_CP018664.1	2326	809	Dodola__DolB	4.1e-12	43.6	0.917	0.43	224	571
gene-AUO97_RS12495	NZ_CP018664.1	2351	459	DEDDh_I_II_III_IV_V_VI_1	2.6999999999999997e-33	113.1	0.994	0.349	234	393
gene-AUO97_RS12540	NZ_CP018664.1	2359	220	DEDDh_I_II_III_IV_V_VI_1	5.3e-24	82.9	0.994	0.809	24	201
gene-AUO97_RS13040	NZ_CP018664.1	2455	304	RM_Type_II__Type_II_MTases_FAM_21	4.7e-14	49.7	0.42	0.576	5	179
gene-AUO97_RS13040	NZ_CP018664.1	2455	304	RM_Type_II__Type_II_MTases_FAM_0	5.7e-28	95.9	0.514	0.612	4	189
gene-AUO97_RS13040	NZ_CP018664.1	2455	304	Druantia_II__DruM	1e-35	121.4	0.527	0.74	4	228
gene-AUO97_RS13040	NZ_CP018664.1	2455	304	RM_Type_II__Type_II_MTases_FAM_2	6.5e-39	131.8	0.653	0.688	5	213
gene-AUO97_RS13245	NZ_CP018664.1	2494	170	VP1839__VP1839	1.2e-57	192.2	0.866	0.982	1	167
gene-AUO97_RS13330	NZ_CP018664.1	2511	859	Dodola__DolB	3e-22	76.9	0.531	0.251	507	722
gene-AUO97_RS13365	NZ_CP018664.1	2518	471	Zorya__ZorB	4.5e-06	23.9	0.517	0.251	352	469
gene-AUO97_RS13910	NZ_CP018664.1	2618	903	pAgo__SIR2APAZ	1.3e-53	180.1	0.482	0.293	37	301
gene-AUO97_RS14010	NZ_CP018664.1	2639	255	Zorya__ZorB	5.3e-09	33.5	0.475	0.427	145	253
gene-AUO97_RS14020	NZ_CP018664.1	2641	893	Dodola__DolB	8.7e-28	95.2	0.715	0.309	468	743
gene-AUO97_RS14245	NZ_CP018664.1	2685	398	RT_I_II_III_IV_V_VI_1	7e-43	144.3	0.859	0.681	24	294
gene-AUO97_RS14545	NZ_CP018664.1	2746	653	Dnd__DndA	8.6e-42	141.1	0.865	0.522	270	610
gene-AUO97_RS15360	NZ_CP018664.1	2907	257	Gao_Qat__QatD	3.7e-15	53.6	0.957	0.988	2	255
gene-AUO97_RS15390	NZ_CP018664.1	2913	198	Dpd__QueD	1.5e-08	32.7	0.792	0.495	5	102
gene-AUO97_RS15850	NZ_CP018664.1	3005	489	Pycsar__AG_cyclase	4e-30	102.8	0.603	0.452	224	444
gene-AUO97_RS15880	NZ_CP018664.1	3011	405	Dnd__DndA	1e-136	453.5	0.976	0.909	5	372
gene-AUO97_RS16615	NZ_CP018664.1	3156	360	RosmerTA__RmrA_2676476075	8.2e-33	111.7	0.917	0.931	5	339
gene-AUO97_RS16615	NZ_CP018664.1	3156	360	RosmerTA__RmrA_2753529055	7.9e-40	134.7	0.847	0.908	20	346
gene-AUO97_RS16615	NZ_CP018664.1	3156	360	RosmerTA__RmrA_2641389401	2.8000000000000003e-42	142.6	0.984	0.967	9	356
gene-AUO97_RS16615	NZ_CP018664.1	3156	360	RosmerTA__RmrA_2603008502	2.4999999999999998e-54	182.5	0.929	0.95	5	346
gene-AUO97_RS16615	NZ_CP018664.1	3156	360	RosmerTA__RmrA_2634882613	7.8e-55	183.9	0.897	0.95	5	346
gene-AUO97_RS16615	NZ_CP018664.1	3156	360	RosmerTA__RmrA_2662548665	5.3e-58	194.4	0.88	0.95	5	346
gene-AUO97_RS16615	NZ_CP018664.1	3156	360	RosmerTA__RmrA_2617826694	1.3e-58	196.0	0.941	0.947	5	345
gene-AUO97_RS16615	NZ_CP018664.1	3156	360	RosmerTA__RmrA_2677172838	2.8999999999999997e-59	198.4	0.937	0.953	4	346
gene-AUO97_RS16615	NZ_CP018664.1	3156	360	RosmerTA__RmrA_2664250653	5.1e-60	200.9	0.884	0.928	13	346
gene-AUO97_RS16615	NZ_CP018664.1	3156	360	RosmerTA__RmrA_2623274509	2e-61	205.5	0.911	0.936	10	346
gene-AUO97_RS16615	NZ_CP018664.1	3156	360	RosmerTA__RmrA_2600853143	3.2000000000000004e-63	211.6	0.932	0.953	3	345
gene-AUO97_RS16615	NZ_CP018664.1	3156	360	RosmerTA__RmrA_2634932349	8.7e-72	239.5	0.915	0.942	5	343
gene-AUO97_RS16615	NZ_CP018664.1	3156	360	RosmerTA__RmrA_2734955840	1.0000000000000001e-71	239.7	0.946	0.978	4	355
gene-AUO97_RS16615	NZ_CP018664.1	3156	360	RosmerTA__RmrA_2585209417	4.1e-169	560.0	0.941	0.958	5	349
gene-AUO97_RS16620	NZ_CP018664.1	3157	206	RosmerTA__RmrT_2585209417	2.6e-70	233.6	0.98	0.942	7	200
gene-AUO97_RS16725	NZ_CP018664.1	3177	497	narp2_nampt	3.9e-113	376.5	0.856	0.986	6	495
gene-AUO97_RS16725	NZ_CP018664.1	3177	497	narp1_namat	2.5e-152	505.8	0.615	0.664	3	332
gene-AUO97_RS16730	NZ_CP018664.1	3178	294	narp1_adps	8.500000000000001e-78	259.2	0.865	0.966	8	291
gene-AUO97_RS17380	NZ_CP018664.1	3308	758	Dodola__DolB	1.6e-21	74.6	0.491	0.255	423	615
gene-AUO97_RS18230	NZ_CP018664.1	3475	517	Druantia_II__DruM	1.9e-12	44.8	0.53	0.617	193	511
gene-AUO97_RS18230	NZ_CP018664.1	3475	517	RM_Type_II__Type_II_MTases_FAM_2	7.3e-15	52.7	0.593	0.605	192	504
gene-AUO97_RS18230	NZ_CP018664.1	3475	517	RM_Type_II__Type_II_MTases_FAM_0	1.1e-29	101.6	0.954	0.932	23	504
gene-AUO97_RS18355	NZ_CP018664.1	3500	167	Veles__VlsC2	3.3000000000000003e-34	115.8	0.966	0.94	7	163
gene-AUO97_RS18355	NZ_CP018664.1	3500	167	Veles__VlsC1	3.2e-34	115.9	0.966	0.946	5	162
gene-AUO97_RS18610	NZ_CP018664.1	3551	570	recD_IV-D_1	3.8e-19	66.0	0.448	0.63	3	361
gene-AUO97_RS18850	NZ_CP018664.1	3599	258	CBASS__AG_E1_ThiF	8.599999999999999e-67	222.8	0.984	0.903	20	252
gene-AUO97_RS19690	NZ_CP018664.1	3634	335	WYL_I_II_III_IV_V_VI_1	9.5e-16	55.9	0.955	0.958	9	329
gene-AUO97_RS19690	NZ_CP018664.1	3634	335	WYL_I_II_III_IV_V_VI_4	5.300000000000001e-25	86.2	0.948	0.516	157	329
