hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
gene-LUU82_03640	CP089586.1	668	1009	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	6.2e-11	39.3	0.771	0.5	6	510
gene-LUU82_03640	CP089586.1	668	1009	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	2.1e-13	46.5	0.823	0.791	15	812
gene-LUU82_03870	CP089586.1	712	61	aca11	3.4e-26	88.2	0.906	0.951	3	60
gene-LUU82_04115	CP089586.1	761	1436	DEDDh_I_II_III_IV_V_VI_1	1.1e-48	162.6	0.994	0.109	421	576
gene-LUU82_04200	CP089586.1	778	290	PsyrTA__PsyrA	1.4e-23	80.7	0.523	0.724	69	278
gene-LUU82_04200	CP089586.1	778	290	ShosTA__ShosA	1.6e-59	198.8	0.723	0.762	62	282
gene-LUU82_04275	CP089586.1	793	1188	Lamassu-Fam__LmuB_SMC_hypothetical	1.2e-06	24.4	0.754	0.415	3	495
gene-LUU82_04275	CP089586.1	793	1188	Retron_I_A__ATPase_TypeIA	1.8e-07	27.9	0.466	0.226	2	269
gene-LUU82_04275	CP089586.1	793	1188	Lamassu-Fam__LmuB_SMC_Mrr	9e-09	31.6	0.698	0.34	17	420
gene-LUU82_04275	CP089586.1	793	1188	Wadjet__JetC_I	1e-10	37.4	0.488	0.503	292	889
gene-LUU82_04275	CP089586.1	793	1188	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	6.3e-14	48.2	0.491	0.413	5	495
gene-LUU82_04275	CP089586.1	793	1188	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	9.9e-18	61.7	0.789	0.408	7	491
gene-LUU82_05610	CP089586.1	1055	869	Dodola__DolB	1.5e-24	84.0	0.44	0.205	550	727
gene-LUU82_05645	CP089586.1	1062	1217	Gabija__GajB_2	2.7e-66	221.6	0.749	0.74	11	911
gene-LUU82_05915	CP089586.1	1115	416	Dnd__DndA	1.6e-44	149.7	0.867	0.825	31	373
gene-LUU82_05940	CP089586.1	1120	61	aca11	1.1e-26	89.7	0.891	0.934	4	60
gene-LUU82_06385	CP089586.1	1208	224	ShosTA__ShosT	2.9e-08	31.0	0.603	0.701	50	206
gene-LUU82_06545	CP089586.1	1240	593	PsyrTA__PsyrT	1.2e-112	374.5	0.515	0.583	3	348
gene-LUU82_06590	CP089586.1	1249	222	Dpd__QueC	3e-42	141.7	0.927	0.919	7	210
gene-LUU82_06595	CP089586.1	1250	139	Dpd__QueD	5.1e-19	66.1	0.95	0.849	17	134
gene-LUU82_07150	CP089586.1	1359	178	gcu233__gcu233	2.8999999999999997e-59	197.0	0.971	0.989	2	177
gene-LUU82_07570	CP089586.1	1441	818	Dodola__DolB	6.900000000000001e-26	88.4	0.659	0.328	395	662
gene-LUU82_07725	CP089586.1	1456	697	Gao_Iet__IetA	1.4000000000000001e-30	103.8	0.563	0.324	174	399
gene-LUU82_07780	CP089586.1	1467	321	narp1_adps	2.2e-64	214.7	0.895	0.872	37	316
gene-LUU82_07830	CP089586.1	1477	257	Gao_Qat__QatD	2.3e-12	44.0	0.953	0.981	2	253
gene-LUU82_08270	CP089586.1	1553	368	Abi2__Abi_2	4.4e-29	99.3	0.989	0.554	77	280
gene-LUU82_08270	CP089586.1	1553	368	AbiD__AbiD	3.6e-37	125.7	0.882	0.84	48	356
gene-LUU82_08395	CP089586.1	1576	335	Abi2__Abi_2	3.8e-30	102.8	0.983	0.594	33	231
gene-LUU82_08605	CP089586.1	1618	266	DarTG__DarG	5e-66	220.1	0.756	0.695	81	265
gene-LUU82_09270	CP089586.1	1745	280	Rst_gop_beta_cll__cll	2.3e-22	77.1	0.732	0.704	61	257
gene-LUU82_09275	CP089586.1	1746	929	RM__Type_I_REases_FAM_2.einsi_trimmed	1.7e-27	93.3	0.779	0.801	119	862
gene-LUU82_09275	CP089586.1	1746	929	RM__Type_I_REases_FAM_0.einsi_trimmed	3.1e-193	642.0	0.927	0.947	1	880
gene-LUU82_09515	CP089586.1	1792	391	RosmerTA__RmrA_2676476075	1.1e-25	87.7	0.871	0.877	4	346
gene-LUU82_09515	CP089586.1	1792	391	RosmerTA__RmrA_2641389401	5.6e-34	114.8	0.97	0.967	5	382
gene-LUU82_09515	CP089586.1	1792	391	RosmerTA__RmrA_2734955840	8.8e-35	117.7	0.792	0.813	5	322
gene-LUU82_09515	CP089586.1	1792	391	RosmerTA__RmrA_2617826694	1.8e-35	119.4	0.538	0.512	130	329
gene-LUU82_09515	CP089586.1	1792	391	RosmerTA__RmrA_2585209417	1.3e-40	136.7	0.957	0.967	2	379
gene-LUU82_09515	CP089586.1	1792	391	RosmerTA__RmrA_2753529055	1.2e-45	153.4	0.887	0.944	2	370
gene-LUU82_09515	CP089586.1	1792	391	RosmerTA__RmrA_2634932349	5e-49	164.2	0.915	0.936	1	366
gene-LUU82_09515	CP089586.1	1792	391	RosmerTA__RmrA_2662548665	5.0000000000000005e-58	194.0	0.902	0.967	2	379
gene-LUU82_09515	CP089586.1	1792	391	RosmerTA__RmrA_2664250653	1.8e-62	208.5	0.934	0.974	2	382
gene-LUU82_09515	CP089586.1	1792	391	RosmerTA__RmrA_2634882613	9.900000000000001e-65	216.0	0.919	0.967	2	379
gene-LUU82_09515	CP089586.1	1792	391	RosmerTA__RmrA_2677172838	1.4e-65	218.8	0.926	0.936	2	367
gene-LUU82_09515	CP089586.1	1792	391	RosmerTA__RmrA_2600853143	1.3e-66	222.3	0.951	0.974	2	382
gene-LUU82_09515	CP089586.1	1792	391	RosmerTA__RmrA_2623274509	7.599999999999999e-68	226.1	0.927	0.946	2	371
gene-LUU82_09515	CP089586.1	1792	391	RosmerTA__RmrA_2603008502	2e-172	570.9	0.982	0.997	1	390
gene-LUU82_09520	CP089586.1	1793	255	RosmerTA__RmrT_2603008502	6.3e-83	275.5	0.967	0.965	2	247
gene-LUU82_09905	CP089586.1	1867	249	Pycsar__AG_cyclase	5.8e-50	167.5	0.805	0.948	8	243
gene-LUU82_09910	CP089586.1	1868	188	CBASS__2TM_5	8.3e-27	91.1	0.925	0.915	9	180
gene-LUU82_09920	CP089586.1	1870	850	RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed	1.6000000000000002e-63	212.4	0.912	0.928	30	818
gene-LUU82_09925	CP089586.1	1871	619	RM_Type_II__Type_II_MTases_FAM_8	5.7e-13	45.9	0.874	0.481	188	485
gene-LUU82_09925	CP089586.1	1871	619	RM_Type_II__Type_II_MTases_FAM_1	1.7e-15	54.5	0.586	0.265	169	332
gene-LUU82_09925	CP089586.1	1871	619	RM_Type_II__Type_II_MTases_FAM_3	6.9e-28	95.1	0.937	0.533	173	502
gene-LUU82_09925	CP089586.1	1871	619	RM_Type_II__Type_II_MTases_FAM_37	2.2000000000000003e-36	122.9	0.779	0.554	150	492
gene-LUU82_09925	CP089586.1	1871	619	RM_Type_III__Type_III_MTases_FAM_0	7.4e-82	273.5	0.764	0.754	103	569
gene-LUU82_09930	CP089586.1	1872	266	AbiJ__AbiJ	1.8e-10	37.9	0.662	0.756	61	261
gene-LUU82_11020	CP089586.1	2081	701	Dodola__DolB	2e-31	106.7	0.685	0.404	397	679
gene-LUU82_12235	CP089586.1	2316	230	WYL_I_II_III_IV_V_VI_1	2.6e-50	169.0	0.735	0.987	1	227
gene-LUU82_12415	CP089586.1	2352	334	CBASS__AG_E1_ThiF	2.7e-48	161.7	0.992	0.701	6	239
gene-LUU82_13240	CP089586.1	2503	139	Veles__VlsC2	4.3000000000000005e-26	89.0	0.919	0.942	3	133
gene-LUU82_13240	CP089586.1	2503	139	Veles__VlsC1	3.2e-26	89.5	0.926	0.957	2	134
gene-LUU82_13375	CP089586.1	2530	494	DISARM__drmC	3.8e-14	50.1	0.494	0.253	335	459
gene-LUU82_13475	CP089586.1	2550	120	MazEF__MazF	1.6e-09	34.9	0.856	0.842	4	104
gene-LUU82_13775	CP089586.1	2603	310	DEDDh_I_II_III_IV_V_VI_1	4.0999999999999995e-22	76.3	0.988	0.497	8	161
gene-LUU82_13845	CP089586.1	2617	647	Lamassu-Fam__LmuB_SMC_Mrr	6.3e-10	35.4	0.736	0.784	1	507
gene-LUU82_13845	CP089586.1	2617	647	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	2.7e-10	37.2	0.82	0.867	1	561
