replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NZ_CP136842.1	gene-R0792_RS10050	Shedu__SduA	1958	defense-finder-models/DefenseFinder/Shedu/Shedu	NZ_CP136842.1_Shedu_6	1	1	1.0	1.0	1	Shedu__SduA	mandatory	547	7.8e-54	182.0	0.809	0.541	252	547			Shedu	Shedu	Defense
NZ_CP136842.1	gene-R0792_RS15560	RloC__RloC	3034	defense-finder-models/DefenseFinder/RloC/RloC	NZ_CP136842.1_RloC_4	1	1	1.0	1.0	1	RloC__RloC	mandatory	868	1.2e-158	528.4	0.978	0.904	73	857			RloC	RloC	Defense
NZ_CP136842.1	gene-R0792_RS15585	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed	3039	defense-finder-models/RM/RM/RM_Type_IIG	NZ_CP136842.1_RM_Type_IIG_9	1	1	0.167	1.0	1	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed	mandatory	926	7.9e-222	737.2	0.965	0.972	19	918			RM	RM_Type_IIG	Defense
NZ_CP136842.1	gene-R0792_RS20450	JukAB__JukA	3987	defense-finder-models/DefenseFinder/JukAB/JukAB	NZ_CP136842.1_JukAB_2	1	1	1.0	2.0	2	JukAB__JukA	mandatory	275	1.1e-73	246.5	0.933	0.909	1	250			JukAB	JukAB	Defense
NZ_CP136842.1	gene-R0792_RS20460	JukAB__JukA	3989	defense-finder-models/DefenseFinder/JukAB/JukAB	NZ_CP136842.1_JukAB_2	1	1	1.0	2.0	2	JukAB__JukA	mandatory	256	5.6e-72	240.9	0.893	0.945	10	251			JukAB	JukAB	Defense
NZ_CP136842.1	gene-R0792_RS20465	JukAB__JukB	3990	defense-finder-models/DefenseFinder/JukAB/JukAB	NZ_CP136842.1_JukAB_2	1	1	1.0	2.0	2	JukAB__JukB	mandatory	317	3.6e-66	222.1	0.886	0.946	1	300			JukAB	JukAB	Defense
NZ_CP136842.1	gene-R0792_RS20500	Wadjet__JetD_I	3997	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	NZ_CP136842.1_Wadjet_I_8	1	1	1.0	4.0	1	Wadjet__JetD_I	mandatory	392	2.2e-74	249.4	0.967	0.969	12	391		NZ_CP136842.1_Wadjet_7	Wadjet	Wadjet_I	Defense
NZ_CP136842.1	gene-R0792_RS20505	Wadjet__JetC_I	3998	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	NZ_CP136842.1_Wadjet_I_8	1	1	1.0	4.0	1	Wadjet__JetC_I	mandatory	1101	2.2e-271	901.8	0.995	0.995	3	1097		NZ_CP136842.1_Wadjet_7	Wadjet	Wadjet_I	Defense
NZ_CP136842.1	gene-R0792_RS20510	Wadjet__JetB_I	3999	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	NZ_CP136842.1_Wadjet_I_8	1	1	1.0	4.0	1	Wadjet__JetB_I	mandatory	249	2.4e-52	176.0	0.839	0.827	42	247		NZ_CP136842.1_Wadjet_7	Wadjet	Wadjet_I	Defense
NZ_CP136842.1	gene-R0792_RS20515	Wadjet__JetA_I	4000	defense-finder-models/DefenseFinder/Wadjet/Wadjet_I	NZ_CP136842.1_Wadjet_I_8	1	1	1.0	4.0	1	Wadjet__JetA_I	mandatory	538	2.5e-108	361.6	0.992	0.907	46	533		NZ_CP136842.1_Wadjet_7	Wadjet	Wadjet_I	Defense
NZ_CP136842.1	gene-R0792_RS27260	Gabija__GajB_1	5314	defense-finder-models/DefenseFinder/Gabija/Gabija	NZ_CP136842.1_Gabija_1	1	1	1.0	2.0	1	Gabija__GajB_1	mandatory	643	3.1e-142	473.1	0.975	0.975	1	627			Gabija	Gabija	Defense
NZ_CP136842.1	gene-R0792_RS27270	Gabija__GajA	5316	defense-finder-models/DefenseFinder/Gabija/Gabija	NZ_CP136842.1_Gabija_1	1	1	1.0	2.0	1	Gabija__GajA	mandatory	500	2.2e-76	256.4	0.646	0.994	1	497			Gabija	Gabija	Defense
