hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
gene-Y11_RS07380	NC_017564.1	1365	889	Dodola__DolB	1.7e-27	94.2	0.437	0.202	565	744
gene-Y11_RS07415	NC_017564.1	1372	556	Zorya__ZorB	8.3e-08	29.6	0.664	0.342	357	546
gene-Y11_RS07705	NC_017564.1	1426	476	DEDDh_I_II_III_IV_V_VI_1	7.4e-14	50.0	0.981	0.38	12	192
gene-Y11_RS08055	NC_017564.1	1489	506	Paris_II__AriA_AAA21	5.7e-14	50.0	0.809	0.891	31	481
gene-Y11_RS08075	NC_017564.1	1493	220	Dpd__FolE	3.2999999999999997e-41	138.7	0.983	0.814	38	216
gene-Y11_RS08135	NC_017564.1	1505	251	CBASS__AG_E1_ThiF	6.9000000000000004e-62	206.8	0.996	0.932	13	246
gene-Y11_RS08270	NC_017564.1	1529	727	csf4_IV-A_1	2.6000000000000002e-30	103.3	0.895	0.89	28	674
gene-Y11_RS09130	NC_017564.1	1691	159	Retron_V__CSD	1.5e-35	120.9	0.563	1.0	1	159
gene-Y11_RS09225	NC_017564.1	1709	764	SDIC3__SDIC3F	0.0	1032.3	0.996	0.991	1	757
gene-Y11_RS09245	NC_017564.1	1712	135	SanaTA__SanaA	8.3e-37	124.3	0.978	0.978	1	132
gene-Y11_RS09250	NC_017564.1	1713	363	AbiEii__AbiEii	9.7e-28	95.5	0.757	0.625	74	300
gene-Y11_RS09250	NC_017564.1	1713	363	SanaTA__SanaT_1	5.7e-61	204.7	0.865	0.975	6	359
gene-Y11_RS09250	NC_017564.1	1713	363	SanaTA__SanaT	5.7e-68	227.1	0.86	0.788	74	359
gene-Y11_RS09435	NC_017564.1	1746	622	RM_Type_II__Type_II_REase06	1.1e-08	32.9	0.661	0.651	21	425
gene-Y11_RS09625	NC_017564.1	1783	232	Dpd__QueC	1.9e-45	152.7	0.936	0.909	2	212
gene-Y11_RS09650	NC_017564.1	1788	784	Dodola__DolB	4.3e-11	40.3	0.656	0.327	309	564
gene-Y11_RS09900	NC_017564.1	1837	1229	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	1.6e-09	35.1	0.774	0.483	1	594
gene-Y11_RS09900	NC_017564.1	1837	1229	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	1.7e-12	44.0	0.415	0.314	14	399
gene-Y11_RS10330	NC_017564.1	1917	857	Dodola__DolB	2.9e-27	93.5	0.669	0.331	551	834
gene-Y11_RS10670	NC_017564.1	1979	181	UG4__Fimbrae_999	2.5e-64	213.7	0.914	0.873	23	180
gene-Y11_RS10675	NC_017564.1	1980	164	UG4__Fimbrae_972	1.0999999999999999e-53	178.8	0.962	0.933	12	164
gene-Y11_RS10685	NC_017564.1	1982	248	UG4__Fimbrae_573	2.2e-129	427.9	0.984	0.984	2	245
gene-Y11_RS10690	NC_017564.1	1983	846	UG4__Fimbrae_114	0.0	1289.4	0.981	0.983	9	840
gene-Y11_RS10815	NC_017564.1	2007	120	Dpd__QueD	8.6e-76	249.8	1.0	1.0	1	120
gene-Y11_RS10835	NC_017564.1	2011	223	Dpd__QueE	3.0999999999999998e-105	348.4	0.995	0.991	2	222
gene-Y11_RS11825	NC_017564.1	2192	582	UG6__DnaG	3.7000000000000003e-34	116.0	0.823	0.491	35	320
gene-Y11_RS11915	NC_017564.1	2207	310	Retron__RT_Tot_9	2.5999999999999997e-29	100.1	0.749	0.884	25	298
gene-Y11_RS11915	NC_017564.1	2207	310	Retron__RT_Tot_5	3.7e-30	102.6	0.456	0.716	47	268
gene-Y11_RS11915	NC_017564.1	2207	310	Retron__RT_Tot_13	9.700000000000001e-31	104.6	0.869	0.903	17	296
gene-Y11_RS11915	NC_017564.1	2207	310	Retron__RT_Tot_14	4.1e-36	122.4	0.787	0.719	28	250
gene-Y11_RS11915	NC_017564.1	2207	310	Retron__RT_Tot_6	4.5999999999999995e-39	132.0	0.911	0.955	11	306
gene-Y11_RS11915	NC_017564.1	2207	310	Retron__RT_Tot_7	2e-44	149.8	0.804	0.945	16	308
gene-Y11_RS11915	NC_017564.1	2207	310	Retron__RT_Tot_10	4e-108	359.2	0.942	0.965	8	306
gene-Y11_RS11920	NC_017564.1	2208	105	Retron_VI__HTH	8.9e-35	116.5	0.97	0.943	1	99
gene-Y11_RS12035	NC_017564.1	2234	191	DS-34__DS-34A	8.2e-57	190.5	0.663	0.974	5	190
gene-Y11_RS12295	NC_017564.1	2278	188	RM_Type_II__Type_II_REase08	1.7e-13	49.7	0.831	0.968	7	188
gene-Y11_RS12300	NC_017564.1	2279	383	RM_Type_II__Type_II_MTases_FAM_15	4e-08	30.4	0.526	0.488	3	189
gene-Y11_RS12300	NC_017564.1	2279	383	RM_Type_II__Type_II_MTases_FAM_16	3.5e-10	37.2	0.422	0.402	24	177
gene-Y11_RS12300	NC_017564.1	2279	383	RM_Type_II__Type_II_MTases_FAM_22	3.2e-15	53.9	0.464	0.465	1	178
gene-Y11_RS12300	NC_017564.1	2279	383	RM_Type_II__Type_II_MTases_FAM_0	3.4e-30	103.3	0.962	0.979	1	375
gene-Y11_RS12300	NC_017564.1	2279	383	RM_Type_II__Type_II_MTases_FAM_2	1.1e-54	183.7	0.972	0.987	1	378
gene-Y11_RS12300	NC_017564.1	2279	383	Druantia_II__DruM	8.8e-65	217.1	0.835	0.987	1	378
gene-Y11_RS12955	NC_017564.1	2406	182	vcrx091	4.6e-86	285.5	0.662	1.0	1	182
gene-Y11_RS13515	NC_017564.1	2508	251	Retron_I_A__ATPase_TypeIA	1.1e-43	147.9	0.423	0.865	16	232
gene-Y11_RS13515	NC_017564.1	2508	251	Septu__PtuA	1e-44	151.8	0.501	0.853	31	244
gene-Y11_RS13520	NC_017564.1	2509	218	Retron_I_A__HNH_TIGR02646	6.2e-12	43.5	0.752	0.839	21	203
gene-Y11_RS13520	NC_017564.1	2509	218	Septu__PtuB	9.1e-23	79.4	0.893	0.94	1	205
gene-Y11_RS13880	NC_017564.1	2580	932	UG9__DNA_pol	1.4e-36	124.2	0.721	0.428	519	917
gene-Y11_RS14495	NC_017564.1	2691	833	Thoeris_I__ThsA_new_grand	8.1e-29	98.3	0.446	0.251	6	214
gene-Y11_RS15265	NC_017564.1	2842	270	RM_Type_II__Type_II_MTases_FAM_23	1.1e-19	68.5	0.561	0.652	86	261
gene-Y11_RS15265	NC_017564.1	2842	270	RM_Type_II__Type_II_MTases_FAM_4	8.299999999999999e-88	292.0	0.982	0.989	2	268
gene-Y11_RS15685	NC_017564.1	2926	373	PsyrTA__PsyrA	1.3e-26	91.3	0.5	0.536	77	276
gene-Y11_RS15685	NC_017564.1	2926	373	ShosTA__ShosA	2.6e-60	201.9	0.657	0.528	73	269
gene-Y11_RS15880	NC_017564.1	2959	674	Gabija__GajB_1	1.4e-37	127.4	0.904	0.884	19	614
gene-Y11_RS15880	NC_017564.1	2959	674	UG35__UvrD	1.5e-85	285.6	0.514	0.623	2	421
gene-Y11_RS15880	NC_017564.1	2959	674	Gabija__GajB_2	1.1e-106	355.5	0.775	0.963	2	650
gene-Y11_RS15945	NC_017564.1	2972	376	Veles__VlsB1	2.4e-120	399.8	0.978	0.995	2	375
gene-Y11_RS15945	NC_017564.1	2972	376	Veles__VlsB2	3.3e-122	406.0	0.941	0.995	1	374
gene-Y11_RS16060	NC_017564.1	2988	720	Gabija__GajB_3	5.3e-19	66.4	0.663	0.383	24	299
gene-Y11_RS16060	NC_017564.1	2988	720	Gabija__GajB_1	3.8e-38	129.3	0.912	0.828	21	616
gene-Y11_RS16060	NC_017564.1	2988	720	UG35__UvrD	7.2e-82	273.5	0.527	0.596	9	437
gene-Y11_RS16060	NC_017564.1	2988	720	Gabija__GajB_2	3.9e-105	350.3	0.77	0.874	9	637
gene-Y11_RS16100	NC_017564.1	2996	616	PsyrTA__PsyrT	7.1e-99	329.6	0.499	0.544	13	347
gene-Y11_RS16365	NC_017564.1	3047	508	DRT2__RmuC	2.1e-112	373.7	0.967	0.925	12	481
gene-Y11_RS16400	NC_017564.1	3054	260	Gao_Qat__QatD	1.9e-09	35.0	0.78	0.781	15	217
gene-Y11_RS16590	NC_017564.1	3081	266	CBASS__AG_E1_ThiF	2.1e-62	208.4	0.984	0.898	21	259
gene-Y11_RS17125	NC_017564.1	3174	181	DEDDh_I_II_III_IV_V_VI_1	2.5e-11	41.8	0.956	0.867	9	165
gene-Y11_RS17835	NC_017564.1	3302	254	RM_Type_II__Type_II_REase19	6.7e-85	283.2	0.772	0.992	1	252
gene-Y11_RS18080	NC_017564.1	3350	265	Gao_Qat__QatD	3.1e-19	67.1	0.957	0.955	2	254
gene-Y11_RS18160	NC_017564.1	3366	169	Zorya__ZorB	4.9e-09	33.7	0.54	0.728	43	165
gene-Y11_RS19370	NC_017564.1	3592	1209	Gabija__GajB_2	1.4000000000000001e-46	157.0	0.707	0.663	18	818
gene-Y11_RS19405	NC_017564.1	3598	269	CBASS__AG_E1_ThiF	5.3999999999999995e-39	131.8	0.791	0.866	28	260
gene-Y11_RS19415	NC_017564.1	3600	401	Dnd__DndA	1.4000000000000001e-30	104.3	0.981	0.928	21	392
gene-Y11_RS19750	NC_017564.1	3660	260	DEDDh_I_II_III_IV_V_VI_1	3.6e-40	135.5	0.994	0.642	9	175
gene-Y11_RS20345	NC_017564.1	3769	404	Dnd__DndA	2.9e-138	458.7	0.966	0.903	5	369
