Geneid	15_R1	60_R1	180_R1	300_R1	420_R1	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-SynWH7803_1201	64.26912342553577	141.24712343151106	88.02521659935809	57.96641163818523	30.895128795905936	host	gene-SynWH7803_1201	None	None	18.038329132818856
gene-SynWH7803_0500	4327.637674770931	4762.413222293403	3628.504822859993	1921.1948148977167	984.584471694842	host	gene-SynWH7803_0500	None	None	666.3644890272816
gene-SynWH7803_2059	753.00093053344	1235.1094057446612	1169.3990772002858	252.10979068940844	91.01200998859885	host	hli	None	None	308.7896251244909
gene-SynWH7803_1533	131.7652937769234	150.72136077587734	122.44136127912893	35.81885022376333	16.289620867529184	host	lysA	None	None	32.47613772282218
gene-SynWH7803_2458	90.01979744831878	88.20397009787706	82.74050074530324	28.525839465304262	11.79382107109036	host	aspS	None	None	18.34784662233935
gene-SynWH7803_0575	29.642142177828553	50.3761546849056	34.46599531262922	20.007440189481105	12.573673467895247	host	gene-SynWH7803_0575	None	None	5.691798086312422
gene-SynWH7803_0231	55.48185001510055	55.51782566156579	39.14674508501727	20.32841234734509	10.087741992637504	host	kdsA	None	None	9.345073189680178
gene-SynWH7803_1803	32.34815758625613	41.1910764579907	34.26460627342092	14.628861927319699	9.778769601018471	host	gene-SynWH7803_1803	None	None	5.527694310657305
gene-SynWH7803_0756	336.133861069091	165.0238170738483	183.17400431664674	59.37415865552328	33.07984652695654	host	gene-SynWH7803_0756	None	None	74.29580074860063
gene-SynWH7803_1048	198.51792940771807	143.98521616280485	170.83058614698118	67.12008770104045	32.33894386651044	host	gene-SynWH7803_1048	None	None	32.26558868547057
gene-SynWH7803_1091	104.4887035743311	98.61504738644872	90.52740450083874	57.11502182589943	26.20124259388994	host	gene-SynWH7803_1091	None	None	11.589911063181331
gene-SynWH7803_1935	81.69770309073587	78.05099512258185	83.18178341594486	33.48685502448762	22.535270415837275	host	gene-SynWH7803_1935	None	None	11.508035582338989
gene-SynWH7803_0463	262.3990089166262	147.3635716481833	172.98757751498036	30.709539557264208	28.691203666132967	host	gene-SynWH7803_0463	None	None	61.961556079454816
gene-SynWH7803_1957	173.7548472392882	198.89883780150097	160.88331312486744	48.33333401978324	30.161777912618863	host	fabZ	None	None	39.15500172406387
gene-SynWH7803_1614	67.63338881435766	112.55605266044422	69.80493500166463	37.23054896918722	14.492099717185452	host	gene-SynWH7803_1614	None	None	18.246803596075928
gene-SynWH7803_0261	44.86635610638452	59.39490360547693	41.64103746599988	23.247072909561652	7.719591973804599	host	gene-SynWH7803_0261	None	None	9.149219953214493
gene-SynWH7803_1927	39.82668647083129	63.89005139695843	40.800141632032364	17.436296620766115	8.955109795914764	host	gene-SynWH7803_1927	None	None	10.971060661053267
gene-SynWH7803_0144	51.644606135815444	52.261400741793686	56.05438236365823	25.908270846928122	12.301457887681874	host	gene-SynWH7803_0144	None	None	7.613652253556644
gene-SynWH7803_2467	114.3962892356808	203.32430666571642	143.36382917599656	61.09659786664722	34.64766422769407	host	gene-SynWH7803_2467	None	None	32.15008518105513
gene-SynWH7803_0652	247.80117409984754	215.13123596477297	197.08951120106966	53.232679329355996	25.891793689138908	host	rpsA	None	None	55.15520471463823
gene-SynWH7803_0542	100.43769573847992	95.05211077929846	90.65689833274097	36.9593840605069	18.671403924482284	host	recQ	None	None	16.6586574492974
gene-SynWH7803_1338	67.91227893167581	117.5273649278415	74.03097435106079	34.19896252102111	18.99425919870342	host	gene-SynWH7803_1338	None	None	18.818805082430266
gene-SynWH7803_0135	16.130282271337904	20.942504271685483	10.958134590854401	11.139262684648957	9.47647535052509	host	gene-SynWH7803_0135	None	None	1.3149831519682649
gene-SynWH7803_0139	75.26338779023355	84.8240981653117	47.97207137948739	28.059578604478762	15.070170485125132	host	gene-SynWH7803_0139	None	None	14.157693700311992
gene-SSBP1_gp45	224.4240981370798	873.0712397505932	1689.5732830710542	11588.706845545072	20147.789759339437	phage	gene-SSBP1_gp45	middle	late	8849.709547772385
gene-SynWH7803_1630	306.6570111728918	205.64508872888723	313.6765263488263	71.3867472056016	46.14340720125034	host	gene-SynWH7803_1630	None	None	67.73111960519448
gene-SynWH7803_1155	173.20358881719446	169.50391721255338	151.712982166588	49.38465488459789	29.916387972328902	host	gene-SynWH7803_1155	None	None	33.5536395516765
gene-SynWH7803_2060	405.1513538730765	517.5549707192114	473.2407239930251	110.50295140800807	43.55439764376726	host	rpoC2	None	None	122.30462809068
gene-SynWH7803_0871	29.02266105310392	32.300371949650085	20.44963299189687	15.5367819009302	9.983225285945748	host	gene-SynWH7803_0871	None	None	3.1924752855424523
gene-SynWH7803_0774	49.84439433400898	43.486690726358404	37.237373884170346	17.23478664381777	10.949679654637173	host	glk	None	None	7.172233390071238
gene-SynWH7803_2326	259.1251135053673	357.55101785843476	320.5081686801512	92.400858761404	61.6482110226353	host	gene-SynWH7803_2326	None	None	65.88362318842393
gene-SynWH7803_1948	37.11229135924761	37.55132335387591	47.42876968342341	9.409529511013048	5.414511013794415	host	gene-SynWH7803_1948	None	None	10.265729203342557
gene-SynWH7803_2215	59.41316323469115	56.39536165081907	51.86030690192572	21.30099289304693	10.138741699374803	host	gene-SynWH7803_2215	None	None	10.183059375157072
gene-SynWH7803_1608	49.73488056193049	50.29113216658978	50.85639505550275	22.574336105786404	14.627233143457067	host	gene-SynWH7803_1608	None	None	6.579876571034889
gene-SynWH7803_1945	110.03453200454295	111.68643019356668	85.09347148182661	42.47643248848226	23.181314876081842	host	gene-SynWH7803_1945	None	None	17.227786890281244
gene-SynWH7803_2238	42.95270001657281	34.89321766180636	39.34217494084945	16.904923319493367	11.396555519222053	host	gene-SynWH7803_2238	None	None	5.447075197075508
gene-SynWH7803_1779	54.678434386056	122.7505934744216	62.81548699835665	31.92939958532709	18.26776186833925	host	gene-SynWH7803_1779	None	None	22.32857587149693
gene-SynWH7803_0777	41.398774306783345	60.817277929846114	25.902460157850403	24.086028370957926	20.74206185936786	host	gene-SynWH7803_0777	None	None	6.428583477370031
gene-SynWH7803_0001	151.1729016661865	180.2348307633654	140.9185291462777	52.548603269195944	28.985164609177247	host	dnaN	None	None	31.497454907474335
gene-SynWH7803_0407	2341.589670844143	2688.541616708087	2423.583264853181	381.4770408670624	132.42949034492025	host	rpsI	None	None	759.5139309141297
gene-SynWH7803_0812	38.41083274008296	34.34399188071795	33.375379130568035	14.76032520422455	9.820161218377278	host	gene-SynWH7803_0812	None	None	5.095709024643148
gene-SynWH7803_1796	473.8259788395368	855.7598130739664	406.4370997563096	277.51888823684914	186.26201941702905	host	gene-SynWH7803_1796	None	None	120.87894117531948
gene-SynWH7803_0558	398.19774315590627	675.9887948407476	486.4783334850273	304.2323311241601	98.25302664041351	host	gene-SynWH7803_0558	None	None	93.52451159730369
gene-SynWH7803_0412	2015.9695027792823	1957.1719351899878	2098.329416030934	400.85074573379256	135.79501150678445	host	rpsK	None	None	566.4733470046189
gene-SynWH7803_1166	261.9841116934403	282.482277951183	272.6452332329819	68.41720183733055	38.61762761927473	host	gene-SynWH7803_1166	None	None	62.901542057475446
gene-RNA_14	200.89674209346137	398.9910542517549	246.01811136674712	152.18517592697816	73.92749818369964	host	gene-RNA_14	None	None	54.90493288101741
gene-SynWH7803_1291	2588.886953871453	4090.2353085281757	3252.5519970519226	790.8830189000198	234.0452387892308	host	rpmG	None	None	974.9646750014201
gene-SynWH7803_2456	558.6391598562301	756.2062673787057	652.0319194288762	402.19930308030774	192.78361366205397	host	gene-SynWH7803_2456	None	None	76.26311854067464
gene-SynWH7803_0935	83.97587642112418	77.67025856100828	81.01949832980092	49.375634856308466	29.907678689076405	host	gene-SynWH7803_0935	None	None	6.991710029619312
gene-SynWH7803_1073	19.29709183877881	24.733612596517048	17.18713341130103	22.106217746494632	17.760537641350265	host	dnaG	None	None	0.39599964363129914
gene-SynWH7803_0664	39.89336433199123	58.1350117108153	30.41641098913402	26.973984598237408	15.276874577903564	host	gene-SynWH7803_0664	None	None	6.0335234071647506
gene-SynWH7803_1394	96.95957348511476	147.30566278811918	66.7401997735908	57.37049027532094	34.972277060459774	host	gene-SynWH7803_1394	None	None	18.670840889718352
gene-SynWH7803_1340	116.1074616315396	193.4862654093757	120.65033774950632	44.77723510894967	24.04844396318318	host	lspA	None	None	36.555187657151365
gene-SynWH7803_0956	112.42257824127637	156.2035199949167	86.52082229046643	53.413600853874065	27.884221880079483	host	gene-SynWH7803_0956	None	None	23.045227155138
gene-SynWH7803_0910	24.545787639502375	77.376053036156	35.29258449972389	38.42224550330328	19.43258825713504	host	gene-SynWH7803_0910	None	None	10.65573881728341
gene-SynWH7803_0481	207.77344013214594	225.18578694740089	203.05259842605582	71.83543798333096	35.55044930622999	host	pebB	None	None	41.70705798485363
gene-SynWH7803_0669	291.1359448291261	224.19017849628577	308.2603064738833	67.55204467037129	40.423987109029	host	por	None	None	67.28635721894517
gene-SynWH7803_1672	35.03377294884077	67.3670609967929	25.26118145203544	32.154560029697656	18.80938571827648	host	gene-SynWH7803_1672	None	None	7.894011354490939
gene-SynWH7803_0222	225.00837572883157	172.1399831590886	186.4915106686273	58.85948516221084	29.008518586092435	host	gene-SynWH7803_0222	None	None	43.42673559451462
gene-SynWH7803_0027	65.43327921770882	84.16359207414726	53.115676825718005	29.657330956111867	17.638398895773467	host	murB	None	None	11.504186950991462
gene-SynWH7803_1370	352.10709005820735	376.7370485342365	299.09067140440527	111.56594803400519	56.663248002113384	host	gene-SynWH7803_1370	None	None	70.94466517115137
gene-SynWH7803_2040	33.84762859748893	56.00655401101895	37.51713706443034	19.91768517033897	10.732190827415428	host	gene-SynWH7803_2040	None	None	7.642557496859301
gene-SynWH7803_0072	88.36332893245931	114.35417076766528	75.71793089778934	37.753946395661686	21.6906857680641	host	asd	None	None	16.81489650548051
gene-SynWH7803_2271	95.13223834277535	331.18598250413936	139.3535371272576	92.92433143764886	31.092141211416063	host	gene-SynWH7803_2271	None	None	76.29735477415302
gene-SynWH7803_0929	27.44138872220229	55.75701946856081	26.667859951815355	16.367534091953733	15.803663356451962	host	gene-SynWH7803_0929	None	None	7.433062864580301
gene-SynWH7803_2022	1432.4404912989596	1324.8692252484748	1136.755055441217	327.2210139143056	89.47444516747892	host	atpI	None	None	347.4850641720681
gene-SynWH7803_0619	115.2329558370958	150.05526284123792	130.37161220393673	35.862618392730205	15.309528533939018	host	gene-SynWH7803_0619	None	None	32.183728523328966
gene-SynWH7803_0224	24.79023568777774	87.19585630905647	40.703865962336344	20.92415592071635	12.062122553138884	host	gene-SynWH7803_0224	None	None	19.187484957370483
gene-SynWH7803_2079	189.84711646106217	192.03349514327584	187.05124391978063	49.46049053169315	24.32284305493974	host	infB	None	None	44.07603425684023
gene-SynWH7803_0428	804.6528520925394	1723.7067627371307	1258.6430717309465	242.73672440750875	54.884546693454	host	rpsC	None	None	471.9936214514232
gene-SynWH7803_1920	268.65738537729027	293.64808280521555	242.8215958714794	112.7859589926301	62.534945669577425	host	gene-SynWH7803_1920	None	None	42.57641823973087
gene-SynWH7803_2490	50.951887605367034	58.25269392075622	51.35326788075766	22.896521810131752	16.858401241254814	host	gene-SynWH7803_2490	None	None	7.039213454705371
gene-SynWH7803_1428	231.76878569160317	267.0831060895049	201.91180008291585	67.15879081812143	40.33178694877084	host	gene-SynWH7803_1428	None	None	51.09839253713197
gene-SynWH7803_0411	1514.236119535819	1644.9717060732396	1569.9145602883152	333.258345514296	110.47572767269467	host	rpoA	None	None	432.0730539835715
gene-SynWH7803_0736	25.232691581146987	63.462284433994576	13.72281475775761	24.96457829615657	6.770936674959944	host	gene-SynWH7803_0736	None	None	14.327785430093787
gene-SynWH7803_0697	29.684613355842636	50.23909581525537	26.61354773179087	14.877677613092061	11.544984406733288	host	gene-SynWH7803_0697	None	None	7.012548570809742
gene-SynWH7803_1286	57.46073399361769	89.63035272348239	43.13538105521808	32.95986967605658	17.903730381832492	host	gene-SynWH7803_1286	None	None	12.352269902178433
gene-SynWH7803_1577	129.0141694499687	84.65185483615511	80.41261070186235	46.77746131442442	53.65016340653654	host	gene-SynWH7803_1577	None	None	10.687317204366934
gene-SynWH7803_1238	107.12282177932984	186.33511556986375	133.82558215183556	77.45629182129036	29.10947425268899	host	htpG	None	None	26.136941170264425
gene-SynWH7803_0161	17.244468193807702	31.853533005357335	20.482457442927203	17.703072375900955	9.35758664067498	host	gene-SynWH7803_0161	None	None	2.738093187905526
gene-SynWH7803_2275	229.84996373585201	219.02276703222716	255.3458122716475	57.012136152562476	23.892742230844437	host	gene-SynWH7803_2275	None	None	59.27851635693958
gene-SynWH7803_0711	276.17672802619717	218.16932500257744	245.1226860296525	72.51930387468656	40.315105756385705	host	gene-SynWH7803_0711	None	None	53.45139987478252
gene-SynWH7803_1498	390.9465418539771	1739.662975730545	954.841444717449	627.728289126288	130.88023380949758	host	gene-SynWH7803_1498	None	None	402.38774492633667
gene-SynWH7803_2031	68.42246960611169	100.73706388771146	82.81575428658435	27.270412674093503	16.437509191981643	host	resB	None	None	17.641159180094085
gene-SSBP1_gp25	150.08282002474027	438.02413258243047	2359.9284106529226	11478.159056974686	15048.785722600749	phage	gene-SSBP1_gp25	middle	late	6454.384272794588
gene-SynWH7803_2152	58.74822445914417	49.24901869650526	61.73273382981418	26.149263575918944	16.191238739384662	host	fbaB	None	None	7.728151086772545
gene-SynWH7803_0453	60.42303571996839	98.26789619044695	60.926264858198984	29.10080397574201	21.47247321230391	host	gene-SynWH7803_0453	None	None	13.793520610889434
gene-SynWH7803_2292	82.0713775551321	93.32169605441047	75.62273353761157	32.734523319869076	15.49572348967659	host	gltA	None	None	15.256589142346302
gene-SynWH7803_0573	248.27635935590433	177.81652600963437	234.61690297783215	71.86781880491286	35.38744486385659	host	proC	None	None	47.877372824579766
gene-SynWH7803_0964	313.04184206108215	409.15582634816866	232.28804580667133	110.48729294876037	65.4362665801486	host	gene-SynWH7803_0964	None	None	71.02360610311453
gene-SynWH7803_0015	112.19256726449562	104.10133162356037	149.54345214107536	26.571387813189084	15.711806966110036	host	dusA	None	None	32.90186479862966
gene-SynWH7803_1768	213.35907650023262	223.0762077275471	207.78256354606572	69.2706707412821	41.06021970610593	host	gene-SynWH7803_1768	None	None	41.18261672953646
gene-SynWH7803_0730	380.7086323177451	436.6584048368881	383.6899006269028	108.55384045632127	59.31340527264911	host	ictA	None	None	90.09914416560697
gene-SynWH7803_0113	67.8809701256936	81.05704309128483	52.20733177259459	29.754293899488935	13.363939432647685	host	wcaG	None	None	12.423667888939658
gene-SynWH7803_0514	187.81744447160364	268.76840415262114	210.10716862466197	62.059496523369084	31.762591695759266	host	gene-SynWH7803_0514	None	None	53.701060956429245
gene-SynWH7803_1081	16.74560419901186	38.310330236173016	28.283833876394468	36.521972651604706	29.261426333137706	host	umuD	None	None	1.9488164000798893
gene-SynWH7803_1613	55.327066595145	88.88929590870949	52.51263780635246	29.39025884304076	14.065492452783458	host	gene-SynWH7803_1613	None	None	13.505648234746205
gene-SynWH7803_1849	61.884592653771485	92.52891672050553	50.49041200262957	41.0019112025786	25.298574526059035	host	gene-SynWH7803_1849	None	None	9.407640080187134
gene-SynWH7803_1540	18.101894620611557	29.168015554026717	17.675927747202635	13.672311120675612	10.627755196422106	host	gene-SynWH7803_1540	None	None	2.216405680880095
gene-SynWH7803_1133	142.71425144471837	111.98090676028866	118.20805986090157	30.92862612735357	16.710408764804058	host	upp	None	None	30.305841425725447
gene-SynWH7803_2072	169.0394555125858	104.96651556327959	110.5857192325469	57.686394978770096	19.228594861464522	host	gene-SynWH7803_2072	None	None	27.998043419725747
gene-SynWH7803_2524	57.690405390789294	54.508947524820734	50.333450119199384	18.152517085798955	11.932165833980825	host	gene-SynWH7803_2524	None	None	9.783409356251513
gene-SynWH7803_0931	178.10768013505583	319.6429871549187	317.9611366076945	72.836728437101	74.31363421409884	host	gene-SynWH7803_0931_gene_hli	None	None	62.72991746580673
gene-SynWH7803_1029	357.84777108640674	338.16435650408226	382.93831261863176	206.30192394573226	89.85970481980686	host	gene-SynWH7803_1029	None	None	44.72400604006861
gene-SynWH7803_0363	37.48968318789548	39.22477940706439	30.860269709418787	20.84712558329981	14.186810729528114	host	proW	None	None	3.2595331469948254
gene-SynWH7803_1937	1757.9787435417566	1537.3779750091642	1489.6442153230594	395.3993829442626	276.72710715375973	host	gene-SynWH7803_1937	None	None	357.31817440081824
gene-SynWH7803_1794	21.14714012018666	32.7699692297028	19.82994714365757	10.133339473398667	9.370092506270908	host	gene-SynWH7803_1794	None	None	3.9211773648163284
gene-SynWH7803_1079	78.03390104980998	83.88387924588895	87.50105819618501	42.50598131108294	26.47273737429139	host	gene-SynWH7803_1079	None	None	9.46738885368283
gene-SynWH7803_1912	82.91841846206499	117.43003377676253	79.8406431953726	26.378213682108008	17.89031934783861	host	gene-SynWH7803_1912	None	None	21.577943603187887
gene-SSBP1_gp12	181.05508855336643	570.814757361061	5375.341260440731	23021.395836693544	22712.891409281263	phage	gene-SSBP1_gp12	early	middle	10358.165909877986
gene-SynWH7803_0787	45.25898738441578	116.06407955423398	63.50960254177367	56.239363882952986	24.690323175191054	host	gene-SynWH7803_0787	None	None	15.132897791869455
gene-SynWH7803_0923	29.770252341362557	29.29090259292262	25.747721926843514	15.691409382301421	11.010231603316221	host	gene-SynWH7803_0923	None	None	2.57999424113221
gene-SynWH7803_0797	531.5888260858305	647.9075998949933	352.67981340468896	237.87184730091215	183.5729494670406	host	gene-SynWH7803_0797_gene_hli	None	None	78.67902673740602
gene-SynWH7803_1168	172.83112618545815	168.61328282548004	134.17786115800365	54.59115222634153	33.594130874902525	host	gene-SynWH7803_1168	None	None	29.864275064657843
gene-SynWH7803_1665	13.99621773843323	19.600749212329923	9.235713253004036	12.965226983466094	7.804462669307603	host	proP	None	None	1.3417163254490367
gene-SynWH7803_1953	1079.8282860507638	1350.9531857906525	1111.9889251640254	439.2827711607731	280.70305473070005	host	gene-SynWH7803_1953	None	None	202.95986840581995
gene-SynWH7803_1823	242.66740790548033	308.32739004521477	209.23217245440173	100.78651609573977	46.70551082407521	host	gene-SynWH7803_1823	None	None	49.883194449202016
gene-SynWH7803_1919	90.71893443371638	88.65393148882764	69.56219553568766	36.941115858051226	25.79795266459486	host	gene-SynWH7803_1919	None	None	11.32712369753545
gene-SynWH7803_1990	161.55343886830372	118.54934201417056	124.60893602770552	43.823095336671294	34.36499818103881	host	gene-SynWH7803_1990	None	None	25.14769768075757
gene-SynWH7803_1145	1440.3794405501953	835.0637575455892	1099.2449936335342	193.19615619849696	74.00822918040575	host	cbbA%2C cfxA%2C fbaA%2C fda	None	None	376.31248123181996
gene-SynWH7803_0633	74.36785654610692	94.05584466939376	76.33896991023141	42.525238022640366	25.49201421106846	host	ftsI	None	None	9.900574383107056
gene-SynWH7803_2272	56.256604817011954	173.71319039149276	64.03446897142338	48.76124149441515	14.86387596349727	host	gene-SynWH7803_2272	None	None	40.433841901799376
gene-SynWH7803_1102	631.4125632182241	546.2736467767314	493.12421651948705	148.264528712466	74.37752023071235	host	acsF	None	None	132.4301237804204
gene-SynWH7803_1634	279.2062002304629	311.5364335673923	296.3378371362885	71.08040574814702	38.69396428292968	host	trxB	None	None	70.85575017054288
gene-SynWH7803_2313	38.415381989913996	48.98810425579935	35.743896321971	26.533916551389737	11.975264472184058	host	mraW	None	None	4.788477593456141
gene-SynWH7803_1109	86.36449966741039	73.2856471906288	46.099804157189595	25.412474862180403	15.940095436728281	host	gene-SynWH7803_1109	None	None	14.741873632458455
gene-SynWH7803_2364	79.52127496711134	144.00106076879445	105.54865738486124	67.78481336802423	32.62436743944266	host	gspD	None	None	16.226462799469587
gene-SynWH7803_1578	47.68895884246176	67.07885966632534	43.54944174293052	24.34529063960519	13.700154986477393	host	gene-SynWH7803_1578	None	None	8.856514015781586
gene-SynWH7803_1848	85.0210185991168	90.96789037690077	66.02756348969942	31.41391564377119	23.764143505112333	host	tatC	None	None	12.618066999919346
gene-SynWH7803_0472	97.06003328968545	108.87305029505497	86.76943703593003	21.472099134636714	12.901569742969919	host	purM	None	None	24.565105623675425
gene-SynWH7803_2279	107.83428068251972	162.7648800727012	104.25303093908208	68.15758876196217	34.12950374572456	host	gene-SynWH7803_2279	None	None	19.42249080768639
gene-SynWH7803_2088	73.95239366037448	95.21702793691715	79.40449171857566	36.60303506351255	23.536765653634845	host	gene-SynWH7803_2088	None	None	11.8985394630523
gene-SynWH7803_1262	88.66872572715631	88.61566085144848	75.99389861407104	30.356428539895756	19.680855935216904	host	dapF	None	None	14.502166127052611
gene-SynWH7803_0275	153.15279603489506	117.16735027243011	100.89075786334112	34.17488843235989	18.233824695818267	host	gene-SynWH7803_0275	None	None	30.623207061193394
gene-SynWH7803_0174	28.925109378249033	42.76780060004887	32.76104890269728	23.14664854396881	15.321172658428349	host	gene-SynWH7803_0174	None	None	2.9681387376569646
gene-SynWH7803_0634	428.400483067407	228.64058210670217	266.7265950982506	82.8862164769487	45.38293903529674	host	tal	None	None	89.84477394433722
gene-SynWH7803_1413	196.73951192223365	117.58414143263757	116.90313416414178	73.79510644285233	37.93981516869222	host	gene-SynWH7803_1413	None	None	26.010070694329478
gene-SynWH7803_0446	580.070187524112	610.7989133237692	605.3056741884238	191.92094591973816	97.18514995796906	host	gene-SynWH7803_0446	None	None	121.1112797485456
gene-SynWH7803_2472	18.96145592989296	26.22079896676375	17.002266985268445	16.243457878500628	10.415380984533275	host	gene-SynWH7803_2472	None	None	1.4615130066907513
gene-SynWH7803_0175	29.43370872532109	29.259343978462027	27.232581249869668	17.487116488503702	8.467690121178217	host	gene-SynWH7803_0175	None	None	3.0221576009791793
gene-SynWH7803_1587	25.384032697500647	41.35496591320861	24.824676651094645	16.899642696836413	12.3334420563278	host	gene-SynWH7803_1587	None	None	4.057949589507727
gene-SynWH7803_1911	90.66438823896192	109.70924021742421	96.21065426663861	30.188907181166865	19.710196660808396	host	gene-SynWH7803_1911	None	None	19.632552318807534
gene-SynWH7803_0071	169.962559775741	182.57345010295103	201.24137724841057	34.11984767363653	12.11800998607354	host	tig	None	None	53.37494335200106
gene-SynWH7803_1818	290.8081568843444	219.80683172765347	196.6973376117945	43.01200489811964	23.319105908562047	host	gene-SynWH7803_1818	None	None	70.1398695374893
gene-SynWH7803_1996	429.9653489348729	508.83977082916965	403.36630578725675	141.25017377073434	99.93902532240877	host	secG	None	None	85.27794303001365
gene-SynWH7803_0141	106.47931326866977	95.30043231387315	104.75847500221238	32.69713079036124	21.116823342182606	host	secA	None	None	19.255161340155077
gene-SynWH7803_0147	129.7334678409796	140.7773436418275	120.41769949932302	47.22933562489172	21.497723942997823	host	gyrB	None	None	25.20489215546097
gene-SSBP1_gp03	136.0018455877613	884.5779447225945	6659.102594205552	15050.794148099205	9630.749613065213	phage	gene-SSBP1_gp03	early	middle	4788.835020417621
gene-SynWH7803_0702	36.721720736150154	67.31422408620718	47.72116209867606	23.792506878265254	12.561034007069777	host	dnaA	None	None	9.588711040480044
gene-SynWH7803_2351	200.23361706329544	217.9778224131523	205.62020461147438	47.99975600021048	21.547371878170296	host	pgk%2C cbbk	None	None	52.64214021929262
gene-SynWH7803_2449	33.62195682042475	43.24195246127057	27.61302839057439	16.720637547150847	11.734369403497958	host	gene-SynWH7803_2449	None	None	4.858700719852466
gene-SynWH7803_1056	469.36649174816074	262.01626643194913	380.4442556427029	73.39346254832584	36.40010604181786	host	msrA	None	None	116.18620358522962
gene-SynWH7803_0670	511.62416778103506	249.22476905266296	429.64885477924736	89.44861387012403	60.64388293039544	host	chlL%2C frxC	None	None	119.88202894768723
gene-SynWH7803_0997	56.89084531111667	67.83858026214648	54.886626857272546	25.718498382187565	14.524659095146143	host	gene-SynWH7803_0997	None	None	9.35132763112535
gene-SynWH7803_2258	277.9715239102027	411.6972664765584	234.4205780191093	137.34166195715	56.0993629619687	host	gene-SynWH7803_2258	None	None	66.17345693917802
gene-SynWH7803_2398	42.69588267716132	47.80378021299726	34.363651197430514	15.342643410458496	8.440291376257244	host	alaS	None	None	7.914724368888959
gene-SynWH7803_0287	1248.174832861362	978.9688839460421	1244.3619708755307	148.06940188858036	74.49158831901765	host	psbK	None	None	368.971419007604
gene-SynWH7803_0819	270.0973610839308	127.1743794020905	128.10775376934333	56.87078275887007	53.935346999395215	host	gene-SynWH7803_0819	None	None	48.31039967543784
gene-SynWH7803_1137	57.45890781424398	109.80967589659792	54.766874897265545	27.533303101190892	19.145407149886736	host	gene-SynWH7803_1137	None	None	18.76443695024199
gene-SynWH7803_0519	192.1429583174873	158.69663940551692	160.31635986383793	51.539439420404804	24.26503083959719	host	gene-SynWH7803_0519	None	None	37.72907123673498
gene-RNA_18	488.69300518548977	1420.4081531362476	760.2514569303238	307.20610047371366	108.60953436864516	host	gene-RNA_18	None	None	336.0858667568629
gene-SynWH7803_0033	555.7812263363325	432.5262523616149	536.4728587323972	96.74825968059666	43.44571517488048	host	accB	None	None	144.50356423820992
