Geneid	0_R1	0_R2	0_R3	0_R4	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	25_R1	25_R2	25_R3	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-PA5278	23.457280537848668	30.083097801080747	28.183960659372918	34.43454605713343	17.375729684670247	16.927710495099188	22.7119098940441	4.044404541829079	5.017779317991155	8.814984895915051	2.2818746842525086	1.7569226531482571	1.2274307571200131	host	dapF	None	None	8.679717988822581
gene-PA5045	21.613356446786913	30.64876466783465	29.38936319218122	35.68224685202275	12.733126363705823	10.457929031185865	21.624291201646923	3.9691803699311303	3.673490779682756	7.133162075102428	2.0599173710529857	0.8144783917400882	1.0063196053716281	host	ponA	None	None	10.253746674919558
gene-PA2994	16.801985965497273	23.241176217011418	23.353891621594396	20.956965392850694	11.896814970387002	13.297349692731565	17.01037370196266	3.918810882798835	6.2936943730519666	12.023938326832335	1.7954466192562712	1.867989674367905	1.9017000034740879	host	nqrF	None	None	5.129473708150794
gene-EST35_0006	0.0781345203100539	0.14196909654660228	0.07641293851936319	0.07905948923998708	87.63110768652903	538.2849499815578	30.088197479396616	216.00960593366912	734.4935550776001	783.2460565679944	323.6980397122001	392.65224794848604	536.2502635945527	phage	gene-EST35_0006	early	middle	281.03704392633443
gene-PA4125	2.8868021244325255	3.147162262376588	2.5152106175228557	2.8147592199641207	1.8386104813664437	1.7499146354051647	4.109944515248971	0.8579584920745645	0.5394972976129706	0.6231991224356287	1.6935545341242144	0.4906629734199151	0.5989400817185736	host	hpcD	None	None	0.7076856677316982
gene-PA0743	2.9205063511209444	3.969436946921722	3.9356496762481377	4.816547344466906	4.355404648592614	3.879890795455436	5.895370542352593	1.8067204452263919	1.9172102032972271	2.06021406453104	0.7419921203019132	0.46065587327765556	0.6122943756253423	host	gene-PA0743	None	None	0.9804042560192818
gene-PA0562	3.330961416951275	6.385454475784955	4.094375052397522	6.524340427591468	2.8848525586728178	3.18001322229251	6.129760169866303	0.5962042739907404	0.6631154438314488	1.8801728675663998	0.7999826155741467	0.36729628296005074	0.271223730832559	host	gene-PA0562	None	None	1.7911567837960662
gene-EST35_0224	0.014324662056843214	0.026027667700210415	0.014009038728549918	0.014494239693997633	0.5358069315931235	17.178439145302832	4.133285809727696	100.25446784644127	267.89100475509804	19.77583139488014	1109.845067998297	1802.2960784643365	1364.079797154867	phage	gene-EST35_0224	late	late	1010.2511201007161
gene-PA0467	1.3618809143897317	1.750266349695309	2.3064156515409717	2.45351767573757	1.0452364343017455	1.241668311785805	2.030901707058703	0.4378703539884991	0.5690349918462089	1.0397599763429746	1.4762065454224647	0.8428296348117106	0.12634645846237222	host	gene-PA0467	None	None	0.3663681330111486
gene-PA4981	0.7737142308409583	0.87532538507714	1.470502918767533	0.6647039859667704	0.4940409681659374	1.0176592928924457	0.8612439354439356	0.1308590892301935	0.28343016791320724	0.26787578569082127	0.9509495615438495	0.058486669261154575	0.0925467689374064	host	gene-PA4981	None	None	0.2801603415798252
gene-PA3774	0.2707022750899505	0.360698387026538	0.47652793155382395	0.2008650540270538	0.28929958061271016	0.5287461783110015	0.2516533818526947	0.08564330388247494	0.10305358120049453	0.17531657488704513	0.7580864375748414	0.07230241790552179	0.022881642083736702	host	gene-PA3774	None	None	0.14793922866368492
gene-PA2707	7.192809032797869	7.575712641252733	8.655797546321056	7.47532702515963	2.417555084797072	3.6703829538441233	4.943073751726866	0.7585405153562468	1.4201660541183043	2.5002298770829783	1.1726613056102966	0.8140431803192614	0.46371838478211086	host	gene-PA2707	None	None	2.2346659013421784
gene-EST35_0426	0.10914028233785304	0.19830603962065077	0.10673553316990413	0.11043230243045814	5.248720962544883	177.63527396370435	17.44335877215583	41.49259474395018	835.5005300756018	275.3110270365085	36.477612620449044	1012.2510655387113	1580.1549910086692	phage	gene-EST35_0426	middle	late	781.156469614614
gene-PA5173	8.644542041248663	8.074435304554022	6.983798599596075	31.833265210894346	73.28519611904845	10.386441587811127	221.42740184086833	13.511355657420296	3.7622178464121374	20.40380523484437	3.701407637676686	2.2734576999938834	4.232809487843911	host	arcC	None	None	106.53811960667467
gene-PA1316	1.0032837238255947	1.53127757053378	1.6352963496361772	1.2046574313766125	1.024555778032432	0.878464987647387	1.6214356553283544	0.3174134122492505	0.41249501549007284	0.5631277531877656	0.4967768255703177	0.0893230260116855	0.11872634131775445	host	gene-PA1316	None	None	0.33497873483960594
gene-PA3675	27.53364118344419	31.42582891309987	23.96471329987006	34.97006694100715	12.642660722801455	13.067010407243185	25.37520567857326	3.050586816853443	4.462537852355159	7.029396589266913	1.4567862915511174	1.3348873719913739	1.1137412483841709	host	gene-PA3675	None	None	10.131598750739569
gene-PA0669	1.3391893364769702	9.261007344493473	1.7657904629939662	1.8539143794648134	1.66537259653529	1.1106531842930065	1.6937645662755494	0.5234587336460186	0.4337237641339418	0.5537534837921235	0.7017154162435474	0.1868513067383979	0.4308267319080309	host	gene-PA0669	None	None	3.1063307905883017
gene-PA3160	54.00192371045123	69.55428081353651	69.45914216585322	50.0562097947893	23.289214917220008	24.820769740026176	69.80194772291176	3.2100288197325355	16.312879923843326	19.45813045343752	2.3148693997006276	7.235421046849137	12.914490580883106	host	wzz	None	None	19.572136426900993
gene-PA2361	0.4270370952794769	0.5794839223820433	0.6713765730286186	0.6946296004293204	0.3819168904437359	0.628036591918687	0.7131853189261509	0.22517276411238762	0.17903129224595346	0.29756956382164346	0.3718655477726466	0.06496986137265048	0.047975895784061154	host	gene-PA2361	None	None	0.12686468437218548
gene-PA2746a	13.868215198082787	19.26929703635917	12.650874295883723	16.154935631818375	10.30963458368044	9.536899946730458	20.376049508732592	2.3965609272875614	4.658371204435914	5.409061104283353	1.631813179186523	1.7119742002375247	1.3298500119514094	host	gene-PA2746a	None	None	4.746518019151523
gene-PA2711	0.6989175772789435	0.7207661824673653	1.2377216634894652	0.7454180414055924	0.5271151394008751	0.5534403679573943	0.8307433385293626	0.06972243328893793	0.1510131324514939	0.22428320065677845	0.7014925503932509	0.07567917918132915	0.11975145101516049	host	gene-PA2711	None	None	0.23318053616585047
gene-PA3508	0.5688642773652844	0.5842181526953705	0.7498363175569164	0.9259629387244531	0.8076569027097444	0.6746727780061116	1.1407961690350572	0.22170730585403287	0.3107176682095486	0.3470595505257932	0.9185010372055515	0.03303024127338586	0.0940781183514786	host	gene-PA3508	None	None	0.19342896107118351
gene-PA0925	4.3985138786306806	6.522227317817433	6.378232926998609	9.87313503861721	3.512011820526356	4.852425944210623	8.405763837845523	0.666464435850142	1.7899497758221188	4.529441215402801	1.200384311159907	0.7426946898089262	0.7051247203892685	host	gene-PA0925	None	None	2.0986061126969977
gene-PA4624	1.65551806126188	1.8223941672695658	2.6117378353683223	2.1642014137118433	1.3416472837280322	2.1853197148434633	1.9572624998468808	0.5033739120403463	1.3938857146489385	1.213042803743931	1.360987304257729	0.5970985267803988	0.41367917770720464	host	gene-PA4624	None	None	0.2915986053011954
gene-PA1532	13.035862549793507	18.117088578656727	15.864312010020047	22.493699841828583	14.072694832290837	9.686577587905928	17.270500988263596	3.503296692001943	3.074290807854166	6.3443863740037685	1.4546502412702507	0.8213003394634566	0.6774912002887027	host	dnaX	None	None	5.393775601102107
gene-PA5014	16.514601236804964	19.585091805179697	16.561163505262755	20.81508473166081	10.170546338974448	9.264530022476599	15.268461915545743	2.2166485098127047	3.3152221752830506	6.077819611250274	1.469129871393767	0.88741472230938	1.197270865286874	host	glnE	None	None	5.457951488388102
gene-PA2433	1.60436215036644	1.526956505079011	2.615020562662651	2.550986186143583	2.4947624328145435	4.3995328560842974	4.834971256980106	0.523692943370245	1.8322926737447929	4.205649835345894	0.9767229608754117	2.3466151411336575	1.4529842723172806	host	gene-PA2433	None	None	0.683159378647547
gene-EST35_0276	0.01992996460082534	0.03621240723507536	0.019490836491895536	0.020165898704692358	90.13093494426109	119.01894147512259	5.878925994117299	1470.5192760951522	2528.1314231740107	812.0668830407783	3443.949426455667	4476.676297466061	5942.250826527213	phage	gene-EST35_0276	middle	late	2594.274178463945
gene-PA0865	21.030844628706124	11.90002415969397	17.03624329849579	6.549129086315801	7.172600371845166	10.808026172474069	18.93288858369589	1.0228553621047543	2.8734677605016103	12.666704154106183	0.9237164474360438	1.974986996363401	1.9724870288999954	host	hpd	None	None	5.286566581071888
gene-PA0687	0.424434431313873	0.7094949417538838	1.610520600496998	1.1853067127535841	1.1995019373936593	0.463108721693084	0.6009568793986573	0.40284072566941914	0.05816802138872358	0.1282769012959532	1.1679332759674235	0.02267261005926239	0.02152569292321897	host	gene-PA0687	None	None	0.4161782747430908
gene-PA5361	2.710071199943311	5.261809578312808	5.012964128810836	4.434453873947384	2.0319748070713053	2.2373157838551014	3.571411430087229	0.6614209212004654	0.795880022379495	0.7522028719815789	1.8195707668817998	0.22749206714868006	0.2552539937854682	host	phoR	None	None	1.296447851510321
gene-PA1708	5.539357808170573	5.27210046510656	4.213460241630359	5.7116942507702175	2.9129730150185162	2.256322544310294	4.923207543736733	0.8067117345246937	0.5020896986878314	2.1069375585530055	0.5459942017315965	0.30529742189774034	0.20066790461670883	host	popB	None	None	1.6037841812102238
gene-PA3735	17.131076699809434	23.949884525504256	20.988520661905767	22.307560053298143	11.630321886981843	11.395430566767056	12.412607421003019	2.5687524570877645	3.3916906939531275	6.300579290249106	1.2201615103945112	0.8791666347448022	0.8717905633903683	host	thrC	None	None	6.5333988386780755
gene-PA0614	3.9879859166251506	4.414292441955686	3.4518271427147	8.209537362680258	10.042552775002545	10.790433215448857	6.637841895176077	3.843100522886259	2.355804866243305	2.2265205010654734	1.8139140701971928	1.0406728017201436	0.2905968544634561	host	gene-PA0614	None	None	2.318909965399941
gene-PA0576	142.2452849683421	190.29004742685876	175.08306188823047	194.6787472064474	144.0906962409099	104.0533358425456	142.81742890969457	46.65716929003239	57.59904778145038	78.36055161516836	13.82449072917278	18.587688106109365	21.28692492161919	host	rpoD	None	None	40.33354642378923
gene-PA1711	18.028111271539263	19.04463490259299	10.414524401126865	19.599040210615332	15.781723327760295	13.300256580331862	39.125490845550054	4.907779084679875	2.777168338254303	4.072903355607573	2.297170726797571	0.559902870365931	0.5315796118233953	host	gene-PA1711	None	None	9.640870066579513
gene-PA0079	14.694206147657956	26.19377686036457	16.062858249113056	23.74840459705068	14.15516482308297	10.537024285713429	11.916625025297378	2.9737792894922292	1.182314052721359	3.519069855616591	1.6649755769657901	0.7222117923371785	0.5681331761420378	host	gene-PA0079	None	None	7.383100488398341
gene-PA3865	3.932770855606046	4.684980186037874	3.7442339874487964	3.9266212989193585	3.046290491308668	3.8153843548577946	5.894716497820507	1.1398561442236974	0.9220953390598795	1.7710958531202627	0.9672094255422095	0.24347291484094272	0.42929080773010564	host	gene-PA3865	None	None	1.1660611234328029
gene-PA3158	39.45472850180109	55.76653596840036	66.20397709295287	59.015788825983044	10.907699469656018	18.64852628521204	42.27465378035377	1.7956275879207864	6.168195706567643	10.043925288718066	1.4921545008416608	2.404226457861531	2.5576190030064434	host	wbpB	None	None	22.814323589530506
gene-PA5373	6.147643154008151	12.900393506157245	9.025130612250326	11.208091501052996	13.244735789395339	34.93122506701297	10.770157589593229	8.558109184231592	7.148980143996995	12.5307908715769	3.8278901027034604	1.5522195257476685	3.1427073262748513	host	betB	None	None	6.145216762412213
gene-PA1916	0.25094298493739936	0.2735754853160803	0.34357934399947243	0.08463789602334383	0.42710597721708843	0.28733022878767983	0.3409543011850378	0.1146772868693967	0.05731885319326776	0.1264042458025816	0.682382047744031	0.15639136135768583	0.10605724615454602	host	gene-PA1916	None	None	0.11221207004278798
gene-PA5083	2.1744102404233803	1.6017026277052564	2.356392155366345	1.1298074017885333	1.5003466379164387	1.4843228259393717	3.2149091799998097	0.7746937032104215	0.4698186342935366	0.31716816254493924	1.323763719867774	0.7063390056924053	0.3725600698249437	host	gene-PA5083	None	None	0.5086862551028136
gene-EST35_0014	0.16371042350677958	0.29745905943097617	0.16010329975485618	0.16564845364568723	21.675273604583502	221.46520655251408	22.30174393352809	66.03710467223692	212.95728116278764	110.79590112444855	34.98262849666015	162.87841119359393	236.83643638771673	phage	gene-EST35_0014	early	late	95.65609235679625
gene-PA3279	0.3586037848243743	0.6515769873249955	0.6861569989493838	0.2997448208826721	0.12034104499661992	0.14176797602849509	0.4850023052660777	0.024663717898127706	0.0890326857990667	0.2524399661071965	0.654945425659897	0.06246535424490659	0.059305480502746144	host	oprP	None	None	0.18800745247636902
gene-PA2899	2.550193357725327	5.689428207144586	3.3779541272221776	4.148210571577914	2.970715829087741	3.0330359941870992	5.644070051714662	0.3914930995942243	0.5530058371463157	1.219533920771386	1.0808805402041777	0.38798903129582824	0.4502204787461996	host	gene-PA2899	None	None	1.4137369059050202
gene-PA3781	0.7246199073250899	1.5506882114598428	1.0236112607277692	0.9938907218741233	0.5258281474316369	0.6995436194192955	1.537257165419388	0.17830655070613638	0.31263608685508343	0.2607166863074325	0.9313015853111151	0.10752233107729822	0.2654163307745852	host	gene-PA3781	None	None	0.3133761435457647
gene-PA0608	5.415037085224248	10.022082156212889	7.660327111347735	12.003141794941335	5.547793382063111	5.623463049130305	10.563273019999375	1.1554003230738286	1.351927090518136	3.887575478050826	1.456651197537898	0.504527861208861	0.5428732446020609	host	gene-PA0608	None	None	2.96755809930153
gene-EST35_0099	0.04218305390972235	0.07664589261411657	0.0412536109797789	0.04268242363876604	112.37701207400973	440.79142715996016	89.18327454254975	773.0908952075338	611.3048660073885	620.7393454197463	375.9912586374295	149.56620111333353	342.1376830679869	phage	gene-EST35_0099	early	middle	256.51460778381005
gene-PA2091	0.1124552909135355	0.08756972310351167	0.32993250089668963	0.2113178871274421	0.2766070496875938	0.24345668780594368	0.4997336836970567	0.14400614726032976	0.0917369496200664	0.26010753517120017	0.5183543083417571	0.10727111067758491	0.020368938396971223	host	gene-PA2091	None	None	0.09939611187931827
gene-PA2521	2.4242644569601874	3.580548430841317	2.8422462080192	2.7972388357900586	1.7928620744912767	2.2200572740957116	3.05660073523572	0.6354085672930014	0.8905104305387063	0.8416400519491479	0.6990977304645803	0.09466399045362132	0.05392518948806402	host	czcB	None	None	0.7980624786358227
gene-PA2177	0.42237289264749134	0.6960541990684843	0.41306651336752903	0.6659067836556627	0.4607210622678287	0.4068740912017809	0.8112917871881873	0.10876699593074318	0.19070801298160087	0.2650619644125563	0.48437485610760206	0.17053041708859498	0.08717905633903683	host	gene-PA2177	None	None	0.12278027967536685
gene-PA2676	0.36462776144691816	0.4101329455790732	0.5603615491419967	0.3689442831199397	0.11339829240066107	0.15787797330446046	0.4656174168894555	0.02746641311382404	0.1784700656244928	0.16867579553526313	0.5602415251774547	0.2086910698636652	0.06604473965078549	host	gene-PA2676	None	None	0.11055788149953169
gene-PA4574	20.37441503839589	54.648521433865106	69.09979839112965	55.44446830675708	13.24881644465147	25.101629178885872	33.07609015251338	1.846147374693596	9.00890613471366	15.617515989068657	1.5665232413689776	2.309685214932834	3.155560934971272	host	gene-PA4574	None	None	20.90024469135861
gene-PA3292	0.9856970254499106	1.7036291585592271	2.7038424399159284	1.0460178576367523	0.7850651012353458	0.8986900018869286	1.5730705345988372	0.2915665392082859	0.521681730286979	0.648753059751012	0.9806259497300587	0.22474422908394712	0.3962684379047129	host	gene-PA3292	None	None	0.43895018398292807
gene-PA4119	8.767332197169765	15.0941121235421	10.27398944374843	19.578538792605872	7.845981480152802	4.312592371156786	10.884854326249082	1.9273457767157713	1.138493058035798	1.6829956699503579	1.4160667462505967	0.30721808054279337	0.4861285669463021	host	aph	None	None	5.5340764879184485
gene-PA0695	0.2485242573717377	0.150521451760253	0.24304838276038412	0.19558492117201626	0.18034427225165375	0.13949057882321805	0.20733999672571415	0.014560508156725995	0.22075815346322805	0.0298061646728979	0.554765192924072	0.18438568421689294	0.03501166921246459	host	gene-PA0695	None	None	0.09356111145361512
gene-PA1776	131.84211853570685	191.9901117202027	199.90729482041593	183.10939727154405	103.60778440857507	107.25430605717237	256.2278059536843	26.01234782199099	41.29754313715673	95.45424236495553	6.329366519270095	10.344036884567695	18.118538817450425	host	sigX	None	None	60.44651247022949
gene-PA4012	27.95479504426373	30.22364322036555	23.46726245194665	38.82699360452699	19.442652678876982	13.788009668589547	25.143340512030598	6.097543711268935	5.512742027067667	8.583723817238946	2.3466720488565085	1.9941591120305786	1.7171632309204226	host	gene-PA4012	None	None	9.12427753090529
gene-PA4645	40.84839115564323	69.51906082507814	63.375083590059376	67.96395748127405	19.248445632654146	23.26747851732188	47.067612482520936	4.268812205884006	3.9263414437388415	9.935548472496466	2.1379880479991726	1.431665619064714	1.9216888762905968	host	gene-PA4645	None	None	24.562332251294684
gene-PA5522	5.7751005976536325	4.739775275933055	4.6745950283687625	3.524388809803635	4.377770919783416	4.372111944931418	5.062486630580196	1.8366356769007073	2.255924250569247	2.3925329945659692	1.4228576967639925	0.5034214404605958	0.8985560631435814	host	gene-PA5522	None	None	0.8756952897686932
gene-PA1601	1.6615842983959124	1.1175564662733872	1.2119969420694723	9.520915793653986	0.9429166422848027	0.9738267512237747	2.156486240978432	0.49857590480046937	0.32501090722537807	0.4855340656529069	0.6985907120508857	0.2574506656262038	0.17459090054546764	host	gene-PA1601	None	None	3.6425833438238815
gene-PA1515	2.1680569599546486	3.4140796550906636	2.4837647043050666	2.65335991515344	3.7635973802165354	3.275138257018657	3.610170933979648	1.448049094973858	0.9668468420017567	1.1812371026673683	0.8925010324601572	0.5239211243424148	0.6021376263657199	host	alc	None	None	0.6428220106123012
gene-PA4717	11.421274176865596	16.140647620801627	13.290722917233666	18.840566066667524	11.603156818392474	12.331435257163161	22.79437876755096	3.175412297306932	4.50606971059961	6.799106228085841	1.783947498051447	1.8179933468660228	1.6675188628607718	host	gene-PA4717	None	None	4.677493530728829
gene-PA4855	25.280696608598088	30.88455155198921	22.628181254189837	37.71468583446528	20.250297853167357	13.004739103358114	23.481151303607366	7.6811421157292274	4.437678934086225	9.164979736943925	1.820403923757827	1.5161648889630002	1.1961777497681798	host	purD	None	None	8.939993747775429
gene-PA2710	2.0459810001188745	3.7175127329861506	2.525727177596122	4.038590104005584	1.9714708005656394	2.270362269763656	5.216732112740007	0.40677087909058424	0.7278096334735414	1.5567541714766724	0.5104823837327935	0.4927145259220193	0.21263184472935814	host	gene-PA2710	None	None	1.1612578654537746
gene-PA0428	31.317292421773477	41.63776140341161	32.4344269162752	56.95149131764019	32.74163071270837	20.76391370153601	45.462302563315326	5.79524150193491	4.110388698914099	6.412842901506285	2.4003838837585447	1.4777936384720791	1.321307572638527	host	gene-PA0428	None	None	16.01000925513223
gene-PA0829	1.1605713462614375	2.347463532706876	2.162924196051274	1.2186239742724123	1.1830981079763239	1.4822428831259535	2.231404741832015	0.658144242893032	0.37512816341453903	0.5909024684356352	0.8665194602852833	0.32167668093635016	0.1388201534061096	host	gene-PA0829	None	None	0.4536790050704061
gene-PA3482	17.453269663594455	22.388400889030553	20.99620176165676	26.115284970778035	10.458734543360086	11.628946883222351	17.938055203450265	2.261968499444659	3.9958342126545734	8.79004897913262	1.450884297128456	1.3949674463453254	1.3501181291443758	host	metG	None	None	6.5285368658368075
gene-PA0716	55.20893282143337	45.70505557057764	51.3149186947318	29.82796476393721	5.754065389054358	6.899481747395832	22.576671905915617	1.4026513049892222	1.3680013175017685	1.6287517994219527	5.218238701768117	0.8933110954345126	0.8086745045023779	host	gene-PA0716	None	None	23.032652896381478
gene-PA4167	0.32742084701355917	0.6864439833022528	0.6650444759047873	0.8409844569704121	0.25421155659049294	0.33079194406648854	0.5673369141176134	0.11952417135246504	0.20135084326865857	0.2990442675423713	1.4259848565371	0.3027167167253166	0.09580116081212839	host	gene-PA4167	None	None	0.2655716179556923
gene-PA2647	9.65519429545666	22.16746036077661	15.228007033501665	25.671745577498662	10.742647323592497	16.814004156925037	22.497303248621662	1.7715836458416503	6.820106079221689	14.566359771580938	1.0396935042713682	1.8335001138022011	2.1936288526868037	host	nuoL	None	None	5.9398706522378575
gene-PA0017	7.85584225351843	13.469766787750272	9.970571012319667	20.455870420549488	8.136522994044675	7.777032671190756	17.751776409321465	2.175339918614864	1.8593708905981639	3.224615898094824	1.6262677870733453	0.6543784351587111	0.5811937089269122	host	gene-PA0017	None	None	5.470971478419281
gene-PA5364	11.62724728813267	14.734599920650679	14.63269693108337	16.29518509119202	7.906987909983636	8.008242180772433	12.668011294965051	1.5056339414554705	2.2697123296031845	4.709473042120769	1.5158443673766475	0.6406330516745071	1.071636240712413	host	gene-PA5364	None	None	4.303861806460059
gene-PA4883	0.23478470493167414	0.548485485194678	0.7544379881131273	0.4411905155636352	0.25888000411467993	0.304974036236909	0.46770701700427647	0.017685690395242794	0.038305770182817965	0.253425097682249	0.9188682907190283	0.13437668888782345	0.042526368945871626	host	gene-PA4883	None	None	0.21036797602325452
gene-PA4355	1.184270261563182	2.7298941958061307	2.4373566610495074	2.700623375375189	1.2908165520568824	1.6607626394906225	2.3320609914500356	0.27028645089901904	0.5046711367273575	0.4769752572976592	0.7209743486447218	0.21244643615941236	0.11205534233809362	host	gene-PA4355	None	None	0.7095876370410383
gene-PA0139	103.68617088804385	150.78326300879343	163.06521080032107	144.88071932425717	48.662343817636874	71.72026825581989	91.36840291882437	10.008877817031154	31.95373621766185	48.20180020923657	3.6293125217938926	13.92013838345937	15.163591182375022	host	ahpC	None	None	43.37532238284214
gene-PA4626	1.9311766624781221	2.8148440623931266	2.8848242715087977	3.242415101916507	1.3985789396081532	1.6937772691552608	2.845439769880006	0.6154511086616127	0.5574435383086009	0.9849833492367834	0.9431319595754637	0.3117483883148579	0.24216404538621342	host	hprA	None	None	0.6789325842488891
gene-PA3157	34.17182239998179	41.82274375599525	47.18777921441462	38.44148447604248	8.158197150424702	12.933965012999703	35.132563540429295	1.7782540604550077	2.5053797783857368	3.946478136809172	0.9634342131083992	0.9473912060477498	1.010170017896776	host	gene-PA3157	None	None	17.83137572485871
gene-EST35_0062	0.06194448457013282	0.11255207654145044	0.060579626934269916	0.06267779327134111	1342.0595961056833	4219.10820140306	2120.0562697635946	228.86797011613137	607.9108473161778	900.169534710044	93.86345365323936	474.5898142661737	543.4161178466629	phage	gene-EST35_0062	early	early	1645.5665696028746
gene-PA2030	7.7553054112397675	5.08447462050622	8.522708212531763	6.552744643053813	4.699436210650652	3.634864966777113	2.8300876297262345	1.222574760461842	0.45655133066730713	2.157481105683598	1.5088909528473968	0.9609495775117606	0.5068549787153304	host	gene-PA2030	None	None	2.019496185428499
gene-PA0172	12.208754143386614	18.006128666820263	12.628388887591624	19.582940232348125	13.273748311067742	13.715411162792916	11.029747325819686	3.4453802425852884	2.8264927863059732	6.248117269556222	2.011023824349761	0.6223016842320137	0.9847031966005667	host	gene-PA0172	None	None	4.468847563896454
gene-PA0383	4.3337685830770205	7.651786495384799	6.18519340211077	7.205154342316862	5.573437676387057	4.161789959981278	7.802462014869183	1.4938303078832582	0.7520386729655687	1.6033592323931027	1.3145205614072515	0.26586033844547097	0.3300766052925671	host	gene-PA0383	None	None	2.0915435130069655
gene-PA4070	1.9738209420912036	3.1134673791545073	3.245500959699388	2.260552714420325	1.7127792555658208	1.5120426717739495	2.6756109987565684	0.49179609095919635	0.6688404983025156	0.6789599845520371	0.9903680315320758	0.260699254466913	0.302514075624418	host	gene-PA4070	None	None	0.6778279375651695
gene-PA0650	22.375940684906634	22.59499015437695	22.766689225140553	24.628612088040775	17.064175040451477	17.445967130066606	26.06669975978669	5.0447168588830404	4.419938653808868	7.909449018070681	3.0497676125293465	1.9676586587145575	1.4695898068580495	host	trpD	None	None	6.387916420765324
gene-PA2271	3.5578462969089655	4.140215048126494	4.574114040670717	6.026907109969248	2.68200147375517	1.332783821151608	4.416651906997003	0.5691296298701678	0.319585931467115	1.5965360182058628	0.5597498696046794	0.05338608763954226	0.15205649361459914	host	gene-PA2271	None	None	1.657497182667159
gene-EST35_0286	0.06945290694227012	0.12619475248586867	0.06792261201721173	0.07027510154665519	15.545874994563356	68.27345245566222	6.928387163315098	351.5334659727959	887.1945262266453	288.5480608956568	1340.3937048792825	2231.881428501945	1979.4929368133426	phage	gene-EST35_0286	middle	late	1079.5590028573447
gene-PA2685	7.3108976747883165	12.18395580706411	9.166189191742262	9.866450261025513	6.115084807806763	5.723565150498431	9.931907711107106	1.5110683066031723	1.2421712958183404	2.256125771368499	1.0997489812961503	0.5178523934443631	0.6115724722545913	host	gene-PA2685	None	None	3.1385555197806405
gene-PA5149.1	88.20976108687663	160.27563794340097	373.9970949826137	210.63944548982244	446.85492370157345	334.2609069536069	268.1338765551389	448.0914003409959	41.846533808269236	89.93970971409215	172.00972594815286	15.585927796660046	23.05656621598211	host	gene-PA5149.1	None	None	109.40774794703043
