Geneid	8	24	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-PA0150	4.54934940502616	4.691354167682638	host	gene-PA0150			0.03261457264205502
gene-PA2584	58.64209935729713	75.16098846615401	host	pgsA			4.887587223948771
gene-PA3530	26.528951962304724	54.42282710869049	host	gene-PA3530			6.767089550768958
gene-PA1535	11.977009253873534	11.159465624018297	host	gene-PA1535			0.7133209792058631
gene-PA4652	2.6780609686819297	3.8088634060008153	host	gene-PA4652			0.1273827647688633
gene-PA5175	27.04843163468631	30.159812616990365	host	cysQ			0.11486961044506201
gene-PA1313	0.9765702377027768	2.3674079326974975	host	gene-PA1313			0.35963938514603455
gene-PA2295	1.8569164557447704	2.024717315962178	host	gene-PA2295			1.1682160591079063
gene-PA0658	30.639050510214084	31.174194291504346	host	gene-PA0658			1.1080736052574534
gene-PA0811	4.9561545361281105	6.113335844195106	host	gene-PA0811			0.44389912563802714
gene-PA3438	52.47224574072299	41.81274651578018	host	folE1			0.9493805276353781
gene-PA0292	34.076487414546364	31.953362652016978	host	aguA			1.2400849891962085
gene-PA2348	1.1938882398825064	1.206224360629316	host	gene-PA2348			0.0003884411419387819
gene-PA5043	86.18616218662645	83.15199544816323	host	pilN			2.580160768467234
gene-PA1616	23.38768851323691	28.852221062242343	host	gene-PA1616			0.9891173534269354
gene-PA4094	3.664058044974439	5.680454027535257	host	gene-PA4094			0.36303494577394313
gene-PA4406	195.19127639076885	232.82029501026565	host	lpxC			4.506894061653613
gene-PA4465	138.38058972833488	139.1510039200644	host	gene-PA4465			4.847677225804625
gene-PA5258	52.123882765433834	60.38053386201315	host	gene-PA5258			1.9981185239280859
gene-PA3604	42.47885443387149	45.87703566793534	host	erdR			1.1264318216833575
gene-PA1529	34.33378441376978	35.60813321992682	host	lig			0.7388821865660347
gene-PA3351	292.9080664422045	463.57120460023907	host	flgM			33.372722099199365
gene-PA1495	5.9907813509776355	6.483416877004002	host	gene-PA1495			0.49521490089663367
gene-PA1527	48.843416461676796	42.30682416748688	host	gene-PA1527			1.3837336449807793
gene-PA0736	20.054263364036434	24.158165765553946	host	gene-PA0736			1.1237123297613425
gene-PA2368	1.0989742897974963	2.177607009152614	host	gene-PA2368			0.8532959094250916
gene-PA3102	8.07311510972103	9.190298756346039	host	xcpS			0.24478523653967205
gene-PA2560	61.35386185419014	78.10518232424243	host	gene-PA2560			2.710577357920871
gene-PA4989	6.003183868550586	5.279761300578427	host	gene-PA4989			0.04428779454365443
gene-PA3230	9.028864355449603	10.28834773273724	host	gene-PA3230			0.07864595151415187
gene-PA4553	29.0931459759841	48.097163554028945	host	pilX			3.3031186980608025
gene-PA0968	187.01864434472364	187.76577435404425	host	gene-PA0968			3.488552918864398
gene-PA5451	33.490579715414455	21.623080199685113	host	wzm			1.6889028255611598
gene-PA5503	60.9423986907434	49.14995544576682	host	gene-PA5503			2.8567322379123636
gene-PA3872	2.424430943270177	7.475025268842294	host	narI			1.3862351326076554
gene-PA4450	148.38479730271004	131.13044895346752	host	murA			4.884189996945279
gene-PA0796	10.765398851870387	16.609167579473986	host	prpB			1.1964017694385456
gene-PA0413	37.13365235337644	32.787852376428575	host	chpA			1.268390471170763
gene-PA3278	190.66888101472398	432.4341331301095	host	gene-PA3278			61.011407101872344
gene-PA2373	3.622089545950905	4.390410467069984	host	gene-PA2373			0.3573707450515026
gene-PA4452	78.39545268077354	151.3926139074855	host	gene-PA4452			15.09138617418233
gene-F358_gp52	2432.9073583455947	1463.8623406017946	phage	gene-F358_gp52			123.32339780305587
gene-PA0133	14.300484399964699	15.705671083178366	host	gene-PA0133			0.77117602982592
gene-PA2338	1.7534579211655497	2.713673503494749	host	gene-PA2338			0.27839165330308174
gene-PA3383	3.0584233183991167	1.5542349347252542	host	gene-PA3383			0.24712373753677186
gene-F358_gp89	1363.325849686941	1724.489230903236	phage	gene-F358_gp89			76.49958691510112
gene-F358_gp59	397.8604428431134	416.92685864697376	phage	gene-F358_gp59			3.1403035685692244
gene-PA3296	2.0246149556105086	2.5935389393089157	host	phoA			0.2057141250634792
gene-PA3936	2.9874360163322975	4.083243571716571	host	gene-PA3936			0.23279127056549673
gene-PA1107	13.865911763655504	18.172523281874753	host	gene-PA1107			2.889798924524892
gene-PA0099	11.326163422940407	14.99478575229816	host	gene-PA0099			0.3898746623677506
gene-PA0876	16.931942773943753	21.39478866870865	host	gene-PA0876			1.075813207004393
gene-PA2472	1.5917765077964232	0.9911856379869359	host	gene-PA2472			0.1013143979824205
gene-PA3255	19.122568980867094	28.25756710951908	host	gene-PA3255			1.64033670812183
gene-PA5407	21.596020980334124	30.92145749445268	host	gene-PA5407			0.9914893784332599
gene-PA3992	18.580320452476958	20.584531632797	host	gene-PA3992			0.6965409942669374
gene-PA4184	4.86308142286452	3.6410398820486733	host	gene-PA4184			0.0936514004352509
gene-PA4760	77.85478687800595	87.33777627621402	host	dnaJ			2.1129117433027944
gene-PA4513	4.747717199708241	10.435050620026143	host	gene-PA4513			1.2336854748545303
gene-PA0997	53.86230210144142	28.77555342421834	host	pqsB			5.791203039828263
gene-PA2237	44.30512779104641	51.48690995251634	host	pslG			1.4034119883694909
gene-PA1573	15.479643471905774	20.627721244886317	host	gene-PA1573			1.3897378903633326
gene-PA4574	52.508237304637305	65.42576333430486	host	gene-PA4574			1.167388959130898
gene-PA2431	1.8112390604568225	2.006957348447367	host	gene-PA2431			0.1544137332847149
gene-PA0926	28.768501271706523	29.66111661624589	host	gene-PA0926			0.5147015175408551
gene-PA5544	3.9028507023489194	4.86219216406486	host	gene-PA5544			0.31169190235215827
gene-PA2305	4.379369374585327	7.869209196057214	host	ambB			0.7926344723553851
gene-PA4178	4.291770869536116	7.1871276963252395	host	gene-PA4178			0.812856606877427
gene-PA3226	12.83597482093925	19.3001498095551	host	gene-PA3226			1.2995441905267104
gene-PA5465	30.168088474159454	23.410737035825257	host	gene-PA5465			1.2356378720623198
gene-PA1273	23.962729457149244	26.24201647842215	host	cobB			1.0071711672585875
gene-PA1221	1.0939657942790308	1.2904531683143547	host	gene-PA1221			0.00955035811328371
gene-F358_gp58	915.1508534733584	926.0648875407119	phage	gene-F358_gp58			7.328302345209073
gene-PA3235	28.197329694049355	13.220588463646829	host	gene-PA3235			5.343800759849534
gene-PA0798	6.451613203144896	8.592218968231265	host	pmtA			0.40524008114567867
gene-PA4606	45.95694772541541	39.74538457346307	host	gene-PA4606			2.9248362374630936
gene-PA3893	4.316972375507861	6.386051531454047	host	gene-PA3893			0.6849699181182479
gene-PA2019	9.468533622350026	8.176744344881163	host	gene-PA2019			0.16017270219869068
gene-PA5469	79.56230757258749	47.67830806082138	host	gene-PA5469			9.447866028554493
gene-PA0354	37.58534133853226	28.976030596110267	host	gene-PA0354			1.545813963808086
gene-PA3944	17.55475995820197	29.38671738710451	host	gene-PA3944			1.6231041832999393
gene-F358_gp18	94.67446640768125	478.60655856402786	phage	gene-F358_gp18			131.28220057247887
gene-PA3168	102.08633931254576	105.76721117192142	host	gyrA			2.103297927782149
gene-PA0344	7.554174822139622	12.836941318439887	host	gene-PA0344			0.8787590750321072
gene-PA1150	38.97871211543773	64.03738053268428	host	pys2			4.7154212541370075
gene-PA2902	44.89715705247161	29.482038688187615	host	gene-PA2902			2.9987502924581375
gene-PA3557	6.6684321537766	9.802656238964207	host	arnE			1.4157095235201658
gene-PA5421	2.47879515900147	1.985784963645852	host	fdhA			0.45517284953781073
gene-PA5252	50.880522061923735	52.09193662258502	host	gene-PA5252			1.1851814006849026
gene-PA0869	52.86713269630616	79.363113773877	host	pbpG			5.104708919330106
gene-PA3474	19.237895820563246	29.39006422764615	host	gene-PA3474			1.8714807761849077
gene-PA2307	2.8142750651188173	4.850520258092523	host	gene-PA2307			0.28103361550583195
gene-PA5562	148.27824170353983	192.82893487304807	host	spoOJ			8.682880612253085
gene-PA4537	37.282102493781466	40.40068559596406	host	gene-PA4537			4.164272472125655
gene-PA4376	24.526290279123355	26.777710517336157	host	pncB2			0.842423689134348
gene-PA3657	65.71017926154079	66.64013139594647	host	map			4.023867660049079
gene-PA4638	13.410120719341883	13.674421101324779	host	gene-PA4638			0.28533459704287334
gene-F358_gp91	8126.134887291023	19137.467571592588	phage	gene-F358_gp91			2571.8278085693287
gene-PA2583.1	2135.745110832334	1229.2658419383379	host	gene-PA2583.1			156.3233713905755
gene-PA3402	12.029052635410363	10.16337571670594	host	gene-PA3402			0.243983843798894
gene-PA3696	10.928819157978984	6.7367333611509	host	gene-PA3696			1.8556479616342971
gene-PA4512	49.90825200189591	53.510667508564424	host	lpxO1			2.9130450444794658
gene-PA5392	3.137491614747219	5.160572235730529	host	gene-PA5392			0.6351370371786372
gene-PA4295	5.984452144017601	10.50233654727521	host	fppA			1.1605450068697485
gene-PA4812	60.82372796663755	45.28123164641444	host	fdnG			2.9139918012003703
gene-PA2010	6.852624384246459	9.556170948127402	host	gene-PA2010			0.5410798001627527
gene-PA4117	20.841957308246723	18.40433111062555	host	bphP			0.5340516730338523
gene-PA5517	24.04131756252147	40.21996210974993	host	gene-PA5517			3.572576899670166
gene-PA2609	11.76105393259666	8.77885473690845	host	gene-PA2609			0.5174348844576765
gene-PA0978	11.934564881858673	30.336056734936065	host	gene-PA0978			4.44691185247306
gene-PA3186	28.0740748972406	21.77068209012669	host	oprB			1.466835364718852
gene-PA0122	23.59755394829287	32.96631340311441	host	gene-PA0122			4.094990840241756
gene-PA1927	6.158220614594761	7.06052502033303	host	metE			0.3774550249678271
gene-PA5367	8.461697365496097	14.269613233533532	host	pstA			1.4361944170630674
gene-PA1896	3.872779493509449	6.8921100482002995	host	gene-PA1896			0.47533568312354374
gene-PA4071	0.8085717572603341	1.2335252297983939	host	gene-PA4071			0.20333144080532997
gene-PA4483	50.21716096055729	55.0975535971978	host	gatA			3.457787468753768
gene-PA5385	0.2714117070351436	1.4319832368412524	host	cdhB			1.196595313225281
gene-PA4019	23.946334732278732	23.74308656756265	host	gene-PA4019			0.4991681160644706
gene-PA3610	18.733376906388308	18.30718253078313	host	potD			0.6953536906478193
gene-PA0819	6.166568516472974	8.105244749574908	host	gene-PA0819			0.6631542224747606
gene-PA1546	105.59064038592987	185.2949478426242	host	hemN			16.203388407538675
gene-PA2567	30.6369579217717	34.511309260205294	host	gene-PA2567			1.1946173797077473
gene-PA4778	31.65053949004095	40.01421230079419	host	cueR			2.057829648502291
gene-PA3306	13.457814912888113	22.293767741811205	host	gene-PA3306			1.4634912398972244
gene-PA1903	1.4182415336663454	1.3392997018363748	host	phzE2			0.11468327448487087
gene-PA3348	69.4929098589267	56.58046544239092	host	gene-PA3348			3.561909590416216
gene-PA2105	14.299448700551682	22.09632267703821	host	gene-PA2105			1.4409171849222364
gene-PA1882	29.67447798613304	34.138616884235	host	gene-PA1882			1.2952426455645725
gene-PA0217	10.058038310487493	6.581121993914565	host	gene-PA0217			1.128645699844412
gene-PA1748	14.41403286908092	17.306621646731276	host	gene-PA1748			0.45344151307729774
gene-PA3271	15.011936252182569	9.69998165491091	host	gene-PA3271			1.1141991422151771
gene-PA3072	10.091178067363261	13.404740485429919	host	gene-PA3072			1.6979062144058858
gene-PA2899	7.630314634430448	14.572149544697933	host	gene-PA2899			1.4648255752401524
gene-PA3759	5.41356273286267	3.8759456808905224	host	gene-PA3759			0.17663699380551284
gene-PA2538	19.546790741969346	24.931112219779205	host	gene-PA2538			0.6372554675397801
gene-PA4166	1.5107189531698832	2.5738535845293256	host	gene-PA4166			0.5841183241867474
gene-PA3930	6.304076870242593	11.525202965000432	host	cioA			1.1652904462403377
gene-PA3110	40.299631360495496	45.18851162197092	host	gene-PA3110			1.3193672487241428
gene-PA1198	377.54593789642604	617.9025081744287	host	gene-PA1198			47.53805801846955
gene-PA2524	2.458725195483512	4.107005123676112	host	gene-PA2524			0.3907371338314711
gene-PA1855	1.7605083699576884	1.6237069744271109	host	gene-PA1855			0.022006372257684453
gene-PA4671	303.88061240711164	310.9841507254709	host	gene-PA4671			0.5628942386408017
gene-PA0868	26.86167381270729	20.20241209513494	host	gene-PA0868			3.2968672128212786
gene-PA1130	6.008139165434945	7.453092587944555	host	rhlC			0.16187585021151588
gene-PA3548	3.6464930711982735	6.581105351956214	host	algI			0.6349936421464829
gene-PA1745	7.062643692614741	7.739274065668903	host	gene-PA1745			0.47665014209633644
gene-PA1875	1.9473724569614894	3.0138129139559986	host	gene-PA1875			0.38910848198377007
gene-PA1704	8.6349882920988	17.384586776165104	host	pcrR			2.6486455114060177
gene-PA2164	1.0952431529398052	2.076600129103894	host	gene-PA2164			0.21791603241987578
gene-PA3510	1.9959888858120507	0.9177628117190056	host	gene-PA3510			0.3155069307478986
gene-PA1583	233.48607809471628	231.55083530254123	host	sdhA			5.00834541933749
gene-PA1732	2.026232807108997	2.8501023795811706	host	gene-PA1732			0.10199125914163046
gene-PA1309	8.199040889222191	12.496467203705711	host	gene-PA1309			0.8601247416798475
gene-PA5092	3.316825086764747	3.395691574388513	host	hutI			0.07343601932155912
gene-PA4841	20.461645502198856	29.720051765324992	host	gene-PA4841			1.3028673305717016
gene-PA5527	93.17664905557899	106.68573179917425	host	gene-PA5527			0.9225393649380147
gene-PA0035	10.94530997676071	15.368963709359242	host	trpA			0.8990583352234914
gene-PA0621	20.162994301882396	27.369248110151883	host	gene-PA0621			2.462629991101425
gene-PA0055	42.41817359920321	48.98946274705649	host	gene-PA0055			3.2763854248852304
gene-PA4492	999.9626727776609	109.95600343941113	host	gene-PA4492			1066.4799099167183
gene-PA5341	7.726957909948356	5.750492013311353	host	gene-PA5341			0.5506281081095609
gene-PA1291	9.2665602146581	16.68781696789967	host	gene-PA1291			1.2828824450244214
gene-PA4379	51.69967394761855	80.81326965055733	host	gene-PA4379			5.831607864972985
gene-PA0245	9.49000469321691	9.645221306787665	host	aroQ2			1.9951828894947552
gene-PA1216	1.7203842709738177	2.073060953432592	host	gene-PA1216			0.028464290813159817
gene-PA2005	10.622554185287424	10.363073092623745	host	gene-PA2005			0.3930203618271703
gene-PA1758	27.539832335224695	29.31672984112662	host	pabB			2.5012345104831204
gene-PA1423	7.952645249871117	8.250389859556511	host	bdlA			1.3404582450453688
gene-PA0505	83.00642466601151	94.4314084168415	host	gene-PA0505			12.2736545049112
gene-PA1351	0.9922634616114805	0.8834876184382809	host	gene-PA1351			0.08470639189703205
gene-PA1863	16.330924554108968	22.666369790735608	host	modA			1.5421721481623398
gene-PA4696	121.07397255481993	122.99435309837995	host	ilvI			2.7312553617115967
gene-PA1921	0.7170265721967345	1.0217909081092704	host	gene-PA1921			0.2237026157696666
gene-PA1543	25.081871504063095	35.2963696862139	host	apt			0.8816103568837484
gene-PA4397	3.7481737708181067	6.082503187200643	host	panE			0.5078861838480346
gene-PA1464	96.23937237273807	87.82893304659382	host	gene-PA1464			2.1573496877458362
gene-PA2287	7.489217885810431	11.97486408234396	host	gene-PA2287			0.9665267350355037
gene-PA3134	51.682855775667115	54.44377199065605	host	gltX			2.99279198470231
gene-PA5233	18.969370547008133	25.603465124650604	host	gene-PA5233			0.8507978219731421
gene-PA4473	72.63329296412643	82.20330097279009	host	gene-PA4473			4.222178609527172
gene-PA5411	10.511241661830258	14.768117755650348	host	gbcB			0.6010904385470478
gene-PA4809	7.946802169654877	4.952086951707781	host	fdhE			0.5222526207101341
gene-PA0557	7.474991382197185	8.92039929209016	host	gene-PA0557			0.3886108198397532
gene-PA5380	18.147744755928272	23.720041777958137	host	gbdR			1.107465562676607
gene-PA4264	1686.9267899130007	2067.887390973665	host	rpsJ			61.62758379831362
gene-PA0971	124.1972750398744	117.12844453780774	host	tolA			1.928249018218409
gene-PA1086	34.088353003268885	35.785719235798965	host	flgK			1.2502470006605468
gene-PA3135	7.931413686673139	8.001848006642977	host	gene-PA3135			0.641772660015437
gene-PA0694	0.5783478461964058	2.8768046420676887	host	exbD2			0.8368573909779075
gene-PA4790	11.317661476334521	10.813413863981223	host	gene-PA4790			0.2265455789102973
gene-PA3487	10.37920898753423	14.232396369966452	host	pldA			0.6026701773084375
gene-PA3277	4.663614014471676	6.691028646062868	host	gene-PA3277			0.6074396986087006
gene-PA2445	23.43985145029395	51.86978641241621	host	gcvP2			6.035029059420981
gene-PA2199	33.989515169660336	22.074678340384963	host	gene-PA2199			1.5084823875189703
gene-PA0503	5.1500190470134495	9.862932790733801	host	gene-PA0503			1.4143688537244414
gene-PA0086	86.29668659746977	156.20556883473648	host	gene-PA0086			12.117439604340516
gene-PA3266	267.19569166906854	128.54491615551046	host	capB			24.581435376674843
gene-PA4048	29.17523725446387	16.69284485199688	host	gene-PA4048			2.0817334556632936
gene-PA2274	1.7232489335564674	7.468969548283715	host	gene-PA2274			2.4464010154150198
gene-PA3674	12.75077887623064	5.904969428585347	host	gene-PA3674			1.4385310222516792
gene-PA3501	2.4600895929622064	1.6459495357206329	host	gene-PA3501			0.2876715713658343
gene-PA0284	20.2961093138926	49.42314629769015	host	gene-PA0284			6.907686958422907
gene-PA0668.3	1702.561398512592	2507.932874244114	host	gene-PA0668.3			96.0846632086889
gene-PA2937	1.9938181559283166	2.678481021257311	host	gene-PA2937			0.2004780588262721
gene-PA2160	1.2062467968871537	1.9488477389965053	host	gene-PA2160			0.11829012907848582
gene-PA5181	18.259775466681234	9.975419403272408	host	gene-PA5181			1.5456981319067256
gene-PA1247	1.24943223902564	3.7154095535653195	host	aprE			0.6697990984804542
gene-PA2797	80.44656303121567	95.06763843017114	host	gene-PA2797			3.879814797667599
gene-PA4919	43.15221702538575	82.71681900292705	host	pncB1			7.726785113592433
gene-PA2923	1.2137089545276263	0.9086655318743893	host	hisJ			0.2253066382664841
gene-PA3614	19.134647829486397	33.627649261497055	host	gene-PA3614			2.5306780978959744
gene-PA4261	839.06583850227	747.383255089943	host	rplW			9.629657219004981
gene-PA0594	149.67409829012576	153.19604067394513	host	surA			4.417313673732599
gene-PA0769	128.89283261909182	67.15343652381412	host	gene-PA0769			14.296190172790388
gene-PA4260	398.2461238029915	444.3821734152675	host	rplB			4.191340186381912
gene-PA2000	1.848600421632347	7.2324847138665245	host	dhcB			3.723769709428574
gene-PA2340	1.9037340429158411	2.8411419414751657	host	gene-PA2340			0.250932222724645
gene-PA5131	36.945793083925295	43.64656249894308	host	pgm			1.05364569513067
gene-PA1781.1	3.6472781698217096	2.5968888061925894	host	gene-PA1781.1			2.1638605487614724
gene-PA2113	4.147177238579104	2.870542120904185	host	opdO			0.6090286012894197
gene-PA1265	1.922083006112877	1.197551323331623	host	gene-PA1265			0.14982975993595132
gene-PA4013	14.305119031950882	19.912890203826205	host	gene-PA4013			0.7843620494293612
gene-PA4129	6.113807013803371	7.794200761720987	host	gene-PA4129			0.6546318518596815
gene-PA5363	51.01028003452299	41.97940187552476	host	gene-PA5363			4.727817144928658
gene-PA3847	8.467538163550653	6.2920789196092395	host	gene-PA3847			2.40961444262124
gene-PA3407	5.895779014623554	6.005427543933751	host	hasAp			0.4472852985084072
gene-PA4363	8.355688146650374	12.470577819660186	host	iciA			0.4065680481970978
gene-PA2278	12.208931250106119	14.431395604661853	host	arsB			0.9384874442294953
gene-PA4723	434.4918281367397	505.25597663039775	host	dksA			16.144008660192863
gene-PA4308	12.923234026312327	22.96998749966317	host	gene-PA4308			4.29369502448302
gene-PA3559	11.39411545610707	8.507826623859172	host	gene-PA3559			0.9608475588482943
gene-PA3789	8.714297561432375	12.238554062443338	host	gene-PA3789			0.8672135325981173
gene-PA0894	18.50408085104671	23.34041743096241	host	gene-PA0894			1.9731058435060094
gene-PA0713	16.727220932046556	54.147547844984075	host	gene-PA0713			11.718344330932643
gene-PA0898	25.479245074238456	19.156079422931228	host	aruD			1.1611932354524022
gene-PA5190	9.627468541277588	10.570782195257864	host	gene-PA5190			0.7190592771165666
gene-PA4139	4.401417790399789	7.609773353481726	host	gene-PA4139			0.5306104357085961
gene-PA3566	37.56259445284929	38.14503445429109	host	gene-PA3566			3.2194872769821674
gene-PA4233	21.75932252383955	22.966605462413206	host	gene-PA4233			0.7979752119921031
gene-PA3158	131.8513666279244	154.72123877603156	host	wbpB			5.2531376486740395
gene-PA3934	19.061735631028284	20.388300935695895	host	gene-PA3934			0.5493687904384126
gene-PA1727	29.61982163328505	28.4330184375142	host	mucR			1.2755711600484207
gene-PA1449	11.639172857761722	12.004542444160538	host	flhB			0.9938655100943863
gene-PA4789	18.856422364993108	16.38205010966544	host	gene-PA4789			1.073640610158597
gene-PA0066	27.535416851645962	36.706215502988755	host	gene-PA0066			1.5267943596082347
gene-PA1711	48.383734450089555	76.24711793258658	host	exsE			6.08642540092444
gene-PA1400	1.7078481949640016	2.080708440080956	host	gene-PA1400			0.1317688113453214
gene-PA2619	163.47604502077223	132.19720215477503	host	infA			5.723663751174468
gene-PA2227	22.300850064705735	60.64338306442832	host	vqsM			9.162639943465912
gene-PA1475	81.580367355042	76.32576415710825	host	ccmA			2.1051077898013144
gene-PA1209	11.55784809517783	15.183529106473685	host	gene-PA1209			1.067813822611337
gene-PA2232	37.65081219614748	44.035853918659114	host	pslB			1.4787065299597635
gene-PA2220	9.926369064645385	10.769913059926576	host	gene-PA2220			1.0605072731428737
gene-PA2013	3.8517737280590376	4.877119844097705	host	liuC			0.2610115059138323
gene-PA1036	16.347148982750014	16.978704165610914	host	gene-PA1036			1.0257795771361304
gene-PA4147	10.042630421592026	13.10797735237728	host	acoR			0.4620995243779113
gene-PA4160	0.6022383286235091	1.748665849882071	host	fepD			0.29951741400765025
gene-PA1908	1.1241396367496441	0.7875575414756455	host	gene-PA1908			0.06927256476390878
gene-PA5375	15.586995074029822	13.277033975494668	host	betT1			0.7148944765050465
gene-PA1651	11.59082047512641	16.80707213166179	host	gene-PA1651			1.0470328701548455
gene-PA1567	4.781516655027994	13.239667891311672	host	gene-PA1567			2.8342372568727057
gene-F358_gp07	453.0839121973758	1053.4903655850628	phage	gene-F358_gp07			125.38309753036295
gene-PA3116	19.609248958893822	23.367070852232303	host	gene-PA3116			0.5028760561238479
gene-PA0591	25.049696309979307	33.4073988496165	host	gene-PA0591			3.4227113062493952
gene-PA1342	43.80140517157609	44.15649765515164	host	gene-PA1342			0.4711506005616359
gene-PA2511	5.674652134178271	5.862407097892184	host	gene-PA2511			0.02453586660118096
gene-PA3120	10.187322468432665	14.978630169795446	host	leuD			1.0934122176782786
gene-PA2944	12.699984560109566	13.309325885960485	host	cobN			0.48005473206785243
gene-PA1792	40.303521615459964	45.784451104243445	host	gene-PA1792			1.5018544128257434
gene-PA1854	5.530055438014671	7.199429579461481	host	gene-PA1854			0.34559492114621504
gene-PA0287	2.248013952100825	2.514051347128846	host	gpuP			0.051059897946827325
gene-PA4743	97.81090002136604	85.59680900548058	host	rbfA			1.929830499806151
gene-PA3083	24.324966888451296	23.086745564134663	host	pepN			0.571417719290274
gene-PA2333	3.9343056862092496	5.036701434448211	host	gene-PA2333			0.32132297944479415
gene-PA5422	16.44907094016188	24.12575684569225	host	gene-PA5422			0.9171626382068899
gene-PA2312	2.970631165982459	4.920204846744754	host	gene-PA2312			0.3455290280586291
gene-PA4204	3.598971889672088	6.778098112532055	host	ppgL			0.5720795279088141
gene-PA5242	109.30778612088767	125.21625917914025	host	ppk			4.719187257080131
gene-PA2129	3.275381656460712	3.475758278742658	host	cupA2			0.30886339660960727
gene-PA3742	495.84687330367035	734.6630415378138	host	rplS			32.94750384683631
gene-PA3725	22.200381866364907	19.266823669471915	host	recJ			0.8500685774425839
gene-PA4511	11.777065773347728	18.39990692534107	host	gene-PA4511			1.2195335803137213
gene-PA3807	231.72393910150038	221.91569222458335	host	ndk			1.4570212378706289
gene-PA5444	17.207837283797403	28.862231862752452	host	gene-PA5444			2.815028602929146
gene-PA3644	163.9177520003503	137.7562926738031	host	lpxA			5.629186227289979
gene-PA5546	12.563602019372915	19.980087074460577	host	gene-PA5546			1.4645569182070903
gene-PA3253	1.9369452245252878	2.843988006089954	host	gene-PA3253			0.09239873034445702
gene-PA1950	27.209011568113848	33.60113353112134	host	rbsK			3.9344618998686385
gene-PA2448	3.0760661171577954	3.7606248291333353	host	gene-PA2448			0.23596047693311045
gene-PA2335	1.064995901560877	0.8927317172111144	host	gene-PA2335			0.18411371638745785
gene-PA4213	0.8068290611478017	0.941253210502078	host	phzD1			0.07319212006701355
gene-PA2515	0.17096800443158652	2.102749135109034	host	xylL			1.3156482520506922
gene-PA5199	29.101166562882295	27.16027724477516	host	amgS			0.5844864120821354
gene-PA0181	10.614845420198503	18.185631263056738	host	gene-PA0181			1.4134030965492408
gene-PA1791	30.710558389276564	41.2678828249567	host	gene-PA1791			1.171551988611746
gene-PA3029	21.16978504234284	21.287476839501846	host	moaB2			0.5362936711380861
gene-PA4322	71.14849990032442	70.85498282131152	host	gene-PA4322			2.0649698646932237
gene-PA2814	3.358261059564589	4.012502060344152	host	gene-PA2814			0.3918946953517858
gene-PA0371	26.174810196470688	30.652024760506574	host	gene-PA0371			0.8623898113068913
gene-PA4579	27.942140705746034	30.186819362629592	host	gene-PA4579			1.2416721372855872
gene-PA5079	19.989805849138733	28.07150021912108	host	gene-PA5079			1.3624741541646985
