Geneid	8_R1	8_R2	24_R1	24_R2	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-PA1309	8.418596252819631	7.979485525624751	15.415127432384393	9.577806975027029	host	gene-PA1309			0.8601247416798475
gene-PA5092	2.8141567764654067	3.819493397064087	2.9087058337240768	3.8826773150529497	host	hutI			0.07343601932155912
gene-PA4841	16.803598745651954	24.119692258745758	32.74325282097215	26.696850709677832	host	gene-PA4841			1.3028673305717016
gene-PA5527	83.53078392856324	102.82251418259474	106.38483053046046	106.98663306788802	host	gene-PA5527			0.9225393649380147
gene-PA0035	7.515486086558577	14.375133866962843	13.916373263951254	16.82155415476723	host	trpA			0.8990583352234914
gene-PA0621	10.635257451041046	29.690731152723746	27.927378233599146	26.81111798670462	host	gene-PA0621			2.462629991101425
gene-PA0055	25.96741988718414	58.86892731122228	51.685465199250906	46.293460294862086	host	gene-PA0055			3.2763854248852304
gene-PA4492	1887.4359170309665	112.48942852435529	116.38055230267112	103.53145457615115	host	gene-PA4492			1066.4799099167183
gene-PA5341	5.478768989930236	9.975146829966477	6.39353214659157	5.107451880031135	host	gene-PA5341			0.5506281081095609
gene-PA1291	6.868028269519689	11.665092159796512	16.61078795758857	16.764845978210772	host	gene-PA1291			1.2828824450244214
gene-PA4379	33.088881136552345	70.31046675868475	82.42608943724238	79.20044986387228	host	gene-PA4379			5.831607864972985
gene-PA0245	5.625850036639773	13.354159349794047	14.465443105970076	4.824999507605252	host	aroQ2			1.9951828894947552
gene-PA1216	1.7822501533508	1.6585183885968358	2.277902158940542	1.8682197479246418	host	gene-PA1216			0.028464290813159817
gene-PA2005	8.08175259717925	13.163355773395596	11.689135269550906	9.037010915696584	host	gene-PA2005			0.3930203618271703
gene-PA1758	15.965663818673354	39.114000851776034	31.899661555313173	26.733798126940066	host	pabB			2.5012345104831204
gene-PA1423	3.420953842994717	12.484336656747518	9.317600744872104	7.183178974240919	host	bdlA			1.3404582450453688
gene-PA0505	37.78216017731111	128.2306891547119	102.63576298997815	86.22705384370487	host	gene-PA0505			12.2736545049112
gene-PA1351	0.6042759915364232	1.380250931686538	0.8341141729061692	0.9328610639703927	host	gene-PA1351			0.08470639189703205
gene-PA1863	10.761867658791536	21.899981449426402	19.65684934457184	25.67589023689938	host	modA			1.5421721481623398
gene-PA4696	95.95944782189115	146.1884972877487	128.8278460303497	117.16086016641022	host	ilvI			2.7312553617115967
gene-PA1921	0.18262563299767454	1.2514275113957944	1.2604391946137667	0.7831426216047741	host	gene-PA1921			0.2237026157696666
gene-PA1543	24.519736627064827	25.64400638106136	36.160140829083474	34.43259854334433	host	apt			0.8816103568837484
gene-PA4397	2.4330059659229666	5.063341575713247	5.3485742139860495	6.816432160415238	host	panE			0.5078861838480346
gene-PA1464	82.9006232788819	109.57812146659424	101.38657771674487	74.27128837644277	host	gene-PA1464			2.1573496877458362
gene-PA2287	4.8843742410227105	10.094061530598152	13.377302773023468	10.57242539166445	host	gene-PA2287			0.9665267350355037
gene-PA3134	33.96836773756746	69.39734381376677	54.46625125815853	54.42129272315358	host	gltX			2.99279198470231
gene-PA5233	15.144882850735724	22.79385824328054	26.739317200020622	24.467613049280587	host	gene-PA5233			0.8507978219731421
gene-PA4473	48.32764885147417	96.93893707677869	86.3494910936894	78.05711085189077	host	gene-PA4473			4.222178609527172
gene-PA5411	10.076754954231362	10.945728369429155	17.206540504127986	12.329695007172711	host	gbcB			0.6010904385470478
gene-PA4809	8.748356935533765	7.145247403775987	6.220877315351816	3.6832965880637443	host	fdhE			0.5222526207101341
gene-PA0557	5.178562469934059	9.771420294460311	9.151133878702689	8.68966470547763	host	gene-PA0557			0.3886108198397532
gene-PA5380	12.729205126060739	23.566284385795804	22.502949751664257	24.93713380425202	host	gbdR			1.107465562676607
gene-PA4264	1289.143807236373	2084.7097725896283	2092.450259135258	2043.3245228120716	host	rpsJ			61.62758379831362
gene-PA0971	103.29368776704679	145.10086231270202	115.28672288665574	118.97016618895974	host	tolA			1.928249018218409
gene-PA1086	24.870727651656996	43.30597835488078	36.762809842901525	34.80862862869641	host	flgK			1.2502470006605468
gene-PA3135	4.9790767042037	10.883750669142577	6.774347462907866	9.229348550378088	host	gene-PA3135			0.641772660015437
gene-PA0694	0.35220657792408666	0.804489114468725	2.430847018183693	3.3227622659516847	host	exbD2			0.8368573909779075
gene-PA4790	9.27007713096196	13.365245821707084	11.646458158231205	9.980369569731241	host	gene-PA4790			0.2265455789102973
gene-PA3487	7.754948470292161	13.003469504776298	13.509616458633008	14.955176281299895	host	pldA			0.6026701773084375
gene-PA3277	3.093179540440318	6.234048488503034	8.232388835669251	5.149668456456485	host	gene-PA3277			0.6074396986087006
gene-PA2445	17.8231203703668	29.056582530221103	56.207710334807665	47.53186249002476	host	gcvP2			6.035029059420981
gene-PA2199	30.564776317110805	37.414254022209875	23.43898913271491	20.71036754805502	host	gene-PA2199			1.5084823875189703
gene-PA0503	1.9723568363748851	8.327681257652014	10.037679404378725	9.688186177088879	host	gene-PA0503			1.4143688537244414
gene-PA0086	69.41716879794586	103.17620439699368	170.69564837694946	141.71548929252347	host	gene-PA0086			12.117439604340516
gene-PA3266	257.1108018845832	277.28058145355385	124.78348026676292	132.306352044258	host	capB			24.581435376674843
gene-PA4048	24.998476181960754	33.351998326966985	17.059897936400287	16.32579176759348	host	gene-PA4048			2.0817334556632936
gene-PA2274	1.95670321068937	1.4897946564235647	9.903450814822452	5.034488281744976	host	gene-PA2274			2.4464010154150198
gene-PA3674	12.234544285784061	13.267013466677218	7.6763590047906085	4.133579852380086	host	gene-PA3674			1.4385310222516792
gene-PA3501	3.377323349956995	1.5428558359674176	1.5539661303457397	1.737932941095526	host	gene-PA3501			0.2876715713658343
gene-PA0284	15.358516348820826	25.233702278964376	55.170043436373064	43.67624915900724	host	gene-PA0284			6.907686958422907
gene-PA0668.3	1426.7146984172277	1978.4080986079562	2443.4277176637665	2572.438030824461	host	gene-PA0668.3			96.0846632086889
gene-PA2937	1.4361821624088968	2.551454149447736	3.304063908210845	2.052898134303777	host	gene-PA2937			0.2004780588262721
gene-PA2160	0.8940250653024234	1.5184685284718842	1.9513075397786348	1.9463879382143758	host	gene-PA2160			0.11829012907848582
gene-PA5181	15.225881262713099	21.29366967064937	9.624283772826047	10.326555033718767	host	gene-PA5181			1.5456981319067256
