Geneid	8_R1	8_R2	24_R1	24_R2	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-PA4990	5.411867687046389	4.4979177325579425	3.3638839794242252	3.3555536611212573	host	gene-PA4990			0.17813620539443145
gene-PA3485	17.82950929773502	5.2194654582206255	4.808050060453748	8.88500521842948	host	gene-PA3485			2.985700346678102
gene-PA3618	8.632455051104426	9.484709114652702	8.572529895020269	11.77969817171827	host	gene-PA3618			0.17559441260441308
thiE	27.107198489607185	20.89671704471844	19.274094092392406	24.40297472863701	host	thiE			0.40486202302646435
lipH	1.4847190144887523	1.0001743856225183	1.1886499376429132	0.5777429821021328	host	lipH			0.101864731127277
gene-PA2943	4.467173758113829	3.239668215447285	1.7595417242511593	2.4983579030039333	host	gene-PA2943			0.33432484897081366
ercS	6.227410832806098	4.046240479116166	2.1412163440002274	2.841520112789591	host	ercS			0.6307135009374388
gene-PA2845	9.168457162120713	3.7057743262167664	5.552996169111068	5.433860769534556	host	gene-PA2845			0.6629242511575584
lptF	7.533532281913539	4.11209795115934	5.985659203082343	10.245523741030805	host	lptF			0.7240121985542068
gene-PA2697	0.9129442450792541	0.8386375167647228	0.794449195140615	1.7762523598671953	host	gene-PA2697			0.15095465362353822
gene-PA2655	6.3876552034347815	8.418943614900225	4.49519408667913	9.1027958875345	host	gene-PA2655			0.45919507628441564
gene-PA4379	50.059776105179104	27.775576468988348	47.492730393713074	52.55765332829716	host	gene-PA4379			2.1614796616641834
gene-PA0312	18.550289327287146	13.536795472626535	16.564987945222857	20.472033025937904	host	gene-PA0312			0.38084439108362206
clpV1	30.759716879056416	17.547305915562205	22.94101819801619	22.99913162919277	host	clpV1			0.9409949366480684
gene-PA4504	39.05038925497993	26.017993310680993	7.320431202065429	7.0555692169016275	host	gene-PA4504			9.155916662194215
cysK	12.058354859621163	9.298124673052977	6.663595402933281	8.812734193499681	host	cysK			0.40080773851383095
gene-PA3694	20.924456678884386	6.569327214656995	9.542217554966719	12.01121075824726	host	gene-PA3694			2.342738468133427
gene-PA2928	2.0332402059526524	1.4813188817363812	1.4276719359732815	2.298009746117778	host	gene-PA2928			0.07488642030741594
miaA	106.91779340982696	75.34450595575738	56.65403562828067	62.91020288230496	host	miaA			4.972285651183579
pcaC	5.33686312421952	4.510284356331669	3.0094209809953445	4.504869647470304	host	pcaC			0.16244938018171443
gene-PA1683	62.626793407588835	50.64122144114227	41.25428121484556	41.46136483020851	host	gene-PA1683			1.5573248197343152
lasA	5.666500397858663	2.9475740247148328	2.530861063660365	3.2798873206433363	host	lasA			0.41189134708061653
gene-PA4715	31.313396703794417	20.345780402675548	25.12233469410191	25.40677619294732	host	gene-PA4715			0.592083699125315
gene-PA1016	4.842091438745002	2.6687891809544038	2.372589419237649	2.2409529972843747	host	gene-PA1016			0.36858888692667313
gltR	28.605586345816626	17.62634297924428	14.321009277341357	18.86909676873167	host	gltR			1.4245005236555446
gene-PA2114	11.806550968202618	13.94432663488513	13.20959157014466	10.268878392512347	host	gene-PA2114			0.16047132267194786
gene-PA5133	68.48004003998527	41.95794071832207	35.12835821086562	38.710644490403205	host	gene-PA5133			3.7606354814532836
gene-PA1171	8.38810426681841	5.597922939807965	4.304759799233106	4.474361545021163	host	gene-PA1171			0.46935364537184077
gene-PA4471	2.3837988621513855	1.393493651593908	2.602422969536378	1.0703059091507459	host	gene-PA4471			0.2237278054702264
gene-PA0926	29.2099297193198	20.54071326273032	14.620103075644048	20.89357732511175	host	gene-PA0926			1.2658128062038458
rpmE	974.5764348095581	525.9111397955961	464.87194653653086	487.16757298178123	host	rpmE			71.80252510088908
gene-PA1640	26.04265808939953	14.65757401651792	10.575817898316973	12.138382622854124	host	gene-PA1640			2.316589471646483
dsbG	5.008760255104079	2.147173097397617	1.8015758401865776	2.948547018205168	host	dsbG			0.5206672046364507
pyrC	35.818456255363515	19.350339188158713	12.111138962252515	13.13808170430314	host	pyrC			4.4756386900077345
gene-PA2910	3.7638929402390295	1.5213178812889883	1.9652164300846788	2.6363324499081533	host	gene-PA2910			0.2889337156319003
rpsF	482.82143239403354	323.77398415095183	142.84877485081236	182.8388294517803	host	rpsF			62.939854512175536
ftsZ	77.12645432479673	57.27788082855365	37.84957092028406	50.0415431144202	host	ftsZ			3.653583398057418
gene-JG005_00071	6980.149630356904	5344.591562583914	12149.339768486474	10581.969887839758	phage	gene-JG005_00071			845.5035677331459
gcvH2	25.700331482569627	19.09210721759689	26.720802147807618	28.79791836808726	host	gcvH2			0.5259115802693364
galU	37.90240190820703	21.678779808368084	30.45804721426955	34.54030069673622	host	galU			1.1821506839969862
tyrS	5.471770753800275	1.2088834583872436	3.507887535734686	4.820263900775757	host	tyrS			0.7079731680992127
gene-PA0279	2.0871028664329727	2.1427848425490628	1.8589429235650785	3.0317678113282933	host	gene-PA0279			0.08754700941146451
gene-PA4573	27.203351721021694	15.199619829990695	18.010630576893707	19.01366968020737	host	gene-PA4573			1.004445422625007
glcC	5.335168881957863	5.943677003737281	6.578795954045378	6.982471883507248	host	glcC			0.0631631845252398
gene-PA2927	2.89921483234628	1.7163107137392148	1.0428040336215099	2.5745196193085516	host	gene-PA2927			0.2577247679643599
gene-PA2750	4.464455672468491	3.189731133128252	6.474990549989983	5.122620189461373	host	gene-PA2750			0.2916383360568191
gene-PA0653	44.429953260523696	26.27730885862798	22.562357141993463	26.871510059529367	host	gene-PA0653			2.390380240958175
gene-PA3828	56.36757631146172	35.15382606020204	26.067305119267985	30.542456024130136	host	gene-PA3828			3.6436003618506585
gene-JG024_gp17	1265.6904585399016	1017.1671720127114	1507.7199114786677	2189.654193541683	phage	gene-JG024_gp17			127.68958501932303
gene-PA4008	3.0148044433091052	1.9965602319055573	2.8187368992292994	2.801683115129894	host	gene-PA4008			0.057496758276064
gene-PA2048	3.155027905788599	5.989680695716672	4.94194131683059	5.760764158076074	host	gene-PA2048			0.2498916074247051
gene-PA3201	97.34656169724333	69.04496970506841	63.78129977068705	79.09342238846635	host	gene-PA3201			2.121087172839973
betA	6.158853999722086	4.254866736895278	4.544475573911119	6.330421427076654	host	betA			0.16255428008906056
gene-PA4889	45.59746052398563	18.974078603641455	6.959115184027381	10.603902685755076	host	gene-PA4889			11.121929325627802
gene-PA1274	27.2993951884734	13.558611420205304	8.252114288154662	10.380501146283947	host	gene-PA1274			3.7007780427057653
gene-PA1377	11.410093430072925	9.890897154652105	8.306903606717487	10.462540909675832	host	gene-PA1377			0.126765434759621
gene-PA3222	6.7699887685099345	4.291960446909236	3.435198319788019	2.6971708910598804	host	gene-PA3222			0.5477300085989499
gene-PA0094	64.90508901912877	46.93671030610101	59.02154834298455	51.108952516963896	host	gene-PA0094			0.8715864032957893
gene-PA3647	152.84523355190777	98.11231887452222	61.5984880085477	82.30589109658636	host	gene-PA3647			11.592253797806787
gene-PA2553	3.5306643096851755	1.1252248125860849	1.918684857180911	1.714646242367442	host	gene-PA2553			0.38306277403152184
pstB	14.508588758130017	9.357746679871115	8.757230624420504	12.150667083740123	host	pstB			0.47374079954410947
gene-PA3205	9.924387099569035	12.334247015274359	7.823433026432341	8.125587718450562	host	gene-PA3205			0.3376853775134949
gene-PA3858	9.786121644621478	6.530910096442626	4.847533860875541	5.745852775440847	host	gene-PA3858			0.5162208061686494
morB	1.3143107239969802	0.35509876835983756	0.6054991162963606	0.65953985753073	host	morB			0.17120180286979708
gene-PA2783	0.5244357496733049	0.5693416919369395	0.273820155925132	0.6635896636734625	host	gene-PA2783			0.04090273521331073
gene-PA4955	6.981125239157629	4.953064169781068	4.711840345464933	6.0905502925482935	host	gene-PA4955			0.14633592727006664
gene-PA4348	118.24370233786034	119.45143072757986	118.63006477727957	131.13289955625552	host	gene-PA4348			0.2365288035645977
gene-PA4861	2.300449251586652	2.664482366783956	1.4100084316551615	1.3023302670785302	host	gene-PA4861			0.17461949469934263
gene-PA2454	21.45418975936247	14.526540460579552	18.774736683470955	16.597278957393964	host	gene-PA2454			0.3708260490661648
gene-PA4998	41.787884201031666	30.15230371335653	14.109710590193226	22.55040837160005	host	gene-PA4998			3.8166270833713063
pvdT	2.455600032698114	2.493178400743317	1.372099905101291	2.185745200012668	host	pvdT			0.09585345785029142
crcZ	1522.5622039543628	1698.8570712458918	660.4343997567031	735.87607357699	host	crcZ			184.3202708265884
gene-PA3026	5.538299612066001	2.815425949138712	1.4879495827783997	2.196943708256794	host	gene-PA3026			0.7814729940641497
gene-PA1035	38.314148984396816	32.96607838627874	34.125685548355285	40.24350218406805	host	gene-PA1035			0.24305067589446505
gene-PA0720	4.14287802249758	5.255461771725596	2.3691022895089784	2.7458882634763966	host	gene-PA0720			0.36357439601934183
gene-PA5228	34.35474830747585	24.860395145662743	18.523128194935396	28.016831151298938	host	gene-PA5228			1.2321073733493684
gatB	35.19317988188643	21.20720569710847	15.896236136128936	21.45052921658964	host	gatB			2.1759480865807226
pcoA	1.1297624939106092	0.8717590616606439	0.7786355144790482	0.9130571736831008	host	pcoA			0.017956163426070544
gene-PA3835	29.0945707277964	16.395243988716604	14.425024531254037	19.21061888219288	host	gene-PA3835			1.6077979677600345
hasAp	3.4715517409971635	1.6582767726318628	3.98767217366697	4.177310441539805	host	hasAp			0.29823699324709857
ilvC	82.27270409195047	55.26761420708481	46.21678898881149	49.82131931091083	host	ilvC			3.4324322226483237
gene-PA0677	0.9356967496295158	0.8595381402354946	0.20937819909313402	0.9002573067623096	host	gene-PA0677			0.12360918647759957
gene-PA3532	21.826658331573626	12.112197052023834	12.096316547260802	12.007494418284931	host	gene-PA3532			1.2296359355405484
gene-PA0277	21.1432594729949	13.60603739320263	24.499180318130744	18.93553062987644	host	gene-PA0277			0.8024794771212218
gene-PA4199	3.61181645780513	3.140890452798967	1.9863904791630325	2.1406118183014917	host	gene-PA4199			0.16970664430209878
gene-JG005_00055	1273.3657571897163	971.1107955066702	2150.7639770114824	2078.7213791048503	phage	gene-JG005_00055			159.6146379691562
gene-PA1383	13.542511808235448	10.4323535169636	11.735149539648512	14.870496053383455	host	gene-PA1383			0.2270042784254416
gene-PA1406	14.133194834889638	7.166538779625813	10.212911313341248	9.594679059106292	host	gene-PA1406			0.6085260312227055
hisJ	0.9826346454669834	0.3008852159384883	0.5130565031213437	0.6372813810210548	host	hisJ			0.10047481726903132
gene-JG005_00004	873.5989453275561	888.9854779563851	560.6999820011068	577.7170040639186	phage	gene-JG005_00004			33.66403384689697
gene-PA0754	51.01910979360587	31.00401990332021	8.332996984639548	10.92495177998993	host	gene-PA0754			11.73494623979348
gene-PA3838	17.379243025194253	10.411763887380898	7.157837352142385	9.160203026241101	host	gene-PA3838			1.3417849811537101
hasR	1.6996592783949342	1.0310603251703803	1.423239701608411	0.9359177232484102	host	hasR			0.07402305526844646
gene-PA1739	1.677488088180605	1.2165420767883324	2.535371814121592	2.5766623738814256	host	gene-PA1739			0.16699510152256045
gene-PA0954	29.538377204919342	29.41916100476828	30.033633703250636	36.995356424993176	host	gene-PA0954			0.32167710652434756
fppA	3.7311634364108643	3.1010488715151032	4.360095085877313	3.908943320376638	host	fppA			0.05406230681585729
gene-PA5155	15.23154597634392	11.944231299376355	5.883738887647464	6.060433459606822	host	gene-PA5155			1.6211492387903101
gene-PA1364	2.952177950280008	3.085947303682289	2.072918682836651	2.239643681781632	host	gene-PA1364			0.07412430769183655
gdhA	13.020031453364968	11.253286977573865	11.955213493510653	12.238924073248441	host	gdhA			0.033063552382158114
gene-PA5301	160.53517583144085	100.08352062548471	122.6681652326299	126.68210924702274	host	gene-PA5301			3.6610100255333022
gene-PA0069	6.888030706499755	5.136357822224732	5.204204869244073	6.076184254782138	host	gene-PA0069			0.08808222847212703
gene-PA3272	3.652197014476243	2.0492311256210916	1.6182858829379152	1.8348101299727073	host	gene-PA3272			0.2809474846252373
gene-PA0534	13.770596217637307	10.083153399240969	5.453247079946602	8.213975581854562	host	gene-PA0534			0.9741421618888122
gapA	16.309453707614853	9.334327624408148	10.12057129905101	8.549667501156407	host	gapA			0.8511445149333807
aguR	6.313845634887453	5.089749013157672	4.642159891605431	4.2233692631353765	host	aguR			0.12074242580981452
gene-PA3776	1.7937496388465872	1.300856874189504	1.5280692769899353	2.9247963457980783	host	gene-PA3776			0.20644154961590155
gene-PA0786	3.6458100244668254	0.7728620252537641	1.3178510178214906	1.8887751337954342	host	gene-PA0786			0.6107506838423805
gene-PA2561	4.775976630672372	3.09416466349398	5.01354687154819	6.387976919992853	host	gene-PA2561			0.28417058343643803
fdxA	149.1198621545811	86.3744874519716	108.5600113137518	107.38735955145819	host	fdxA			4.573568591941895
sspA	37.076172593849705	29.72142215563262	21.243417216080402	26.622560575186515	host	sspA			1.1434782285340566
minE	476.8719512002607	355.825676426833	438.756532200035	447.11084967205517	host	minE			4.694470837878356
gene-PA2163	1.712159182742309	1.0357479404130736	0.8939583060064028	0.6562459588953479	host	gene-PA2163			0.14323563140710757
rpsA	313.8952287411485	251.55830855554393	167.1458685567664	197.90720764418114	host	rpsA			13.386430382654186
gene-PA4104	1.1778770848277436	0.46371721515225844	1.3178510178214906	0.831061058869991	host	gene-PA4104			0.11550890037594323
gene-PA3268	7.646645657538239	5.786831175238018	5.3164276055975	4.820823845648513	host	gene-PA3268			0.19382268906313363
gene-PA2419	1.386173787682744	1.0418316287561755	1.6448948093219782	0.5092204325474915	host	gene-PA2419			0.15776927695231616
lipB	157.06828833001148	91.2473523210155	68.71766882224537	87.13664805324514	host	lipB			11.067377032331356
arsR	11.002148594544856	11.454211553760915	5.999788964326901	10.648171608986909	host	arsR			0.4945818547395154
waaF	80.44287720947855	43.97272204955375	23.957465034962937	33.2227903591879	host	waaF			10.12196619269773
gene-PA5486	16.903301022528005	10.749808169438719	15.614537817218269	14.984282728110443	host	gene-PA5486			0.36566431061729165
gene-PA0453	4.7040297546454015	2.452548826805278	3.2526515491712646	4.852053454816715	host	gene-PA0453			0.26461485482365005
gene-PA0249	9.02323864599585	3.3507977739190045	7.517942047974947	7.326926357944704	host	gene-PA0249			0.6478140472262123
pvdP	2.3619291478197217	0.9160896666310672	2.384222208388972	2.2388050209758723	host	pvdP			0.1908685106457914
gene-PA2184	2.524022324630879	1.700296455558281	1.3178510178214906	2.039877144499069	host	gene-PA2184			0.10388590946602116
hom	50.30637598747062	31.955623876354483	24.755402184579328	30.500027700764708	host	hom			2.6703096389516983
gene-PA5095	3.9282319277705935	1.757988972936379	3.73391121716089	3.210917727452238	host	gene-PA5095			0.2286240592866353
eutB	2.891317329577164	2.7690067399414433	1.6381029855931648	1.6296270616746842	host	eutB			0.16113728487983137
gene-PA0526	19.803867470180744	23.043178537566074	17.692994690546985	16.005189902992694	host	gene-PA0526			0.3605231400232582
gene-PA4804	7.304860032515404	5.582518405588348	8.301141675919919	9.12286495954241	host	gene-PA4804			0.22981773187556342
gene-PA2857	13.173625290836606	7.952343470374257	5.437098789900945	7.379477584144618	host	gene-PA2857			0.9657145610283532
cobQ	21.38136494687312	11.399321358223542	8.669366166116934	10.59406663640046	host	cobQ			1.8705642498233808
gene-PA5264	40.524580656573555	32.1978136323312	37.84618653443322	52.28642570999385	host	gene-PA5264			1.3183917715938098
gene-PA5347	93.67783620118574	55.563469876640845	52.55978843087543	61.47314244618484	host	gene-PA5347			4.086931686049386
rpoB	318.7268976425268	208.45762027540442	172.96972522029256	183.7931198750496	host	rpoB			15.158274014977964
msrA	29.002886156175194	16.18000962128482	14.866498364622062	16.114050076658454	host	msrA			1.7517319861851306
wspD	18.282700838413234	7.883192657588395	8.766574162029917	9.213937826602075	host	wspD			1.606587651982124
gene-PA4322	59.680107227432906	34.17614277148937	22.80352921908972	29.395187290604415	host	gene-PA4322			5.345854525298713
gene-JG005_00027	166.98511029370457	134.34274153973553	651.7542029554334	736.1028890184256	phage	gene-JG005_00027			177.1425687022795
dsbA	95.39693182307715	56.89285267033134	56.1495705674949	76.63794198541662	host	dsbA			3.670069138897755
gene-PA3669	5.161252582272724	2.4911210232950074	2.6034610321488776	2.710132393812898	host	gene-PA3669			0.3808403824370154
glpT	59.568425909439966	40.55718271498706	29.239269130373472	36.528658690035705	host	glpT			3.0284111864739542
infB	163.64028051096767	102.51587439376742	79.43774018720886	97.60273577240072	host	infB			9.067038922477497
gene-PA1126	38.09213283805173	23.998154518849024	32.23356009916442	38.2033680633603	host	gene-PA1126			1.0153085813575418
gene-PA1730	3.218887635516521	1.9526662633799985	1.426972439679321	1.8270190041554135	host	gene-PA1730			0.2137473928997998
gene-PA3459	13.333112279829786	8.150419527337153	9.898029057016325	12.560674771118247	host	gene-PA3459			0.3917127349472854
tpiA	690.0530134770606	427.2148190230112	383.1704129991295	474.2474516498901	host	tpiA			28.141173678881934
gene-PA0910	2.8946129040409683	1.094887869109499	0.2667079440829207	2.064161396219296	host	gene-PA0910			0.620642311141998
gene-PA3072	8.148257928808373	5.892487441025668	7.694120083846682	9.730053719552236	host	gene-PA3072			0.23768248319227234
fleS	14.835155201676614	7.8897130816227925	10.636551060299508	12.65245000296316	host	fleS			0.5700687470079541
fliJ	27.6391814017012	11.54070997169472	14.02739619419902	11.36838438638495	host	fliJ			2.79696649233879
gene-JG005_00023	2200.9638037922014	1863.1377339277683	1894.216785622241	1778.786073091502	phage	gene-JG005_00023			13.178689389896864
gene-PA2301	5.847550799973566	2.758391537646031	1.5678301243327495	3.6189348972389865	host	gene-PA2301			0.7103508392677066
gene-PA2814	2.170959678030726	1.5250223891168024	2.066986566642636	2.3508504790275313	host	gene-PA2814			0.04673206269627666
gene-PA3467	1.5682887250995958	1.671144642325025	1.5394195368996653	0.8731442943071874	host	gene-PA3467			0.07044931424906462
gene-PA3573	15.35821556989137	11.968545256219869	14.175561160315644	15.458158626818408	host	gene-PA3573			0.138657107088329
dipZ	19.762981107160474	11.407547933559782	14.052625324044701	16.683754948721425	host	dipZ			0.6205312948806752
gene-PA0485	67.44795442742716	36.64761804029387	36.91452026062739	36.2114199898627	host	gene-PA0485			4.030871053612718
gene-JG005_00159	1530.5799175160366	1604.2463370273765	1222.265114883299	1474.746061049076	phage	gene-JG005_00159			14.147718711058001
gene-PA1923	0.6917107462716969	0.5944165030422865	0.5009615673569993	0.5309785945552843	host	gene-PA1923			0.009204376279487041
gene-PA3521	0.9884044062578916	0.9079557938956823	0.21249901235874985	0.3915753326161266	host	gene-PA3521			0.17467797250627917
gene-PA0941	3.3006445783634573	3.0319971759955364	4.787065663026782	8.068459930521009	host	gene-PA0941			0.836810675377538
ptxS	6.459325949055367	3.775918281738331	3.8981595111709004	3.2768309945846883	host	ptxS			0.3523588984009205
gene-PA3488	6.506850112996915	4.17279153549028	3.781987327253091	5.898166469311407	host	gene-PA3488			0.25603232644754653
gene-PA4803	7.915137969473533	8.801622870122964	7.177809912600547	8.416968800117516	host	gene-PA4803			0.04566158429763955
gene-PA2854	62.24363695617507	39.01044926234586	38.3993585666052	40.39413783054111	host	gene-PA2854			2.2105245478071707
gene-PA4685	33.41428405050132	22.31305967736945	11.394866990301336	17.770768801933936	host	gene-PA4685			3.0429575781400993
gene-PA5205	5.256582106282543	2.133627642367229	3.255204650858212	3.018811538630309	host	gene-PA5205			0.38171464542451755
gene-PA1492	24.75945708923624	15.678058226576356	10.417298521827021	16.081571139172553	host	gene-PA1492			1.5813425762751105
gene-PA2666	22.836392460946048	16.56132911258066	17.44583728354164	18.88775133795434	host	gene-PA2666			0.3046955837772164
msuD	0.6739536050061509	1.3069865662668367	0.7428723887545227	0.16811087578283967	host	msuD			0.22536651590265105
gene-PA2124	0.3667382864848286	1.203173482537911	0.5744478795632139	0.6821729970411348	host	gene-PA2124			0.13449413558771528
gene-PA1257	2.26183705990178	1.5888605356379708	0.48627680967676706	1.4934501057917386	host	gene-PA1257			0.2759285440867502
gene-PA0810	4.034121151333114	4.15495909303092	4.531755494332021	4.006786224000229	host	gene-PA0810			0.010499286886797196
gene-PA1621	9.394454556375203	5.33303316319018	4.133481052207627	4.6919683397457055	host	gene-PA1621			0.7265352900918234
gene-PA2164	1.7143758940129827	0.5849400944557598	0.7928167652875863	0.6817702024042422	host	gene-PA2164			0.21569785474317085
gene-PA3042	1.8540657816733	2.189775738218998	1.797809104558947	3.210917727452238	host	gene-PA3042			0.14222919329016753
gene-PA3767	9.535195448605542	7.61036813938406	9.71224994190483	6.948215410224515	host	gene-PA3767			0.16953347629452542
gene-JG005_00122	2414.7614631024753	1611.7733602162937	1580.6611125590302	1647.5976491830202	phage	gene-JG005_00122			66.7071169707903
gene-PA4133	15.204229717419343	10.65445506242689	9.068070098819305	9.794648193824894	host	gene-PA4133			0.5109425861516882
gene-PA3907	15.176246191101187	11.935113565560036	12.028324684289279	14.951601631647826	host	gene-PA3907			0.17617556880044752
gene-PA4178	7.728122117619815	4.7680600751542705	2.95099434904651	4.0913306527214	host	gene-PA4178			0.6380890070668878
gcvP2	19.04059341143419	13.001793445675302	17.19154956234493	21.178678177320386	host	gcvP2			0.5140065111258745
aotM	81.15147027718795	52.66739586686381	37.37116291167037	34.23141474245218	host	aotM			6.709703084889283
gene-PA4219	0.796611265326539	0.46567382787441985	0.3403058324501064	0.6177968285730888	host	gene-PA4219			0.05241974425787389
stp1	14.714807791057936	9.840473687798955	4.855621171287413	6.078280471720285	host	stp1			1.6628309339508829
gene-PA0833	46.033359539696505	25.504446833374217	34.32688127373121	48.08281840604948	host	gene-PA0833			2.1752905016155357
gene-PA1729	13.90549336254975	11.800458144846823	9.058192026816235	12.070672197644525	host	gene-PA1729			0.25601759791805434
gene-PA2102	16.26592164762122	8.072114485983759	9.469003609532193	7.639046096683756	host	gene-PA2102			1.1656537669741993
fleR	12.37161434787428	5.820922848430248	9.547469188183543	10.052746640377892	host	fleR			0.584207823671735
flgD	53.244851895784734	41.40332278145165	25.792227063077743	30.27436714454967	host	flgD			3.0009685644445088
gene-PA0132	13.697552481849831	10.358760953178512	3.359688489383073	4.777044636833174	host	gene-PA0132			2.1724092756941196
gene-PA3142	47.39553031806873	32.71782573574268	49.93191078634759	42.1826446547647	host	gene-PA3142			1.0088391821474616
gene-PA1499	1.1523577437888215	0.18680551321299513	0.6016728975519918	0.9434924128058709	host	gene-PA1499			0.1855458019041855
gene-PA2843	8.600788767673151	7.1984610013613395	6.819169706173564	7.122659368691378	host	gene-PA2843			0.06360957813346113
gene-PA1501	6.904796704162634	8.960461641447855	9.327624956279312	7.627467398545546	host	gene-PA1501			0.11746009678106449
gene-JG005_00040	456.0066999833121	370.4585307716376	1057.5022278563117	997.0214339594831	phage	gene-JG005_00040			132.77388411813985
gene-PA1796.4	8887.68039978642	12475.152380633634	8753.27050124017	12000.889504187673	host	gene-PA1796.4			280.19837260447423
gene-PA3927	6.634755768421347	3.8966351539410313	4.7135305098761044	6.690429333246488	host	gene-PA3927			0.2686558752588749
gene-PA3714	3.6091160342852753	2.333032094924914	3.14067298639701	3.180909150560161	host	gene-PA3714			0.06939137666020255
flgH	33.41428405050132	24.125287874516204	14.613755970612448	18.988703112346855	host	flgH			2.150041499639445
gene-PA3720	4.633299196857623	2.7757720625311246	4.733126894992678	3.3465903074854313	host	gene-PA3720			0.18070405466277073
gene-PA3519	1.2401265756856918	0.8354057729621611	0.6474990549989983	0.7052882869548268	host	gene-PA3519			0.062467729747021916
gene-PA0984	37.00355664917564	28.205918683114437	33.57094488823553	41.123313280030494	host	gene-PA0984			0.6412168222421454
gene-PA3116	15.02429905996897	9.278931021295932	9.174120141867112	10.252069657978065	host	gene-PA3116			0.5266933581284848
