# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR2932968_sorted.bam" "SRR2932965_sorted.bam" "SRR2932967_sorted.bam" "SRR2932971_sorted.bam" "SRR2932970_sorted.bam" "SRR2932969_sorted.bam" "SRR2932964_sorted.bam" "SRR2932966_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR2932968_sorted.bam	SRR2932965_sorted.bam	SRR2932967_sorted.bam	SRR2932971_sorted.bam	SRR2932970_sorted.bam	SRR2932969_sorted.bam	SRR2932964_sorted.bam	SRR2932966_sorted.bam
gene-Syncc8109_0052	CP006882.1	40285	41871	+	1587	28	1121	263	63	68	312	3499	684
gene-Syncc8109_0053	CP006882.1	41950	42561	+	612	8	117	23	24	32	35	406	80
gene-Syncc8109_0054	CP006882.1	42571	42954	+	384	1	75	23	12	12	25	321	59
gene-Syncc8109_0055	CP006882.1	42951	44738	+	1788	7	201	40	16	19	1178	712	152
gene-Syncc8109_0056	CP006882.1	44735	45880	-	1146	23	749	127	47	74	179	2267	407
gene-Syncc8109_0057	CP006882.1	45894	47090	-	1197	51	2609	441	214	192	493	7499	1408
gene-Syncc8109_0058	CP006882.1	47165	47338	-	174	8	393	92	46	35	86	1134	393
gene-Syncc8109_0059	CP006882.1	47431	48249	-	819	7	148	45	12	10	49	527	98
gene-Syncc8109_0060	CP006882.1	48301	48846	+	546	8	316	65	20	39	73	1086	230
gene-Syncc8109_0061	CP006882.1	48868	49386	-	519	16	1009	178	43	57	189	3210	653
gene-Syncc8109_0062	CP006882.1	49398	49745	-	348	40	2092	324	109	91	421	6408	1276
gene-Syncc8109_0063	CP006882.1	49802	49999	-	198	43	1702	256	67	84	264	5203	17671
gene-Syncc8109_0064	CP006882.1	50072	51601	+	1530	2	105	29	8	5	24	357	62
gene-Syncc8109_0065	CP006882.1	51662	52945	+	1284	16	715	138	48	51	158	2196	406
gene-Syncc8109_0066	CP006882.1	53002	54882	-	1881	4	273	56	20	23	50	936	159
gene-Syncc8109_0067	CP006882.1	54906	55544	-	639	6	45	21	1	8	8	169	44
gene-Syncc8109_0068	CP006882.1	55549	56898	-	1350	13	304	63	32	32	117	977	214
gene-Syncc8109_0069	CP006882.1	56989	57663	-	675	13	574	92	32	39	140	1870	253
gene-Syncc8109_0070	CP006882.1	57707	59116	-	1410	33	1523	286	85	105	422	5314	774
gene-Syncc8109_0071	CP006882.1	59274	60296	+	1023	15	485	99	40	32	89	1754	290
gene-Syncc8109_0072	CP006882.1	60296	61204	+	909	12	324	72	26	15	86	1045	192
gene-Syncc8109_0073	CP006882.1	61256	63301	+	2046	56	2515	631	192	199	3073	8678	1529
gene-Syncc8109_0074	CP006882.1	63287	63505	-	219	1	45	15	3	1	18	169	41
gene-Syncc8109_0075	CP006882.1	63372	63839	-	468	0	63	12	4	2	13	206	32
gene-Syncc8109_0078	CP006882.1	63965	65770	-	1806	6	279	47	21	25	91	1144	200
gene-Syncc8109_0079	CP006882.1	65818	66783	-	966	5	53	22	8	8	20	179	45
gene-Syncc8109_0080	CP006882.1	66790	67440	+	651	1	44	16	7	11	20	192	40
gene-Syncc8109_0081	CP006882.1	67388	68392	-	1005	1	27	10	2	5	14	73	32
gene-Syncc8109_0082	CP006882.1	68428	69186	+	759	14	839	157	66	63	196	2822	453
gene-Syncc8109_0083	CP006882.1	69300	69488	+	189	15	641	122	56	69	138	1846	425
gene-Syncc8109_0084	CP006882.1	69552	70034	+	483	15	424	105	20	43	122	1368	325
gene-Syncc8109_0085	CP006882.1	70039	72744	-	2706	3	166	44	15	16	61	694	133
gene-Syncc8109_0086	CP006882.1	72797	73252	-	456	3	73	7	8	2	10	265	28
gene-Syncc8109_0087	CP006882.1	73327	75366	+	2040	9	241	58	14	19	63	749	157
gene-Syncc8109_0088	CP006882.1	75498	75569	+	72	16	140	3268	188	126	100	31652	283
gene-Syncc8109_0089	CP006882.1	75584	75724	+	141	6	175	58	7	18	39	600	226
gene-Syncc8109_0090	CP006882.1	75796	77121	+	1326	17	761	190	45	43	229	2128	771
gene-Syncc8109_0091	CP006882.1	77722	78906	-	1185	33	969	221	99	75	223	2841	876
gene-Syncc8109_0092	CP006882.1	78907	81858	-	2952	86	2163	558	237	255	550	5809	2319
gene-Syncc8109_0093	CP006882.1	81899	82597	-	699	22	727	123	64	55	132	2215	482
gene-Syncc8109_0094	CP006882.1	82689	85499	+	2811	86	2966	605	269	284	688	9237	2251
gene-Syncc8109_0095	CP006882.1	85671	86459	+	789	71	836	271	146	134	478	2445	1154
gene-Syncc8109_0096	CP006882.1	87768	87887	+	120	3	83	39	9	16	28	262	118
gene-Syncc8109_0097	CP006882.1	88366	90684	-	2319	61	1592	424	219	168	495	4222	2056
gene-Syncc8109_0098	CP006882.1	91084	91200	-	117	7	119	34	13	13	44	367	165
gene-Syncc8109_0099	CP006882.1	91602	92015	+	414	10	382	95	26	28	72	1006	314
gene-Syncc8109_0100	CP006882.1	95293	99099	+	3807	107	3206	973	295	285	1099	8871	3847
gene-Syncc8109_0101	CP006882.1	99159	100391	+	1233	35	955	246	138	121	364	2650	1428
gene-Syncc8109_0103	CP006882.1	100128	100277	-	150	15	486	140	70	70	177	1370	625
gene-Syncc8109_0104	CP006882.1	100423	100611	-	189	103	1143	439	345	381	574	3159	1537
gene-Syncc8109_0105	CP006882.1	100740	101060	-	321	48	366	172	90	103	191	1195	597
gene-Syncc8109_0106	CP006882.1	101606	102970	-	1365	30	618	297	103	121	311	1916	1167
gene-Syncc8109_0107	CP006882.1	103821	103997	-	177	12	163	75	18	30	60	552	192
gene-Syncc8109_0108	CP006882.1	104597	105598	-	1002	19	709	140	42	42	100	2073	422
gene-Syncc8109_0109	CP006882.1	105762	105977	-	216	2	36	13	2	3	8	124	27
gene-Syncc8109_0110	CP006882.1	106064	106387	-	324	7	136	41	15	16	37	569	85
gene-Syncc8109_0112	CP006882.1	106441	107094	-	654	34	1226	164	66	81	183	4271	445
gene-Syncc8109_0113	CP006882.1	107152	108051	-	900	2	68	14	4	6	26	249	55
gene-Syncc8109_0114	CP006882.1	108203	110170	+	1968	22	1005	185	52	82	231	3213	605
gene-Syncc8109_0115	CP006882.1	110170	110490	+	321	0	129	23	13	9	26	321	63
gene-Syncc8109_0116	CP006882.1	110471	110851	+	381	2	105	46	21	22	49	456	90
gene-Syncc8109_0117	CP006882.1	110844	111242	+	399	2	154	39	11	7	36	558	97
gene-Syncc8109_0118	CP006882.1	111208	111681	-	474	8	282	71	16	31	84	1004	192
gene-Syncc8109_0119	CP006882.1	111754	113214	+	1461	3	206	50	14	18	52	716	165
gene-Syncc8109_0120	CP006882.1	113269	114276	+	1008	8	312	59	26	23	44	832	194
gene-Syncc8109_0121	CP006882.1	114261	115181	-	921	8	191	37	21	13	53	610	151
gene-Syncc8109_0122	CP006882.1	115235	116401	+	1167	2	84	23	8	4	25	348	71
gene-Syncc8109_0123	CP006882.1	116423	117379	+	957	2	67	11	4	6	13	199	33
gene-Syncc8109_0124	CP006882.1	117346	117732	-	387	0	40	10	1	1	9	152	19
gene-Syncc8109_0125	CP006882.1	117869	119299	+	1431	39	2119	498	90	111	493	6870	1203
gene-Syncc8109_0126	CP006882.1	119371	120030	+	660	9	327	59	42	42	108	1060	227
gene-Syncc8109_0127	CP006882.1	120064	120441	-	378	12	378	88	41	43	117	1195	299
gene-Syncc8109_0128	CP006882.1	120568	121635	+	1068	9	220	57	20	15	80	830	154
gene-Syncc8109_0129	CP006882.1	121640	122386	+	747	2	84	23	5	5	20	350	54
gene-Syncc8109_0130	CP006882.1	122431	122910	+	480	1	43	15	4	5	15	145	25
gene-Syncc8109_0131	CP006882.1	122907	124214	+	1308	5	145	29	19	15	45	510	89
gene-Syncc8109_0132	CP006882.1	124307	125068	+	762	5	419	83	17	28	59	1311	216
gene-Syncc8109_0133	CP006882.1	125113	126621	+	1509	11	437	104	44	51	155	1672	326
gene-Syncc8109_0134	CP006882.1	126649	126912	+	264	22	952	155	70	65	205	3137	540
gene-Syncc8109_0135	CP006882.1	126914	127393	-	480	13	364	78	27	23	78	1094	218
gene-Syncc8109_0136	CP006882.1	127390	127623	-	234	2	92	35	6	7	24	220	108
gene-Syncc8109_0137	CP006882.1	127669	128622	-	954	1	71	12	6	5	18	219	57
gene-Syncc8109_0138	CP006882.1	128619	129767	-	1149	11	206	73	46	58	77	584	259
gene-Syncc8109_0139	CP006882.1	129800	131470	+	1671	6	217	40	17	18	51	575	158
gene-Syncc8109_0140	CP006882.1	131464	131964	-	501	4	227	45	17	14	41	631	125
gene-Syncc8109_0141	CP006882.1	132015	133061	+	1047	2	175	27	14	13	49	551	69
gene-Syncc8109_0142	CP006882.1	133058	133822	+	765	3	83	37	11	13	36	397	75
gene-Syncc8109_0143	CP006882.1	133833	135005	+	1173	3	131	27	12	17	33	509	89
gene-Syncc8109_0144	CP006882.1	135002	135229	+	228	2	33	9	4	3	12	171	33
gene-Syncc8109_0145	CP006882.1	135226	135840	+	615	4	188	44	15	21	73	658	157
gene-Syncc8109_0146	CP006882.1	135966	137426	+	1461	28	1675	345	107	130	416	4906	1097
gene-Syncc8109_0147	CP006882.1	137563	139572	-	2010	117	6875	1170	383	493	1681	22772	3630
gene-Syncc8109_0148	CP006882.1	139627	140874	-	1248	89	4296	890	303	375	1110	13669	3064
gene-Syncc8109_0149	CP006882.1	140883	141149	-	267	105	3941	992	313	383	1123	13552	2858
gene-Syncc8109_0150	CP006882.1	141272	141517	+	246	54	2415	239	162	235	307	5593	1055
gene-Syncc8109_0151	CP006882.1	141572	143461	+	1890	9	431	98	29	34	126	1609	267
gene-Syncc8109_0152	CP006882.1	143465	144955	-	1491	5	233	44	16	16	52	703	155
gene-Syncc8109_0153	CP006882.1	144996	145529	-	534	4	86	13	5	5	30	262	43
gene-Syncc8109_0154	CP006882.1	145528	145770	+	243	2	153	14	8	7	24	499	51
gene-Syncc8109_0155	CP006882.1	145775	146602	+	828	5	249	41	21	13	35	693	122
gene-Syncc8109_0156	CP006882.1	146560	147285	-	726	4	114	26	10	14	34	406	66
gene-Syncc8109_0157	CP006882.1	147317	147664	-	348	30672	96893	82064	113483	98474	253807	318279	396802
gene-Syncc8109_0158	CP006882.1	147743	147816	+	74	0	15894	8215	23	5	19	81	82
gene-Syncc8109_0159	CP006882.1	147884	148234	+	351	4	124	39	17	27	35	329	91
gene-Syncc8109_0160	CP006882.1	148272	148739	+	468	33	1431	232	97	105	255	4268	889
gene-Syncc8109_0161	CP006882.1	148801	151323	-	2523	8	324	60	26	24	68	1059	196
gene-Syncc8109_0162	CP006882.1	151522	152910	+	1389	21	687	170	63	65	238	2699	412
gene-Syncc8109_0163	CP006882.1	152912	153262	-	351	7	160	37	15	16	49	622	102
gene-Syncc8109_0164	CP006882.1	153283	154194	+	912	7	204	47	22	20	76	560	163
gene-Syncc8109_0165	CP006882.1	154227	155075	+	849	6	173	45	23	14	61	557	156
gene-Syncc8109_0166	CP006882.1	155060	156211	-	1152	4	162	39	14	12	50	483	102
gene-Syncc8109_0167	CP006882.1	156226	157572	+	1347	1	109	25	14	9	36	410	87
gene-Syncc8109_0168	CP006882.1	157471	158829	-	1359	7	322	65	26	28	86	1308	189
gene-Syncc8109_0169	CP006882.1	158864	160288	-	1425	23	1102	188	62	81	237	4122	503
gene-Syncc8109_0170	CP006882.1	160319	160438	-	120	5	40	7	5	4	12	128	30
gene-Syncc8109_0171	CP006882.1	160422	160493	+	72	4	24	11	5	3	10	123	25
gene-Syncc8109_0172	CP006882.1	160568	161344	-	777	6	131	35	9	7	27	315	81
gene-Syncc8109_0173	CP006882.1	161428	161844	+	417	2	114	29	11	14	31	411	94
gene-Syncc8109_0174	CP006882.1	161905	162630	+	726	220	4356	1434	799	691	1712	11445	7007
gene-Syncc8109_0175	CP006882.1	162649	163695	+	1047	85	1883	551	303	294	628	5403	2546
gene-Syncc8109_0176	CP006882.1	165767	167011	+	1245	32	613	260	103	94	324	1769	1138
gene-Syncc8109_0177	CP006882.1	167020	167808	-	789	27	615	149	68	69	176	1557	590
gene-Syncc8109_0178	CP006882.1	167984	168103	+	120	4	41	19	2	0	11	100	42
gene-Syncc8109_0179	CP006882.1	168231	170615	+	2385	7	372	107	49	39	125	1272	346
gene-Syncc8109_0180	CP006882.1	170753	171895	+	1143	10	232	63	32	19	64	640	192
gene-Syncc8109_0184	CP006882.1	173256	175283	-	2028	12	255	57	17	17	55	899	186
gene-Syncc8109_0185	CP006882.1	175280	176341	-	1062	4	120	15	8	10	29	361	68
gene-Syncc8109_0186	CP006882.1	176453	177718	+	1266	6	265	45	20	15	82	890	158
gene-Syncc8109_0187	CP006882.1	177721	178671	+	951	4	300	80	34	21	59	921	186
gene-Syncc8109_0188	CP006882.1	178722	180071	+	1350	18	456	97	41	35	126	1420	627
gene-Syncc8109_0189	CP006882.1	180071	181093	+	1023	13	378	84	29	27	70	1156	246
gene-Syncc8109_0190	CP006882.1	181192	181392	-	201	61	2053	333	179	187	398	4717	1657
gene-Syncc8109_0191	CP006882.1	181403	181522	-	120	66	2526	368	194	208	443	5780	1320
gene-Syncc8109_0192	CP006882.1	181531	181671	-	141	79	2840	356	221	228	478	7383	1383
gene-Syncc8109_0193	CP006882.1	181675	181923	-	249	81	3440	614	337	296	648	8876	2101
gene-Syncc8109_0194	CP006882.1	181995	182996	-	1002	30	1433	264	67	94	354	4724	772
gene-Syncc8109_0195	CP006882.1	183006	183404	-	399	11	584	103	40	40	129	1961	337
gene-Syncc8109_0196	CP006882.1	183488	183850	+	363	15	518	132	29	52	108	1729	305
gene-Syncc8109_0197	CP006882.1	183853	184593	+	741	23	1061	215	60	76	265	3431	603
gene-Syncc8109_0198	CP006882.1	184590	185156	+	567	19	820	201	57	59	228	2513	576
gene-Syncc8109_0199	CP006882.1	185150	186475	-	1326	22	730	170	47	51	135	2612	531
gene-Syncc8109_0200	CP006882.1	186655	187413	+	759	4	135	33	13	12	37	423	109
gene-Syncc8109_0201	CP006882.1	187419	188279	+	861	8	278	50	17	14	69	775	189
gene-Syncc8109_0202	CP006882.1	188330	190438	-	2109	12	383	85	35	32	123	1407	304
gene-Syncc8109_0203	CP006882.1	190901	192619	-	1719	7	179	47	16	18	64	668	139
gene-Syncc8109_0204	CP006882.1	192682	193242	+	561	7	196	54	13	24	67	729	135
gene-Syncc8109_0205	CP006882.1	193242	194675	+	1434	10	323	78	31	21	69	1215	236
gene-Syncc8109_0206	CP006882.1	194654	195895	-	1242	4	324	40	19	17	69	1090	208
gene-Syncc8109_0207	CP006882.1	195915	196541	-	627	1	112	21	5	9	30	391	71
gene-Syncc8109_0208	CP006882.1	196547	196669	+	123	1	49	3	2	1	11	139	30
gene-Syncc8109_0209	CP006882.1	196674	197075	+	402	1	50	14	6	3	14	169	52
gene-Syncc8109_0210	CP006882.1	197057	197497	-	441	4	75	20	3	3	28	283	65
gene-Syncc8109_0211	CP006882.1	197513	198346	-	834	3	111	38	8	5	37	405	103
gene-Syncc8109_0212	CP006882.1	198409	199290	+	882	20	698	132	50	59	181	2257	391
gene-Syncc8109_0213	CP006882.1	199320	199928	+	609	9	443	118	33	47	117	1410	299
gene-Syncc8109_0214	CP006882.1	199989	201467	+	1479	10	399	68	29	27	98	1296	230
gene-Syncc8109_0215	CP006882.1	201453	201689	-	237	1	48	6	4	1	16	140	27
gene-Syncc8109_0218	CP006882.1	202258	203775	-	1518	11	346	83	33	34	90	1151	214
gene-Syncc8109_0219	CP006882.1	203849	205039	-	1191	5	221	59	15	18	56	859	137
gene-Syncc8109_0220	CP006882.1	205036	206091	-	1056	9	250	55	23	10	79	1030	136
gene-Syncc8109_0221	CP006882.1	206091	207128	-	1038	7	492	96	29	52	127	1777	233
gene-Syncc8109_0222	CP006882.1	207198	207779	-	582	2	192	32	12	13	41	733	108
gene-Syncc8109_0223	CP006882.1	207776	209239	-	1464	8	391	85	27	31	115	1689	187
gene-Syncc8109_0224	CP006882.1	209293	210768	+	1476	12	444	76	33	23	97	1487	246
gene-Syncc8109_0225	CP006882.1	210750	211544	-	795	2	304	46	20	24	71	915	131
gene-Syncc8109_0226	CP006882.1	211541	212113	-	573	1	233	59	13	18	65	888	155
gene-Syncc8109_0227	CP006882.1	212146	212259	+	114	1	26	6	1	4	5	85	19
gene-Syncc8109_0228	CP006882.1	212269	212559	+	291	1	33	9	1	4	13	94	22
gene-Syncc8109_0229	CP006882.1	212573	212645	+	73	1	24	8	2	1	9	88	37
gene-Syncc8109_0230	CP006882.1	212658	213941	+	1284	8	380	95	37	26	108	1282	307
gene-Syncc8109_0231	CP006882.1	213994	214986	+	993	6	334	55	17	22	65	966	202
gene-Syncc8109_0232	CP006882.1	215002	218190	-	3189	7	492	89	24	36	120	1678	3780
gene-Syncc8109_0233	CP006882.1	218227	218961	+	735	14	758	95	57	58	114	2223	282
gene-Syncc8109_0234	CP006882.1	218966	219109	-	144	17	680	60	44	24	81	1652	207
gene-Syncc8109_0235	CP006882.1	219141	220163	-	1023	4	159	32	12	12	20	515	98
gene-Syncc8109_0236	CP006882.1	220289	221059	+	771	2	139	28	14	24	42	645	99
gene-Syncc8109_0237	CP006882.1	221019	222140	-	1122	4	335	60	17	24	69	1238	214
gene-Syncc8109_0238	CP006882.1	222481	222849	+	369	100	5243	1199	362	321	1133	14136	3737
gene-Syncc8109_0239	CP006882.1	222850	223422	-	573	21	1124	246	72	78	267	2936	828
gene-Syncc8109_0240	CP006882.1	223479	225041	+	1563	14	765	179	46	70	277	2915	439
gene-Syncc8109_0241	CP006882.1	225096	225554	+	459	20	834	170	74	49	214	2496	561
gene-Syncc8109_0242	CP006882.1	225562	226161	-	600	7	364	78	31	18	80	1091	259
gene-Syncc8109_0243	CP006882.1	226231	227430	-	1200	17	961	179	69	80	225	3372	629
gene-Syncc8109_0244	CP006882.1	227541	229013	-	1473	188	6768	1336	480	621	2074	23778	3462
gene-Syncc8109_0245	CP006882.1	229116	229880	-	765	2	106	20	5	7	33	406	87
gene-Syncc8109_0246	CP006882.1	229949	231556	+	1608	7	214	44	10	19	53	690	156
gene-Syncc8109_0247	CP006882.1	231543	231830	-	288	1	130	20	6	11	26	354	87
gene-Syncc8109_0248	CP006882.1	231833	232123	-	291	1	112	15	8	2	14	313	55
gene-Syncc8109_0249	CP006882.1	232166	232411	-	246	1	125	14	7	3	12	373	67
gene-Syncc8109_0250	CP006882.1	232501	232574	+	74	3	26	5	5	38	3	98	46
gene-Syncc8109_0251	CP006882.1	232539	232664	-	126	4	70	11	8	40	11	208	65
gene-Syncc8109_0252	CP006882.1	232668	233957	+	1290	21	962	211	48	62	232	2986	521
gene-Syncc8109_0253	CP006882.1	234081	235214	+	1134	12	411	86	31	36	107	1572	259
gene-Syncc8109_0254	CP006882.1	235180	236466	+	1287	4	132	31	14	9	43	492	118
gene-Syncc8109_0255	CP006882.1	236493	237911	+	1419	26	896	272	66	79	302	2941	775
gene-Syncc8109_0256	CP006882.1	237908	238525	+	618	7	396	77	32	29	84	1222	275
gene-Syncc8109_0257	CP006882.1	238589	239032	+	444	5	185	40	14	12	42	647	112
gene-Syncc8109_0258	CP006882.1	239033	241810	-	2778	28	873	131	59	47	184	2496	557
gene-Syncc8109_0259	CP006882.1	241966	242085	-	120	15	730	101	55	53	110	2207	317
gene-Syncc8109_0260	CP006882.1	242123	245089	+	2967	25	672	176	69	63	187	2108	502
gene-Syncc8109_0261	CP006882.1	245077	245217	-	141	10	371	76	28	34	81	959	212
gene-Syncc8109_0262	CP006882.1	245302	245502	+	201	37	1070	242	107	119	303	3031	940
gene-Syncc8109_0263	CP006882.1	245512	245742	+	231	35	895	214	90	108	231	2930	839
gene-Syncc8109_0264	CP006882.1	245757	246374	+	618	4	340	81	21	25	105	1012	279
gene-Syncc8109_0265	CP006882.1	246440	246631	+	192	3	143	34	15	4	18	438	84
gene-Syncc8109_0266	CP006882.1	246609	247055	-	447	1	136	33	9	12	30	501	103
gene-Syncc8109_0267	CP006882.1	247052	248203	-	1152	9	472	102	36	39	125	1540	324
gene-Syncc8109_0268	CP006882.1	248231	248908	-	678	19	440	109	60	57	139	1226	330
gene-Syncc8109_0269	CP006882.1	249006	249749	-	744	10	291	45	21	19	79	1002	180
gene-Syncc8109_0270	CP006882.1	250093	250494	+	402	3	74	31	15	10	21	254	56
gene-Syncc8109_0271	CP006882.1	250494	251087	+	594	10	290	65	37	34	77	851	199
gene-Syncc8109_0272	CP006882.1	251099	251821	-	723	8	205	35	14	11	43	777	124
gene-Syncc8109_0273	CP006882.1	251866	252441	-	576	3	168	29	5	6	32	560	116
gene-Syncc8109_0274	CP006882.1	252666	252794	-	129	1	31	8	1	1	7	102	21
gene-Syncc8109_0275	CP006882.1	252841	254976	-	2136	9	177	45	20	19	57	593	109
gene-Syncc8109_0276	CP006882.1	255124	256518	+	1395	8	239	38	12	9	45	813	124
gene-Syncc8109_0277	CP006882.1	256505	257458	-	954	5	103	16	7	10	27	373	89
gene-Syncc8109_0278	CP006882.1	257455	258771	-	1317	6	154	30	12	18	43	525	125
gene-Syncc8109_0279	CP006882.1	258781	259485	-	705	8	200	23	16	13	51	615	115
gene-Syncc8109_0280	CP006882.1	259510	260805	-	1296	5	374	77	25	24	76	1145	187
gene-Syncc8109_0281	CP006882.1	260902	261486	+	585	3	236	54	15	13	53	610	176
gene-Syncc8109_0282	CP006882.1	261459	261626	-	168	2	86	17	5	5	22	222	55
gene-Syncc8109_0283	CP006882.1	261486	261779	+	294	5	174	35	7	9	33	456	99
gene-Syncc8109_0284	CP006882.1	261764	264688	-	2925	33	1208	239	99	93	276	3971	840
gene-Syncc8109_0285	CP006882.1	264716	265210	-	495	0	128	20	8	12	24	365	76
gene-Syncc8109_0286	CP006882.1	265266	265347	+	82	6	30	266	11	5	10	141	49
gene-Syncc8109_0287	CP006882.1	265401	266432	+	1032	21	865	153	45	57	162	2674	542
gene-Syncc8109_0288	CP006882.1	266440	266733	-	294	11	344	52	17	18	69	961	189
gene-Syncc8109_0289	CP006882.1	266730	267518	-	789	6	120	16	15	12	23	379	62
gene-Syncc8109_0290	CP006882.1	267562	267723	-	162	1	63	8	10	7	13	154	50
gene-Syncc8109_0291	CP006882.1	267720	268487	-	768	0	79	18	6	6	20	211	74
