ID	length	phrog	annot	category	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	color	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism
gene-phage515_00028	162	1017	hypothetical protein	unknown function	1017	144	0.478	1.5439999999999998e-41	1017	222.897095	4.870052387444701e-66	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00029	132	3857	hypothetical protein	unknown function	3857	260	0.933	3.785e-83	3857	283.226318	5.16645628602862e-85	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00030	235	246	NinI-like serine-threonine phosphatase	other	246	81	0.245	4.374e-19	246	227.049393	8.285037012285498e-67	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00031	184	2981	hypothetical protein	unknown function	2981	254	0.69	4.6949999999999996e-80	2981	285.841553	3.225178099615675e-85	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00032	105	4178	major tail protein	tail	4178	177	0.809	9.276e-55	4178	197.939804	5.152333275706192e-59	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00034	182	2948	hypothetical protein	unknown function	2948	286	0.765	6.763e-91	2948	294.625519	4.754957282085399e-88	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00035	72	3686	hypothetical protein	unknown function	3686	147	0.958	3.699e-45	3686	172.980621	1.9208841134464687e-51	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00036	64	3950	hypothetical protein	unknown function	3950	140	1.0	7.373e-43	3950	163.11174	2.4811719050223193e-48	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00037	245	3464	nucleotidyltransferase	DNA, RNA and nucleotide metabolism	3464	452	0.884	1.488e-147	3464	515.330627	5.302907058885672e-155	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00038	69	3697	hypothetical protein	unknown function	3697	120	0.884	1.622e-35	3697	132.983002	8.013143090573138e-39	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00039	129	2164	hypothetical protein	unknown function	2164	92	0.396	4.351e-24	2164	180.663849	2.514418819182303e-53	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00040	57	3504	hypothetical protein	unknown function	3504	120	0.977	7.372e-36	3504	145.407791	6.8303525103121065e-43	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00041	160	3319	hypothetical protein	unknown function	3319	277	0.832	2.5039999999999998e-88	3319	290.863892	4.4253701128088e-87	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00042	180	3635	hypothetical protein	unknown function	3635	355	0.935	4.728e-115	3635	395.270874	6.353657550849664e-119	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00043	177	3702	hypothetical protein	unknown function	3702	359	0.959	1.274e-116	3702	398.655029	5.754385694541204e-120	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00044	54	152	RinB-like transcriptional activator	transcription regulation	152	56	0.536	1.234e-13	152	71.552628	9.148350774019284e-20	#a861e3	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00045	91	3751	membrane protein	moron, auxiliary metabolic gene and host takeover	3751	147	0.771	1.363e-44	3751	171.273285	9.430110008762299e-51	#ff59f5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00046	281	1909	hypothetical protein	unknown function	1909	251	0.487	3.064e-77	1909	373.097504	1.6655051267387016e-111	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00047	372	20349	hypothetical protein	unknown function	20349	164	0.903	1.008e-50	249	288.068604	2.5566714740643807e-85	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00048	108	2861	hypothetical protein	unknown function	2861	124	0.828	6.303e-37	2861	196.833298	1.1768632741103655e-58	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00049	138	2708	nucleotide kinase	other	2708	214	0.754	7.693999999999999e-67	2708	245.69812	3.068760709564925e-73	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00050	100	1992	MazG-like pyrophosphatase	other	1992	110	0.365	5.289e-30	1992	151.045319	1.0226433934467301e-43	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00051	62	3048	hypothetical protein	unknown function	3048	107	0.819	2.428e-31	3048	135.540115	8.077184041390012e-40	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00052	53	2966	hypothetical protein	unknown function	2966	99	0.875	1.198e-28	2966	125.453522	1.5153400584637575e-36	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00053	682	3200	hypothetical protein	unknown function	3200	1208	0.855	0.0	3200	1403.343506	0.0	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00054	87	2811	virion structural protein	head and packaging	2811	136	0.755	7.550999999999999e-41	2811	162.541245	3.8584002577343835e-48	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00055	57	1274	lysM motif protein	lysis	1274	90	0.764	3.989e-25	1274	106.136864	1.2553076623513481e-30	#f35f49	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00056	192	2642	hypothetical protein	unknown function	2642	278	0.715	3.128e-88	2642	322.77359	1.5127574172844525e-96	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00057	208	1817	nucleoside 2-deoxyribosyltransferase	DNA, RNA and nucleotide metabolism	1817	307	0.727	6.549e-98	1817	301.462982	4.358088267724499e-90	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00058	298	548	RNA ligase	DNA, RNA and nucleotide metabolism	548	201	0.386	2.9869999999999998e-59	548	261.827942	1.785060351668826e-77	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00059	74	3093	hypothetical protein	unknown function	3093	85	0.574	5.571e-23	3093	105.962601	1.9858922255513413e-30	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00060	246	170	PhoH-like phosphate starvation-inducible	other	170	132	0.381	9.189e-37	170	220.895706	5.507901876406331e-65	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00061	204	2995	hypothetical protein	unknown function	2995	344	0.815	1.001e-110	2995	327.844421	2.7367006409614883e-98	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00062	141	25616	Rnase H	DNA, RNA and nucleotide metabolism	25616	99	0.681	2.278e-28	531	150.163193	1.4905566414973515e-43	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00063	63	2706	hypothetical protein	unknown function	2706	108	0.811	1.8600000000000002e-31	2706	127.120163	3.788527675544965e-37	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00064	213	2896	hypothetical protein	unknown function	2896	260	0.621	2.0879999999999999e-81	2896	350.249512	7.631158057433394e-105	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00065	76	3	transcriptional repressor	transcription regulation	3	38	0.363	5.967e-07	3	45.717278	1.5147038351500886e-11	#a861e3	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00066	75	2770	hypothetical protein	unknown function	2770	120	0.769	1.3320000000000001e-35	2770	132.594788	1.1081583305887814e-38	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00067	230	3310	transglycosylase	other	3310	311	0.695	7.243e-99	3310	449.097473	5.97979165312003e-135	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00068	211	3377	HNH endonuclease	DNA, RNA and nucleotide metabolism	3377	109	0.605	2.724e-29	374	260.845947	5.954526452477304e-77	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00069	263	200	lipoprotein	other	200	151	0.347	6.829e-43	200	311.801392	1.3376621432692252e-92	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00070	102	3667	hypothetical protein	unknown function	3667	191	0.887	1.2539999999999999e-59	3667	222.954102	7.82736045451834e-67	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00071	209	635	endolysin	lysis	635	301	0.712	3.991e-91	635	319.709869	6.708218891678572e-95	#f35f49	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00072	166	59	HNH endonuclease	DNA, RNA and nucleotide metabolism	59	91	0.471	1.0669999999999999e-23	59	138.275208	9.181480461142825e-40	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00073	267	635	endolysin	lysis	635	257	0.535	4.8440000000000003e-76	635	342.764832	6.8167493843404705e-102	#f35f49	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00074	167	962	holin	lysis	962	153	0.554	1.2699999999999999e-45	962	206.501862	4.018988416223223e-61	#f35f49	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00075	61	987	hypothetical protein	unknown function	987	68	0.555	1.844e-17	987	71.48996	1.0804927883635772e-19	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00079	72	1257	ribosome associated inhibitor A zinc finger domain	moron, auxiliary metabolic gene and host takeover	1257	103	0.711	1.1879999999999999e-29	1257	92.776291	2.4821099356944125e-26	#ff59f5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00080	69	1215	hypothetical protein	unknown function	1215	82	0.571	3.5279999999999995e-22	1215	104.092262	4.741272153472172e-30	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00081	110	937	hemolysin	other	937	39	0.296	7.053e-07	937	113.332504	1.498799911333171e-32	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00082	108	1481	hypothetical protein	unknown function	1481	150	0.673	5.6009999999999997e-45	1481	160.588333	2.380803142372624e-47	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00082A	88	4526	hypothetical protein	unknown function	4526	146	0.795	2.8999999999999996e-44	4526	161.679855	8.168379056609194e-48	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00083	128	3395	membrane protein	moron, auxiliary metabolic gene and host takeover	3395	172	0.666	1.675e-52	3395	213.472992	1.2497990946683143e-63	#ff59f5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00084	92	1321	hypothetical protein	unknown function	1321	126	0.676	2.32e-37	1321	143.640045	3.743961661782787e-42	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00085	136	1063	terminase small subunit	head and packaging	1063	145	0.535	6.675e-43	1063	172.420837	1.1485607476304891e-50	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00086	65	5340	terminase large subunit	head and packaging	5340	126	0.911	6.962e-38	5340	142.464035	5.5809175289824986e-42	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00087	323	559	HNH endonuclease	DNA, RNA and nucleotide metabolism	559	182	0.405	1.6399999999999998e-53	559	289.25824	1.455412770639759e-85	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00088	515	675	terminase large subunit	head and packaging	675	661	0.66	5.814e-213	675	779.08667	4.2986228906582533e-234	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00089	273	1917	virion structural protein	head and packaging	1917	307	0.597	8.594e-97	1917	390.916473	8.114792536954618e-117	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00089A	57	3863	hypothetical protein	unknown function	3863	94	0.782	9.125e-27	3863	127.233711	3.4146411734219225e-37	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00090	159	1116	hypothetical protein	unknown function	1116	160	0.543	7.744e-47	1116	192.813965	1.3966140820681973e-56	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00091	393	3094	hypothetical protein	unknown function	3094	344	0.644	1.3980000000000002e-109	3094	750.448975	1.1641335794832029e-225	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00092	113	3937	hypothetical protein	unknown function	3937	181	0.775	5.768e-56	3937	206.149643	2.558624940482086e-61	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00093	123	1108	portal protein	head and packaging	1108	143	0.655	9.949e-43	1108	152.386795	8.675775583275223e-45	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00094	563	15361	portal protein	head and packaging	15361	435	0.734	1.9389999999999998e-140	15361	570.514832	1.9166318427185206e-171	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00095	257	1028	head maturation protease	head and packaging	1028	376	0.722	9.255000000000001e-121	1028	547.691406	1.2353426814666608e-163	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00096	318	1133	hypothetical protein	unknown function	1133	160	0.324	1.183e-45	1133	309.684174	5.6761057541736035e-92	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00097	463	752	major head protein	head and packaging	752	494	0.544	1.633e-157	752	734.204224	1.3670098179187007e-220	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00098	98	1205	hypothetical protein	unknown function	1205	77	0.512	2.087e-20	1205	99.235252	2.951836512325588e-28	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00099	302	772	tail fiber protein	tail	772	371	0.733	3.873e-119	772	475.353882	1.6198920032495798e-142	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00100	292	1004	virion structural protein	head and packaging	1004	302	0.643	1.106e-95	1004	383.306213	1.0381229302006685e-114	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00101	206	1127	hypothetical protein	unknown function	1127	268	0.653	2.1380000000000002e-84	1127	317.498566	7.621145340774737e-95	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00102	278	1000	hypothetical protein	unknown function	1000	270	0.516	1.206e-83	1000	409.626068	1.3621748915363344e-122	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00103	71	1151	hypothetical protein	unknown function	1151	94	0.701	1.6300000000000003e-26	1151	117.169037	5.249551149146609e-34	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00104	587	279	tail sheath	tail	279	248	0.29	3.09e-73	279	504.958008	4.379399806481343e-151	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00105	142	985	virion structural protein	head and packaging	985	225	0.769	1.342e-70	985	251.688599	2.8119262991512055e-75	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00106	46	2701	hypothetical protein	unknown function	2701	64	0.666	1.237e-16	2701	104.215805	5.111292145453632e-30	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00107	152	1905	hypothetical protein	unknown function	1905	147	0.519	1.251e-43	1905	206.519455	4.1868178519064776e-61	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00108	64	4320	hypothetical protein	unknown function	4320	110	0.829	2.02e-32	4320	139.582336	5.743098309600259e-41	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00109	103	2754	virion structural protein	head and packaging	2754	181	0.838	4.893e-56	2754	195.09729	4.275619054150919e-58	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00110	152	1038	tail assembly chaperone	tail	1038	203	0.664	1.016e-62	1038	215.406387	5.382114144771619e-64	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00111	178	1316	RNA polymerase beta subunit	DNA, RNA and nucleotide metabolism	1316	156	0.472	4.4450000000000005e-46	1316	218.349747	1.608703236518509e-64	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00112	1351	1047	tail associated lysin	tail	1047	956	0.484	8.433999999999999e-308	1047	1503.271973	0.0	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00113	808	1015	tail protein with lysin activity	tail	1015	606	0.463	5.3710000000000004e-192	1015	886.819824	3.464515554888459e-266	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00114	295	2677	tail protein with lysin activity	tail	2677	449	0.748	1.844e-145	2677	524.653259	1.886362382022826e-157	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00115	848	2204	glycerophosphoryl diester phosphodiesterase	other	2204	1245	0.728	0.0	2204	1061.86377	3.84185e-319	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00116	263	1011	virion structural protein	head and packaging	1011	249	0.504	9.397e-77	1011	376.656677	3.4454296394964368e-112	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00117	174	1073	hypothetical protein	unknown function	1073	203	0.604	1.995e-62	1073	239.3405	3.2934155914686465e-71	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00118	234	975	baseplate protein	tail	975	308	0.661	8.978e-98	975	361.963318	2.033359537880566e-108	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00119	348	6	baseplate wedge subunit	tail	6	76	0.238	9.232e-17	6	231.500778	3.735002212958567e-68	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00120	1019	2386	virion structural protein	head and packaging	2386	1343	0.67	0.0	2386	1816.922241	0.0	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00121	173	1394	virion structural protein	head and packaging	1394	168	0.511	2.277e-50	1394	274.115021	9.787947320463956e-82	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00122	1152	877	hypothetical protein	unknown function	877	1486	0.654	0.0	877	1766.316284	0.0	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-phage515_00123	52	1074	hypothetical protein	unknown function	1074	53	0.471	3.356e-12	1074	76.220161	2.8272315811205786e-21	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
