# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR2932976_sorted.bam" "SRR2932978_sorted.bam" "SRR2932974_sorted.bam" "SRR2932979_sorted.bam" "SRR2932973_sorted.bam" "SRR2932975_sorted.bam" "SRR2932977_sorted.bam" "SRR2932972_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR2932976_sorted.bam	SRR2932978_sorted.bam	SRR2932974_sorted.bam	SRR2932979_sorted.bam	SRR2932973_sorted.bam	SRR2932975_sorted.bam	SRR2932977_sorted.bam	SRR2932972_sorted.bam
gene-SynWH7803_0111	CT971583.1	111813	117053	-	5241	9	3	61	1	66	56	23	128
gene-SynWH7803_0112	CT971583.1	117737	118072	-	336	4	4	20	1	39	13	8	80
gene-SynWH7803_0113	CT971583.1	118383	119414	-	1032	5	13	44	7	200	56	28	389
gene-SynWH7803_0114	CT971583.1	119419	120510	-	1092	20	52	125	30	4052	133	69	1003
gene-SynWH7803_0115	CT971583.1	120544	121770	-	1227	2	11	27	6	96	27	12	187
gene-SynWH7803_0116	CT971583.1	121767	122984	-	1218	6	8	36	7	210	40	30	346
gene-SynWH7803_0117	CT971583.1	123150	123923	+	774	15	15	75	15	216	64	36	382
gene-SynWH7803_0118	CT971583.1	123916	124854	+	939	5	8	36	5	163	44	24	242
gene-SynWH7803_0119	CT971583.1	124866	126068	+	1203	16	33	113	23	477	109	66	860
gene-SynWH7803_0120	CT971583.1	126335	127276	+	942	40	98	362	48	1654	282	199	3237
gene-SynWH7803_0121	CT971583.1	127295	128512	+	1218	24	32	132	12	486	102	65	998
gene-SynWH7803_0122	CT971583.1	128570	130174	+	1605	691	1201	4274	711	10980	3430	2471	25984
gene-SynWH7803_0123	CT971583.1	129916	133428	+	3513	222	295	1150	227	2740	1093	721	5834
gene-SynWH7803_0124	CT971583.1	133554	135644	+	2091	4	5	30	2	105	41	9	158
gene-SynWH7803_0125	CT971583.1	135608	137773	-	2166	42	69	308	45	1402	294	222	2441
gene-SynWH7803_0126	CT971583.1	137775	139523	+	1749	18	33	162	13	714	115	75	1319
gene-SynWH7803_0127	CT971583.1	139590	140270	+	681	25	35	121	16	430	93	68	1019
gene-SynWH7803_0128	CT971583.1	140267	143281	+	3015	117	182	842	94	2695	589	535	5382
gene-SynWH7803_0129	CT971583.1	143379	144530	+	1152	61	81	442	43	1391	254	337	3245
gene-SynWH7803_0130	CT971583.1	144555	145688	-	1134	15	29	151	14	621	88	100	1190
gene-SynWH7803_0131	CT971583.1	145757	146884	+	1128	11	9	58	8	180	43	24	314
gene-SynWH7803_0132	CT971583.1	146894	147757	-	864	7	11	81	6	289	69	52	554
gene-SynWH7803_0133	CT971583.1	147760	149190	-	1431	7	13	66	9	345	79	41	598
gene-SynWH7803_0134	CT971583.1	149622	150779	+	1158	29	31	122	18	463	103	70	918
gene-SynWH7803_0135	CT971583.1	150932	152077	+	1146	3	3	15	4	49	18	8	85
gene-SynWH7803_0136	CT971583.1	152145	152888	+	744	4	4	24	4	94	25	17	169
gene-SynWH7803_0137	CT971583.1	152888	153712	+	825	3	6	21	3	76	14	15	131
gene-SynWH7803_0138	CT971583.1	153712	154812	+	1101	2	0	12	0	47	21	7	77
gene-SynWH7803_0139	CT971583.1	154785	156380	-	1596	12	21	89	10	349	82	55	961
gene-SynWH7803_0140	CT971583.1	156377	157357	-	981	10	13	56	8	280	52	42	676
gene-SynWH7803_0141	CT971583.1	157511	160378	+	2868	41	68	204	50	956	215	112	1820
gene-SynWH7803_0142	CT971583.1	160398	161141	-	744	5	8	18	3	57	24	9	91
gene-SynWH7803_0143	CT971583.1	161197	162186	-	990	4	11	19	6	70	20	7	117
gene-SynWH7803_0144	CT971583.1	162266	163072	+	807	1	3	15	4	41	20	4	91
gene-SynWH7803_0145	CT971583.1	163069	163731	-	663	22	37	140	29	834	114	62	1552
gene-SynWH7803_0146	CT971583.1	163789	164721	-	933	3	4	13	6	118	27	7	178
gene-SynWH7803_0147	CT971583.1	164838	166805	+	1968	25	44	194	28	736	186	115	1687
gene-SynWH7803_0148	CT971583.1	166805	167143	+	339	3	5	7	4	37	6	11	86
gene-SynWH7803_0149	CT971583.1	167136	167537	+	402	4	2	13	2	41	9	9	80
gene-SynWH7803_0150	CT971583.1	167530	167946	+	417	0	0	8	1	20	14	4	38
gene-SynWH7803_0151	CT971583.1	167912	168391	-	480	1	1	7	1	37	11	3	71
gene-SynWH7803_0152	CT971583.1	168466	169890	+	1425	3	4	31	2	98	15	11	167
gene-SynWH7803_0153	CT971583.1	169943	171010	+	1068	7	21	49	9	186	26	32	596
gene-SynWH7803_0154	CT971583.1	171026	172009	-	984	4	5	16	3	34	19	7	85
gene-SynWH7803_0155	CT971583.1	172006	172956	-	951	3	3	7	3	27	7	6	53
gene-SynWH7803_0156	CT971583.1	172946	176236	-	3291	15	24	72	14	386	79	61	629
gene-SynWH7803_0157	CT971583.1	176244	177362	-	1119	5	19	55	8	170	42	33	272
gene-SynWH7803_0158	CT971583.1	177480	177794	-	315	2	0	5	1	7	4	3	13
gene-SynWH7803_0159	CT971583.1	177810	178037	+	228	5	1	5	2	48	12	6	80
gene-SynWH7803_0160	CT971583.1	178044	178568	-	525	1	1	13	1	41	4	3	85
gene-SynWH7803_0161	CT971583.1	178784	179317	-	534	0	1	5	0	22	10	1	27
gene-SynWH7803_0162	CT971583.1	179378	180496	+	1119	6	5	15	6	63	19	8	116
gene-SynWH7803_0163	CT971583.1	180496	181623	+	1128	1	1	16	2	54	13	11	106
gene-SynWH7803_0164	CT971583.1	181607	183190	-	1584	6	8	36	10	110	32	23	175
gene-SynWH7803_0165	CT971583.1	183384	184412	+	1029	3	1	6	1	20	8	3	57
gene-SynWH7803_0166	CT971583.1	184415	185920	+	1506	6	3	14	2	59	13	10	108
gene-SynWH7803_0167	CT971583.1	185901	186848	-	948	3	4	12	3	40	18	2	68
gene-SynWH7803_0168	CT971583.1	186861	187322	-	462	0	1	8	1	45	14	3	52
gene-SynWH7803_0169	CT971583.1	187422	188852	+	1431	71	100	343	92	1229	531	169	1506
gene-SynWH7803_0170	CT971583.1	188913	189572	+	660	15	21	63	13	198	76	31	334
gene-SynWH7803_0171	CT971583.1	189581	189979	-	399	10	7	32	10	158	72	20	298
gene-SynWH7803_0172	CT971583.1	190132	191184	+	1053	6	27	41	9	178	37	33	350
gene-SynWH7803_0173	CT971583.1	191190	191939	+	750	0	3	12	0	26	9	5	56
gene-SynWH7803_0174	CT971583.1	191973	192446	+	474	2	2	3	2	10	15	1	56
gene-SynWH7803_0175	CT971583.1	192443	193756	+	1314	3	6	23	4	53	27	10	85
gene-SynWH7803_0176	CT971583.1	193868	194677	+	810	9	18	41	16	200	48	37	379
gene-SynWH7803_0177	CT971583.1	194732	196201	+	1470	9	17	49	11	255	58	30	365
gene-SynWH7803_0178	CT971583.1	196281	196544	+	264	4	11	42	6	534	57	31	740
gene-SynWH7803_0179	CT971583.1	196577	197062	-	486	4	14	34	6	201	29	29	391
gene-SynWH7803_0180	CT971583.1	197062	197310	-	249	2	3	16	3	76	9	14	177
gene-SynWH7803_0181	CT971583.1	197337	198308	-	972	2	1	9	0	34	12	1	34
gene-SynWH7803_0182	CT971583.1	198305	199516	-	1212	1	2	9	1	33	13	7	50
gene-SynWH7803_0183	CT971583.1	199547	201634	+	2088	6	4	21	4	65	20	10	129
gene-SynWH7803_0184	CT971583.1	201653	202150	-	498	4	3	8	2	96	18	10	159
gene-SynWH7803_0185	CT971583.1	202215	203312	+	1098	8	6	30	5	108	32	13	218
gene-SynWH7803_0186	CT971583.1	203309	204109	+	801	3	7	23	4	98	23	11	133
gene-SynWH7803_0187	CT971583.1	204106	205278	+	1173	5	5	21	1	77	21	10	132
gene-SynWH7803_0188	CT971583.1	205275	205505	+	231	2	0	4	1	21	3	2	42
gene-SynWH7803_0189	CT971583.1	205510	206136	+	627	6	9	15	3	60	21	11	160
gene-SynWH7803_0190	CT971583.1	206326	207729	+	1404	59	120	331	93	1405	340	190	2404
gene-SynWH7803_0191	CT971583.1	207756	209747	-	1992	35	56	222	36	781	194	120	1549
gene-SynWH7803_0192	CT971583.1	209752	210693	-	942	12	29	66	9	286	60	46	639
gene-SynWH7803_0193	CT971583.1	210700	211392	-	693	7	25	51	12	167	34	40	469
gene-SynWH7803_0194	CT971583.1	211392	211715	-	324	1	7	38	6	82	17	16	223
gene-SynWH7803_0195	CT971583.1	211894	213903	-	2010	77	202	483	113	2244	568	263	3820
gene-SynWH7803_0196	CT971583.1	213954	215201	-	1248	70	149	357	89	1226	360	177	2051
gene-SynWH7803_0197	CT971583.1	215213	215455	-	243	55	117	219	62	832	189	155	1279
gene-SynWH7803_0198	CT971583.1	215607	215852	+	246	45	89	191	46	1447	230	139	1669
gene-SynWH7803_0199	CT971583.1	215935	217821	+	1887	9	21	47	24	169	62	18	276
gene-SynWH7803_0200	CT971583.1	217808	219274	-	1467	6	25	48	10	246	47	25	449
gene-SynWH7803_0201	CT971583.1	219353	219880	-	528	1	3	5	1	57	12	7	91
gene-SynWH7803_0202	CT971583.1	219949	220131	+	183	5	6	15	8	128	22	7	200
gene-SynWH7803_0203	CT971583.1	220137	220958	+	822	5	9	22	6	123	32	10	199
gene-SynWH7803_0204	CT971583.1	220955	221677	-	723	0	1	13	3	35	15	4	72
gene-RNA_3	CT971583.1	221709	222102	-	394	8030	12419	14563	14339	14949	22779	21165	25465
gene-RNA_4	CT971583.1	222125	222198	+	74	2	5	19	6	29	10	30	3883
gene-SynWH7803_0205	CT971583.1	222294	222647	+	354	11	16	33	4	175	41	23	384
gene-SynWH7803_0206	CT971583.1	222685	223140	+	456	41	89	288	46	1606	235	149	2882
gene-SynWH7803_0207	CT971583.1	223123	224181	-	1059	10	14	59	8	261	57	26	474
gene-SynWH7803_0208	CT971583.1	224192	226714	-	2523	5	11	38	10	120	47	20	170
gene-SynWH7803_0209	CT971583.1	226771	229206	-	2436	1	8	21	5	104	23	15	156
gene-SynWH7803_0210	CT971583.1	229381	230775	+	1395	9	34	48	17	190	68	37	360
gene-SynWH7803_0211	CT971583.1	230772	231077	-	306	1	5	11	2	19	9	5	25
gene-SynWH7803_0212	CT971583.1	231148	232080	+	933	6	14	14	3	72	28	10	158
gene-SynWH7803_0213	CT971583.1	232111	232974	+	864	0	3	8	7	56	9	4	97
gene-SynWH7803_0214	CT971583.1	232982	234187	-	1206	2	7	11	5	40	11	6	84
gene-SynWH7803_0215	CT971583.1	234237	235655	+	1419	3	4	15	1	57	16	12	111
gene-SynWH7803_0216	CT971583.1	235638	236978	-	1341	4	9	15	1	101	29	7	166
gene-SynWH7803_0217	CT971583.1	237012	238436	-	1425	23	41	117	22	686	145	65	864
gene-SynWH7803_0218	CT971583.1	238528	239484	+	957	18	13	38	9	115	43	32	249
gene-SynWH7803_0219	CT971583.1	239453	240757	-	1305	7	8	41	2	147	35	28	293
gene-SynWH7803_0220	CT971583.1	240820	241281	+	462	2	2	22	5	51	9	7	87
gene-SynWH7803_0221	CT971583.1	241357	242070	+	714	117	325	599	174	2405	636	340	3546
gene-SynWH7803_0222	CT971583.1	242067	243134	+	1068	17	26	84	17	342	79	49	479
gene-SynWH7803_0223	CT971583.1	243214	245037	+	1824	44	37	200	20	835	201	146	1806
gene-SynWH7803_0224	CT971583.1	245030	247255	+	2226	10	14	83	13	325	104	47	420
gene-SynWH7803_0225	CT971583.1	247255	248403	+	1149	4	7	24	2	105	22	16	123
gene-SynWH7803_0226	CT971583.1	248396	249679	+	1284	5	11	26	4	101	45	9	172
gene-SynWH7803_0227	CT971583.1	249676	250824	+	1149	5	5	17	3	84	19	13	196
gene-SynWH7803_0228	CT971583.1	250821	251687	+	867	4	6	13	2	62	14	14	104
gene-SynWH7803_0229	CT971583.1	251654	253495	-	1842	11	18	85	12	348	82	45	744
gene-SynWH7803_0230	CT971583.1	253508	255118	-	1611	3	10	27	0	74	27	14	143
gene-SynWH7803_0231	CT971583.1	255118	255969	-	852	2	4	19	1	62	27	11	93
gene-SynWH7803_0232	CT971583.1	256046	256762	+	717	4	9	26	7	117	28	17	195
gene-SynWH7803_0233	CT971583.1	256768	257580	+	813	9	5	14	4	53	19	6	112
gene-SynWH7803_0234	CT971583.1	257583	258830	+	1248	6	3	11	3	47	13	10	72
gene-SynWH7803_0235	CT971583.1	258827	260320	+	1494	6	4	15	2	51	24	13	89
gene-SynWH7803_0236	CT971583.1	260244	261098	-	855	3	4	9	2	55	14	9	91
gene-SynWH7803_0237	CT971583.1	261091	261654	-	564	2	6	6	4	43	16	5	86
gene-SynWH7803_0238	CT971583.1	261654	262676	-	1023	5	102	18	8	93	24	16	171
gene-SynWH7803_0239	CT971583.1	262742	263947	+	1206	3	13	39	7	200	37	28	326
gene-SynWH7803_0240	CT971583.1	263944	266331	+	2388	16	14	56	11	243	74	47	527
gene-SynWH7803_0241	CT971583.1	266336	268489	-	2154	3	9	27	1	82	27	22	227
gene-SynWH7803_0242	CT971583.1	268486	269562	-	1077	9	8	39	11	239	45	37	566
gene-SynWH7803_0243	CT971583.1	269636	270961	+	1326	8	12	40	8	168	48	27	307
gene-SynWH7803_0244	CT971583.1	270997	272439	+	1443	19	42	72	27	292	76	48	531
gene-SynWH7803_0245	CT971583.1	272436	273467	+	1032	8	15	38	12	161	40	23	282
gene-SynWH7803_0246	CT971583.1	273520	273720	-	201	16	55	157	19	812	128	82	959
gene-SynWH7803_0247	CT971583.1	273732	273851	-	120	17	43	106	22	957	116	77	1205
gene-SynWH7803_0248	CT971583.1	273870	274007	-	138	15	28	79	22	941	102	49	1140
gene-SynWH7803_0249	CT971583.1	274017	274265	-	249	15	51	153	32	1312	160	105	1624
gene-SynWH7803_0250	CT971583.1	274353	275372	-	1020	31	74	193	41	841	210	123	1876
gene-SynWH7803_0251	CT971583.1	275395	275823	-	429	7	22	60	14	480	60	38	772
gene-SynWH7803_0252	CT971583.1	275924	276286	+	363	27	62	163	18	697	155	87	1245
gene-SynWH7803_0253	CT971583.1	276318	277064	+	747	20	33	103	24	754	143	59	1221
gene-SynWH7803_0254	CT971583.1	277061	277609	+	549	17	30	97	21	482	86	50	815
gene-SynWH7803_0255	CT971583.1	277603	278955	-	1353	14	13	59	13	243	56	25	430
gene-SynWH7803_0256	CT971583.1	279150	279959	+	810	4	7	29	4	89	24	24	181
gene-SynWH7803_0257	CT971583.1	279963	280895	+	933	9	20	39	5	182	43	38	337
gene-SynWH7803_0258	CT971583.1	280903	283089	-	2187	25	98	159	18	297	86	265	601
gene-SynWH7803_0259	CT971583.1	283093	283602	+	510	1	1	8	0	21	3	2	28
gene-SynWH7803_0260	CT971583.1	283604	285352	-	1749	8	4	28	2	60	29	18	148
gene-SynWH7803_0261	CT971583.1	285419	285979	+	561	4	7	12	4	46	14	14	123
gene-SynWH7803_0262	CT971583.1	285994	287472	+	1479	4	13	34	5	112	33	24	184
gene-SynWH7803_0263	CT971583.1	287488	288711	-	1224	15	28	90	11	344	74	46	629
gene-SynWH7803_0264	CT971583.1	288722	289354	-	633	1	5	20	0	124	26	5	197
gene-SynWH7803_0265	CT971583.1	289421	289951	+	531	3	3	11	1	33	6	9	62
gene-SynWH7803_0266	CT971583.1	289948	290376	-	429	1	0	7	1	20	4	1	37
gene-SynWH7803_0267	CT971583.1	290404	291426	-	1023	2	5	11	2	59	9	8	94
gene-SynWH7803_0268	CT971583.1	291450	292232	+	783	32	57	140	32	756	127	84	1270
gene-SynWH7803_0269	CT971583.1	292273	292881	+	609	12	28	60	25	375	100	34	701
gene-SynWH7803_0270	CT971583.1	292937	294424	+	1488	5	9	30	7	145	33	19	365
gene-SynWH7803_0271	CT971583.1	294531	295235	+	705	4	8	33	3	50	23	20	139
gene-SynWH7803_0272	CT971583.1	295293	296525	+	1233	5	9	21	3	130	22	10	203
gene-SynWH7803_0273	CT971583.1	296452	298032	-	1581	19	51	153	31	603	141	82	1033
gene-SynWH7803_0274	CT971583.1	298068	299240	-	1173	42	67	235	33	882	196	105	1554
gene-SynWH7803_0275	CT971583.1	299252	300307	-	1056	45	100	312	47	1361	278	140	2516
gene-SynWH7803_0276	CT971583.1	300307	301344	-	1038	101	143	502	87	2319	412	265	4410
gene-SynWH7803_0277	CT971583.1	301421	302014	-	594	3	7	25	3	76	22	9	127
gene-SynWH7803_0278	CT971583.1	302011	303474	-	1464	6	14	32	5	145	36	19	275
gene-SynWH7803_0279	CT971583.1	303527	305005	+	1479	5	8	24	2	82	18	13	191
gene-SynWH7803_0280	CT971583.1	305002	305874	-	873	1	8	29	4	101	28	6	212
gene-SynWH7803_0281	CT971583.1	305871	306452	-	582	5	2	15	5	62	19	8	105
