ID	length	phrog	annot	category	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	color	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism
gene-CPT_phageK_gp031	184	2981	hypothetical protein	unknown function	2981	254	0.69	4.721e-80	2981	285.841553	3.225178099615675e-85	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp032	105	4178	major tail protein	tail	4178	177	0.809	9.326e-55	4178	197.939804	5.152333275706192e-59	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp233	182	2948	hypothetical protein	unknown function	2948	286	0.765	6.799e-91	2948	294.625519	4.754957282085399e-88	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp232	72	3686	hypothetical protein	unknown function	3686	147	0.958	3.719e-45	3686	172.980621	1.9208841134464687e-51	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp231	64	3950	hypothetical protein	unknown function	3950	140	1.0	7.413e-43	3950	163.11174	2.4811719050223193e-48	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp230	245	3464	nucleotidyltransferase	DNA, RNA and nucleotide metabolism	3464	452	0.884	1.4960000000000002e-147	3464	515.330627	5.302907058885672e-155	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp229	79	3697	hypothetical protein	unknown function	3697	158	0.937	1.407e-48	3697	184.77858	5.460179944413385e-55	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp228	129	2164	hypothetical protein	unknown function	2164	92	0.396	4.374e-24	2164	180.663849	2.514418819182303e-53	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp227	57	3504	hypothetical protein	unknown function	3504	120	0.977	7.412e-36	3504	145.407791	6.8303525103121065e-43	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp226	160	3319	hypothetical protein	unknown function	3319	277	0.832	2.5179999999999996e-88	3319	290.863892	4.4253701128088e-87	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp225	180	3635	hypothetical protein	unknown function	3635	355	0.935	4.753e-115	3635	395.270874	6.353657550849664e-119	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp224	177	3702	hypothetical protein	unknown function	3702	359	0.959	1.281e-116	3702	398.655029	5.754385694541204e-120	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp223	54	152	RinB-like transcriptional activator	transcription regulation	152	56	0.536	1.241e-13	152	71.552628	9.148350774019284e-20	#a861e3	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp222	91	3751	membrane protein	moron, auxiliary metabolic gene and host takeover	3751	147	0.771	1.371e-44	3751	171.273285	9.430110008762299e-51	#ff59f5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp221	281	1909	hypothetical protein	unknown function	1909	251	0.487	3.081e-77	1909	373.097504	1.6655051267387016e-111	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp220	194	249	porphyrin biosynthesis	moron, auxiliary metabolic gene and host takeover	249	89	0.346	5.129e-21	249	152.2677	4.641118315148802e-44	#ff59f5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp219	88	20349	hypothetical protein	unknown function	20349	169	0.907	2.274e-52	20349	197.362579	5.5154243173851245e-59	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp218	108	2861	hypothetical protein	unknown function	2861	124	0.828	6.337e-37	2861	196.833298	1.1768632741103655e-58	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp217	138	2708	nucleotide kinase	other	2708	214	0.754	7.736e-67	2708	245.69812	3.068760709564925e-73	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp216	100	1992	MazG-like pyrophosphatase	other	1992	110	0.365	5.317e-30	1992	151.045319	1.0226433934467301e-43	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp215	62	3048	hypothetical protein	unknown function	3048	107	0.819	2.441e-31	3048	135.540115	8.077184041390012e-40	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp214	53	2966	hypothetical protein	unknown function	2966	99	0.875	1.205e-28	2966	125.453522	1.5153400584637575e-36	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp213	682	3200	hypothetical protein	unknown function	3200	1208	0.855	0.0	3200	1403.343506	0.0	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp212	87	2811	virion structural protein	head and packaging	2811	136	0.755	7.591999999999999e-41	2811	162.541245	3.8584002577343835e-48	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp211	57	1274	lysM motif protein	lysis	1274	90	0.764	4.01e-25	1274	106.136864	1.2553076623513481e-30	#f35f49	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp210	192	2642	hypothetical protein	unknown function	2642	278	0.715	3.145e-88	2642	322.77359	1.5127574172844525e-96	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp209	208	1817	nucleoside 2-deoxyribosyltransferase	DNA, RNA and nucleotide metabolism	1817	307	0.727	6.584e-98	1817	301.462982	4.358088267724499e-90	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp208	298	548	RNA ligase	DNA, RNA and nucleotide metabolism	548	201	0.386	3.004e-59	548	261.827942	1.785060351668826e-77	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp207	74	3093	hypothetical protein	unknown function	3093	85	0.574	5.601e-23	3093	105.962601	1.9858922255513413e-30	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp206	246	170	PhoH-like phosphate starvation-inducible	other	170	132	0.381	9.239e-37	170	220.895706	5.507901876406331e-65	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp205	204	2995	hypothetical protein	unknown function	2995	344	0.815	1.007e-110	2995	327.844421	2.7367006409614883e-98	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp204	141	25616	Rnase H	DNA, RNA and nucleotide metabolism	25616	99	0.681	2.29e-28	531	150.163193	1.4905566414973515e-43	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp203	63	2706	hypothetical protein	unknown function	2706	108	0.811	1.87e-31	2706	127.120163	3.788527675544965e-37	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp202	213	2896	hypothetical protein	unknown function	2896	260	0.621	2.0989999999999999e-81	2896	350.249512	7.631158057433394e-105	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp201	76	3	transcriptional repressor	transcription regulation	3	38	0.363	5.999e-07	3	45.717278	1.5147038351500886e-11	#a861e3	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp200	75	2770	hypothetical protein	unknown function	2770	120	0.769	1.339e-35	2770	132.594788	1.1081583305887814e-38	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp199	230	3310	transglycosylase	other	3310	311	0.695	7.282e-99	3310	449.097473	5.97979165312003e-135	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp198	211	3377	HNH endonuclease	DNA, RNA and nucleotide metabolism	3377	109	0.605	2.7379999999999996e-29	374	260.845947	5.954526452477304e-77	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp197	263	200	lipoprotein	other	200	151	0.347	6.866e-43	200	311.801392	1.3376621432692252e-92	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp196	102	3667	hypothetical protein	unknown function	3667	191	0.887	1.261e-59	3667	222.954102	7.82736045451834e-67	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp195	495	635	endolysin	lysis	635	572	0.617	1.1210000000000001e-184	635	703.498474	2.60536163259685e-211	#f35f49	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp194	166	59	HNH endonuclease	DNA, RNA and nucleotide metabolism	59	91	0.471	1.073e-23	59	138.275208	9.181480461142825e-40	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp193	167	962	holin	lysis	962	153	0.554	1.277e-45	962	206.501862	4.018988416223223e-61	#f35f49	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp192	61	987	hypothetical protein	unknown function	987	68	0.555	1.854e-17	987	71.48996	1.0804927883635772e-19	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp191	72	1257	ribosome associated inhibitor A zinc finger domain	moron, auxiliary metabolic gene and host takeover	1257	103	0.711	1.194e-29	1257	92.776291	2.4821099356944125e-26	#ff59f5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp190	69	1215	hypothetical protein	unknown function	1215	82	0.571	3.5469999999999997e-22	1215	104.092262	4.741272153472172e-30	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp189	110	937	hemolysin	other	937	41	0.306	1.471e-07	937	115.18708	3.984511952653515e-33	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp188	108	1481	hypothetical protein	unknown function	1481	152	0.68	1.16e-45	1481	162.66098	5.419972364914829e-48	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp187	88	4526	hypothetical protein	unknown function	4526	146	0.795	2.9159999999999997e-44	4526	161.679855	8.168379056609194e-48	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp186	128	3395	membrane protein	moron, auxiliary metabolic gene and host takeover	3395	172	0.666	1.684e-52	3395	213.472992	1.2497990946683143e-63	#ff59f5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp185	92	1321	hypothetical protein	unknown function	1321	126	0.676	2.3319999999999998e-37	1321	143.640045	3.743961661782787e-42	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp184	136	1063	terminase small subunit	head and packaging	1063	145	0.535	6.711e-43	1063	172.420837	1.1485607476304891e-50	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp183	605	675	terminase large subunit	head and packaging	675	782	0.663	5.659999999999999e-255	675	870.814392	7.110679811298521e-262	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp182	273	1917	virion structural protein	head and packaging	1917	308	0.598	4.605e-97	1917	389.2995	2.5249448965886123e-116	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp181	57	3863	hypothetical protein	unknown function	3863	94	0.782	9.174e-27	3863	127.233711	3.4146411734219225e-37	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp180	159	1116	hypothetical protein	unknown function	1116	160	0.543	7.785999999999999e-47	1116	192.813965	1.3966140820681973e-56	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp179	397	3094	hypothetical protein	unknown function	3094	344	0.644	1.406e-109	3094	753.686707	1.2103406267165056e-226	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp178	113	3937	hypothetical protein	unknown function	3937	181	0.775	5.799e-56	3937	206.970276	1.423886861100457e-61	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp177	123	1108	portal protein	head and packaging	1108	143	0.655	1e-42	1108	152.386795	8.675775583275223e-45	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp176	563	15361	portal protein	head and packaging	15361	435	0.734	1.9499999999999999e-140	15361	570.514832	1.9166318427185206e-171	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp175	257	1028	head maturation protease	head and packaging	1028	376	0.722	9.305e-121	1028	547.691406	1.2353426814666608e-163	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp174	316	1133	hypothetical protein	unknown function	1133	161	0.326	8.716e-46	1133	307.334778	2.9447365471882976e-91	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp173	463	752	major head protein	head and packaging	752	494	0.544	1.642e-157	752	734.204224	1.3670098179187007e-220	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp172	98	1205	hypothetical protein	unknown function	1205	77	0.512	2.0990000000000003e-20	1205	99.235252	2.951836512325588e-28	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp171	302	772	tail fiber protein	tail	772	371	0.733	3.894e-119	772	475.353882	1.6198920032495798e-142	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp170	292	1004	virion structural protein	head and packaging	1004	302	0.643	1.112e-95	1004	383.306213	1.0381229302006685e-114	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp169	206	1127	hypothetical protein	unknown function	1127	268	0.653	2.149e-84	1127	317.498566	7.621145340774737e-95	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp168	278	1000	hypothetical protein	unknown function	1000	270	0.516	1.212e-83	1000	409.626068	1.3621748915363344e-122	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp167	71	1151	hypothetical protein	unknown function	1151	94	0.701	1.639e-26	1151	117.169037	5.249551149146609e-34	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp166	587	279	tail sheath	tail	279	248	0.29	3.106e-73	279	504.958008	4.379399806481343e-151	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp165	142	985	virion structural protein	head and packaging	985	225	0.769	1.349e-70	985	251.688599	2.8119262991512055e-75	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp164	46	2701	hypothetical protein	unknown function	2701	64	0.666	1.243e-16	2701	104.215805	5.111292145453632e-30	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp163	152	1905	hypothetical protein	unknown function	1905	147	0.519	1.258e-43	1905	206.519455	4.1868178519064776e-61	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp162	64	4320	hypothetical protein	unknown function	4320	110	0.829	2.031e-32	4320	139.582336	5.743098309600259e-41	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp161	103	2754	virion structural protein	head and packaging	2754	181	0.838	4.919e-56	2754	195.09729	4.275619054150919e-58	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp160	152	1038	tail assembly chaperone	tail	1038	203	0.664	1.022e-62	1038	215.406387	5.382114144771619e-64	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp159	178	1316	RNA polymerase beta subunit	DNA, RNA and nucleotide metabolism	1316	156	0.472	4.469e-46	1316	218.349747	1.608703236518509e-64	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp158	1351	1047	tail associated lysin	tail	1047	956	0.484	1.16e-307	1047	1503.355469	0.0	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp157	808	1015	tail protein with lysin activity	tail	1015	606	0.463	5.401e-192	1015	886.819824	3.464515554888459e-266	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp156	295	2677	tail protein with lysin activity	tail	2677	449	0.748	1.854e-145	2677	524.653259	1.886362382022826e-157	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp155	848	2204	glycerophosphoryl diester phosphodiesterase	other	2204	1243	0.727	0.0	2204	1060.399658	9.60464e-319	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp154	263	1011	virion structural protein	head and packaging	1011	249	0.504	9.448e-77	1011	376.656677	3.4454296394964368e-112	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp153	174	1073	hypothetical protein	unknown function	1073	204	0.606	1.068e-62	1073	239.684006	2.5832084605056054e-71	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp152	234	975	baseplate protein	tail	975	308	0.661	9.027e-98	975	361.963318	2.033359537880566e-108	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp151	348	6	baseplate wedge subunit	tail	6	76	0.238	9.282e-17	6	231.500778	3.735002212958567e-68	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
gene-CPT_phageK_gp150	1019	2386	virion structural protein	head and packaging	2386	1349	0.672	0.0	2386	1821.582275	0.0	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
