Geneid	35_R1	35_R2	35_R3	35_R4	35_R5	60_R1	60_R2	60_R3	60_R4	60_R5	120_R1	120_R2	120_R3	120_R4	120_R5	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-R0792_RS19710	1.536654308373537	5.212427941818588	2.31129528868265	3.648378298695795	2.9014110265250865	4.026850550834795	3.3886446688458918	6.702833953951546	4.157467351607923	1.3205439660749358	4.027267648601568	5.002639061733152	2.312925875860177	4.184290433810259	4.542179880918696	host	gene-R0792_RS19710	None	None	0.5300091654649853
gene-R0792_RS22835	37.68761009410194	68.48148395939451	32.543053520555596	44.64537310650574	46.572115340972815	91.5451856006767	87.40505019594212	133.33556015582107	91.18330277475482	39.501246092639164	79.34705281947923	89.1155682911321	50.74793674760616	65.10627116702378	84.36554544453698	host	betA	None	None	10.41452014295683
gene-R0792_RS08270	0.5895361004234859	0.8067186563300266	0.34501262797735066	0.6767830794485891	0.9641052313845115	0.27135801550444266	0.8796644936269336	1.0664693062542498	1.3675062131136508	0.24566103966995997	0.8340577293161736	0.9675599001012279	0.3925513761911775	0.3446268733363539	1.012369591269696	host	gene-R0792_RS08270	None	None	0.1510131716126133
gene-R0792_RS22545	4.984469931423669	5.39238217114896	4.926912842654885	4.361315054411518	4.8530597490927345	3.9799175607318253	3.953060193582763	6.876236879616774	5.431006842533116	2.8770850453396397	5.037054522144734	4.198521361717399	4.278971544260046	4.979645587072452	5.117576071830137	host	gene-R0792_RS22545	None	None	0.15688298796341785
gene-R0792_RS24650	0.9778386686394521	3.407474354164931	2.0232821928645675	2.0860370973663698	2.2239297512688108	3.727669264629104	2.9487344997635234	4.190556061521598	4.211186756084638	0.9591160591058155	6.562359764766027	5.884452946707882	3.4373330207329715	4.378217461259031	7.534758487908949	host	gene-R0792_RS24650	None	None	0.9497164899577125
gene-R0792_RS17965	7.2838133961312375	15.967742063525412	7.7971407329053255	10.675295366396611	12.61565911040793	8.142203311578047	7.3250049657991205	18.592785641111828	8.367494341036426	2.732863188479404	7.942525324675659	9.30833431085177	5.3953182857638575	6.171700664276915	7.761874735284193	host	mexH	None	None	1.673450893483136
gene-R0792_RS05985	4.114473512042328	10.53310560167462	3.629419482898788	5.848359373420574	9.518507161217771	3.3914472599232286	4.440537236311317	10.724953720348102	7.101809179386586	2.767462420437619	4.762662447008445	5.388571180879624	2.1431641930575833	4.307165436406104	4.638965259148389	host	bdhA	None	None	1.2467401281289272
gene-R0792_RS16390	0.3647884902973996	1.054047413203138	0.46776757636516336	0.7343982049926736	0.6761029400419617	0.7666234645671959	0.4598610376519671	1.1901179214721338	0.7032651867075059	0.22740426295131813	0.6399536483052737	0.7902827727924204	0.2385816196523186	0.43502080732621723	0.7767683106270536	host	gene-R0792_RS16390	None	None	0.1109161582401457
gene-R0792_RS04715	9.657606545859421	16.749933316255554	9.401467455764607	11.973866553091463	14.031199630325837	23.2088804890694	20.878145683542037	29.081868327779414	24.20702424201979	11.21621210285198	22.916379109008695	22.144058776118257	14.661976438091134	18.887678110914443	20.381972183082787	host	gene-R0792_RS04715	None	None	1.851732549466272
gene-R0792_RS13115	3.9672311699086347	8.84276871008773	4.610390969415857	4.910833011577832	8.21478870170168	6.254156166864297	7.897432342784026	11.561145522872158	7.576997388214895	2.4500594356417342	7.627539704962026	7.512818047844828	4.733878818068423	6.787508324376951	8.210118881355807	host	gene-R0792_RS13115	None	None	0.728190434741179
gene-R0792_RS03930	13.285731094603184	19.35525662208674	13.346367842594871	15.665659869690346	17.848762085325117	17.671566469813857	16.533734889417477	22.144954943711546	17.824811160023764	9.864119660367411	18.518128358252955	19.92279509926949	14.773257619726463	16.675289263827135	20.170304137282077	host	gene-R0792_RS03930	None	None	0.5511204235870137
gene-R0792_RS08940	30.825011418014796	50.58863418836327	34.48915709149025	43.2103811741017	45.27347957905045	51.42472427156122	40.54687449571632	52.74101525681772	48.304335774713635	26.946861130393994	57.13080260643107	51.51332842747404	42.5409380272365	46.687872208830264	51.32473533613527	host	gene-R0792_RS08940	None	None	1.5472110363327347
gene-R0792_RS21545	7.015335955892146	9.82734567455787	7.196042478601889	5.647798005887384	6.107901386996157	8.54858032275534	7.141418255953567	10.732187646884805	6.553720330565267	5.1039351626577725	14.932333228369894	9.024272566346154	10.57230412511203	9.421160679372514	10.96164053087981	host	gene-R0792_RS21545	None	None	0.7331370987086531
gene-R0792_RS27520	12.302231272072449	28.373144320660014	14.231770904065716	24.782727764545044	23.609100725689768	22.493641213778975	19.425924234261448	34.55592393417303	21.867437315252545	14.727379328214102	26.849299551075056	30.207789234042746	22.90973448271289	16.92364110133881	25.383678722276933	host	tnpB	None	None	1.614442835999489
gene-R0792_RS16895	6.911239820881558	14.103007263395924	10.88105185751662	7.098888771429783	11.367619852403	14.280880659096551	9.176108051167228	7.56074914817591	5.811653129368979	9.791760028256759	8.000027770465167	8.593092538384608	14.487625953548035	9.217079514329152	11.86819437792986	host	arfA	None	None	0.7385325968422143
gene-R0792_RS22410	102.34838349243356	110.41242763611949	102.37800879136631	102.07205431417161	83.94631035802017	84.787357654578	110.88968950041463	90.20792549082452	120.25591908399142	98.26690357471483	109.22119489156873	109.3955066797996	94.03786300757542	104.60952433678186	92.1731229650732	host	gene-R0792_RS22410	None	None	1.001424071079835
gene-R0792_RS27990	0.44791319660258777	1.5608430912626459	0.7998357267948043	0.5308553186846318	0.6842037125954598	1.0399139432879931	0.5561749701641256	1.5202796674289194	0.7548242179910474	0.34170658163124756	1.12115084525157	1.3006061351645348	0.8233729940755452	0.3424034741535387	0.8875042716633765	host	gene-R0792_RS27990	None	None	0.17103810200083244
gene-R0792_RS15425	5.72462323910607	9.011527146958787	5.725484116565614	5.5236871288345215	6.988085250220915	7.396552125629216	6.229085927028773	8.317018977898067	5.610101109740112	3.5461826552450653	7.748415657034706	7.687129371460718	5.018261831030707	6.4383656243719765	7.702685952518493	host	gene-R0792_RS15425	None	None	0.29309409108783596
gene-R0792_RS17115	1.8228065831339764	3.954523158070354	2.0149839310613333	2.660634142149921	3.598556452473127	3.3245419145035306	3.2201690245744437	6.54208534078694	2.5688129574346026	2.038839526841704	4.117113426782971	5.405929952590939	2.131739409495936	4.8577943702621385	4.667811887890214	host	gene-R0792_RS17115	None	None	0.5174242131005429
gene-R0792_RS26185	1.1139700547879365	3.2893907627173316	1.9557771058347977	3.163420038132959	2.515742894164901	2.7102506088419176	2.1658814935108954	6.220739074197903	3.9238510473072443	0.09283877327404623	3.9863805727403108	2.6886363156908897	1.2362558677595368	4.000208861057556	2.8131525993419912	host	folK	None	None	0.7167749365181119
gene-R0792_RS02220	1.2290948082811315	2.267868296341581	1.3586774983988303	1.4402784497213512	2.452192020182755	2.1479944047385704	2.142370360491743	3.495127510060789	3.0592605528734937	0.4659994827061931	2.5715918549037133	2.3581562862224987	1.8507104319620076	2.1381388511046397	3.5970054273466507	host	btuB	None	None	0.30554016742295703
gene-R0792_RS12920	4.066826931496299	11.87356267660728	4.594394103107035	6.656052043200614	8.10547605967341	8.442753988665421	8.210201940518045	11.771710319498428	9.855877725010021	6.015097925307975	4.994903438277414	6.381180182897491	3.4287565113341905	6.154257302927022	5.295318374025	host	gene-R0792_RS12920	None	None	0.9037102194161478
gene-R0792_RS25470	1.5862881677090885	1.942178318001419	2.4549413396672217	1.6293579088340184	2.380035356685197	2.7189535810940195	2.3573847155942906	5.231805516174529	2.625692164232884	1.9477758472049895	3.141925097971468	4.339086331263514	2.527184437261574	5.554975740510734	2.3608199437646253	host	gene-R0792_RS25470	None	None	0.4917944758246969
gene-R0792_RS15000	38.764689183424224	54.45131315348461	37.35521783146341	38.682267733347395	48.14985322259428	46.009219387425674	43.245115393590744	61.43470787737188	57.96095618723209	28.04771387404267	46.50590856221561	49.11396855990513	39.95451076060779	44.837144589588384	47.90992887203504	host	gene-R0792_RS15000	None	None	1.4881093727528107
gene-R0792_RS25490	0.18673089153685074	0.8687739375861825	0.45411918554283764	0.268521221805513	0.44497164525439	0.6262108050102523	0.7750889943845709	1.3482454774719281	0.7090772956885597	0.15873482563289723	1.4265783786493829	0.9194008100509407	0.5166915549866782	0.3711366328237657	1.0902441752135186	host	urtD	None	None	0.21550931421239686
gene-R0792_RS02580	5.096166736609633	13.76111617822269	5.016087735734612	7.672536348919057	11.922137893983633	10.535075896054833	6.707681323952652	14.65478538597059	9.27825324162416	4.450800012843981	7.6049646706891085	6.301601194815379	56.457839322008404	4.856310711850843	5.87415681331882	host	pagP	None	None	13.692399247753874
gene-R0792_RS02870	20.378237031666316	27.70329967457989	23.148127957802014	21.22024287057778	22.140592068110973	20.894567193842086	16.528432853937645	34.38814415201061	24.42584684358749	16.128293730753057	28.035185037726613	32.98390730654681	21.741836747992064	23.343936104415132	26.78861577889192	host	gene-R0792_RS02870	None	None	1.0686871747105557
gene-R0792_RS04585	4.5608679508073715	7.684126917036758	3.921335740855306	3.243254757219247	4.592987939296529	3.70393787586356	4.704385783435523	8.287390489667269	4.725456722362445	3.258505410863148	4.577469255525689	6.205843618596884	2.2063106545051587	4.03993254436631	6.493249014335214	host	gene-R0792_RS04585	None	None	0.5479258232140484
gene-R0792_RS00020	97.35230678113786	122.40822977763469	105.37340989676963	114.21495522321472	130.6981985741707	98.75309411167822	88.40873877289684	134.55646086454217	106.80130150312434	71.47885361409269	120.00289949545375	137.35026291381118	105.03271291229194	119.741473521124	141.86681410672733	host	hppD	None	None	3.143479880395591
gene-R0792_RS12505	7.365112286730495	14.794953996970412	7.9301410012704485	11.560497019633683	11.860892617749354	12.652573737848938	10.906089144867256	18.80031056844935	14.109579859880414	5.736881927003077	17.366561113663188	21.82081182254632	13.91519763907406	16.52151518143834	23.816905678369416	host	gap	None	None	1.7686828955437792
gene-R0792_RS17270	329.0025202130074	602.2870010236899	379.8034578829733	536.5435967060165	572.1019752725591	553.8917885916347	481.4420133617943	807.2983593326768	605.7102595282265	228.9392195447859	633.9554672184306	722.4880429101247	418.4137166437614	529.1634708682717	638.9700639938211	host	oprG	None	None	39.531965289952836
gene-R0792_RS23260	7.3411755032297235	11.635271496433676	7.4017311359625655	10.02637613487439	10.316799787202235	10.154200543921531	7.924953232614851	16.287716568787815	10.533332516316158	4.594677838032593	11.29913287822497	13.637315741430315	9.842115571574036	9.3684368769804	12.107774791766126	host	betT	None	None	0.717118049741796
gene-R0792_RS28630	6.311504133945554	7.25197613164045	6.762247508356073	5.286032052114243	8.869768128737507	6.186962753501292	6.642799751873692	11.295301000153707	6.948957497747886	4.814956377531216	9.204072354100832	10.03985684575627	8.426769542237277	8.960298706745201	10.838309741828507	host	gene-R0792_RS28630	None	None	0.464715832229596
gene-R0792_RS16325	1.0681006995907862	1.9354454331656807	0.5195123482610062	1.2726371506599574	2.092751088925313	1.1939752682195477	1.8719260424381146	2.2279007489958347	3.057541299009069	1.0290249629695285	1.9946735907693145	4.417537012132759	1.7732854167142793	1.1524322644367673	3.1547818510060828	host	gene-R0792_RS16325	None	None	0.49464904816635186
gene-R0792_RS06145	0.6171248486524543	1.3367941430273471	0.3673319634168731	1.1214810139915332	1.8225159633283505	1.5389014568163057	0.9852242328621656	2.6023911882857327	1.0399800336765543	0.7398218688016216	0.7387679965812276	1.791946230671137	0.5373592171861453	0.8761180957706419	1.5488593066954928	host	gene-R0792_RS06145	None	None	0.2848558314477135
gene-R0792_RS05350	4.372018407651405	9.553907228552058	4.465897482695885	5.513927265232082	5.20183893410227	6.866904392350766	8.295281753373155	16.9453059492509	10.103432969655643	4.469248924814319	12.29250093228067	14.623395405735963	9.536037921567603	7.3068039673179275	11.499234967217015	host	gene-R0792_RS05350	None	None	1.5994635112213158
gene-R0792_RS18965	10.433251678992473	20.25638592457116	12.62872683507015	15.749619910184773	17.237936491043346	18.248127166345146	17.245656137943833	32.86933929509121	19.901679768166016	6.981332185094966	22.316228668986593	26.520764053775256	17.13871214607873	21.53385030197568	26.803543957091357	host	gene-R0792_RS18965	None	None	2.1296163463173117
gene-R0792_RS17125	2.4542119634610295	3.8512537045849062	3.7064355532007656	3.017915350019428	3.432089820462662	3.748077702825117	3.2149981708824718	4.760471685888535	5.19990016838277	2.3996869972162047	2.591882424016222	3.9144456495243283	3.0867722022828734	3.091604184104767	3.50214738483779	host	gene-R0792_RS17125	None	None	0.16632047891305882
gene-R0792_RS21400	5.0729432024652565	6.158664312326477	6.08101081722894	5.34259601289423	6.715891351287699	6.1493315417319385	6.4332444062977086	9.129802411613886	6.783837694623615	4.215326825791714	7.60100612259516	10.64441354674608	6.757372921529181	8.539011346554469	11.357920398481609	host	tssC	None	None	0.5260263205653739
gene-R0792_RS20515	15.000969009095087	17.298959457543127	16.363456069782917	17.158740931583775	19.01976306812982	16.90172782284814	17.28864416046008	18.99772652383347	18.08870652266734	15.357324422796356	24.026469715091118	19.87156635165883	18.86738995407755	21.127737295967492	24.603133260100506	host	gene-R0792_RS20515	None	None	0.396248512654317
gene-R0792_RS30150	0.23618934388985444	0.28917937609554295	0.3771309206719389	0.5121601682313647	0.6601080863533593	0.26402401508540363	0.221897349743731	0.8070578533815945	0.4216135271661706	0.18590565164213188	0.3341534940980536	0.6460654340898501	0.42909519799876467	0.2607987149572408	0.495723106694859	host	gene-R0792_RS30150	None	None	0.07735207293052691
gene-R0792_RS26540	295.3317305405619	266.3062752204617	280.7419363514545	210.9302649183876	211.50356602571028	180.61512802996054	228.2900320492456	187.87882777275286	223.5222104182912	220.25326452252582	225.17235604117678	189.23629440890653	184.04078489670363	213.09387742537774	166.63127904792174	host	ispE	None	None	5.929988125126966
gene-R0792_RS09560	21.42038015026331	40.232453805651986	27.80797591908764	29.795584316845616	38.71172262411689	26.815510122307874	26.514914463640253	30.982086217995878	32.989530576461185	15.794259717709734	26.011019253698215	32.473437572924915	24.592259256469763	25.604081802628784	32.37369862355333	host	nuoI	None	None	1.2680815182256884
gene-R0792_RS24735	38.49522113219038	71.57838736555922	39.75859808119946	54.67593106811428	59.15802168087275	54.1431233874252	49.16067855812234	91.8090967992789	63.353885724990086	27.11536367008541	60.99975823348338	68.04466631905173	39.09562467895118	49.69941505600023	63.85925294039365	host	gene-R0792_RS24735	None	None	4.329230675775149
gene-R0792_RS04230	12.044539803896098	14.746780902498717	16.328966458880757	13.305267349159493	17.75047645868221	17.5285730866274	16.59508902870669	31.29756916892676	14.935883462376045	15.776665577442706	34.40201067252042	34.686840774092076	24.295496521714014	34.52134722696923	30.04925810582241	host	gene-R0792_RS04230	None	None	3.178014032420767
gene-R0792_RS11655	1.7065518696469328	3.4168222313811927	1.6201470190983192	2.619019285289969	3.056624355141371	3.972436512685337	2.6698589017098158	5.395797794343585	4.19315257939137	1.1662434620121258	3.5505553492561566	5.041496321580082	2.600939820026925	3.049818270051793	4.999162532740448	host	gene-R0792_RS11655	None	None	0.46904863684672243
gene-R0792_RS18950	14.532186983164781	23.391850971834927	15.199561021464781	20.798562467075065	21.947199276700562	22.433281800068684	20.190158574851424	31.982323861532837	25.970205629697617	7.800810614060633	28.90276073692626	31.850115949313988	21.532210885839202	28.40502060231469	37.25184596422184	host	fba	None	None	2.3044540728856795
gene-R0792_RS25345	4.569259123590012	11.865809876356353	3.4423966598914832	6.606520959688305	5.740848226118853	7.84054603926188	6.062574184960193	24.399038804240696	10.839028961342834	2.4327806064754838	4.488056754063565	8.167886651471624	3.0382026584775246	4.173083992116503	6.746967078857822	host	gene-R0792_RS25345	None	None	3.743786258041211
gene-R0792_RS16225	2.379181653116917	4.648341471993917	2.294270387624004	4.107629306346487	4.355988881136971	5.036198998651172	4.007823696082269	9.678873712067212	5.249188321637583	0.9323476804156585	6.803604449342414	8.557254048177127	4.647775219737987	5.533629605988469	7.3888586282243205	host	dauR	None	None	1.018324491782468
gene-R0792_RS15415	14.855461695181894	21.614720183323797	13.689016322280386	16.696056580522328	18.802157045254273	15.146280149247973	14.789119215998666	25.163978060122588	20.33410742701647	9.416648935471217	19.697302727426244	18.792980808182442	12.114047854687664	15.792639339701736	19.02256244576888	host	ffh	None	None	0.8738804737506113
gene-R0792_RS06265	0.15941801486429644	0.5855522690093831	0.25454773584324897	0.2365226019125557	0.16414837549277478	0.2574076034304166	0.3131586146466253	0.8763057332232628	0.23283135082310916	0.3262443790509187	0.1754198092289211	0.26164042952693434	0.28962146863266536	0.1257345143184044	0.33459254465142224	host	gene-R0792_RS06265	None	None	0.11174398871989184
gene-R0792_RS16800	4.67294056070969	6.084592906442408	5.821555670222766	6.7806936307912	6.38273370777709	5.2236417984605215	7.354972571714083	17.554239341713973	8.124844013098079	3.2577383427344135	5.35187042977878	6.938922224745571	3.0786205151289576	5.370435442824848	7.005531403639154	host	gene-R0792_RS16800	None	None	1.579438685130537
gene-R0792_RS12590	9.478694690085772	16.945760036384108	9.303499335231013	12.033647005924403	14.47335637062752	16.221810581307466	13.389936672624982	18.580793936282216	14.497103872585473	5.664866403782051	13.093704556255815	16.01554493096415	9.74139418590067	14.726934765294873	12.531932045424746	host	gene-R0792_RS12590	None	None	0.839811103871363
gene-R0792_RS26995	1.7669814042613006	2.2925696655783003	1.7200464953647232	2.085846330370726	1.3616498576591127	1.5624861534724945	2.088026666353972	3.6320635825668086	1.9644067302779358	1.0088480029113023	2.872986653371441	2.467172346576203	1.5590051362807917	2.433661377140672	3.034315016040878	host	gene-R0792_RS26995	None	None	0.209861295907104
gene-R0792_RS15490	0.8791722045668467	1.6718833320051911	0.8064393242389446	1.2488890451249657	1.7087118987059995	0.8154997453688679	0.819582330314411	2.0759324864907978	1.0654786684777307	0.23851923011037796	1.1908973038345694	0.6447076783614651	0.494069332789363	0.8232417779873673	0.9957870461979041	host	nagE	None	None	0.21388529074455317
gene-R0792_RS12020	10.84090231021786	17.110164555215295	10.711230370378667	10.741078573864497	13.251154936753984	11.904004919673934	12.511954454262531	23.046954239765757	14.899115153120693	6.297748760688818	11.44648018655046	17.687363048768415	8.325850146521862	10.487387846079944	12.685465248266347	host	xcpX	None	None	1.223724654475232
gene-R0792_RS13000	354.9700896432236	404.03867019139653	343.6325774654412	324.42843619040787	379.5820025279591	332.607396146874	356.0242114206462	270.9759402499929	304.4980501199729	305.9953910129022	393.8714971147201	383.15372044008626	428.6661028007659	366.8799228717871	339.4415688374862	host	gene-R0792_RS13000	None	None	4.653886197549802
gene-R0792_RS21035	0.49590389623857933	1.6346667509845274	1.138541672325257	0.3526396045547911	0.9595142540922044	0.6396296079747577	0.7330537446891112	0.5610555915511488	0.3899925126287078	0.4864088585465208	0.9174635022477909	1.0643158901113507	0.43180651381029533	0.4874008637185577	1.1136065503966655	host	gene-R0792_RS21035	None	None	0.1643733087469195
gene-R0792_RS15710	26.54006871416649	35.03034908193459	26.958794083195148	32.39159392577215	30.35037482525792	24.85556879658564	21.836639761948188	32.771231890879065	26.30595883662843	16.08211122511648	24.160624637587766	27.161360559540395	21.427964981899994	25.166934331931607	29.67458832794872	host	guaA	None	None	0.8426621894486301
gene-R0792_RS20995	4.537941747797589	9.38947729322467	4.183962663090411	6.900134253626216	7.948949254680462	5.604373707969305	6.047217384760046	11.790778665419658	7.9590308699736285	2.779479191694404	8.88727059473032	10.830166276763325	5.009703277106457	8.299177766059135	9.630272078296603	host	gene-R0792_RS20995	None	None	0.859909623029179
gene-R0792_RS08990	0.2718801780776547	0.4279854766214036	0.3005443337047144	0.5984187228808576	0.668446293759928	0.6512592372106623	0.6866714350251457	0.9867159494387147	0.510535652895763	0.3851965102024973	1.044044028226363	0.8286865967925812	0.4396575413341189	0.2757014986690831	1.1338539422220593	host	gene-R0792_RS08990	None	None	0.12029504800004413
gene-R0792_RS22370	24.740699878276374	24.686803994460213	17.71064823617067	18.2477001722003	20.344587943909897	23.757671153348138	27.897931083597037	28.708558840409435	21.807744583727743	21.772587001606166	30.684913772657207	29.514642330818965	21.79594783994824	26.76836489628904	20.02620183066272	host	gene-R0792_RS22370	None	None	0.6624712928430136
gene-R0792_RS29420	32.83073353175893	33.583144840244024	35.607888025312405	29.618837139954657	31.098530466257202	31.353643786169158	36.221479149344326	35.622037031455655	32.829220466058395	30.650733222779294	37.69167312751498	32.82817859887947	33.15445038433394	36.62424517658088	39.662636028278484	host	gene-R0792_RS29420	None	None	0.22289895558249856
gene-R0792_RS00090	0.8003855371610543	2.0612852053758384	1.1898626721975127	1.1623033764826307	2.1557426190130853	2.7458345961638178	1.421404470322246	2.472493046159162	2.0557744851745836	0.43012899348931494	0.741891751323643	2.310143017295955	0.7984019376796733	0.744465287103855	1.2796573219332406	host	gene-R0792_RS00090	None	None	0.34617290622927754
gene-R0792_RS26020	18.46345075500801	26.981116633350567	23.394734844805367	27.04007277552723	27.49193257078114	12.294838263822106	9.919388961592436	20.54612500861186	14.555854374692293	8.719597051185048	8.707176032703723	10.491878488130261	6.442317752510477	6.369832023153723	9.477709805693904	host	dapB	None	None	3.7522142446501423
gene-R0792_RS01780	1.7219380437328096	2.230479865829355	2.3448677571253995	1.9737564574769721	2.4117648000054914	1.422727539233573	2.589666499929758	2.569319998692177	2.004634410708311	1.6617706590010937	2.5773713559572355	1.9250133471502713	1.6007780418512505	2.3737383705504	2.699837760994664	host	gene-R0792_RS01780	None	None	0.07383813474601052
gene-R0792_RS07250	0.7994765715499896	1.8402236478149172	0.5302589292266667	1.083962057912931	1.3124147061960816	1.3941627383401904	0.9586762744916282	2.864834757076634	1.1676422533793647	0.22653772520463375	1.4025331453876055	2.0469055160295793	0.3619934846313853	1.0441987898694316	1.1532241134787586	host	gene-R0792_RS07250	None	None	0.3489242192973256
gene-R0792_RS11755	11.862079884878444	14.271898172057222	15.950936392192173	12.184150439425155	13.256446931537035	14.063650995855248	14.723102518332842	15.997931290558109	12.224765299707572	13.022869652965609	17.653907435786113	16.434289479660563	20.21555708885378	17.715146777462962	24.249916397212452	host	gene-R0792_RS11755	None	None	0.6836331216215761
gene-R0792_RS15950	22.392999223080963	32.97103902371881	19.10105948765897	26.898035902978062	24.62252794284974	26.414974080687287	23.299221723091755	48.24802384346489	29.091333374465773	12.211345517864604	33.31457295920436	39.18848333065005	19.34700656471353	28.62931199499996	33.496718495238326	host	cysE	None	None	2.6045538648021602
gene-R0792_RS22430	11.684861036876645	15.781294047098747	10.342308368490642	13.651895802062674	15.150225064613753	9.650551979970029	8.487990727979184	14.12034646678968	9.44192398995819	6.656121222215547	15.736061307903286	15.750557135393983	8.9391523911605	12.256279029180105	13.583931295860252	host	gene-R0792_RS22430	None	None	0.7013912858684646
gene-R0792_RS24300	1.889420010106445	4.296163879843813	2.855868668648459	3.3665553904548853	4.747435146600988	3.405200223442031	3.1714498470593178	4.897958232773403	3.322679890988269	2.130599572935422	3.9823644055945735	5.126074408096291	2.5704005876232583	2.2444291678656407	4.0391590318061255	host	gene-R0792_RS24300	None	None	0.2841521589680946
